goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,rating,player.id,team.id
18,54.55,18,1,0,3,0.0,79,22.78,0,3,18,10,32,8,0,3,87.5,18,29,7,18,12,0.0,7.25,805150,7059
2,62.07,21,0,2,3,0.0,92,2.17,35,0,6,0,25,0,0,0,0.0,18,46,0,0,2,0.0,7.25,931426,268083
6,69.7,14,1,5,0,0.0,69,8.7,10,0,2,3,29,0,3,0,0.0,23,26,0,1,6,30.0,7.24,868702,47700
8,50.0,15,0,3,5,0.0,66,12.12,19,0,2,4,30,1,1,2,100.0,11,21,1,5,6,5.26,7.23,876307,7059
3,55.43,10,2,1,2,0.0,37,8.11,5,0,1,3,16,0,1,1,0.0,51,11,0,2,2,20.0,7.22,72872,32529
18,44.23,15,0,2,3,0.0,97,18.56,1,5,17,15,41,3,0,2,100.0,23,41,3,16,11,0.0,7.21,815461,47700
5,71.11,11,1,2,2,0.0,46,10.87,6,0,5,0,14,0,0,1,0.0,32,21,0,3,4,0.0,7.21,223728,273544
4,57.55,17,0,0,0,0.0,57,7.02,2,0,12,2,16,3,0,0,100.0,61,24,3,4,4,0.0,7.19,789878,273544
3,100.0,1,0,0,0,0.0,11,27.27,0,2,1,1,5,0,0,0,0.0,5,5,0,3,1,0.0,7.18,122667,7878
10,55.65,26,1,1,1,0.0,71,14.08,7,0,17,2,22,4,0,4,100.0,64,23,4,9,6,0.0,7.18,846524,372975
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.17,870493,7878
1,50.0,12,0,0,2,0.0,39,2.56,1,0,0,0,5,0,0,0,0.0,9,22,0,1,1,0.0,7.17,1468327,321264
17,42.31,16,0,0,1,0.0,85,20.0,0,7,9,6,41,5,0,0,80.0,11,28,4,17,10,0.0,7.15,839459,33714
9,58.72,22,0,0,1,0.0,77,11.69,9,0,6,5,34,5,0,9,100.0,64,21,5,9,0,0.0,7.15,819655,327910
5,55.32,8,1,3,3,0.0,53,9.43,10,0,1,1,24,2,1,1,100.0,26,21,2,2,4,10.0,7.15,1000182,268083
7,83.33,6,0,2,0,0.0,27,25.93,0,2,2,2,14,0,0,1,0.0,5,7,0,5,4,0.0,7.15,866847,7059
5,57.89,4,0,0,0,0.0,18,27.78,0,1,0,1,5,4,0,0,100.0,11,9,4,5,4,0.0,7.15,340857,335685
4,62.71,13,1,2,0,0.0,43,9.3,3,0,4,1,16,0,1,4,0.0,37,14,0,2,0,33.33,7.15,1017472,32529
2,64.29,3,0,2,0,0.0,11,18.18,2,0,0,0,6,0,1,1,0.0,9,2,0,0,1,50.0,7.15,590260,32529
1,0.0,0,0,0,0,0.0,1,100.0,0,0,0,0,1,1,0,0,100.0,0,0,1,1,1,0.0,7.14,34430,268082
3,68.75,17,1,0,0,,75,4.0,2,0,6,2,24,1,0,2,100.0,33,34,1,3,1,0.0,7.14,1099313,268083
1,50.0,1,0,0,0,0.0,14,7.14,1,1,1,0,3,0,0,0,0.0,2,10,0,1,0,0.0,7.13,944708,372975
3,56.25,16,0,1,2,0.0,55,5.45,14,0,16,0,21,0,0,0,0.0,18,18,0,2,3,0.0,7.13,866405,33714
6,47.06,6,1,1,0,0.0,38,15.79,5,1,0,2,14,0,0,5,0.0,8,18,0,5,0,0.0,7.13,796451,7878
10,41.67,15,0,1,3,0.0,89,11.24,8,0,10,7,35,4,0,8,100.0,15,39,4,9,2,0.0,7.07,340125,6968
5,63.41,10,0,0,1,0.0,46,10.87,8,0,5,1,18,0,0,1,0.0,26,18,0,5,4,0.0,7.06,1017482,268083
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.06,975065,273544
1,73.91,7,1,0,2,0.0,22,4.55,6,1,2,1,9,0,0,0,0.0,17,6,0,1,0,0.0,7.06,130098,335685
6,48.57,10,1,1,2,,62,9.68,8,1,15,5,26,2,1,0,100.0,17,26,2,5,5,12.5,7.06,358932,321264
0,58.33,4,0,0,0,,15,0.0,0,0,2,1,3,0,0,0,0.0,14,8,0,0,0,0.0,7.05,986778,7059
4,43.86,3,0,0,1,0.0,28,14.29,6,0,5,0,11,0,0,3,0.0,25,14,0,4,1,0.0,7.05,815133,335685
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.05,1503689,268083
6,30.0,2,0,0,1,0.0,21,28.57,0,1,3,3,10,2,0,5,100.0,3,9,2,6,0,0.0,7.03,77558,7878
3,53.73,17,1,1,2,0.0,64,4.69,7,0,1,3,16,0,0,0,0.0,36,31,0,2,3,0.0,7.03,163161,33714
3,75.0,2,0,1,0,0.0,18,16.67,3,1,2,0,4,0,0,1,0.0,6,12,0,2,1,0.0,7.02,1184158,33820
1,62.5,8,0,1,1,0.0,32,3.13,3,0,0,0,5,0,1,0,0.0,5,19,0,0,1,33.33,7.02,220991,7059
7,48.78,19,2,1,3,,80,8.75,0,3,23,5,23,0,0,0,0.0,20,38,0,6,4,0.0,7.02,1495665,423192
4,63.16,10,0,1,1,0.0,38,10.53,0,1,1,0,7,1,0,0,100.0,48,21,1,3,3,0.0,7.02,1495631,268083
1,52.63,3,1,1,0,,11,9.09,3,0,0,1,5,0,0,0,0.0,10,3,0,0,1,0.0,7.02,116952,7059
5,54.72,7,1,1,0,0.0,36,13.89,5,1,0,1,14,1,0,1,100.0,29,15,1,4,3,0.0,7.01,250235,33820
1,81.25,1,0,0,0,0.0,14,7.14,1,1,1,0,4,0,0,0,0.0,13,9,0,1,0,0.0,7.01,1184221,268082
7,55.88,12,0,1,1,0.0,41,17.07,1,0,1,3,16,0,0,1,0.0,38,13,0,6,6,0.0,7.0,37952,7059
0,0.0,0,1,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,1017445,423192
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,1184187,335685
0,100.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,7.0,1017481,7059
4,57.89,6,1,2,0,0.0,36,11.11,10,1,5,0,13,1,1,3,100.0,11,17,1,2,0,10.0,7.0,64982,7878
7,45.0,7,3,1,1,0.0,35,20.0,0,0,8,3,21,0,0,0,0.0,18,7,0,6,7,0.0,7.0,974103,32529
0,100.0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.99,1184161,33820
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.98,877531,335685
4,43.59,13,1,1,0,0.0,44,9.09,5,1,11,2,17,1,0,0,100.0,17,14,1,3,3,0.0,6.98,163181,33714
2,63.16,9,0,1,0,0.0,33,6.06,5,0,0,0,8,0,0,0,0.0,12,16,0,1,2,0.0,6.98,877535,273544
3,64.29,7,0,0,0,,27,11.11,5,0,1,2,12,1,0,2,0.0,18,8,0,3,1,0.0,6.98,339123,47701
8,33.33,2,0,1,2,0.0,30,26.67,0,3,3,1,18,0,0,2,0.0,6,10,0,7,3,0.0,6.97,589582,32529
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.97,1418344,268082
2,57.14,5,0,0,2,0.0,25,8.0,0,0,0,1,7,0,0,0,0.0,4,13,0,2,2,0.0,6.96,893078,268083
2,46.67,4,0,1,0,0.0,20,10.0,3,1,4,2,12,1,1,0,0.0,14,4,0,1,1,33.33,6.96,897151,423192
2,54.55,4,1,1,0,,16,12.5,0,0,1,0,6,0,0,2,0.0,6,6,0,1,0,0.0,6.96,175097,33820
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.95,886913,33714
8,37.5,14,0,1,3,,63,12.7,0,1,24,6,20,2,0,1,100.0,6,29,2,7,6,0.0,6.94,805363,321264
5,61.54,13,0,0,0,0.0,55,9.09,0,1,10,5,22,0,0,0,0.0,64,20,0,5,4,0.0,6.94,1156453,268083
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.93,873729,32529
5,50.0,1,0,0,0,0.0,9,55.56,0,3,1,0,6,0,0,0,0.0,2,2,0,5,2,0.0,6.93,12435,47700
3,40.0,3,0,0,0,0.0,31,9.68,0,1,1,1,10,0,0,0,0.0,10,18,0,3,2,0.0,6.93,247125,335685
2,42.86,1,0,0,0,0.0,8,25.0,0,2,1,0,2,0,0,0,0.0,6,5,0,2,0,0.0,6.93,1102032,7878
0,0.0,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.93,331437,32529
0,66.67,2,0,0,0,0.0,20,0.0,0,0,0,4,5,0,0,0,0.0,10,13,0,0,0,0.0,6.93,345747,268082
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.93,846777,7059
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.92,1184170,33714
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,6.92,47452,7059
1,53.33,3,0,0,1,0.0,26,3.85,1,0,2,2,6,0,0,0,0.0,16,17,0,1,1,0.0,6.92,162707,7878
1,40.0,2,0,0,1,0.0,16,6.25,3,0,1,0,8,0,0,0,0.0,4,6,0,1,1,0.0,6.92,1495609,273544
1,50.0,5,0,0,0,0.0,31,3.23,1,0,8,0,9,0,0,1,0.0,18,17,0,1,0,0.0,6.92,1085228,7878
1,44.44,2,0,0,0,0.0,4,25.0,0,0,2,0,1,0,0,0,0.0,4,1,0,1,1,0.0,6.91,329269,268082
1,61.11,11,0,0,1,0.0,34,2.94,5,0,4,1,10,0,0,0,0.0,11,13,0,1,1,0.0,6.91,75655,47700
1,58.62,6,0,1,2,0.0,43,2.33,1,0,0,1,14,0,0,0,0.0,17,23,0,0,1,0.0,6.91,1008535,321264
0,71.43,2,0,0,0,0.0,14,0.0,0,0,0,0,2,0,0,0,0.0,5,10,0,0,0,0.0,6.91,927215,7878
2,57.14,6,0,2,0,0.0,26,7.69,6,0,1,0,8,0,1,2,0.0,8,12,0,0,0,16.67,6.91,876306,327860
2,70.0,6,1,0,0,0.0,24,8.33,1,1,1,1,7,0,0,0,0.0,7,11,0,2,1,0.0,6.9,1108509,47700
1,71.43,0,0,0,0,0.0,5,20.0,0,0,0,0,3,0,0,0,0.0,5,2,0,1,1,0.0,6.9,1495670,372975
1,66.67,2,1,0,0,0.0,24,4.17,0,1,0,2,7,0,0,0,0.0,4,15,0,1,0,0.0,6.9,340839,7059
0,100.0,0,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.9,1184177,32529
0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.9,790107,321264
0,33.33,0,0,0,0,0.0,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,6.9,1564072,423192
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.9,885576,327860
0,70.37,1,0,0,0,0.0,3,0.0,0,0,0,0,1,0,0,0,0.0,19,1,0,0,0,0.0,6.9,84604,335685
11,57.14,8,1,0,0,0.0,42,26.19,0,3,13,4,18,2,0,2,100.0,8,16,2,11,6,0.0,6.9,233338,273544
3,84.62,9,0,2,1,0.0,37,8.11,1,0,0,1,11,0,0,3,0.0,11,17,0,1,0,0.0,6.89,874470,335685
1,50.0,6,0,1,1,0.0,28,3.57,6,0,0,0,8,0,0,1,0.0,8,14,0,0,0,0.0,6.89,127947,7059
5,56.52,6,0,1,0,0.0,43,11.63,15,0,3,3,13,3,1,1,100.0,13,24,3,4,4,6.67,6.89,805321,423192
1,100.0,1,0,0,0,0.0,9,11.11,0,1,1,0,3,0,0,0,0.0,2,5,0,1,0,0.0,6.88,47210,33714
0,100.0,0,0,0,0,,3,0.0,0,0,3,0,0,0,0,0,0.0,1,3,0,0,0,0.0,6.88,946802,33714
0,68.75,2,0,0,0,,12,0.0,3,0,0,0,4,0,0,0,0.0,11,6,0,0,0,0.0,6.88,116096,47701
0,62.5,1,0,0,0,,13,0.0,1,0,0,0,3,0,0,0,0.0,5,9,0,0,0,0.0,6.88,846776,47700
2,83.33,0,0,0,0,0.0,8,25.0,0,2,1,0,2,0,0,0,0.0,10,6,0,2,0,0.0,6.88,249285,33714
1,66.67,4,0,0,0,0.0,11,9.09,0,0,0,1,3,0,0,0,0.0,18,4,0,1,1,0.0,6.88,1008536,273544
2,91.67,2,0,0,0,,9,22.22,0,0,2,0,4,0,0,2,0.0,11,3,0,2,0,0.0,6.88,886576,47701
0,40.0,2,0,0,0,0.0,13,0.0,3,0,0,0,3,0,0,0,0.0,6,8,0,0,0,0.0,6.88,895960,268082
6,49.21,10,1,0,2,0.0,71,8.45,1,1,11,5,19,1,0,2,100.0,31,42,1,6,3,0.0,6.87,1016143,268082
2,29.17,0,0,0,0,,4,50.0,0,0,3,0,2,0,0,2,0.0,7,2,0,2,0,0.0,6.87,878344,33820
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.87,1184172,327860
3,52.17,7,1,0,0,0.0,31,9.68,0,1,16,0,9,0,0,1,0.0,12,15,0,3,1,0.0,6.86,75642,372975
4,46.67,2,0,0,1,,25,16.0,1,1,3,1,10,0,0,0,0.0,7,13,0,4,3,0.0,6.86,875242,47701
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.86,875243,47700
2,50.0,3,1,0,5,0.0,25,8.0,0,2,5,4,5,2,0,0,0.0,20,17,0,2,0,0.0,6.86,868706,47701
0,45.45,3,0,0,0,0.0,4,0.0,0,0,1,0,0,0,0,0,0.0,5,1,0,0,0,0.0,6.86,1169071,33820
2,57.14,5,2,0,0,0.0,29,6.9,3,0,10,5,10,3,0,0,66.67,8,14,2,2,2,0.0,6.86,790008,33820
0,66.67,3,0,0,0,0.0,6,0.0,0,0,0,0,2,0,0,0,0.0,18,1,0,0,0,0.0,6.85,1116477,268083
1,100.0,2,0,0,0,0.0,10,10.0,0,1,0,2,4,0,0,0,0.0,4,4,0,1,0,0.0,6.85,249333,32529
9,43.75,5,0,0,0,0.0,40,22.5,0,1,3,3,22,2,0,2,100.0,7,13,2,9,6,0.0,6.85,846158,32529
0,66.67,4,0,0,1,0.0,15,0.0,1,0,1,0,6,0,0,0,0.0,8,5,0,0,0,0.0,6.85,131615,372975
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.85,979326,268083
1,0.0,1,0,0,0,,6,16.67,0,0,0,0,1,0,0,0,0.0,0,4,0,1,1,0.0,6.85,947067,372975
1,57.14,1,0,0,0,0.0,13,7.69,0,1,6,2,5,0,0,0,0.0,8,7,0,1,0,0.0,6.85,815445,7059
3,46.15,5,0,1,1,0.0,26,11.54,0,0,1,0,10,0,0,0,0.0,6,11,0,2,3,0.0,6.85,147479,7878
0,68.63,7,0,0,0,0.0,15,0.0,0,0,0,0,0,0,0,0,0.0,35,8,0,0,0,0.0,6.84,1114079,268083
0,46.15,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0.0,6,0,0,0,0,0.0,6.84,931652,47700
6,50.0,10,0,0,1,0.0,34,17.65,0,1,10,2,11,1,0,3,100.0,11,13,1,6,2,0.0,6.84,836165,273544
0,49.32,9,1,0,2,0.0,37,0.0,2,0,1,2,10,0,0,0,0.0,36,18,0,0,0,0.0,6.84,350568,32529
2,75.0,4,0,1,0,,23,8.7,0,1,4,1,9,0,0,0,0.0,6,10,0,1,1,0.0,6.84,378642,7878
2,50.0,1,1,0,0,,12,16.67,0,2,5,0,7,0,0,0,0.0,4,4,0,2,0,0.0,6.83,877519,47701
0,52.17,4,0,0,0,0.0,8,0.0,0,0,0,0,2,0,0,0,0.0,12,2,0,0,0,0.0,6.83,1116679,7059
0,52.38,9,0,0,1,0.0,42,0.0,2,0,4,1,9,0,0,0,0.0,11,24,0,0,0,0.0,6.83,941449,47701
3,76.92,6,0,0,0,0.0,26,11.54,0,2,0,2,6,0,0,1,0.0,10,14,0,3,0,0.0,6.83,926882,33714
4,68.42,10,1,0,1,0.0,25,16.0,1,1,5,1,6,0,0,0,0.0,13,9,0,4,3,0.0,6.83,1495685,423192
0,65.52,3,0,0,0,0.0,15,0.0,1,0,1,0,5,0,0,0,0.0,19,7,0,0,0,0.0,6.83,975109,6968
0,100.0,0,0,0,0,0.0,6,0.0,0,0,0,1,1,0,0,0,0.0,1,5,0,0,0,0.0,6.83,868699,335685
0,50.0,0,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.83,1473453,33820
0,100.0,2,0,0,0,0.0,9,0.0,0,0,1,1,1,0,0,0,0.0,1,6,0,0,0,0.0,6.83,902907,47701
1,62.16,4,0,0,1,0.0,29,3.45,0,0,5,1,10,0,0,0,0.0,23,15,0,1,1,0.0,6.82,1177431,7878
3,48.48,6,1,1,2,0.0,18,16.67,1,0,3,1,4,0,0,0,0.0,16,8,0,2,3,0.0,6.82,1107011,47701
1,54.55,2,0,0,0,0.0,10,10.0,0,0,0,0,3,0,0,0,0.0,6,5,0,1,1,0.0,6.82,1174958,47700
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.82,805225,321264
0,87.5,2,0,0,1,0.0,7,0.0,0,0,0,0,1,0,0,0,0.0,14,4,0,0,0,0.0,6.82,33187,33714
0,62.5,5,0,0,1,0.0,12,0.0,0,0,0,2,1,0,0,0,0.0,20,6,0,0,0,0.0,6.82,805360,33820
5,55.32,7,1,1,0,0.0,37,13.51,2,3,7,2,14,1,0,0,0.0,26,16,0,4,2,0.0,6.82,802897,321264
8,30.0,7,1,1,1,,40,20.0,1,2,9,5,13,2,1,3,50.0,9,20,1,7,3,100.0,6.81,1092323,327860
5,50.0,5,0,3,2,0.0,34,14.71,0,0,4,1,14,0,0,0,0.0,12,15,0,2,5,0.0,6.81,964296,7059
0,67.39,1,0,0,0,0.0,3,0.0,0,0,2,0,0,0,0,0,0.0,31,2,0,0,0,0.0,6.81,1114091,7059
2,55.0,6,1,1,0,0.0,20,10.0,0,0,1,1,10,0,0,0,0.0,11,4,0,1,2,0.0,6.81,1424737,268083
2,51.43,3,1,0,0,0.0,17,11.76,2,1,10,1,7,0,0,0,0.0,18,7,0,2,1,0.0,6.81,11348,6968
0,68.75,6,0,0,1,0.0,21,0.0,6,0,1,0,7,0,0,0,0.0,11,8,0,0,0,0.0,6.8,1148599,273544
9,48.48,5,0,2,2,0.0,43,20.93,0,0,8,4,23,0,0,8,0.0,16,15,0,7,1,0.0,6.8,808183,7059
4,40.91,8,1,2,1,0.0,48,8.33,4,1,2,2,13,0,0,0,0.0,9,27,0,2,3,0.0,6.8,1490611,327910
3,55.93,10,0,0,2,0.0,60,5.0,1,2,21,8,20,0,0,0,0.0,33,30,0,3,1,0.0,6.8,1020469,33714
1,50.0,5,0,0,1,0.0,26,3.85,2,0,1,0,8,0,0,1,0.0,17,13,0,1,0,0.0,6.8,312258,32529
0,0.0,1,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.8,1169067,327860
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.8,1169074,33820
0,57.14,9,0,0,0,0.0,24,0.0,1,0,2,0,5,0,0,0,0.0,20,10,0,0,0,0.0,6.8,932242,32529
3,51.16,4,0,0,1,,25,12.0,0,0,4,2,7,0,0,2,0.0,22,14,0,3,1,0.0,6.8,866477,335685
3,50.0,2,0,1,0,0.0,19,15.79,0,0,0,1,8,2,0,0,100.0,4,9,2,2,3,0.0,6.79,147558,47701
4,27.59,6,0,0,3,0.0,28,14.29,0,2,2,1,10,0,0,0,0.0,8,12,0,4,2,0.0,6.79,975062,33820
5,100.0,0,0,0,0,0.0,22,22.73,1,2,9,2,11,0,0,0,0.0,3,11,0,5,3,0.0,6.79,846369,268082
0,50.0,1,0,0,0,,5,0.0,0,0,0,0,0,0,0,0,0.0,5,4,0,0,0,0.0,6.79,819170,268083
0,38.1,5,0,0,2,0.0,32,0.0,3,0,0,0,5,0,0,0,0.0,8,22,0,0,0,0.0,6.78,856508,47701
3,58.54,12,0,0,2,0.0,36,8.33,0,1,4,2,10,0,0,1,0.0,24,14,0,3,1,0.0,6.78,914211,6968
1,41.67,7,0,0,2,0.0,19,5.26,0,1,3,2,3,0,0,0,0.0,5,9,0,1,0,0.0,6.78,47466,273544
1,0.0,0,1,0,0,0.0,6,16.67,0,1,0,0,3,0,0,0,0.0,0,3,0,1,0,0.0,6.78,1474879,33820
0,83.87,2,0,0,0,0.0,16,0.0,1,0,0,1,0,0,0,0,0.0,26,14,0,0,0,0.0,6.78,897150,327910
1,33.33,1,0,0,0,,13,7.69,5,1,2,0,9,0,0,0,0.0,2,3,0,1,0,0.0,6.78,1106065,47701
2,72.22,9,0,1,0,0.0,22,9.09,6,0,0,0,4,1,0,0,100.0,13,9,1,1,2,0.0,6.78,1017447,321264
1,58.62,5,2,1,1,0.0,20,5.0,1,0,2,0,6,0,0,1,0.0,17,9,0,0,0,0.0,6.78,973545,268082
1,53.33,1,0,0,0,0.0,3,33.33,0,0,0,0,2,0,0,0,0.0,16,0,0,1,1,0.0,6.78,1394847,7059
1,0.0,0,0,0,0,0.0,5,20.0,0,0,2,0,2,0,0,0,0.0,0,3,0,1,1,0.0,6.78,1394163,335685
1,100.0,1,0,0,0,0.0,4,25.0,0,0,0,0,1,0,0,1,0.0,2,2,0,1,0,0.0,6.78,805061,327860
0,66.67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,6.78,1017478,268082
0,67.74,4,0,0,0,0.0,12,0.0,0,0,2,0,3,0,0,0,0.0,21,5,0,0,0,0.0,6.77,831746,327860
0,60.0,1,0,0,0,0.0,4,0.0,0,0,0,0,1,0,0,0,0.0,3,2,0,0,0,0.0,6.77,979780,47701
2,56.41,12,0,0,0,0.0,36,5.56,13,0,3,1,10,0,0,1,0.0,22,14,0,2,1,0.0,6.77,842932,372975
0,72.22,3,0,0,0,0.0,8,0.0,1,0,0,1,4,0,0,0,0.0,13,1,0,0,0,0.0,6.77,1197426,268083
0,100.0,4,0,0,1,0.0,6,0.0,0,0,0,0,0,0,0,0,0.0,5,2,0,0,0,0.0,6.76,873728,47700
2,28.57,2,0,0,0,0.0,9,22.22,0,1,0,0,3,0,0,0,0.0,2,4,0,2,1,0.0,6.76,1142053,47701
0,40.0,2,1,0,0,0.0,16,0.0,1,0,0,1,4,0,0,0,0.0,2,10,0,0,0,0.0,6.76,1200519,321264
0,80.0,0,0,0,0,0.0,2,0.0,0,0,0,0,0,0,0,0,0.0,4,2,0,0,0,0.0,6.76,123245,6968
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.76,980760,321264
0,87.5,1,0,0,1,0.0,10,0.0,0,0,0,0,3,0,0,0,0.0,7,6,0,0,0,0.0,6.76,247189,32529
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.76,1017424,47701
1,53.33,5,0,0,0,0.0,15,6.67,0,0,0,1,4,0,0,1,0.0,8,6,0,1,0,0.0,6.75,333761,273544
4,73.08,5,0,0,3,0.0,29,13.79,0,0,4,1,10,0,0,3,0.0,19,14,0,4,1,0.0,6.75,1116671,7059
1,66.67,5,0,0,0,0.0,17,5.88,0,0,1,0,1,0,0,0,0.0,6,11,0,1,1,0.0,6.75,163179,7059
7,43.48,0,0,0,0,0.0,34,20.59,0,0,11,10,19,5,0,1,80.0,10,15,4,7,6,0.0,6.75,80934,33820
6,75.0,4,0,0,0,0.0,35,17.14,6,4,4,2,10,2,0,2,100.0,9,21,2,6,0,0.0,6.75,166151,423192
2,30.77,9,0,0,2,0.0,27,7.41,4,1,0,0,6,0,0,1,0.0,4,12,0,2,0,0.0,6.75,886777,32529
1,50.0,0,0,0,0,0.0,5,20.0,0,0,1,0,1,0,0,0,0.0,3,4,0,1,1,0.0,6.75,1177432,268082
0,0.0,0,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.75,1495671,423192
0,75.0,3,1,0,0,0.0,4,0.0,0,0,0,0,0,0,0,0,0.0,3,1,0,0,0,0.0,6.75,1413181,268083
