tackles,errorLeadToGoal,cleanSheet,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,rating,player.id,team.id
16,0,3,16,1,0,1,60,8,7.08,1199282,1957
27,0,9,23,0,0,0,66,13,7.07,874729,1963
52,0,7,35,0,0,0,62,23,7.07,243113,1966
34,0,9,13,0,1,0,25,26,7.07,611876,5981
34,0,12,57,2,0,0,196,9,7.07,795261,1958
2,0,1,2,0,0,0,15,0,7.07,1129429,2020
0,1,14,1,0,0,0,21,1,7.07,243529,1963
30,0,0,11,0,1,0,4,33,7.07,558820,5926
56,2,9,31,0,0,0,26,21,7.07,1035996,1961
24,0,0,8,0,0,0,8,9,7.06,906837,1999
14,0,4,13,0,1,0,35,5,7.06,875402,1981
0,0,2,0,0,0,0,7,0,7.06,874979,1981
34,0,10,8,0,0,0,20,17,7.06,817650,1954
24,1,1,12,0,0,0,12,12,7.06,17787,1961
27,0,0,12,1,0,0,10,15,7.05,109610,1960
6,0,0,3,0,0,0,1,7,7.05,904505,1958
9,0,1,7,0,0,0,4,1,7.05,897617,1954
15,0,4,14,1,0,0,50,3,7.05,925189,1999
44,0,14,54,1,0,0,118,11,7.05,587148,1958
26,1,8,23,1,0,0,73,7,7.05,1108441,1981
1,0,9,0,0,0,0,33,0,7.04,595598,1974
1,1,9,0,1,0,0,35,2,7.04,552172,1960
4,0,0,4,0,1,0,3,2,7.04,243425,1974
0,0,8,0,1,1,0,26,1,7.04,27756,1957
40,0,5,15,0,1,0,64,13,7.03,243109,5926
31,0,1,10,0,0,0,15,14,7.03,787607,1961
13,0,0,0,0,0,0,2,1,7.03,874030,1977
19,0,1,6,0,0,0,3,17,7.03,116853,1961
17,0,0,8,0,0,0,9,8,7.03,34152,1957
3,0,3,0,0,0,0,14,0,7.03,841129,1977
1,0,8,0,1,1,0,30,0,7.02,795177,1968
1,0,0,0,0,1,0,17,0,7.02,839762,1973
18,0,3,7,0,0,0,11,26,7.02,841128,1963
40,0,7,16,1,1,1,26,19,7.02,12634,1981
47,0,7,39,0,0,0,88,34,7.02,330057,2020
39,0,11,38,0,0,1,56,28,7.02,840202,1958
14,0,1,6,0,0,0,3,5,7.02,139300,1954
13,0,1,10,0,0,0,55,6,7.02,21300,5981
41,0,9,30,0,0,0,47,10,7.02,1127439,1977
0,1,12,2,0,1,0,26,0,7.02,329055,49202
11,0,2,8,0,0,0,10,2,7.02,1017746,1967
47,0,6,41,0,1,0,28,23,7.02,874063,1967
46,0,1,13,0,0,0,1,19,7.02,1175760,49202
106,0,8,32,1,1,0,22,47,7.01,840150,1999
14,0,1,10,0,0,0,14,7,7.01,143846,1999
16,0,3,21,0,0,0,64,10,7.01,867907,1954
11,0,0,1,0,0,0,11,14,7.01,345847,1973
12,0,5,8,0,0,0,35,11,7.0,270287,49202
7,0,1,2,0,0,0,24,4,7.0,1047227,1968
0,0,0,0,0,0,0,0,2,7.0,1495892,1982
21,0,2,29,1,0,0,63,7,7.0,1117710,1955
1,0,0,1,0,0,0,0,0,7.0,1175765,1981
0,0,0,0,0,0,0,0,0,7.0,927666,1961
2,0,0,1,0,0,0,1,0,7.0,1585334,1954
16,0,0,14,0,0,0,3,18,7.0,1106140,1955
29,0,2,11,0,0,0,8,19,6.99,386198,5981
0,1,8,1,0,0,0,33,2,6.99,1016104,1967
25,1,0,15,0,0,0,10,19,6.99,943044,1960
23,0,3,17,0,1,0,24,17,6.99,13630,1967
8,0,3,12,0,0,0,29,5,6.99,551774,1967
56,0,1,3,0,0,0,6,45,6.99,244589,1968
59,0,12,18,1,0,0,24,42,6.99,1120721,1981
40,0,8,27,0,2,0,120,14,6.99,106402,1957
58,0,2,8,0,1,0,11,35,6.99,846413,1967
34,0,3,16,0,0,0,9,25,6.98,247483,1966
18,0,2,9,0,0,0,5,20,6.98,986233,1966
53,0,1,31,1,0,0,23,20,6.98,871273,1967
28,0,13,29,1,0,0,138,7,6.98,845110,1954
38,0,3,23,0,0,0,46,17,6.98,795014,1960
15,0,1,6,0,0,0,4,9,6.98,789960,1968
41,0,7,41,1,1,0,130,11,6.98,33106,1967
36,0,1,15,0,0,0,12,24,6.98,974556,1963
46,0,12,29,0,0,1,42,35,6.98,881110,1963
11,0,8,20,2,0,0,91,3,6.98,870788,1961
26,0,0,11,1,0,1,11,24,6.98,927975,1968
84,0,4,33,0,1,0,40,71,6.97,1139775,5926
23,0,5,9,0,0,0,6,28,6.97,124997,1966
22,0,1,10,0,0,0,14,22,6.97,1019652,1955
2,0,12,1,0,0,0,25,1,6.96,33132,1981
26,0,2,31,0,2,0,44,9,6.96,981703,1957
2,0,1,12,0,0,0,33,1,6.96,963990,1967
6,0,1,4,0,0,0,3,10,6.96,377238,1954
19,0,0,2,0,0,0,2,11,6.96,1150391,1967
28,0,1,9,0,0,0,20,11,6.96,1021721,1974
18,0,3,7,1,0,0,51,4,6.96,809194,49202
12,0,1,6,0,0,0,6,3,6.96,859083,2020
31,0,5,21,0,0,0,52,6,6.95,1017827,1960
0,0,1,1,0,0,0,13,1,6.95,988873,1961
17,0,0,6,0,0,0,2,16,6.95,1046796,2020
78,0,2,19,0,0,0,46,25,6.95,1093196,1977
14,0,2,16,0,0,0,23,10,6.95,984896,1967
88,0,4,59,1,1,0,61,39,6.95,868030,1955
66,0,8,15,0,0,0,51,17,6.94,850023,1966
18,0,2,9,0,1,0,13,1,6.94,26029,5981
57,1,9,25,0,0,0,97,24,6.94,220833,1963
72,0,6,37,0,1,0,89,43,6.94,866392,49202
38,0,7,38,2,1,0,128,14,6.94,905450,1960
30,0,3,21,1,0,0,17,21,6.94,46798,1968
18,0,2,8,0,0,0,15,9,6.93,374486,1967
18,0,0,8,1,0,0,3,24,6.93,811308,49202
41,0,0,16,0,0,0,17,36,6.93,824626,2020
7,0,0,0,0,0,0,1,6,6.93,107414,1981
14,0,5,6,2,0,0,11,16,6.93,33238,1961
37,1,5,30,0,1,0,41,9,6.93,990169,1966
69,0,9,28,0,0,0,28,47,6.93,552686,1977
38,0,7,21,0,0,0,17,33,6.93,807850,1961
15,0,2,11,0,0,0,24,6,6.93,905459,1999
21,0,5,19,0,1,0,93,10,6.93,995293,1981
67,0,8,38,0,0,0,49,27,6.92,870691,2020
65,0,11,49,1,0,0,47,53,6.92,604274,1954
31,0,2,12,0,1,0,2,18,6.92,848472,1982
11,0,1,2,0,0,0,16,6,6.92,386212,1955
67,0,4,13,0,0,0,13,35,6.92,931479,49202
14,0,1,9,0,0,0,9,27,6.91,146599,49202
47,0,2,21,0,0,0,22,14,6.91,551422,2020
57,0,0,26,0,0,0,11,33,6.91,799634,1958
38,0,7,33,2,0,0,25,17,6.91,844601,1954
13,0,0,1,0,0,0,5,9,6.9,1174937,1963
39,0,2,13,0,0,0,10,36,6.9,995072,1974
23,0,5,4,0,0,0,16,11,6.9,905463,1957
25,0,1,11,0,0,0,5,13,6.9,354510,1968
76,0,7,22,0,0,0,18,67,6.9,329069,1963
9,0,0,4,0,0,0,13,2,6.9,880169,1960
0,0,0,0,0,0,0,1,1,6.9,36684,1961
2,0,0,0,0,0,0,0,0,6.9,1116660,1966
0,0,0,0,0,0,0,1,0,6.9,840027,1958
2,0,0,0,0,0,0,0,0,6.9,1382913,1961
1,1,5,1,1,0,0,37,2,6.9,1111770,5926
23,0,1,4,0,0,0,9,10,6.9,282557,1981
17,0,0,10,0,0,0,9,14,6.9,913598,1977
11,0,2,18,1,1,0,59,3,6.89,959006,1957
38,0,2,11,0,0,0,11,23,6.89,796925,1960
27,0,0,12,0,0,0,4,36,6.89,1005177,1960
71,0,7,24,0,0,0,19,57,6.89,1008832,2020
6,0,0,1,0,0,0,0,7,6.89,14216,1974
13,0,5,16,0,0,0,53,4,6.89,973737,1977
60,0,10,10,0,0,0,42,29,6.88,818473,5981
21,0,3,10,1,0,0,7,11,6.88,981733,1967
29,0,7,33,1,1,0,88,9,6.88,840247,1954
14,0,1,3,0,0,0,10,15,6.88,345113,1966
26,0,3,18,1,0,0,64,7,6.88,929200,1967
7,0,0,1,0,0,0,1,6,6.88,330693,1954
5,0,0,3,0,0,0,0,1,6.88,1175259,1973
4,0,1,5,0,0,0,33,0,6.88,243735,5981
34,0,2,14,0,0,0,23,17,6.88,946945,5926
55,0,6,20,0,0,0,34,24,6.88,1018915,1958
0,1,1,0,1,0,0,17,1,6.88,914169,1973
47,0,12,25,0,1,0,139,20,6.88,221206,49202
47,0,4,24,0,0,0,26,31,6.88,872039,1955
29,0,0,16,0,0,0,12,20,6.88,178407,1958
32,0,3,19,0,0,0,6,41,6.88,358956,1977
2,2,6,0,0,0,0,39,0,6.88,147467,1982
15,0,0,3,0,1,0,5,17,6.88,551348,1977
22,0,1,6,0,1,0,23,14,6.87,865356,1981
0,1,5,0,4,0,0,14,1,6.87,581060,1966
11,0,0,6,0,0,0,3,10,6.87,155715,1973
40,1,4,25,0,0,0,24,38,6.87,291723,1981
29,0,7,16,0,0,0,27,10,6.87,795773,1961
30,0,1,10,0,0,0,2,24,6.87,922546,1955
23,1,0,8,0,0,0,11,21,6.87,1047656,1957
0,1,7,1,2,1,0,20,0,6.87,839761,2020
18,0,2,8,0,0,0,13,10,6.87,840219,5981
2,0,0,0,0,0,0,14,6,6.86,238708,1982
15,0,0,7,0,0,0,6,6,6.86,840218,1961
15,0,0,4,0,0,0,2,6,6.86,937552,1963
42,0,4,16,0,0,0,50,19,6.86,25554,1957
18,0,0,3,0,0,0,0,9,6.86,974698,2020
6,0,2,7,0,0,0,10,3,6.86,1002528,1981
37,0,1,14,0,0,0,12,30,6.86,268419,1974
5,0,0,2,0,0,0,3,14,6.86,243497,1973
9,0,7,17,1,0,0,32,7,6.86,1002565,1999
58,1,1,31,0,1,0,18,67,6.86,794312,1973
52,0,6,48,1,0,0,57,24,6.86,295167,1960
16,0,6,11,0,0,0,19,19,6.85,76507,1958
13,0,3,8,0,0,0,19,14,6.85,165677,2020
10,0,0,4,0,0,0,2,10,6.85,846411,1961
1,0,0,0,0,0,0,0,0,6.85,1047683,1958
1,0,0,1,0,0,0,0,0,6.85,1101437,1958
47,1,4,14,0,0,0,23,13,6.85,40076,1977
4,0,0,1,0,0,0,4,2,6.85,115183,1957
28,0,2,12,0,0,0,26,11,6.85,1067671,1961
27,0,0,5,0,0,0,8,18,6.85,1104068,2020
36,0,3,31,0,1,0,73,6,6.84,794838,1955
39,0,8,20,1,0,0,29,42,6.84,590262,5981
36,0,7,31,0,1,1,138,21,6.84,789395,2020
22,0,7,34,1,1,0,146,4,6.84,839765,1968
22,1,5,20,0,0,0,69,19,6.84,22975,1974
23,0,1,9,0,1,0,3,30,6.84,145063,5981
17,0,0,5,0,0,0,4,19,6.84,998499,5926
11,0,0,5,0,0,0,12,8,6.84,1107069,49202
16,0,1,6,0,0,0,8,12,6.84,840451,5981
31,0,8,45,1,0,1,98,16,6.84,871705,1955
23,0,0,6,0,0,0,6,18,6.84,121264,49202
4,0,2,1,0,0,0,3,6,6.84,1485371,1968
24,0,10,27,1,0,1,105,19,6.84,373740,49202
9,0,0,3,0,0,0,12,8,6.84,1094179,1963
20,0,0,5,0,0,0,34,4,6.83,1105796,5926
32,0,4,20,0,1,0,42,14,6.83,1087079,1967
61,1,6,39,0,0,1,71,39,6.83,1102383,49202
30,0,4,13,0,0,0,18,21,6.83,840398,1958
10,0,0,4,0,0,0,5,5,6.82,1403439,1974
5,0,1,3,0,0,0,4,5,6.82,977679,1958
23,0,8,25,0,0,0,67,11,6.82,977676,1999
14,0,1,4,0,0,0,16,5,6.82,1167068,1963
20,0,3,7,0,0,0,13,8,6.82,931540,5981
37,0,0,18,0,0,0,24,22,6.82,1485309,1957
50,0,1,23,0,0,0,16,28,6.82,123225,2020
51,0,3,20,1,1,0,20,36,6.82,850987,1982
10,0,1,11,0,0,0,35,4,6.81,243439,1967
12,1,0,4,0,0,0,11,11,6.81,359024,2020
39,0,3,37,0,1,0,101,20,6.81,590324,1982
39,1,7,12,0,0,0,21,17,6.81,158257,1977
23,0,3,20,0,1,0,18,20,6.81,931591,1981
1,0,0,0,0,0,0,1,1,6.81,32164,1981
6,1,2,9,0,0,0,45,2,6.81,810715,1955
9,0,1,2,0,1,0,11,8,6.81,835260,1963
11,0,1,2,0,0,0,7,10,6.81,1018547,1999
36,0,3,10,0,0,0,14,14,6.81,922559,1958
19,0,2,13,0,0,0,12,18,6.81,363688,2020
11,0,2,1,0,0,0,6,6,6.81,158561,1954
31,0,1,13,0,0,0,8,20,6.8,1170954,5981
29,1,9,31,0,0,1,103,17,6.8,328519,1977
26,0,7,13,1,1,0,112,6,6.8,360940,1974
8,0,0,0,0,0,0,5,11,6.8,1105305,1973
11,0,0,2,0,0,0,7,5,6.8,1587711,5926
11,0,0,7,0,0,0,10,4,6.8,1017264,1955
1,0,0,2,0,0,0,0,1,6.8,830742,1974
4,0,0,0,0,0,0,4,1,6.8,215956,1958
25,0,1,4,0,0,0,17,13,6.8,39623,1958
2,0,1,3,0,0,0,33,3,6.8,72080,1966
3,0,1,5,0,0,0,6,0,6.8,1410337,1999
0,0,0,1,0,0,0,0,0,6.8,1159656,1968
0,0,0,0,0,0,0,1,0,6.8,973738,1957
1,0,0,0,0,0,0,3,0,6.8,870697,1974
1,0,0,1,0,0,0,0,0,6.8,42109,1960
0,0,0,0,0,0,0,0,0,6.8,870920,49202
1,0,0,0,0,0,0,0,0,6.8,1199453,1999
2,0,0,1,1,0,0,3,0,6.8,1177384,1955
79,0,7,48,0,1,0,49,66,6.8,546338,1958
33,0,4,14,0,0,1,28,17,6.8,928134,1961
34,0,5,9,0,0,0,8,30,6.79,982405,1999
7,0,1,0,0,0,0,2,6,6.79,1175553,1999
26,0,0,6,0,0,0,12,21,6.79,1197041,1957
37,0,3,15,0,1,0,11,21,6.79,879902,1974
43,0,9,36,0,0,0,79,28,6.79,982174,1974
35,0,0,19,0,1,0,19,21,6.79,822513,1982
42,0,3,31,0,0,0,32,35,6.79,831778,1957
68,0,7,25,1,1,0,36,26,6.79,928137,1960
7,0,0,6,0,0,0,2,11,6.79,962027,1981
6,0,0,0,0,0,0,3,0,6.79,849301,1974
7,0,0,3,0,0,0,26,2,6.79,1185832,1973
19,0,2,9,0,0,0,9,12,6.78,1167069,1963
14,0,0,3,0,0,0,3,10,6.78,965764,1974
18,0,0,14,0,0,0,2,9,6.78,922566,1968
56,0,4,33,0,1,0,14,43,6.78,995071,1982
36,0,0,12,0,0,0,8,30,6.78,985766,1954
32,0,5,27,0,0,0,101,8,6.78,551810,5926
17,0,3,16,0,1,0,44,4,6.78,844602,1967
12,0,2,6,0,0,0,32,5,6.78,753662,1977
49,1,1,26,1,1,0,49,31,6.78,877591,1974
15,0,2,3,0,0,0,8,8,6.77,1087399,1961
43,0,0,19,0,0,1,27,16,6.77,981746,1982
7,0,0,3,0,0,0,4,1,6.77,21212,1958
23,0,0,11,0,0,0,5,23,6.77,905461,1981
36,0,2,11,1,3,0,16,28,6.77,924857,1981
29,0,1,2,0,0,0,18,15,6.77,795291,5981
42,0,8,33,1,3,0,96,17,6.77,243435,2020
22,1,7,18,0,1,0,127,9,6.77,870851,1960
21,0,2,7,0,0,0,5,8,6.77,1105595,1999
1,0,0,0,0,0,0,1,0,6.77,1110033,1961
3,0,0,0,0,0,0,1,9,6.77,37006,1977
49,0,6,44,0,0,0,105,25,6.77,249647,5926
15,0,1,3,0,0,0,19,7,6.77,1009920,1981
2,0,0,2,0,0,0,2,1,6.77,1170769,1957
17,0,0,15,0,0,0,35,7,6.77,330063,1958
16,0,0,7,0,0,0,2,7,6.76,1092354,1967
34,0,7,15,0,0,0,28,11,6.76,794849,1954
12,0,0,7,0,0,0,4,13,6.76,828839,5981
42,0,2,29,0,0,0,37,36,6.76,330691,1973
11,0,0,6,0,1,0,42,6,6.76,4811,1961
6,0,0,2,0,0,0,8,5,6.76,787551,1968
21,0,0,6,0,0,0,4,16,6.76,923951,1973
32,0,4,9,0,0,0,10,18,6.76,1018093,1974
35,0,1,30,0,0,1,28,14,6.76,870933,1973
3,0,0,5,0,0,0,11,5,6.76,866911,1974
16,0,1,22,0,1,0,64,9,6.76,158267,5926
15,0,1,12,0,0,0,31,7,6.76,378590,1961
14,0,2,11,0,0,1,79,4,6.76,312072,1960
16,0,0,4,0,0,0,6,6,6.76,1067641,1982
37,0,6,39,0,0,0,40,19,6.75,143593,1958
24,1,1,28,0,0,0,89,10,6.75,599700,1973
23,0,2,19,0,0,0,44,14,6.75,35519,1957
25,0,0,2,0,0,0,2,16,6.75,352838,1955
26,0,2,17,0,0,0,28,9,6.75,989384,1966
2,0,0,0,0,0,0,2,2,6.75,1464966,1974
15,0,0,6,0,0,0,3,10,6.75,1105836,1974
27,0,1,10,0,0,0,16,2,6.75,1067640,1963
6,0,1,9,0,0,0,8,5,6.75,1100817,1967
12,0,1,1,0,0,0,3,6,6.75,1170680,1999
3,0,0,6,0,0,0,2,9,6.75,1464248,1963
86,1,6,30,0,1,0,56,32,6.75,1046805,1982
4,0,2,2,0,0,0,9,4,6.75,106456,1966
9,0,0,0,0,0,0,4,2,6.75,1463912,5926
34,0,1,12,0,0,0,17,30,6.74,90862,1957
14,0,0,3,0,0,0,3,21,6.74,798127,2020
16,0,3,9,2,0,1,62,5,6.74,887155,1966
20,0,1,16,0,0,0,12,10,6.74,221636,1977
7,0,0,5,0,0,0,2,3,6.74,922575,1966
7,0,0,1,0,0,0,9,7,6.74,1007431,1960
24,0,0,13,0,0,0,12,14,6.74,844605,2020
10,0,0,3,0,0,0,2,7,6.74,994190,49202
19,0,0,12,0,0,0,21,12,6.73,124807,1960
12,0,0,1,0,0,0,2,6,6.73,358540,1982
9,0,0,8,0,0,0,10,2,6.73,931556,1968
4,0,0,1,0,0,0,0,1,6.73,1000298,1999
45,0,2,27,0,0,0,34,13,6.73,972373,1982
9,0,0,1,0,0,0,3,2,6.73,39649,1974
5,0,1,6,0,1,0,8,11,6.73,149710,1981
6,0,0,3,0,0,0,7,7,6.73,795178,2020
72,1,8,40,0,1,0,57,36,6.73,1134200,5981
6,1,2,9,0,0,0,30,3,6.73,1015287,1999
4,0,0,2,0,1,0,1,0,6.73,1463902,1999
37,0,0,29,1,0,0,18,17,6.73,1105833,1974
42,0,7,18,0,0,0,44,32,6.73,988852,1974
79,0,12,40,1,1,0,60,44,6.73,953736,49202
62,0,4,31,0,0,0,21,62,6.73,859970,1977
4,0,0,1,0,1,0,1,8,6.73,1124246,1999
5,0,0,2,0,0,0,19,4,6.73,945307,1960
20,0,6,14,0,0,0,34,17,6.73,243107,1961
14,0,0,9,0,0,0,5,10,6.73,358166,1967
26,0,1,9,0,0,0,8,15,6.73,18304,1966
4,0,0,1,0,0,0,0,1,6.73,948004,1999
9,0,0,6,0,0,0,32,2,6.73,588996,1958
18,0,2,12,0,0,0,7,17,6.73,242052,1966
21,0,0,12,0,0,0,16,17,6.72,1016930,1960
71,0,6,27,1,0,0,18,42,6.72,959620,1955
24,0,2,7,0,0,0,3,14,6.72,823653,1954
10,0,0,5,0,0,0,1,7,6.72,332171,1955
10,0,0,1,0,0,0,2,5,6.72,1121489,1968
11,0,0,8,0,0,0,5,7,6.72,358538,5926
25,0,0,9,0,0,0,24,21,6.71,40677,5926
18,0,0,4,0,0,0,6,7,6.71,1018176,1982
23,0,3,15,0,0,0,10,10,6.71,822729,1977
7,0,0,1,0,0,0,1,4,6.71,1098305,1968
45,1,1,16,0,0,0,12,31,6.71,552164,1955
22,0,1,3,0,0,0,3,10,6.71,931538,1960
27,0,1,27,0,1,1,31,16,6.71,252781,1982
10,0,0,5,0,0,0,0,5,6.71,1086455,1968
32,0,8,21,0,1,0,74,15,6.71,128376,1966
32,0,2,33,0,1,0,67,14,6.71,121221,1973
3,0,0,7,0,0,0,2,8,6.71,1101714,5926
2,0,0,0,0,0,0,4,2,6.71,174937,2020
39,0,3,18,1,1,0,20,38,6.71,1015292,1963
42,1,5,18,1,2,0,21,28,6.71,261687,1955
31,0,1,18,0,0,0,22,34,6.7,805038,5926
22,0,0,8,0,0,0,6,17,6.7,988622,1958
54,0,4,26,0,1,0,23,39,6.7,584432,1999
60,0,6,16,0,0,0,39,36,6.7,315916,1977
19,0,1,6,0,0,0,11,6,6.7,1009928,1981
8,0,0,1,0,0,0,3,3,6.7,928527,1954
3,0,0,0,0,0,0,1,3,6.7,329219,1954
2,0,0,1,0,0,0,0,3,6.7,1500254,1954
10,1,1,8,0,0,0,44,4,6.7,46942,1961
2,0,0,1,0,0,0,0,0,6.7,959005,1954
13,0,0,3,0,0,0,3,6,6.7,1391962,1974
11,0,0,12,0,0,0,39,3,6.7,804703,1982
0,0,0,0,0,0,0,1,0,6.7,1018671,1960
11,0,1,9,0,1,0,30,2,6.7,331853,1961
0,0,0,0,0,0,0,0,1,6.7,1172052,1954
0,0,0,1,0,0,0,1,1,6.7,1016865,1961
0,0,1,0,1,1,0,9,1,6.7,840082,1966
37,0,1,27,0,3,0,22,24,6.7,964127,1999
2,0,0,2,0,0,0,5,3,6.7,979861,49202
16,1,4,18,1,0,0,129,11,6.7,37288,1982
26,0,1,16,0,0,0,24,32,6.7,930690,1957
33,0,0,10,0,0,0,9,22,6.69,790103,49202
3,0,0,0,0,0,0,3,3,6.69,1008700,1958
0,0,0,1,0,0,0,1,0,6.69,39656,1977
8,0,0,2,0,0,0,2,9,6.69,1106151,1955
1,0,0,2,0,0,0,3,5,6.69,1047201,1966
7,0,0,5,0,0,0,2,7,6.69,1116593,5981
5,0,0,1,0,0,0,2,4,6.69,981604,1966
7,0,1,8,1,0,0,11,8,6.69,1086990,1955
25,0,0,5,0,0,0,8,7,6.69,219190,1966
3,0,0,1,0,0,0,0,4,6.69,586662,1967
34,1,5,13,0,0,1,40,17,6.69,605528,5926
6,0,0,8,0,0,0,37,4,6.69,13338,5926
3,0,0,2,0,0,0,0,0,6.68,1002360,1981
21,0,1,11,1,0,0,67,15,6.68,923186,1974
18,0,1,12,0,0,0,6,26,6.68,950545,1999
7,0,1,0,0,0,0,2,6,6.68,840291,1981
12,0,0,5,0,0,0,17,9,6.68,1175493,1973
12,0,0,9,0,0,0,18,5,6.68,39438,1966
8,0,0,2,0,0,0,9,1,6.68,351432,1961
35,0,0,25,0,0,0,20,23,6.68,869564,1973
7,0,0,3,0,0,0,0,2,6.68,1464519,1961
24,0,0,5,0,0,0,22,17,6.68,254561,49202
6,0,0,5,0,0,0,8,7,6.68,355802,1957
1,0,0,0,0,0,0,0,1,6.68,386210,5926
7,0,0,7,0,0,0,5,11,6.68,1002617,1957
14,0,1,8,0,0,0,11,6,6.68,1160554,5926
17,0,1,10,0,0,0,13,15,6.68,166471,1973
16,0,0,12,0,1,0,12,4,6.68,840500,2020
8,0,0,6,0,0,0,8,15,6.68,1105790,1974
2,0,0,0,0,1,0,1,2,6.68,39402,1973
49,1,4,29,0,1,0,34,35,6.68,358550,5981
29,0,5,21,0,0,0,30,22,6.67,987589,1999
23,0,2,6,0,0,0,10,16,6.67,1046440,1957
12,0,0,0,0,0,0,10,2,6.67,1050353,1982
9,0,0,4,0,0,0,2,8,6.67,1199285,1957
6,0,1,6,0,0,0,2,4,6.67,590150,1981
5,0,0,1,0,0,0,4,8,6.67,801339,1982
6,0,0,1,0,0,0,0,5,6.67,146308,1967
5,0,0,2,0,0,0,4,3,6.67,989407,1955
14,0,0,12,0,0,0,6,15,6.67,871162,5926
1,0,1,1,0,0,0,0,6,6.67,870578,2020
7,0,0,1,0,0,0,0,2,6.67,1035765,1957
0,0,2,0,2,0,0,4,0,6.67,166491,5981
26,0,4,21,0,1,0,19,23,6.67,311394,1966
51,0,4,14,1,0,0,34,20,6.67,1047680,1968
12,0,0,11,0,0,0,23,9,6.66,841336,1973
20,0,1,9,0,0,0,6,18,6.66,931521,49202
0,0,0,0,0,0,0,0,1,6.66,110781,1982
14,0,0,4,0,0,0,3,5,6.66,1002415,1955
50,1,7,38,0,1,0,70,24,6.66,871209,1960
4,0,0,0,0,0,0,0,4,6.66,158411,1973
14,0,2,6,0,0,0,17,13,6.66,1136896,1968
1,0,0,3,0,0,0,5,4,6.65,837871,1958
7,0,1,1,0,0,0,3,8,6.65,846280,1957
5,0,0,1,0,0,0,1,12,6.65,795020,49202
7,0,1,6,0,0,0,10,4,6.65,83506,1966
5,0,1,1,0,0,0,6,2,6.65,879591,1981
1,0,0,0,0,0,0,0,0,6.65,1180918,1974
5,0,0,3,0,0,0,9,0,6.65,1097858,1999
6,0,0,2,0,0,0,20,0,6.65,249251,1982
