saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.id,team.id
106,66,17,0,12,40,6,4,34,6,0,1,33,7.02,329055,49202
0,0,0,0,2,0,0,0,8,0,0,0,0,7.02,1017746,1967
0,0,0,0,6,0,0,0,18,0,0,8,0,7.02,874063,1967
0,0,0,0,1,0,0,0,15,0,0,1,0,7.02,1175760,49202
0,0,0,0,8,0,0,0,21,0,0,0,0,7.01,840150,1999
0,0,0,0,1,0,0,0,20,0,0,1,0,7.01,143846,1999
0,0,0,0,3,0,0,0,11,0,0,1,0,7.01,867907,1954
0,0,0,0,0,0,0,0,32,0,0,4,0,7.01,345847,1973
0,0,0,0,5,0,0,0,30,0,0,1,0,7.0,270287,49202
0,0,0,0,1,0,0,0,40,0,0,8,0,7.0,1047227,1968
0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1495892,1982
0,0,0,0,2,0,0,0,13,0,0,2,0,7.0,1117710,1955
0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1175765,1981
4,3,0,0,0,1,0,0,1,0,0,0,0,7.0,927666,1961
0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1585334,1954
0,0,0,0,0,0,0,0,17,0,0,4,0,7.0,1106140,1955
0,0,0,0,2,0,0,0,20,0,0,2,0,6.99,386198,5981
98,56,16,0,8,41,12,5,27,11,2,7,28,6.99,1016104,1967
0,0,0,0,0,0,0,0,21,0,0,0,0,6.99,943044,1960
0,0,0,0,3,0,0,0,13,0,0,8,0,6.99,13630,1967
0,0,0,0,3,0,0,0,10,0,0,1,0,6.99,551774,1967
0,0,0,0,1,0,0,0,34,0,0,4,0,6.99,244589,1968
0,0,0,0,12,0,0,0,17,0,0,6,0,6.99,1120721,1981
0,0,0,0,8,0,0,0,32,0,0,4,0,6.99,106402,1957
0,0,0,0,2,0,0,0,20,0,0,6,0,6.99,846413,1967
0,0,0,0,3,0,0,0,18,0,0,7,0,6.98,247483,1966
0,0,0,0,2,0,0,0,17,0,0,5,0,6.98,986233,1966
0,0,0,0,1,0,0,0,15,0,0,6,0,6.98,871273,1967
0,0,0,0,13,0,0,0,27,0,0,3,0,6.98,845110,1954
0,0,0,0,3,0,0,0,26,0,0,1,0,6.98,795014,1960
0,0,0,0,1,0,0,0,19,0,0,4,0,6.98,789960,1968
0,0,0,0,7,0,0,0,28,0,0,7,0,6.98,33106,1967
0,0,0,0,1,0,0,0,10,0,0,4,0,6.98,974556,1963
0,0,0,0,12,0,0,0,16,0,0,6,0,6.98,881110,1963
0,0,0,0,8,0,0,0,23,0,0,2,0,6.98,870788,1961
0,0,0,0,0,0,0,0,20,0,0,1,0,6.98,927975,1968
0,0,0,0,4,0,0,0,38,0,0,3,0,6.97,1139775,5926
0,0,0,0,5,0,0,0,22,0,0,9,0,6.97,124997,1966
0,0,0,0,1,0,0,0,11,0,0,3,0,6.97,1019652,1955
84,41,15,1,12,41,6,7,25,6,0,7,15,6.96,33132,1981
0,0,0,0,2,0,0,0,18,0,0,1,0,6.96,981703,1957
0,0,0,0,1,0,0,0,4,0,0,1,0,6.96,963990,1967
0,0,0,0,1,0,0,0,7,0,0,0,0,6.96,377238,1954
0,0,0,0,0,0,0,0,21,0,0,2,0,6.96,1150391,1967
0,0,0,0,1,0,0,0,7,0,0,0,0,6.96,1021721,1974
0,0,0,0,3,0,0,0,10,0,0,0,0,6.96,809194,49202
0,0,0,0,1,0,0,0,3,0,0,0,0,6.96,859083,2020
0,0,0,0,5,0,0,0,17,0,0,3,0,6.95,1017827,1960
0,0,0,0,1,0,0,0,0,0,0,0,0,6.95,988873,1961
0,0,0,0,0,0,0,0,14,0,0,4,0,6.95,1046796,2020
0,0,0,0,2,0,0,0,7,0,0,1,0,6.95,1093196,1977
0,0,0,0,2,0,0,0,8,0,0,0,0,6.95,984896,1967
0,0,0,0,4,0,0,0,35,0,0,3,0,6.95,868030,1955
0,0,0,0,8,0,0,0,21,0,0,7,0,6.94,850023,1966
0,0,0,0,2,0,0,0,4,0,0,0,0,6.94,26029,5981
0,0,0,0,9,0,0,0,21,0,0,7,0,6.94,220833,1963
0,0,0,0,6,0,0,0,28,0,0,1,0,6.94,866392,49202
0,0,0,0,7,0,0,0,30,0,0,4,0,6.94,905450,1960
0,0,0,0,3,0,0,0,17,0,0,2,0,6.94,46798,1968
0,0,0,0,2,0,0,0,15,0,0,4,0,6.93,374486,1967
0,0,0,0,0,0,0,0,12,0,0,0,0,6.93,811308,49202
0,0,0,0,0,0,0,0,25,0,0,3,0,6.93,824626,2020
0,0,0,0,0,0,0,0,8,0,0,0,0,6.93,107414,1981
0,0,0,0,5,0,0,0,23,0,0,3,0,6.93,33238,1961
0,0,0,0,5,0,0,0,13,0,0,5,0,6.93,990169,1966
0,0,0,0,9,0,0,0,13,0,0,3,0,6.93,552686,1977
0,0,0,0,7,0,0,0,25,0,0,3,0,6.93,807850,1961
0,0,0,0,2,0,0,0,10,0,0,0,0,6.93,905459,1999
0,0,0,0,5,0,0,0,19,0,0,6,0,6.93,995293,1981
0,0,0,0,8,0,0,0,28,0,0,5,0,6.92,870691,2020
0,0,0,0,11,0,0,0,17,0,0,3,0,6.92,604274,1954
0,0,0,0,2,0,0,0,34,0,0,8,0,6.92,848472,1982
0,0,0,0,1,0,0,0,26,0,0,1,0,6.92,386212,1955
0,0,0,0,4,0,0,0,19,0,0,1,0,6.92,931479,49202
0,0,0,0,1,0,0,0,13,0,0,0,0,6.91,146599,49202
0,0,0,0,2,0,0,0,17,0,0,4,0,6.91,551422,2020
0,0,0,0,0,0,0,0,16,0,0,3,0,6.91,799634,1958
0,0,0,0,7,0,0,0,20,0,0,1,0,6.91,844601,1954
0,0,0,0,0,0,0,0,14,0,0,5,0,6.9,1174937,1963
0,0,0,0,2,0,0,0,30,0,0,5,0,6.9,995072,1974
0,0,0,0,5,0,0,0,31,0,0,5,0,6.9,905463,1957
0,0,0,0,1,0,0,0,29,0,0,5,0,6.9,354510,1968
0,0,0,0,7,0,0,0,16,0,0,6,0,6.9,329069,1963
0,0,0,0,0,0,0,0,16,0,0,1,0,6.9,880169,1960
0,0,0,0,0,0,0,0,2,0,0,0,0,6.9,36684,1961
0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,1116660,1966
3,2,0,0,0,1,1,0,1,1,0,0,1,6.9,840027,1958
0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,1382913,1961
111,60,28,0,5,49,6,4,48,6,0,3,29,6.9,1111770,5926
0,0,0,0,1,0,0,0,18,0,0,5,0,6.9,282557,1981
0,0,0,0,0,0,0,0,11,0,0,1,0,6.9,913598,1977
0,0,0,0,2,0,0,0,16,0,0,2,0,6.89,959006,1957
0,0,0,0,2,0,0,0,13,0,0,1,0,6.89,796925,1960
0,0,0,0,0,0,0,0,33,0,0,3,0,6.89,1005177,1960
0,0,0,0,7,0,0,0,26,0,0,5,0,6.89,1008832,2020
0,0,0,0,0,0,0,0,7,0,0,1,0,6.89,14216,1974
0,0,0,0,5,0,0,0,7,0,0,2,0,6.89,973737,1977
0,0,0,0,10,0,0,0,25,0,0,2,0,6.88,818473,5981
0,0,0,0,3,0,0,0,13,0,0,1,0,6.88,981733,1967
0,0,0,0,7,0,0,0,15,0,0,3,0,6.88,840247,1954
0,0,0,0,1,0,0,0,12,0,0,2,0,6.88,345113,1966
0,0,0,0,3,0,0,0,11,0,0,6,0,6.88,929200,1967
0,0,0,0,0,0,0,0,3,0,0,0,0,6.88,330693,1954
0,0,0,0,0,0,0,0,5,0,0,1,0,6.88,1175259,1973
0,0,0,0,1,0,0,0,5,0,0,0,0,6.88,243735,5981
0,0,0,0,2,0,0,0,20,0,0,1,0,6.88,946945,5926
0,0,0,0,6,0,0,0,10,0,0,1,0,6.88,1018915,1958
41,17,11,1,1,22,6,2,19,6,0,1,14,6.88,914169,1973
0,0,0,0,12,0,0,0,33,0,0,1,0,6.88,221206,49202
0,0,0,0,4,0,0,0,33,0,0,3,0,6.88,872039,1955
0,0,0,0,0,0,0,0,5,0,0,0,0,6.88,178407,1958
0,0,0,0,3,0,0,0,16,0,0,3,0,6.88,358956,1977
112,68,19,1,6,43,13,8,48,13,1,12,40,6.88,147467,1982
0,0,0,0,0,0,0,0,5,0,0,1,0,6.88,551348,1977
0,0,0,0,1,0,0,0,16,0,0,4,0,6.87,865356,1981
53,29,11,0,5,24,7,5,19,6,0,4,17,6.87,581060,1966
0,0,0,0,0,0,0,0,27,0,0,4,0,6.87,155715,1973
0,0,0,0,4,0,0,0,14,0,0,5,0,6.87,291723,1981
0,0,0,0,7,0,0,0,23,0,0,3,0,6.87,795773,1961
0,0,0,0,1,0,0,0,25,0,0,1,0,6.87,922546,1955
0,0,0,0,0,0,0,0,9,0,0,1,0,6.87,1047656,1957
90,54,15,1,7,34,1,6,31,1,2,7,27,6.87,839761,2020
0,0,0,0,2,0,0,0,20,0,0,2,0,6.87,840219,5981
0,0,0,0,0,0,0,0,16,0,0,3,0,6.86,238708,1982
0,0,0,0,0,0,0,0,8,0,0,0,0,6.86,840218,1961
0,0,0,0,0,0,0,0,9,0,0,4,0,6.86,937552,1963
0,0,0,0,4,0,0,0,27,0,0,5,0,6.86,25554,1957
0,0,0,0,0,0,0,0,6,0,0,1,0,6.86,974698,2020
0,0,0,0,2,0,0,0,1,0,0,1,0,6.86,1002528,1981
0,0,0,0,1,0,0,0,22,0,0,3,0,6.86,268419,1974
0,0,0,0,0,0,0,0,13,0,0,2,0,6.86,243497,1973
0,0,0,0,7,0,0,0,10,0,0,0,0,6.86,1002565,1999
0,0,0,0,1,0,0,0,54,0,0,8,0,6.86,794312,1973
0,0,0,0,6,0,0,0,27,0,0,4,0,6.86,295167,1960
0,0,0,0,6,0,0,0,18,0,0,3,0,6.85,76507,1958
0,0,0,0,3,0,0,0,18,0,0,3,0,6.85,165677,2020
0,0,0,0,0,0,0,0,2,0,0,0,0,6.85,846411,1961
0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,1047683,1958
0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,1101437,1958
0,0,0,0,4,0,0,0,11,0,0,3,0,6.85,40076,1977
0,0,0,0,0,0,0,0,3,0,0,0,0,6.85,115183,1957
0,0,0,0,2,0,0,0,22,0,0,2,0,6.85,1067671,1961
0,0,0,0,0,0,0,0,5,0,0,0,0,6.85,1104068,2020
0,0,0,0,3,0,0,0,31,0,0,2,0,6.84,794838,1955
0,0,0,0,8,0,0,0,14,0,0,1,0,6.84,590262,5981
0,0,0,0,7,0,0,0,27,0,0,7,0,6.84,789395,2020
0,0,0,0,7,0,0,0,28,0,0,6,0,6.84,839765,1968
0,0,0,0,5,0,0,0,19,0,0,4,0,6.84,22975,1974
0,0,0,0,1,0,0,0,12,0,0,1,0,6.84,145063,5981
0,0,0,0,0,0,0,0,14,0,0,1,0,6.84,998499,5926
0,0,0,0,0,0,0,0,8,0,0,0,0,6.84,1107069,49202
0,0,0,0,1,0,0,0,8,0,0,0,0,6.84,840451,5981
0,0,0,0,8,0,0,0,38,0,0,2,0,6.84,871705,1955
0,0,0,0,0,0,0,0,19,0,0,1,0,6.84,121264,49202
0,0,0,0,2,0,0,0,5,0,0,0,0,6.84,1485371,1968
0,0,0,0,10,0,0,0,33,0,0,1,0,6.84,373740,49202
0,0,0,0,0,0,0,0,5,0,0,0,0,6.84,1094179,1963
0,0,0,0,0,0,0,0,11,0,0,0,0,6.83,1105796,5926
0,0,0,0,4,0,0,0,13,0,0,5,0,6.83,1087079,1967
0,0,0,0,6,0,0,0,19,0,0,1,0,6.83,1102383,49202
0,0,0,0,4,0,0,0,23,0,0,5,0,6.83,840398,1958
0,0,0,0,0,0,0,0,4,0,0,2,0,6.82,1403439,1974
0,0,0,0,1,0,0,0,7,0,0,2,0,6.82,977679,1958
0,0,0,0,8,0,0,0,13,0,0,1,0,6.82,977676,1999
0,0,0,0,1,0,0,0,4,0,0,0,0,6.82,1167068,1963
0,0,0,0,3,0,0,0,4,0,0,1,0,6.82,931540,5981
0,0,0,0,0,0,0,0,12,0,0,2,0,6.82,1485309,1957
0,0,0,0,1,0,0,0,12,0,0,4,0,6.82,123225,2020
0,0,0,0,3,0,0,0,36,0,0,9,0,6.82,850987,1982
0,0,0,0,1,0,0,0,16,0,0,3,0,6.81,243439,1967
0,0,0,0,0,0,0,0,26,0,0,4,0,6.81,359024,2020
0,0,0,0,3,0,0,0,34,0,0,11,0,6.81,590324,1982
0,0,0,0,7,0,0,0,12,0,0,1,0,6.81,158257,1977
0,0,0,0,3,0,0,0,21,0,0,5,0,6.81,931591,1981
0,0,0,0,0,0,0,0,2,0,0,0,0,6.81,32164,1981
0,0,0,0,2,0,0,0,8,0,0,3,0,6.81,810715,1955
0,0,0,0,1,0,0,0,8,0,0,3,0,6.81,835260,1963
0,0,0,0,1,0,0,0,14,0,0,1,0,6.81,1018547,1999
0,0,0,0,3,0,0,0,16,0,0,2,0,6.81,922559,1958
0,0,0,0,2,0,0,0,21,0,0,4,0,6.81,363688,2020
0,0,0,0,2,0,0,0,10,0,0,1,0,6.81,158561,1954
0,0,0,0,1,0,0,0,16,0,0,2,0,6.8,1170954,5981
0,0,0,0,9,0,0,0,19,0,0,3,0,6.8,328519,1977
0,0,0,0,7,0,0,0,34,0,0,4,0,6.8,360940,1974
0,0,0,0,0,0,0,0,10,0,0,0,0,6.8,1105305,1973
0,0,0,0,0,0,0,0,8,0,0,0,0,6.8,1587711,5926
0,0,0,0,0,0,0,0,6,0,0,1,0,6.8,1017264,1955
0,0,0,0,0,0,0,0,4,0,0,0,0,6.8,830742,1974
0,0,0,0,0,0,0,0,1,0,0,1,0,6.8,215956,1958
0,0,0,0,1,0,0,0,2,0,0,0,0,6.8,39623,1958
0,0,0,0,1,0,0,0,4,0,0,2,0,6.8,72080,1966
0,0,0,0,1,0,0,0,2,0,0,0,0,6.8,1410337,1999
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1159656,1968
1,1,1,0,0,0,0,0,0,0,0,0,0,6.8,973738,1957
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,870697,1974
0,0,0,0,0,0,0,0,1,0,0,1,0,6.8,42109,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,870920,49202
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1199453,1999
0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,1177384,1955
0,0,0,0,7,0,0,0,26,0,0,4,0,6.8,546338,1958
0,0,0,0,4,0,0,0,16,0,0,2,0,6.8,928134,1961
0,0,0,0,5,0,0,0,15,0,0,1,0,6.79,982405,1999
0,0,0,0,1,0,0,0,3,0,0,0,0,6.79,1175553,1999
0,0,0,0,0,0,0,0,15,0,0,3,0,6.79,1197041,1957
0,0,0,0,3,0,0,0,18,0,0,3,0,6.79,879902,1974
0,0,0,0,9,0,0,0,42,0,0,6,0,6.79,982174,1974
0,0,0,0,0,0,0,0,15,0,0,6,0,6.79,822513,1982
0,0,0,0,3,0,0,0,30,0,0,4,0,6.79,831778,1957
0,0,0,0,7,0,0,0,34,0,0,1,0,6.79,928137,1960
0,0,0,0,0,0,0,0,4,0,0,0,0,6.79,962027,1981
0,0,0,0,0,0,0,0,1,0,0,2,0,6.79,849301,1974
0,0,0,0,0,0,0,0,7,0,0,1,0,6.79,1185832,1973
0,0,0,0,2,0,0,0,10,0,0,2,0,6.78,1167069,1963
0,0,0,0,0,0,0,0,14,0,0,2,0,6.78,965764,1974
0,0,0,0,0,0,0,0,7,0,0,1,0,6.78,922566,1968
0,0,0,0,4,0,0,0,32,0,0,12,0,6.78,995071,1982
0,0,0,0,0,0,0,0,18,0,0,3,0,6.78,985766,1954
0,0,0,0,5,0,0,0,35,0,0,1,0,6.78,551810,5926
0,0,0,0,3,0,0,0,12,0,0,1,0,6.78,844602,1967
0,0,0,0,2,0,0,0,2,0,0,1,0,6.78,753662,1977
0,0,0,0,1,0,0,0,29,0,0,6,0,6.78,877591,1974
0,0,0,0,2,0,0,0,17,0,0,0,0,6.77,1087399,1961
0,0,0,0,0,0,0,0,20,0,0,5,0,6.77,981746,1982
0,0,0,0,0,0,0,0,7,0,0,1,0,6.77,21212,1958
0,0,0,0,0,0,0,0,14,0,0,5,0,6.77,905461,1981
0,0,0,0,2,0,0,0,19,0,0,4,0,6.77,924857,1981
0,0,0,0,1,0,0,0,16,0,0,2,0,6.77,795291,5981
0,0,0,0,8,0,0,0,26,0,0,5,0,6.77,243435,2020
0,0,0,0,7,0,0,0,44,0,0,4,0,6.77,870851,1960
0,0,0,0,2,0,0,0,8,0,0,0,0,6.77,1105595,1999
0,0,0,0,0,0,0,0,1,0,0,1,0,6.77,1110033,1961
0,0,0,0,0,0,0,0,2,0,0,0,0,6.77,37006,1977
0,0,0,0,6,0,0,0,32,0,0,3,0,6.77,249647,5926
0,0,0,0,1,0,0,0,5,0,0,1,0,6.77,1009920,1981
0,0,0,0,0,0,0,0,2,0,0,0,0,6.77,1170769,1957
0,0,0,0,0,0,0,0,12,0,0,2,0,6.77,330063,1958
0,0,0,0,0,0,0,0,9,0,0,5,0,6.76,1092354,1967
0,0,0,0,7,0,0,0,12,0,0,3,0,6.76,794849,1954
0,0,0,0,0,0,0,0,6,0,0,1,0,6.76,828839,5981
0,0,0,0,2,0,0,0,56,0,0,9,0,6.76,330691,1973
0,0,0,0,0,0,0,0,9,0,0,2,0,6.76,4811,1961
0,0,0,0,0,0,0,0,8,0,0,2,0,6.76,787551,1968
0,0,0,0,0,0,0,0,24,0,0,3,0,6.76,923951,1973
0,0,0,0,4,0,0,0,13,0,0,3,0,6.76,1018093,1974
0,0,0,0,1,0,0,0,32,0,0,6,0,6.76,870933,1973
0,0,0,0,0,0,0,0,14,0,0,2,0,6.76,866911,1974
0,0,0,0,1,0,0,0,25,0,0,2,0,6.76,158267,5926
0,0,0,0,1,0,0,0,7,0,0,1,0,6.76,378590,1961
0,0,0,0,2,0,0,0,20,0,0,0,0,6.76,312072,1960
0,0,0,0,0,0,0,0,1,0,0,2,0,6.76,1067641,1982
0,0,0,0,6,0,0,0,16,0,0,4,0,6.75,143593,1958
0,0,0,0,1,0,0,0,29,0,0,5,0,6.75,599700,1973
0,0,0,0,2,0,0,0,22,0,0,4,0,6.75,35519,1957
0,0,0,0,0,0,0,0,13,0,0,0,0,6.75,352838,1955
0,0,0,0,2,0,0,0,10,0,0,3,0,6.75,989384,1966
0,0,0,0,0,0,0,0,3,0,0,0,0,6.75,1464966,1974
0,0,0,0,0,0,0,0,7,0,0,1,0,6.75,1105836,1974
0,0,0,0,1,0,0,0,9,0,0,1,0,6.75,1067640,1963
0,0,0,0,1,0,0,0,4,0,0,1,0,6.75,1100817,1967
0,0,0,0,1,0,0,0,11,0,0,1,0,6.75,1170680,1999
0,0,0,0,0,0,0,0,5,0,0,1,0,6.75,1464248,1963
0,0,0,0,6,0,0,0,31,0,0,11,0,6.75,1046805,1982
0,0,0,0,2,0,0,0,15,0,0,4,0,6.75,106456,1966
0,0,0,0,0,0,0,0,2,0,0,0,0,6.75,1463912,5926
0,0,0,0,1,0,0,0,18,0,0,3,0,6.74,90862,1957
0,0,0,0,0,0,0,0,14,0,0,1,0,6.74,798127,2020
0,0,0,0,3,0,0,0,17,0,0,2,0,6.74,887155,1966
0,0,0,0,1,0,0,0,10,0,0,0,0,6.74,221636,1977
0,0,0,0,0,0,0,0,2,0,0,2,0,6.74,922575,1966
0,0,0,0,0,0,0,0,16,0,0,0,0,6.74,1007431,1960
0,0,0,0,0,0,0,0,16,0,0,3,0,6.74,844605,2020
0,0,0,0,0,0,0,0,4,0,0,0,0,6.74,994190,49202
0,0,0,0,0,0,0,0,15,0,0,0,0,6.73,124807,1960
0,0,0,0,0,0,0,0,8,0,0,3,0,6.73,358540,1982
0,0,0,0,0,0,0,0,8,0,0,0,0,6.73,931556,1968
0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,1000298,1999
0,0,0,0,2,0,0,0,33,0,0,11,0,6.73,972373,1982
0,0,0,0,0,0,0,0,16,0,0,2,0,6.73,39649,1974
0,0,0,0,1,0,0,0,8,0,0,1,0,6.73,149710,1981
0,0,0,0,0,0,0,0,5,0,0,2,0,6.73,795178,2020
0,0,0,0,8,0,0,0,29,0,0,3,0,6.73,1134200,5981
0,0,0,0,2,0,0,0,12,0,0,0,0,6.73,1015287,1999
0,0,0,0,0,0,0,0,3,0,0,0,0,6.73,1463902,1999
0,0,0,0,0,0,0,0,15,0,0,1,0,6.73,1105833,1974
0,0,0,0,7,0,0,0,17,0,0,4,0,6.73,988852,1974
