bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.id,team.id
4,1079,183,66,3,78.96,31,50.38,852,403,7,0,227,456,15.91,7.02,1495631,268083
3,172,65,6,3,84.3,20,85.71,145,49,17,0,27,113,29.31,7.02,116952,7059
6,635,186,52,5,76.85,38,57.78,488,151,22,0,147,359,27.5,7.01,250235,33820
0,1236,71,111,0,83.5,7,56.06,1032,737,0,0,204,295,0.0,7.01,1184221,268082
5,406,178,21,5,75.62,29,61.76,307,50,13,0,99,270,30.95,7.0,37952,7059
0,13,0,0,0,69.23,0,0.0,9,4,0,0,4,5,0.0,7.0,1017445,423192
0,11,2,4,0,54.55,0,44.44,6,2,0,0,5,4,0.0,7.0,1184187,335685
0,81,14,17,0,90.12,0,85.0,73,36,0,0,8,37,0.0,7.0,1017481,7059
5,789,195,53,4,83.65,38,58.24,660,274,23,1,129,409,25.27,7.0,64982,7878
1,356,123,16,1,80.34,22,69.57,286,62,2,0,70,226,10.53,7.0,974103,32529
0,696,53,166,0,52.59,0,33.81,366,234,0,0,330,132,0.0,6.99,1184161,33820
0,849,50,232,0,63.72,0,43.53,541,387,0,0,308,154,0.0,6.98,877531,335685
3,1043,310,88,3,73.44,46,50.29,766,267,28,0,277,527,28.57,6.98,163181,33714
1,431,129,27,3,80.05,23,52.94,345,107,13,0,86,251,30.23,6.98,877535,273544
0,351,115,38,1,72.93,17,60.32,256,69,11,0,95,198,40.74,6.98,339123,47701
4,923,240,55,3,83.75,24,59.78,773,291,4,0,150,486,16.0,6.97,589582,32529
0,285,9,57,0,70.53,1,41.01,201,175,0,0,84,26,0.0,6.97,1418344,268082
2,672,114,123,2,77.68,11,60.29,522,290,1,0,150,233,25.0,6.96,893078,268083
3,300,86,10,2,71.67,26,40.0,215,64,15,0,85,166,33.33,6.96,897151,423192
1,140,33,8,0,77.86,4,50.0,109,46,5,0,31,68,27.78,6.96,175097,33820
0,74,20,4,1,86.49,4,80.0,64,27,2,0,10,39,50.0,6.95,886913,33714
2,256,72,10,0,71.88,8,66.67,184,63,3,0,72,124,30.0,6.94,805363,321264
3,366,132,13,2,75.41,35,61.9,276,64,6,0,90,218,18.75,6.94,1156453,268083
0,127,5,33,0,65.35,0,44.0,83,58,0,0,44,25,0.0,6.93,873729,32529
0,654,102,47,0,83.49,1,57.32,546,288,0,0,108,258,0.0,6.93,12435,47700
3,883,165,67,2,81.54,22,60.36,720,378,8,0,163,350,40.0,6.93,247125,335685
1,710,107,61,4,74.65,23,43.88,530,278,7,0,180,259,23.33,6.93,1102032,7878
0,523,21,117,0,69.02,1,42.7,361,299,0,0,162,62,0.0,6.93,331437,32529
2,1197,129,120,1,81.7,10,48.39,978,628,3,0,219,353,42.86,6.93,345747,268082
0,121,4,29,0,74.38,0,48.33,90,80,0,0,31,10,0.0,6.93,846777,7059
0,260,27,79,0,65.38,0,46.75,170,119,0,0,90,51,0.0,6.92,1184170,33714
1,691,29,222,1,73.95,4,56.49,511,402,0,0,180,109,0.0,6.92,47452,7059
3,777,182,62,3,81.85,31,68.89,636,279,13,0,141,370,24.53,6.92,162707,7878
1,223,53,16,1,88.34,16,69.57,197,91,11,0,26,117,57.89,6.92,1495609,273544
4,345,112,15,2,81.74,20,53.57,282,83,21,0,63,220,21.65,6.92,1085228,7878
4,89,32,0,2,80.9,10,0.0,72,20,5,0,17,57,38.46,6.91,329269,268082
4,388,139,18,4,77.58,43,56.25,301,71,19,0,87,249,25.68,6.91,75655,47700
2,925,236,66,2,81.08,27,61.68,750,261,5,0,175,494,22.73,6.91,1008535,321264
0,968,107,112,0,85.33,6,60.87,826,512,0,0,142,314,0.0,6.91,927215,7878
4,251,68,19,2,70.52,21,55.88,177,59,16,0,74,134,34.04,6.91,876306,327860
1,461,151,24,1,81.34,9,60.0,375,109,11,0,86,277,36.67,6.9,1108509,47700
0,95,22,7,1,74.74,3,43.75,71,22,2,0,24,51,66.67,6.9,1495670,372975
2,758,39,62,0,84.56,3,51.24,641,437,0,0,117,204,0.0,6.9,340839,7059
0,22,1,0,0,95.45,1,0.0,21,13,1,0,1,9,50.0,6.9,1184177,32529
0,40,1,10,0,87.5,0,66.67,35,30,0,0,5,5,0.0,6.9,790107,321264
0,40,10,2,0,75.0,2,50.0,30,15,1,0,10,16,50.0,6.9,1564072,423192
0,174,11,49,0,52.87,1,38.28,92,58,0,0,82,34,0.0,6.9,885576,327860
2,1188,173,74,2,87.88,19,61.16,1044,624,2,0,144,422,100.0,6.9,84604,335685
1,342,98,5,1,71.93,14,50.0,246,69,0,0,96,177,0.0,6.9,233338,273544
3,549,92,43,1,76.32,9,51.19,419,223,0,0,130,196,0.0,6.89,874470,335685
2,509,123,36,1,88.21,13,67.92,449,161,6,0,60,294,42.86,6.89,127947,7059
3,500,125,39,3,68.6,27,47.56,343,103,22,0,157,262,27.5,6.89,805321,423192
0,607,47,75,0,77.1,5,49.34,468,331,1,0,139,138,50.0,6.88,47210,33714
1,102,17,6,1,75.49,5,50.0,77,34,3,0,25,46,60.0,6.88,946802,33714
0,479,100,48,1,79.54,10,54.55,381,192,10,0,98,199,52.63,6.88,116096,47701
0,724,48,92,0,76.93,5,48.17,557,360,1,0,167,198,50.0,6.88,846776,47700
0,853,48,106,0,75.26,9,43.62,642,467,2,0,211,177,66.67,6.88,249285,33714
1,739,91,83,0,76.32,4,43.23,564,347,1,0,175,218,16.67,6.88,1008536,273544
0,97,31,4,0,86.6,5,66.67,84,14,0,0,13,70,0.0,6.88,886576,47701
1,868,120,70,1,77.53,10,47.62,673,372,5,0,195,306,26.32,6.88,895960,268082
4,398,128,22,4,69.35,20,56.41,276,67,4,0,122,213,18.18,6.87,1016143,268082
1,110,47,18,1,83.64,7,72.0,92,26,8,0,18,74,33.33,6.87,878344,33820
0,481,28,114,0,50.94,1,33.43,245,169,0,0,236,76,0.0,6.87,1184172,327860
4,407,136,10,3,68.8,25,32.26,280,62,3,0,127,221,11.11,6.86,75642,372975
4,268,79,2,0,66.79,12,33.33,179,52,0,0,89,127,0.0,6.86,875242,47701
0,738,22,181,0,79.81,0,56.56,589,506,0,0,149,83,0.0,6.86,875243,47700
2,296,90,6,1,67.23,19,60.0,199,54,1,0,97,146,25.0,6.86,868706,47701
0,135,20,10,0,60.74,1,55.56,82,41,2,0,53,43,28.57,6.86,1169071,33820
5,174,50,4,5,59.2,14,80.0,103,28,2,0,71,77,50.0,6.86,790008,33820
1,804,68,51,0,87.06,9,53.13,700,435,0,0,104,265,0.0,6.85,1116477,268083
1,478,35,35,1,83.47,2,50.72,399,254,0,0,79,145,0.0,6.85,249333,32529
3,252,62,4,1,71.83,16,36.36,181,78,2,0,71,105,11.11,6.85,846158,32529
1,629,172,34,5,76.15,23,45.33,479,139,13,0,150,353,33.33,6.85,131615,372975
1,445,18,104,0,68.09,1,43.15,303,252,0,0,142,51,0.0,6.85,979326,268083
0,9,4,0,0,66.67,1,0.0,6,1,0,0,3,5,0.0,6.85,947067,372975
1,1051,166,77,0,83.82,15,50.99,881,469,2,0,170,414,14.29,6.85,815445,7059
1,855,142,52,0,83.16,9,53.61,711,344,1,1,144,368,9.09,6.85,147479,7878
6,802,157,51,5,79.68,31,48.57,639,263,13,0,163,389,30.95,6.84,1114079,268083
4,357,128,16,3,82.35,13,51.61,294,96,8,0,63,206,21.62,6.84,931652,47700
0,316,102,16,2,81.96,13,72.73,259,78,6,0,57,187,54.55,6.84,836165,273544
3,821,304,43,5,82.95,35,58.9,681,168,5,0,140,518,26.32,6.84,350568,32529
0,168,51,5,0,67.86,6,45.45,114,30,0,0,54,84,0.0,6.84,378642,7878
2,221,66,4,2,70.59,9,50.0,156,51,2,0,65,107,28.57,6.83,877519,47701
2,166,57,10,2,84.94,9,62.5,141,50,4,0,25,95,17.39,6.83,1116679,7059
6,294,76,11,0,75.85,22,50.0,223,83,14,0,71,154,25.0,6.83,941449,47701
1,848,96,71,0,78.89,7,43.03,669,418,0,0,179,251,0.0,6.83,926882,33714
2,203,60,7,3,66.5,18,33.33,135,44,3,0,68,94,23.08,6.83,1495685,423192
2,868,184,77,1,74.08,15,51.33,643,287,4,0,225,360,19.05,6.83,975109,6968
2,621,41,81,2,76.65,7,48.21,476,338,0,0,145,138,0.0,6.83,868699,335685
0,116,11,13,0,63.79,1,43.33,74,48,2,0,42,28,28.57,6.83,1473453,33820
1,545,46,58,0,76.51,6,44.96,417,286,2,0,128,133,100.0,6.83,902907,47701
3,282,78,11,4,78.72,19,55.0,222,83,11,1,60,150,19.64,6.82,1177431,7878
1,250,81,18,4,75.6,18,75.0,189,54,11,0,61,146,29.73,6.82,1107011,47701
1,98,43,1,1,78.57,7,100.0,77,15,4,0,21,66,26.67,6.82,1174958,47700
0,107,9,38,0,60.75,1,47.5,65,39,0,0,42,26,0.0,6.82,805225,321264
1,1086,214,81,0,86.19,23,60.9,936,441,9,0,150,504,39.13,6.82,33187,33714
5,608,120,48,1,71.05,25,46.15,432,165,7,0,176,274,41.18,6.82,805360,33820
3,368,110,6,2,76.9,18,60.0,283,73,3,0,85,213,25.0,6.82,802897,321264
2,267,91,5,1,65.17,14,62.5,174,39,0,0,93,135,0.0,6.81,1092323,327860
3,751,180,43,2,84.15,24,60.56,632,215,4,0,119,421,33.33,6.81,964296,7059
4,358,158,13,3,82.68,25,54.17,296,65,10,0,62,241,38.46,6.81,1114091,7059
2,189,72,10,1,79.37,17,83.33,150,40,0,0,39,110,0.0,6.81,1424737,268083
10,550,161,50,4,72.55,36,56.18,399,134,16,0,151,281,19.75,6.81,11348,6968
7,492,135,43,2,80.49,30,57.33,396,126,13,0,96,283,33.33,6.8,1148599,273544
1,177,71,2,1,80.79,15,40.0,143,28,1,0,34,116,16.67,6.8,808183,7059
3,587,162,39,3,68.48,24,53.42,402,122,9,0,185,289,21.43,6.8,1490611,327910
7,353,144,5,6,70.82,37,50.0,250,41,3,0,103,212,23.08,6.8,1020469,33714
4,303,88,8,0,81.19,12,42.11,246,70,8,0,57,184,32.0,6.8,312258,32529
0,26,0,1,0,80.77,2,25.0,21,14,4,0,5,11,66.67,6.8,1169067,327860
0,5,1,0,0,100.0,1,0.0,5,2,0,0,0,3,0.0,6.8,1169074,33820
6,1147,237,66,5,80.47,23,43.42,923,408,11,0,224,526,20.0,6.8,932242,32529
4,329,91,21,0,69.0,16,63.64,227,71,17,0,102,173,34.0,6.8,866477,335685
0,492,104,35,0,76.83,9,46.67,378,171,1,0,114,208,14.29,6.79,147558,47701
3,694,157,50,0,75.65,21,49.5,525,236,6,0,169,295,22.22,6.79,975062,33820
0,137,37,5,1,70.8,12,38.46,97,32,1,0,40,66,50.0,6.79,846369,268082
0,307,57,32,3,88.93,8,74.42,273,127,0,0,34,146,0.0,6.79,819170,268083
5,715,116,67,5,80.14,25,55.83,573,284,15,0,142,304,37.5,6.78,856508,47701
4,286,114,6,1,78.32,15,54.55,224,57,5,0,62,172,16.67,6.78,914211,6968
1,848,118,85,0,70.99,15,39.35,602,309,5,0,246,298,20.83,6.78,47466,273544
0,43,7,1,0,51.16,1,20.0,22,12,1,0,21,11,50.0,6.78,1474879,33820
1,1080,176,69,3,82.04,21,61.61,886,449,1,0,194,438,10.0,6.78,897150,327910
0,94,25,4,0,76.6,1,57.14,72,22,0,0,22,50,0.0,6.78,1106065,47701
1,1082,203,116,1,84.66,24,66.29,916,420,1,0,166,497,25.0,6.78,1017447,321264
2,313,77,20,1,75.08,24,64.52,235,84,18,0,78,169,33.33,6.78,973545,268082
3,200,61,4,4,78.5,16,57.14,157,49,4,0,43,112,25.0,6.78,1394847,7059
1,28,7,1,1,50.0,1,50.0,14,2,0,0,14,12,0.0,6.78,1394163,335685
0,31,4,1,0,61.29,2,25.0,19,9,0,0,12,10,0.0,6.78,805061,327860
0,91,20,11,0,79.12,4,61.11,72,34,2,0,19,40,50.0,6.78,1017478,268082
0,705,137,31,0,70.35,12,31.31,496,232,8,0,209,272,18.18,6.77,831746,327860
0,216,16,27,0,70.37,2,44.26,152,103,0,0,64,49,0.0,6.77,979780,47701
0,601,193,58,2,73.88,29,58.0,444,103,16,0,157,357,26.23,6.77,842932,372975
0,502,93,34,0,79.48,16,45.33,399,171,3,0,103,231,23.08,6.77,1197426,268083
3,532,146,31,2,90.98,12,77.5,484,183,7,0,48,308,35.0,6.76,873728,47700
0,58,16,0,0,70.69,4,0.0,41,8,0,0,17,33,0.0,6.76,1142053,47701
0,68,21,2,1,83.82,7,50.0,57,19,2,0,11,40,66.67,6.76,1200519,321264
0,477,74,40,0,82.39,4,57.14,393,214,1,0,84,180,16.67,6.76,123245,6968
0,617,37,167,0,62.07,0,42.39,383,284,0,0,234,99,0.0,6.76,980760,321264
1,825,68,103,0,83.64,7,53.09,690,449,3,0,135,244,60.0,6.76,247189,32529
0,607,40,161,0,62.93,2,42.82,382,285,0,0,225,97,0.0,6.76,1017424,47701
0,669,129,57,2,75.78,16,51.82,507,211,2,0,162,298,50.0,6.75,333761,273544
3,291,111,6,2,79.04,22,60.0,230,57,4,0,61,177,25.0,6.75,1116671,7059
3,431,125,30,1,81.21,12,58.82,350,106,9,0,81,253,28.13,6.75,163179,7059
3,290,100,7,2,63.45,17,43.75,184,38,5,0,106,151,19.23,6.75,80934,33820
1,816,95,118,0,65.56,5,44.53,535,313,0,0,281,222,0.0,6.75,166151,423192
0,1376,225,93,0,86.77,21,67.88,1194,555,9,0,182,648,24.32,6.75,886777,32529
1,164,34,11,0,85.37,4,64.71,140,57,1,0,24,84,25.0,6.75,1177432,268082
0,40,13,2,0,92.5,5,66.67,37,13,0,0,3,24,0.0,6.75,1495671,423192
0,117,40,10,0,91.45,6,83.33,107,29,0,0,10,78,0.0,6.75,1413181,268083
1,103,19,2,1,52.43,5,50.0,54,22,0,0,49,32,0.0,6.75,1477487,327910
0,195,9,16,0,77.95,0,42.11,152,115,0,0,43,37,0.0,6.74,876305,47701
0,255,14,71,0,63.92,0,45.22,163,115,0,0,92,48,0.0,6.74,931396,47701
2,322,104,13,1,76.71,19,56.52,247,91,4,0,75,160,15.38,6.74,1495597,268082
3,160,64,5,1,84.38,6,83.33,135,43,1,0,25,93,6.25,6.74,923039,47701
1,506,56,45,1,72.33,3,41.28,366,229,1,0,140,138,20.0,6.74,1099307,327860
0,1022,67,89,0,80.63,4,50.57,824,554,0,0,198,270,0.0,6.74,935010,32529
1,167,28,9,2,87.43,6,42.86,146,71,6,0,21,81,35.29,6.74,975104,335685
0,69,22,6,0,75.36,1,60.0,52,14,1,0,17,39,14.29,6.74,1507161,423192
0,154,32,18,0,87.01,8,78.26,134,47,5,0,20,92,55.56,6.74,805478,268082
1,102,28,3,0,60.78,6,18.75,62,15,4,0,40,51,36.36,6.73,1108501,372975
0,41,3,2,0,75.61,1,66.67,31,21,0,0,10,10,0.0,6.73,1513694,6968
0,580,62,92,0,70.52,4,44.02,409,250,1,0,171,160,50.0,6.73,1147478,7878
4,399,142,12,1,76.69,28,60.0,306,91,10,0,93,225,21.28,6.73,1468412,327860
0,483,30,103,0,54.24,0,32.39,262,189,0,0,221,73,0.0,6.73,1477486,327910
0,89,22,2,0,71.91,3,66.67,64,23,0,0,25,41,0.0,6.73,931227,335685
0,332,81,12,1,61.45,14,42.86,204,68,2,0,128,138,18.18,6.73,1147477,372975
1,262,75,7,1,74.43,13,50.0,195,69,1,0,67,127,50.0,6.73,47233,7878
1,353,66,18,1,81.59,10,62.07,288,126,2,0,65,164,16.67,6.73,1189877,273544
0,73,22,1,0,68.49,4,25.0,50,17,2,0,23,35,28.57,6.73,1495659,423192
0,408,30,50,0,80.15,2,55.56,327,223,1,0,81,105,100.0,6.73,33127,47700
0,666,57,62,1,69.07,5,31.96,460,325,2,0,206,137,66.67,6.73,1184186,335685
0,293,95,11,1,80.55,22,61.11,236,63,19,0,57,192,47.5,6.73,249297,321264
1,56,23,2,1,83.93,5,50.0,47,8,0,0,9,39,0.0,6.73,1490350,268083
1,42,19,3,0,78.57,2,50.0,33,9,0,0,9,24,0.0,6.73,1092592,423192
3,366,103,19,3,72.68,13,44.19,266,96,2,0,100,172,5.71,6.72,885412,6968
0,639,28,121,0,56.03,0,30.79,358,288,0,0,281,70,0.0,6.72,815442,6968
0,118,40,1,0,79.66,6,50.0,94,26,0,0,24,68,0.0,6.72,263439,372975
0,438,92,31,1,80.59,14,57.41,353,147,9,0,85,215,26.47,6.72,221001,268082
0,246,28,21,0,86.59,3,63.64,213,113,0,0,33,100,0.0,6.72,358158,32529
2,301,53,22,1,68.77,8,36.67,207,97,3,0,94,113,21.43,6.71,589654,7878
4,177,59,6,3,66.1,21,40.0,117,31,8,0,60,94,28.57,6.71,891849,33820
2,318,50,21,2,79.87,3,46.67,254,138,0,0,64,116,0.0,6.71,975058,47701
2,133,42,9,0,71.43,10,52.94,95,30,7,0,38,72,24.14,6.71,874467,7878
0,845,45,83,0,85.8,6,60.14,725,529,0,0,120,196,0.0,6.71,47416,47700
3,708,109,72,0,83.05,16,67.29,588,289,5,0,120,304,25.0,6.71,1184152,33714
1,968,92,118,0,77.79,8,48.36,753,532,3,0,215,224,75.0,6.71,789669,47701
0,971,167,45,0,87.64,15,61.64,851,386,1,0,120,466,25.0,6.71,147560,47700
0,558,61,167,0,47.13,0,36.62,263,123,0,0,295,140,0.0,6.71,987588,372975
2,291,89,7,1,74.23,22,38.89,216,72,18,0,75,162,24.66,6.7,887156,335685
2,397,107,29,2,79.85,25,69.05,317,109,14,0,80,222,28.57,6.7,944160,327860
2,328,106,3,4,71.95,18,23.08,236,69,3,0,92,170,20.0,6.7,1490615,327910
0,143,10,37,0,65.03,0,42.53,93,71,0,0,50,22,0.0,6.7,47462,423192
0,52,14,2,0,75.0,2,50.0,39,11,0,0,13,28,0.0,6.7,1490614,327910
1,31,11,0,1,70.97,2,0.0,22,6,1,0,9,17,50.0,6.7,1495676,327860
0,4,1,0,0,50.0,0,0.0,2,0,0,0,2,2,0.0,6.7,893093,47700
0,6,0,0,0,50.0,0,0.0,3,3,0,0,3,0,0.0,6.7,964279,7878
0,5,1,2,0,80.0,0,66.67,4,3,1,0,1,2,100.0,6.7,1468166,268083
0,340,22,27,0,77.35,5,40.91,263,186,0,0,77,77,0.0,6.7,387720,321264
1,371,24,31,0,72.24,3,42.47,268,209,1,0,103,60,100.0,6.69,1147182,33820
1,192,50,30,0,80.73,6,68.18,155,58,1,0,37,98,25.0,6.69,1184180,268082
2,530,134,38,2,77.55,29,46.34,411,142,18,0,119,287,20.0,6.69,47469,33714
0,244,19,22,0,85.66,1,57.89,209,135,0,0,35,74,0.0,6.69,1016159,7059
0,188,18,17,0,67.02,2,34.0,126,90,1,0,62,37,33.33,6.69,1177423,47701
0,530,41,48,0,76.6,3,43.24,406,266,0,0,124,140,0.0,6.69,1116654,273544
0,732,167,57,0,71.72,19,42.54,525,234,15,1,207,306,24.59,6.69,923029,47701
1,213,64,14,0,75.12,11,63.64,160,50,5,0,53,115,29.41,6.69,830877,335685
0,826,98,66,0,83.66,9,55.46,691,383,2,0,135,310,50.0,6.69,886599,47700
2,732,160,43,1,80.87,19,53.75,592,256,8,0,140,344,17.39,6.68,339233,47700
1,499,97,23,0,78.56,8,39.66,392,201,6,0,107,197,22.22,6.68,1111537,273544
0,114,23,5,0,74.56,6,50.0,85,31,6,0,29,60,33.33,6.68,1184225,335685
0,227,16,17,0,75.33,2,36.17,171,125,0,0,56,46,0.0,6.68,1486636,327860
2,494,95,39,1,78.14,11,46.43,386,149,9,0,108,246,50.0,6.68,221442,372975
1,127,37,2,2,70.87,7,25.0,90,31,2,0,37,61,50.0,6.68,835655,33820
1,140,39,9,1,77.14,7,47.37,108,35,5,0,32,78,38.46,6.68,1008538,47700
2,718,83,80,0,70.75,6,40.61,508,276,1,0,210,233,11.11,6.68,830700,273544
0,85,15,1,0,71.76,3,33.33,61,31,0,0,24,30,0.0,6.68,964421,327910
0,54,11,8,0,75.93,0,61.54,41,19,0,0,13,22,0.0,6.68,997288,33820
0,223,37,17,0,75.78,2,47.22,169,81,0,0,54,88,0.0,6.68,1468331,33714
1,620,156,51,0,73.23,17,58.62,454,156,2,0,166,300,18.18,6.68,805060,273544
4,528,76,38,1,64.02,13,42.22,338,162,9,0,190,185,24.32,6.67,26121,33820
0,49,18,0,0,79.59,2,0.0,39,10,0,0,10,29,0.0,6.67,1184181,6968
0,294,48,32,0,82.65,13,56.14,243,114,2,1,51,131,100.0,6.67,886573,7878
1,133,48,1,2,69.92,10,50.0,93,21,4,0,40,76,21.05,6.67,1389906,327860
1,171,34,4,0,71.35,11,28.57,122,56,0,0,49,66,0.0,6.67,1477488,327910
1,453,146,11,3,77.92,28,55.0,353,96,13,0,100,270,37.14,6.67,962856,47701
2,243,56,24,0,83.95,10,64.86,204,73,5,0,39,136,41.67,6.67,268351,47701
1,45,12,0,1,91.11,2,0.0,41,24,0,0,4,17,0.0,6.67,1016168,33820
0,61,10,4,0,70.49,0,33.33,43,25,0,0,18,18,0.0,6.67,1189882,273544
0,137,39,6,0,85.4,5,54.55,117,41,0,0,20,76,0.0,6.66,941618,268082
1,415,57,23,1,73.98,2,29.49,307,149,1,0,108,159,33.33,6.66,1490612,327910
1,340,90,12,3,82.65,15,42.86,281,98,4,0,59,187,23.53,6.66,975112,321264
4,581,162,23,3,81.93,18,46.94,476,175,7,0,105,308,24.14,6.66,1457532,47700
1,306,63,21,0,85.62,12,60.0,262,115,1,0,44,148,33.33,6.66,1468161,268083
0,756,96,66,0,67.2,6,39.76,508,290,0,0,248,218,0.0,6.66,923030,33820
6,486,138,12,4,65.64,26,36.36,319,99,18,0,167,238,32.14,6.66,1096363,335685
0,487,36,141,0,51.54,1,38.01,251,151,0,0,236,100,0.0,6.66,249283,423192
2,785,157,80,1,74.65,26,55.17,586,243,9,0,199,352,25.71,6.66,883604,327860
1,790,182,68,0,85.06,24,65.38,672,289,7,0,118,390,35.0,6.66,1184148,335685
1,228,63,6,0,67.11,11,50.0,153,53,1,0,75,101,20.0,6.65,1214756,273544
1,980,134,74,0,76.53,15,44.85,750,410,12,0,230,352,29.27,6.65,1085450,321264
0,125,22,6,0,56.8,1,21.43,71,36,0,0,54,35,0.0,6.65,802389,33820
0,191,53,7,0,73.82,9,77.78,141,49,0,0,50,92,0.0,6.65,1013156,335685
1,202,41,11,1,70.79,4,47.83,143,70,2,0,59,75,11.11,6.65,924870,7878
0,29,8,1,0,86.21,3,100.0,25,5,1,0,4,21,50.0,6.65,878667,268083
