yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
1,2,123,21,0,100.0,1,3,7,9,2,1,63.64,69.23,1,6.8,1177384,1955
5,21,2360,329,0,35.0,14,32,126,147,28,25,50.2,47.27,9,6.8,546338,1958
3,26,1444,180,0,56.52,19,21,54,80,17,15,49.54,51.61,17,6.8,928134,1961
8,19,1976,346,0,37.25,49,31,114,133,38,22,44.02,42.9,45,6.79,982405,1999
2,2,465,119,0,25.0,12,13,42,44,6,4,46.67,44.9,16,6.79,1175553,1999
2,19,1026,199,0,43.18,27,20,65,84,8,11,45.77,45.16,11,6.79,1197041,1957
5,13,1560,225,1,61.9,52,19,117,130,56,18,46.99,48.15,29,6.79,879902,1974
5,28,3105,563,0,40.0,7,35,73,101,46,35,38.22,38.7,10,6.79,982174,1974
5,14,1049,112,0,63.64,16,24,55,69,25,10,50.93,53.08,6,6.79,822513,1982
4,8,2322,288,1,24.24,9,31,61,69,27,26,42.36,38.98,14,6.79,831778,1957
6,23,2465,270,0,54.76,62,30,143,166,58,28,52.96,53.21,31,6.79,928137,1960
2,4,540,112,0,28.57,12,15,35,39,8,6,37.63,36.45,20,6.79,962027,1981
2,5,336,45,0,71.43,7,7,18,23,5,5,62.07,63.89,1,6.79,849301,1974
1,12,415,41,0,60.0,0,7,10,22,7,4,45.45,52.38,2,6.79,1185832,1973
5,8,883,131,0,27.59,13,19,52,60,21,8,43.7,40.54,24,6.78,1167069,1963
3,7,645,138,0,53.85,22,18,59,66,9,6,50.86,51.16,18,6.78,965764,1974
3,5,545,53,0,41.67,15,12,38,43,15,6,54.29,52.44,3,6.78,922566,1968
4,17,2206,327,1,36.17,57,29,146,163,40,26,52.52,50.15,23,6.78,995071,1982
6,53,1794,308,0,60.23,45,29,120,173,51,22,47.62,50.88,21,6.78,985766,1954
2,45,2360,152,1,60.81,16,28,53,98,22,26,62.35,61.64,2,6.78,551810,5926
2,32,1015,123,1,61.54,10,14,35,67,20,10,57.38,59.29,3,6.78,844602,1967
2,26,519,58,1,63.41,1,9,13,39,7,5,50.0,58.21,1,6.78,753662,1977
2,29,1945,436,0,58.0,12,31,78,107,18,21,50.0,51.94,9,6.78,877591,1974
9,19,1267,200,0,50.0,26,24,76,95,22,12,44.19,45.24,25,6.77,1087399,1961
8,37,1315,169,0,50.68,24,26,73,110,35,16,52.9,52.13,13,6.77,981746,1982
5,20,480,70,0,42.55,11,12,20,40,14,3,43.48,43.01,9,6.77,21212,1958
3,11,1459,188,1,40.74,20,25,73,84,29,17,48.03,46.93,16,6.77,905461,1981
2,32,1730,299,0,45.71,42,31,141,173,32,19,52.03,50.73,34,6.77,924857,1981
7,39,1497,227,1,54.17,47,27,101,140,33,14,49.27,50.54,26,6.77,795291,5981
10,60,2669,248,0,55.05,29,30,74,134,42,30,52.48,53.6,7,6.77,243435,2020
10,56,2859,205,0,50.91,18,32,39,95,24,31,54.17,52.2,0,6.77,870851,1960
2,11,920,253,0,27.5,25,22,64,75,10,8,51.2,45.45,25,6.77,1105595,1999
0,0,49,5,0,0.0,0,3,2,2,1,0,40.0,33.33,2,6.77,1110033,1961
3,11,485,56,0,45.83,5,12,15,26,7,4,35.71,39.39,9,6.77,37006,1977
14,71,2277,237,1,66.36,27,27,76,147,45,27,50.33,56.98,5,6.77,249647,5926
2,18,877,131,0,51.43,20,15,52,70,13,10,53.06,52.63,13,6.77,1009920,1981
1,4,134,24,0,66.67,0,3,3,7,2,2,42.86,53.85,0,6.77,1170769,1957
3,14,839,114,0,66.67,23,21,51,65,13,8,57.3,59.09,12,6.77,330063,1958
0,7,1123,217,0,36.84,13,19,51,58,14,13,42.15,41.43,28,6.76,1092354,1967
9,26,1774,168,0,53.06,7,24,54,80,44,21,46.55,48.48,8,6.76,794849,1954
0,2,460,60,0,40.0,8,8,22,24,8,4,47.83,47.06,3,6.76,828839,5981
4,21,2765,351,0,35.59,34,34,93,114,31,30,47.94,45.06,21,6.76,330691,1973
8,26,950,91,1,61.9,9,18,23,49,12,17,52.27,56.98,1,6.76,4811,1961
2,24,502,75,0,51.06,7,20,20,44,6,3,54.05,52.38,4,6.76,787551,1968
7,8,1166,161,0,42.11,33,20,69,77,19,14,50.36,49.36,11,6.76,923951,1973
2,10,1250,179,0,35.71,18,20,68,78,18,17,55.28,51.66,11,6.76,1018093,1974
2,16,1582,241,0,44.44,37,25,94,110,15,17,64.83,60.77,11,6.76,870933,1973
3,31,835,110,0,41.33,10,12,22,53,13,9,37.93,39.85,15,6.76,866911,1974
4,42,1446,135,0,52.5,7,20,24,66,14,16,53.33,52.8,1,6.76,158267,5926
5,18,694,93,1,66.67,8,14,31,49,18,8,50.0,55.06,3,6.76,378590,1961
2,37,1038,58,0,72.55,8,18,22,59,9,12,61.11,67.82,1,6.76,312072,1960
0,6,207,50,0,54.55,6,9,25,31,11,1,50.0,50.82,3,6.76,1067641,1982
8,30,1629,304,1,53.57,17,22,63,93,39,20,48.09,49.73,5,6.75,143593,1958
3,58,1572,153,0,69.05,15,19,43,101,21,17,57.33,63.52,2,6.75,599700,1973
7,29,1606,201,0,60.42,26,24,51,80,22,19,57.3,58.39,2,6.75,35519,1957
2,10,818,131,0,43.48,11,18,48,58,12,8,44.44,44.27,15,6.75,352838,1955
2,23,1228,139,0,56.1,27,20,56,79,18,12,60.22,58.96,7,6.75,989384,1966
2,5,265,33,0,31.25,3,6,10,15,3,3,40.0,36.59,4,6.75,1464966,1974
1,5,415,54,0,35.71,4,10,26,31,7,4,59.09,53.45,0,6.75,1105836,1974
5,4,794,118,0,22.22,5,12,42,46,16,8,56.76,50.0,7,6.75,1067640,1963
1,2,360,58,0,33.33,5,4,12,14,4,4,48.0,45.16,3,6.75,1100817,1967
1,4,957,190,0,28.57,17,19,78,82,28,9,44.07,42.93,26,6.75,1170680,1999
0,5,574,109,0,55.56,21,19,46,51,11,4,51.11,51.52,13,6.75,1464248,1963
7,30,2330,352,0,46.88,29,31,135,165,49,27,51.72,50.77,26,6.75,1046805,1982
4,22,1336,187,0,29.33,31,20,51,73,21,16,39.23,35.61,28,6.75,106456,1966
1,18,383,53,0,42.86,7,20,26,44,7,1,57.78,50.57,6,6.75,1463912,5926
2,14,1590,159,0,35.0,17,29,62,76,19,18,48.44,45.24,12,6.74,90862,1957
6,4,1151,192,0,22.22,60,23,93,97,20,14,53.45,50.52,19,6.74,798127,2020
6,16,1316,104,0,42.11,8,23,25,41,14,12,54.35,48.81,2,6.74,887155,1966
1,11,1270,136,0,37.93,12,26,39,50,16,13,46.99,44.64,11,6.74,221636,1977
0,2,235,26,0,50.0,3,5,10,12,5,2,55.56,54.55,0,6.74,922575,1966
4,44,881,100,0,44.0,22,16,34,78,22,8,39.53,41.94,16,6.74,1007431,1960
3,22,1280,225,0,40.74,28,28,70,92,12,14,53.85,50.0,14,6.74,844605,2020
0,10,554,69,0,45.45,21,17,47,57,20,4,52.81,51.35,12,6.74,994190,49202
1,10,1186,225,0,47.62,14,23,56,66,19,13,49.56,49.25,10,6.73,124807,1960
1,2,342,59,0,28.57,7,11,30,32,6,3,57.69,54.24,6,6.73,358540,1982
1,6,465,30,0,50.0,5,6,16,22,4,5,66.67,61.11,2,6.73,931556,1968
1,3,99,11,0,100.0,1,3,6,9,5,1,50.0,60.0,0,6.73,1000298,1999
4,25,1805,283,1,54.35,11,28,105,130,22,21,57.38,56.77,13,6.73,972373,1982
1,23,1150,110,0,41.07,23,22,52,75,26,13,49.06,46.3,9,6.73,39649,1974
0,13,829,148,0,54.17,27,13,62,75,10,9,50.0,50.68,21,6.73,149710,1981
0,8,491,61,0,66.67,7,15,15,23,6,5,45.45,51.11,2,6.73,795178,2020
3,40,2496,366,0,52.63,43,33,146,186,47,27,47.25,48.31,41,6.73,1134200,5981
1,20,835,94,0,60.61,6,10,12,32,14,9,40.0,50.79,0,6.73,1015287,1999
0,1,145,33,0,25.0,4,7,13,14,8,1,40.63,38.89,3,6.73,1463902,1999
3,10,1033,165,0,50.0,23,21,81,91,25,12,53.64,53.22,14,6.73,1105833,1974
5,20,1864,165,0,48.78,19,25,66,86,35,23,44.0,45.03,11,6.73,988852,1974
5,39,2800,389,0,55.71,12,33,108,147,35,31,49.77,51.22,18,6.73,953736,49202
8,11,1868,203,0,21.15,26,26,114,125,47,21,44.53,40.58,29,6.73,859970,1977
0,0,658,105,0,0.0,7,15,27,27,2,8,48.21,44.26,10,6.73,1124246,1999
2,49,1004,118,0,38.58,17,19,24,73,26,13,33.33,36.68,14,6.73,945307,1960
2,15,1420,195,0,46.88,20,23,61,76,8,13,51.69,50.67,9,6.73,243107,1961
5,13,987,84,1,48.15,25,20,47,60,18,9,52.81,51.72,9,6.73,358166,1967
3,13,1100,151,0,65.0,18,20,51,64,19,14,54.84,56.64,10,6.73,18304,1966
0,1,183,43,0,100.0,4,4,11,12,3,1,64.71,66.67,0,6.73,948004,1999
2,20,404,36,0,74.07,5,11,14,34,8,3,56.0,65.38,0,6.73,588996,1958
2,7,763,69,0,43.75,6,13,25,32,12,9,41.67,42.11,6,6.73,242052,1966
2,5,991,151,0,23.81,35,14,71,76,9,11,56.8,52.05,15,6.72,1016930,1960
5,22,1875,259,1,44.9,32,29,117,139,38,19,52.23,50.92,18,6.72,959620,1955
0,15,1878,262,0,40.54,25,31,84,99,17,23,46.67,45.62,36,6.72,823653,1954
1,5,345,36,0,55.56,6,11,23,28,11,4,50.0,50.91,4,6.72,332171,1955
0,3,426,65,0,17.65,13,11,27,30,5,3,49.09,41.67,8,6.72,1121489,1968
2,6,665,77,0,40.0,14,19,33,39,14,7,50.0,48.15,5,6.72,358538,5926
5,18,856,128,0,51.43,6,14,32,50,14,11,43.84,46.3,4,6.71,40677,5926
2,36,758,92,0,54.55,11,15,35,71,18,9,47.3,50.71,9,6.71,1018176,1982
2,9,825,62,0,37.5,3,16,27,36,30,9,39.71,39.13,2,6.71,822729,1977
1,2,249,53,0,25.0,5,9,18,20,2,2,50.0,45.45,5,6.71,1098305,1968
6,3,1373,133,0,23.08,27,25,77,80,43,16,46.67,44.94,13,6.71,552164,1955
1,3,1147,200,0,16.67,17,18,70,73,20,16,45.45,42.44,34,6.71,931538,1960
4,15,1571,253,0,36.59,11,24,41,56,19,17,46.59,43.41,8,6.71,252781,1982
1,3,551,122,0,27.27,9,12,47,50,8,5,49.47,47.17,14,6.71,1086455,1968
11,37,2001,112,1,50.0,9,24,42,79,34,23,45.65,47.59,4,6.71,128376,1966
5,97,1923,287,1,71.85,13,25,45,142,46,23,40.54,57.72,2,6.71,121221,1973
2,10,672,89,0,55.56,11,14,21,31,4,8,53.85,54.39,5,6.71,1101714,5926
2,6,420,40,0,40.0,4,17,8,14,8,3,32.0,35.0,4,6.71,174937,2020
5,20,1678,232,0,55.56,35,35,116,136,48,18,48.33,49.28,30,6.71,1015292,1963
4,26,1675,300,0,61.9,21,19,84,110,17,19,47.19,50.0,30,6.71,261687,1955
3,18,1480,194,0,56.25,6,21,51,69,20,20,38.93,42.33,14,6.7,805038,5926
2,1,652,126,0,16.67,14,21,49,50,5,2,51.58,49.5,9,6.7,988622,1958
6,25,1421,259,1,56.82,9,22,75,100,35,17,46.01,48.31,4,6.7,584432,1999
8,24,1710,300,1,42.86,43,26,127,151,44,20,51.84,50.17,18,6.7,315916,1977
2,16,1192,137,0,25.81,31,25,70,86,22,12,55.56,45.74,17,6.7,1009928,1981
3,10,545,62,0,27.78,7,12,21,31,16,6,41.18,35.63,8,6.7,928527,1954
2,15,345,49,0,45.45,9,11,13,28,12,2,37.14,41.18,6,6.7,329219,1954
1,3,141,18,0,42.86,1,7,5,8,2,1,38.46,40.0,0,6.7,1500254,1954
2,27,829,101,0,50.94,7,17,27,54,11,9,60.0,55.1,4,6.7,46942,1961
0,1,84,15,0,25.0,4,4,11,12,1,1,78.57,66.67,0,6.7,959005,1954
3,2,351,30,0,40.0,6,9,21,23,14,3,46.67,46.0,4,6.7,1391962,1974
4,19,811,72,0,65.52,1,10,13,32,13,9,44.83,55.17,0,6.7,804703,1982
0,3,50,6,0,50.0,1,2,1,4,2,0,20.0,36.36,2,6.7,1018671,1960
5,21,937,71,0,61.76,2,15,18,39,18,13,43.9,52.0,0,6.7,331853,1961
0,0,58,8,0,0.0,5,4,11,11,1,0,73.33,64.71,1,6.7,1172052,1954
0,0,11,3,0,0.0,0,1,2,2,0,0,66.67,66.67,0,6.7,1016865,1961
2,4,900,77,0,100.0,2,10,2,6,1,10,50.0,75.0,0,6.7,840082,1966
8,16,1863,274,0,45.71,17,30,71,87,43,22,43.03,43.5,23,6.7,964127,1999
0,22,756,127,0,46.81,17,27,27,49,19,6,38.57,41.88,16,6.7,979861,49202
7,34,2025,90,0,48.57,5,24,22,56,22,23,39.29,44.44,3,6.7,37288,1982
6,11,1319,161,0,40.74,10,20,45,56,27,16,37.19,37.84,13,6.7,930690,1957
4,20,1634,275,0,40.82,42,30,101,121,33,22,48.79,47.27,33,6.69,790103,49202
0,3,224,27,0,33.33,6,13,15,18,3,0,46.88,43.9,5,6.69,1008700,1958
1,12,259,20,0,44.44,4,13,6,18,8,2,42.86,43.9,1,6.69,39656,1977
2,1,426,66,0,11.11,3,10,23,24,8,6,40.35,36.36,7,6.69,1106151,1955
1,2,324,51,0,16.67,12,10,18,20,6,1,50.0,41.67,3,6.69,1047201,1966
0,6,377,71,0,66.67,4,9,22,28,9,5,39.29,43.08,9,6.69,1116593,5981
2,6,335,49,0,25.0,14,9,28,34,12,3,49.12,41.98,4,6.69,981604,1966
3,10,584,113,1,58.82,3,9,17,27,8,5,39.53,45.0,6,6.69,1086990,1955
3,26,1241,177,0,44.07,19,25,67,93,39,14,44.08,44.08,11,6.69,219190,1966
1,1,395,64,0,11.11,10,9,20,21,6,5,45.45,39.62,13,6.69,586662,1967
2,20,1986,299,0,45.45,19,28,87,107,19,22,54.72,52.71,15,6.69,605528,5926
2,6,469,39,0,37.5,2,7,8,14,3,6,53.33,45.16,0,6.69,13338,5926
1,2,120,21,0,100.0,5,6,11,13,4,1,50.0,54.17,4,6.68,1002360,1981
6,28,1210,162,0,52.83,17,17,44,72,18,15,45.36,48.0,13,6.68,923186,1974
1,11,1363,175,1,47.83,16,22,47,58,21,16,39.83,41.13,12,6.68,950545,1999
5,11,738,107,0,35.48,14,22,32,43,22,6,41.56,39.81,8,6.68,840291,1981
1,8,489,89,0,72.73,10,11,26,34,11,6,52.0,55.74,2,6.68,1175493,1973
1,24,1327,81,1,42.86,20,27,35,59,12,17,50.0,46.83,16,6.68,39438,1966
1,20,514,50,0,54.05,1,16,13,33,11,5,41.94,48.53,3,6.68,351432,1961
5,20,1313,149,1,64.52,24,25,70,90,28,13,48.28,51.14,18,6.68,869564,1973
0,1,139,37,0,25.0,5,6,22,23,3,0,55.0,52.27,4,6.68,1464519,1961
4,14,963,135,1,46.67,14,25,54,68,24,8,47.79,47.55,15,6.68,254561,49202
0,3,180,17,0,100.0,3,5,9,12,2,1,47.37,54.55,0,6.68,355802,1957
0,1,69,14,0,33.33,1,5,5,6,0,0,71.43,60.0,1,6.68,386210,5926
0,6,444,69,0,42.86,8,14,21,27,10,2,40.38,40.91,7,6.68,1002617,1957
3,11,463,114,0,42.31,9,9,26,37,17,5,41.27,41.57,9,6.68,1160554,5926
3,27,1764,294,1,38.57,32,30,75,102,27,25,41.44,40.64,31,6.68,166471,1973
4,12,512,96,0,75.0,5,12,27,39,15,5,52.94,58.21,4,6.68,840500,2020
3,22,667,133,0,56.41,15,16,43,65,17,7,40.57,44.83,13,6.68,1105790,1974
0,3,163,12,0,23.08,1,4,7,10,5,2,43.75,34.48,1,6.68,39402,1973
7,26,2107,231,0,54.17,7,32,69,95,36,26,42.33,45.02,17,6.68,358550,5981
3,24,1438,270,0,48.98,4,23,51,75,13,15,47.66,48.08,6,6.67,987589,1999
2,3,701,66,0,42.86,3,15,28,31,15,7,44.44,44.29,3,6.67,1046440,1957
0,18,600,80,0,39.13,16,14,36,54,7,4,60.0,50.94,9,6.67,1050353,1982
1,5,611,102,0,29.41,22,14,49,54,12,7,54.44,50.47,4,6.67,1199285,1957
1,5,380,29,0,50.0,2,7,11,16,9,4,40.74,43.24,1,6.67,590150,1981
2,9,384,40,0,28.13,10,10,17,26,8,5,42.5,36.11,5,6.67,801339,1982
0,4,495,54,0,25.0,5,16,15,19,8,5,36.59,33.33,7,6.67,146308,1967
2,8,660,37,0,24.24,15,16,21,29,14,8,48.84,38.16,5,6.67,989407,1955
2,12,1150,179,0,27.27,10,27,47,59,12,8,36.43,34.1,28,6.67,871162,5926
0,1,301,66,0,50.0,6,11,25,26,2,2,43.1,43.33,10,6.67,870578,2020
0,0,127,30,0,0.0,4,3,12,12,3,2,50.0,50.0,2,6.67,1035765,1957
0,1,491,32,0,100.0,1,6,0,1,0,5,0.0,100.0,0,6.67,166491,5981
4,18,1421,207,1,58.06,15,26,41,59,22,16,39.42,43.7,14,6.67,311394,1966
2,27,1189,223,0,57.45,11,20,86,113,28,11,50.0,51.6,14,6.67,1047680,1968
1,9,725,120,0,56.25,5,11,22,31,10,8,43.14,46.27,3,6.66,841336,1973
3,5,615,109,0,55.56,11,21,39,44,12,4,42.86,44.0,15,6.66,931521,49202
0,1,97,17,0,33.33,0,6,1,2,0,0,14.29,20.0,0,6.66,110781,1982
0,2,232,39,0,50.0,1,10,17,19,6,0,48.57,48.72,3,6.66,1002415,1955
7,77,2693,438,2,50.66,30,32,108,185,73,32,43.55,46.25,18,6.66,871209,1960
0,1,275,64,0,16.67,3,12,14,15,2,1,48.28,42.86,3,6.66,158411,1973
1,5,608,95,0,55.56,9,9,30,35,5,7,54.55,54.69,4,6.66,1136896,1968
1,3,491,70,0,30.0,11,13,17,20,16,5,36.17,35.09,5,6.65,837871,1958
1,5,632,128,0,55.56,4,15,16,21,8,7,30.19,33.87,11,6.65,846280,1957
1,9,406,52,0,34.62,11,10,30,39,8,4,50.85,45.88,4,6.65,795020,49202
1,7,332,51,1,46.67,5,6,12,19,5,3,48.0,47.5,2,6.65,83506,1966
2,3,285,38,0,50.0,1,6,6,9,5,4,40.0,42.86,1,6.65,879591,1981
0,1,32,6,0,14.29,3,2,4,5,2,0,66.67,38.46,1,6.65,1180918,1974
0,1,213,47,0,50.0,0,8,6,7,4,1,46.15,46.67,3,6.65,1097858,1999
0,6,302,21,0,46.15,1,4,7,13,2,3,77.78,59.09,0,6.65,249251,1982
1,6,589,79,0,75.0,6,10,31,37,9,8,50.82,53.62,4,6.65,822510,1982
2,8,573,72,0,53.33,16,22,44,52,22,3,56.41,55.91,2,6.65,1117513,1963
7,4,1545,141,2,28.57,15,26,23,27,12,17,38.98,36.99,8,6.65,358554,5981
3,9,383,34,0,52.94,3,13,10,19,12,2,41.67,46.34,0,6.65,33119,1960
3,10,1102,187,0,41.67,14,18,71,81,25,12,45.81,45.25,26,6.64,1185617,1961
6,15,1268,114,0,68.18,15,29,57,72,28,14,44.88,48.32,4,6.64,973293,1967
1,10,990,171,0,52.63,7,17,57,67,15,12,53.77,53.6,8,6.64,1389980,1968
0,2,121,29,0,50.0,6,5,10,12,3,1,47.62,48.0,1,6.64,845433,1963
0,3,153,19,0,60.0,1,5,5,8,1,2,41.67,47.06,2,6.64,329201,1968
3,14,1256,123,0,45.16,15,18,41,55,15,16,44.57,44.72,7,6.64,925142,1982
5,42,2043,152,1,55.26,7,26,30,72,14,25,50.85,53.33,2,6.64,876625,1966
5,7,680,57,0,50.0,9,14,44,51,21,8,44.44,45.13,7,6.64,220094,1966
2,6,529,105,0,75.0,9,13,29,35,10,6,52.73,55.56,1,6.64,1047204,1955
3,9,462,69,0,56.25,8,8,20,29,14,4,46.51,49.15,5,6.64,592568,1960
5,23,1066,190,0,57.5,21,19,51,74,24,10,45.95,49.01,10,6.64,1116955,1981
3,5,463,46,1,55.56,3,11,22,27,18,4,42.31,44.26,2,6.64,76444,1968
1,4,124,20,0,33.33,2,3,5,9,6,1,33.33,33.33,3,6.63,985427,1963
1,1,294,48,0,10.0,5,9,21,22,7,1,58.33,47.83,5,6.63,1494695,5926
0,3,62,13,0,60.0,0,3,0,3,0,0,0.0,27.27,3,6.63,1170773,1957
1,1,106,9,0,33.33,1,3,4,5,1,1,40.0,38.46,2,6.63,870760,1999
2,0,137,22,0,0.0,5,3,12,12,5,2,50.0,46.15,4,6.63,912781,1973
1,0,47,14,0,0.0,1,4,5,5,3,0,41.67,38.46,1,6.63,1471221,1977
0,0,70,5,0,0.0,0,3,2,2,1,0,66.67,33.33,0,6.63,978638,1954
2,13,765,80,0,56.52,5,9,17,30,5,9,56.67,56.6,0,6.63,1109577,1982
3,18,1275,232,0,51.43,12,22,70,88,13,12,57.38,56.05,12,6.63,997023,1966
2,5,458,48,0,26.32,15,13,26,31,6,3,57.78,48.44,7,6.63,822783,1974
2,22,527,86,1,55.0,19,10,26,48,19,7,37.14,43.64,14,6.63,842076,1982
1,7,336,36,0,35.0,4,7,9,16,5,4,60.0,45.71,0,6.63,1047422,1955
3,4,1244,196,0,25.0,22,18,58,62,23,15,42.03,40.26,17,6.63,822524,1954
3,10,387,65,0,41.67,9,11,36,46,17,2,46.75,45.54,8,6.63,922601,1954
3,31,990,86,0,68.89,8,11,23,54,14,11,46.94,57.45,3,6.63,841808,2020
5,35,1653,213,1,60.34,4,26,43,78,18,20,51.19,54.93,5,6.63,923000,1957
1,12,529,70,0,41.38,7,15,24,36,7,4,63.16,53.73,2,6.63,84847,1982
1,14,475,85,0,42.42,6,17,30,44,9,5,47.62,45.83,8,6.63,1133743,1967
0,2,410,80,0,66.67,7,8,26,28,3,4,44.07,45.16,9,6.63,896248,1973
4,11,744,117,0,57.89,11,12,48,59,24,9,49.48,50.86,10,6.63,243271,1955
1,6,207,38,0,85.71,5,4,10,16,5,2,47.62,57.14,3,6.63,77375,1973
1,0,266,43,0,0.0,8,13,16,16,5,0,45.71,40.0,8,6.62,1018871,1960
2,2,809,172,0,20.0,33,22,86,88,10,7,53.75,51.76,16,6.62,1211632,1957
10,7,1728,131,0,24.14,34,28,88,95,38,20,53.33,48.97,11,6.62,870804,1968
2,9,336,65,0,32.14,3,16,19,28,10,1,40.43,37.33,5,6.62,1462989,1958
2,5,345,54,0,29.41,4,10,11,16,8,2,35.48,33.33,3,6.62,1194689,1973
0,2,151,16,0,28.57,2,5,12,14,0,1,63.16,53.85,2,6.62,994017,1973
1,3,401,78,0,50.0,6,12,19,22,4,5,41.3,42.31,7,6.62,1086339,5926
3,7,424,42,0,43.75,4,6,20,27,13,6,39.22,40.3,1,6.62,1105779,1974
1,5,739,131,1,33.33,3,13,30,35,14,7,44.78,42.68,8,6.62,794874,1973
2,30,1145,143,1,33.71,12,28,40,70,32,8,35.71,34.83,18,6.61,1173457,1961
0,1,234,44,0,20.0,7,7,16,17,3,2,57.14,51.52,4,6.61,822523,1973
1,1,240,45,0,25.0,6,7,20,21,11,3,52.63,50.0,2,6.61,1112484,1954
0,0,233,51,0,0.0,3,9,15,15,4,0,39.47,38.46,2,6.61,1009556,49202
0,7,484,71,0,33.33,14,10,31,38,5,5,57.41,50.67,8,6.61,1130178,49202
1,10,612,61,0,71.43,5,11,21,31,11,8,41.18,47.69,6,6.61,942426,1981
0,6,221,34,0,54.55,0,8,1,7,1,1,11.11,35.0,5,6.6,868864,1982
1,8,829,158,0,33.33,18,15,41,49,12,9,56.16,50.52,8,6.6,981019,1968
1,5,101,13,0,62.5,2,4,4,9,2,1,44.44,52.94,1,6.6,329027,1967
0,3,106,6,0,33.33,1,4,2,5,1,0,40.0,35.71,0,6.6,931508,1960
1,1,227,28,0,33.33,3,10,15,16,2,2,57.69,55.17,1,6.6,1106509,1967
0,5,318,50,0,71.43,6,6,18,23,9,3,50.0,53.49,2,6.6,1117180,5926
1,13,531,88,1,65.0,4,15,22,35,11,5,56.41,59.32,1,6.6,987168,49202
0,0,20,8,0,0.0,1,2,2,2,0,0,66.67,66.67,0,6.6,1066717,1963
2,4,71,9,0,36.36,2,4,5,9,3,0,50.0,42.86,1,6.6,1390545,1974
0,0,15,0,0,0.0,0,1,1,1,1,0,50.0,25.0,0,6.6,981635,1967
0,1,54,10,0,100.0,0,4,1,2,0,0,25.0,40.0,2,6.6,1066714,1968
1,5,71,17,0,71.43,0,2,1,6,2,1,20.0,50.0,2,6.6,831085,1968
0,0,11,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.6,1411222,1963
0,1,131,17,0,100.0,4,8,7,8,1,0,50.0,53.33,2,6.6,881153,1954
0,1,90,2,0,100.0,0,1,0,1,0,1,0.0,100.0,0,6.6,914481,5926
0,0,9,1,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.6,1170722,1968
0,0,11,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.6,1174196,1955
0,0,16,3,0,0.0,0,1,1,1,1,0,33.33,25.0,1,6.6,1471239,1977
0,0,16,1,0,0.0,1,1,1,1,2,0,20.0,20.0,0,6.6,1488136,1977
0,1,15,2,0,100.0,2,1,4,5,0,0,66.67,71.43,0,6.6,1584796,5926
0,0,15,0,0,0.0,1,1,1,1,0,0,100.0,100.0,0,6.6,1412633,49202
0,2,11,2,0,100.0,1,1,1,3,0,0,100.0,100.0,0,6.6,1106530,1973
1,1,14,0,0,50.0,0,2,2,3,1,0,50.0,50.0,0,6.6,1133282,5981
0,4,81,18,0,80.0,2,5,11,15,5,1,47.83,53.57,1,6.6,146415,5926
2,0,186,29,0,0.0,2,5,9,9,4,2,42.86,40.91,4,6.6,973847,1968
1,2,286,18,0,20.0,1,6,7,9,2,2,63.64,42.86,1,6.6,84845,1961
3,5,733,124,0,25.0,49,22,82,87,22,7,53.25,50.0,14,6.6,1396009,1982
6,4,970,126,1,50.0,3,20,31,35,13,13,38.75,39.77,5,6.6,875294,1981
2,9,557,70,1,21.95,13,19,32,41,12,4,49.23,38.68,6,6.59,1199435,1966
1,13,1091,197,0,44.83,16,18,50,63,21,13,40.98,41.72,11,6.59,1174770,1973
4,11,598,54,0,45.83,9,15,21,32,15,7,46.67,46.38,3,6.59,840077,49202
3,12,830,81,1,57.14,8,14,35,47,14,9,54.69,55.29,6,6.59,243239,1982
5,14,414,72,0,63.64,4,14,26,40,16,6,43.33,48.78,8,6.59,1020610,1966
1,17,629,72,0,37.78,9,13,19,36,19,10,34.55,36.0,7,6.59,123208,5926
5,11,640,81,0,44.0,15,13,32,43,15,8,44.44,44.33,11,6.59,18342,1967
2,4,508,62,0,36.36,16,10,32,36,13,6,45.07,43.9,4,6.59,1106667,1957
4,18,571,60,0,69.23,0,9,9,27,6,6,40.91,56.25,1,6.59,940611,1974
1,3,382,51,0,50.0,6,7,15,18,4,3,42.86,43.9,5,6.59,922570,1960
3,9,485,44,0,40.91,4,7,7,16,7,6,50.0,44.44,0,6.59,168745,5926
2,11,548,64,0,45.83,13,13,30,41,20,6,47.62,47.13,4,6.58,922556,2020
2,7,592,113,0,35.0,4,18,38,45,13,4,40.43,39.47,16,6.58,1463904,1999
2,4,298,51,0,40.0,10,11,22,26,4,1,44.9,44.07,4,6.58,863283,1957
2,8,413,43,0,38.1,3,12,18,26,11,5,40.0,39.39,4,6.58,1046496,1954
0,1,82,10,1,100.0,0,6,3,4,1,0,75.0,80.0,0,6.58,1067634,1954
1,2,115,17,0,40.0,3,5,4,6,4,1,36.36,37.5,0,6.58,1036002,1961
1,16,184,35,0,61.54,3,9,6,22,9,0,31.58,48.89,3,6.58,60472,1968
2,3,553,61,1,23.08,3,13,9,12,12,5,25.71,25.0,10,6.58,190151,1960
