bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.id,team.id
0,226,8,73,0,55.31,1,42.44,125,72,0,0,101,53,0.0,6.85,33227,213638
0,65,13,0,0,63.08,0,0.0,41,11,0,0,24,30,0.0,6.84,1108468,5250
0,123,43,2,0,67.48,19,33.33,83,14,3,0,40,72,37.5,6.84,886545,5254
1,842,133,61,0,85.99,9,72.62,724,371,1,0,118,354,33.33,6.84,1021850,5250
1,675,38,82,1,74.96,4,44.57,506,357,0,0,169,149,0.0,6.84,789917,21941
5,464,135,22,3,71.55,32,47.83,332,110,5,0,132,227,17.86,6.84,790806,134976
0,823,47,215,0,70.96,2,48.53,584,449,0,0,239,135,0.0,6.84,1020039,277525
0,50,15,2,0,60.0,0,33.33,30,6,1,0,20,25,33.33,6.84,226216,5254
2,69,20,1,0,69.57,4,100.0,48,12,1,0,21,37,100.0,6.84,125076,5257
0,278,18,28,0,76.26,0,46.67,212,140,0,0,66,72,0.0,6.84,939465,394127
1,1017,96,90,1,79.55,6,46.63,809,517,0,0,208,292,0.0,6.83,989402,248196
3,267,88,8,2,70.04,19,40.0,187,43,6,0,80,150,17.65,6.83,869786,5254
0,68,12,3,0,82.35,3,60.0,56,24,3,0,12,35,23.08,6.83,805126,188850
0,61,33,4,0,85.25,3,80.0,52,9,1,0,9,44,50.0,6.83,1473020,213638
1,844,259,46,1,81.28,41,67.65,686,179,27,0,158,534,21.09,6.83,339557,277525
0,473,79,39,1,80.55,2,59.09,381,176,1,0,92,206,12.5,6.83,924855,5250
3,573,166,39,3,80.98,26,66.1,464,168,16,0,109,312,34.78,6.83,805170,39723
1,694,74,46,0,85.16,10,55.42,591,361,2,0,103,232,40.0,6.83,1004132,5255
1,570,60,79,1,71.4,5,50.32,407,253,1,0,163,155,25.0,6.83,1210374,134976
2,138,26,7,1,73.19,7,28.0,101,37,4,0,37,68,30.77,6.83,985109,21942
1,147,51,10,2,77.55,11,71.43,114,22,6,1,33,98,31.58,6.82,818997,134976
4,1187,73,131,2,77.84,8,45.33,924,615,3,0,263,312,33.33,6.82,789668,5250
2,1023,198,61,1,79.37,24,44.53,812,367,14,0,211,459,29.17,6.82,846671,5251
1,90,27,1,0,83.33,6,20.0,75,24,2,0,15,53,18.18,6.82,822719,134976
0,163,11,37,0,74.85,1,48.05,122,97,0,0,41,25,0.0,6.82,923195,134976
1,710,123,38,0,71.55,13,44.19,508,229,1,0,202,280,25.0,6.82,943177,213638
0,393,56,36,0,83.46,3,60.0,328,167,0,0,65,161,0.0,6.81,588596,5251
0,82,8,6,0,56.1,1,21.43,46,28,0,0,36,18,0.0,6.81,1473025,213638
1,698,126,57,0,82.09,8,48.72,573,312,8,0,125,269,17.02,6.81,922853,5257
1,608,53,82,1,72.86,2,46.59,443,292,0,0,165,151,0.0,6.81,859969,377757
0,329,56,11,2,76.9,9,37.93,253,119,4,0,76,138,36.36,6.81,873889,5251
3,82,22,5,3,69.51,10,50.0,57,19,7,0,25,45,35.0,6.81,922092,5254
2,440,108,21,2,72.27,21,52.5,318,100,11,0,122,229,19.64,6.81,293235,5250
3,386,102,11,3,67.1,22,39.29,259,79,13,0,127,193,31.71,6.81,868275,5250
3,805,136,29,3,78.01,22,37.66,628,302,1,0,177,327,20.0,6.81,588640,213638
0,586,165,24,1,74.4,39,44.44,436,139,14,0,150,311,28.0,6.81,805166,394127
0,807,132,65,0,83.02,19,58.56,670,370,0,0,137,300,0.0,6.8,1185460,248196
1,121,53,4,0,81.82,9,80.0,99,17,5,0,22,87,45.45,6.8,1431770,39723
0,349,75,21,0,69.05,7,33.33,241,105,5,0,108,141,17.86,6.8,1105564,213638
1,100,29,5,1,78.0,4,83.33,78,22,3,0,22,59,30.0,6.8,984979,277525
0,2,0,0,0,0.0,0,0.0,0,0,0,0,2,0,0.0,6.8,822717,5255
0,32,5,2,0,56.25,1,33.33,18,8,2,0,14,12,20.0,6.8,248045,21941
0,178,4,14,0,85.96,0,56.0,153,114,0,0,25,39,0.0,6.8,249665,5249
0,19,2,3,0,73.68,0,37.5,14,12,0,0,5,2,0.0,6.8,985144,5249
0,17,7,4,0,88.24,2,100.0,15,5,0,0,2,10,0.0,6.8,1482436,21942
1,38,11,0,0,68.42,8,0.0,26,6,5,0,12,25,21.74,6.8,155796,5254
0,62,23,4,0,79.03,5,40.0,49,13,4,0,13,40,40.0,6.8,1473188,21941
0,177,24,47,0,63.84,0,42.73,113,71,0,0,64,42,0.0,6.8,848617,394127
0,463,34,25,0,90.06,3,67.57,417,260,0,0,46,157,0.0,6.8,905565,188850
0,683,25,42,0,85.51,1,51.22,584,473,0,0,99,111,0.0,6.79,805296,188850
2,662,109,42,1,84.29,15,62.69,558,286,6,0,104,278,31.58,6.79,832468,5249
1,152,50,8,1,79.61,11,36.36,121,31,6,0,31,96,20.69,6.79,925605,5254
3,316,94,27,2,75.0,13,47.37,237,79,8,0,79,166,33.33,6.79,146300,5250
0,139,36,5,0,76.98,4,41.67,107,38,0,0,32,69,0.0,6.79,1096661,394127
2,693,194,37,0,86.87,18,69.81,602,220,5,0,91,387,11.9,6.79,1459658,5257
0,117,4,31,0,67.52,0,45.59,79,60,0,0,38,19,0.0,6.79,991138,5250
1,166,43,12,0,81.93,10,57.14,136,54,8,0,30,90,32.0,6.79,1065585,39723
2,631,96,51,0,78.76,10,56.04,497,243,0,0,134,254,0.0,6.78,1020186,21941
0,216,41,4,0,68.98,12,44.44,149,59,1,0,67,91,50.0,6.78,125075,248196
1,300,68,18,1,80.33,10,50.0,241,96,8,0,59,153,29.63,6.78,976102,5255
0,218,16,19,0,71.56,1,50.0,156,104,1,0,62,53,7.69,6.78,1468325,377757
0,401,99,26,1,69.08,21,54.17,277,75,2,0,124,204,16.67,6.78,826819,5254
0,311,23,35,0,76.21,0,43.21,237,167,0,0,74,70,0.0,6.78,805244,5251
0,141,33,4,0,68.09,9,57.14,96,33,0,0,45,63,0.0,6.78,805316,21942
1,69,25,3,1,94.2,1,100.0,65,14,1,0,4,52,100.0,6.78,1002530,39723
1,86,39,0,0,81.4,4,0.0,70,11,2,0,16,61,50.0,6.78,987648,21942
0,92,8,11,0,67.39,0,47.83,62,39,0,0,30,23,0.0,6.78,1108521,377757
0,596,45,46,0,67.45,3,29.68,402,261,0,0,194,141,0.0,6.77,1092353,213638
0,500,120,63,2,77.8,16,67.74,389,152,17,0,111,254,29.31,6.77,827122,277525
2,213,80,4,0,70.42,18,66.67,150,29,4,0,63,125,12.9,6.77,992093,39723
1,304,77,5,2,62.5,18,27.78,190,70,1,0,114,121,5.26,6.77,588626,394127
2,436,102,37,3,68.35,25,42.53,298,116,25,0,138,207,20.66,6.77,909664,21941
2,578,136,41,2,76.64,25,55.41,443,152,20,1,135,311,33.9,6.77,915158,5251
0,434,37,53,0,75.58,2,47.32,328,227,0,0,106,101,0.0,6.77,846828,21941
0,1103,179,70,1,92.2,10,69.31,1017,534,0,0,86,483,0.0,6.77,588630,39723
1,151,43,5,0,82.12,8,55.56,124,37,3,0,27,90,16.67,6.76,1020038,394127
1,106,44,6,1,77.36,7,60.0,82,16,1,0,24,67,10.0,6.76,220439,213638
0,311,40,29,1,87.46,1,67.44,272,134,0,0,39,138,0.0,6.76,340197,21942
2,106,41,3,0,80.19,7,60.0,85,19,1,0,21,67,8.33,6.76,33120,39723
1,223,59,5,1,79.82,8,50.0,178,58,7,0,45,127,41.18,6.76,1190984,5251
0,537,122,52,1,77.28,19,66.67,415,182,8,0,122,241,27.59,6.76,881847,5249
3,1079,250,51,2,84.62,25,63.75,913,386,12,0,166,539,19.67,6.76,1184983,21942
0,1020,87,61,0,88.92,1,48.41,907,561,0,0,113,346,0.0,6.76,896623,39723
1,888,232,80,2,81.76,26,68.97,726,255,6,0,162,477,24.0,6.76,106461,5250
1,388,126,19,1,82.73,21,46.34,321,88,2,0,67,235,13.33,6.76,787750,5254
1,243,75,12,1,83.54,13,52.17,203,63,9,0,40,149,25.0,6.76,1106546,39723
1,187,8,10,1,83.96,1,58.82,157,126,1,0,30,32,100.0,6.76,1002950,5250
1,671,48,192,0,57.82,2,40.85,388,246,0,0,283,142,0.0,6.75,922858,248196
4,712,151,44,1,67.13,17,33.33,478,188,17,0,234,307,23.29,6.75,1019932,213638
3,256,76,7,4,76.95,16,58.33,197,68,17,0,59,146,25.0,6.75,1177802,134976
1,9,4,0,1,88.89,2,0.0,8,2,0,0,1,6,0.0,6.75,1604235,21942
0,83,27,5,1,79.52,6,45.45,66,16,4,0,17,54,40.0,6.75,882068,5254
1,78,25,2,1,78.21,3,50.0,61,20,0,0,17,41,0.0,6.75,789888,394127
0,63,12,2,0,92.06,1,66.67,58,24,0,0,5,34,0.0,6.75,1103523,188850
0,41,8,4,0,78.05,0,66.67,32,18,0,0,9,14,0.0,6.75,1117777,277525
0,544,46,138,0,66.91,1,44.23,364,270,0,0,180,94,0.0,6.75,925598,134976
0,174,51,10,0,69.54,8,47.62,121,35,4,0,53,90,28.57,6.75,826832,134976
1,516,39,58,1,75.0,1,46.4,387,260,0,0,129,127,0.0,6.75,1017449,248196
0,452,126,14,1,76.99,15,34.15,348,130,4,0,104,222,25.0,6.74,903650,21942
1,119,29,3,0,84.87,10,60.0,101,29,1,0,18,73,11.11,6.74,1485501,5249
0,285,49,13,0,75.09,8,50.0,214,104,4,0,71,114,19.05,6.74,1495599,377757
2,934,138,62,0,82.12,11,46.97,767,404,8,0,167,371,22.86,6.74,1103526,188850
1,263,72,19,3,69.96,15,54.29,184,52,9,0,79,141,27.27,6.74,883301,277525
1,914,62,106,0,78.88,3,46.49,721,505,0,0,193,216,0.0,6.74,896879,5251
0,684,43,170,0,57.89,2,37.61,396,274,0,0,288,122,0.0,6.74,155764,21941
2,280,69,6,1,83.93,18,46.15,235,101,13,0,45,147,33.33,6.74,846662,39723
1,1111,49,96,1,81.01,1,45.28,900,707,1,0,211,194,33.33,6.74,931653,188850
0,384,52,134,0,47.92,4,40.98,184,77,1,0,200,108,100.0,6.74,886492,5254
3,265,79,15,4,78.11,13,68.18,207,66,6,0,58,147,23.08,6.74,869785,21941
0,483,28,39,0,85.71,1,46.43,414,281,0,0,69,133,0.0,6.74,937863,5257
0,666,135,50,0,82.13,17,63.29,547,238,7,0,119,316,14.29,6.74,932247,134976
1,403,88,11,2,68.24,10,78.57,275,96,2,0,128,181,11.11,6.73,913609,377757
1,996,230,55,1,81.63,21,56.12,813,324,1,0,183,490,7.69,6.73,976167,277525
0,622,138,48,0,87.78,14,70.59,546,233,0,0,76,313,0.0,6.73,787563,39723
2,617,92,45,4,68.23,29,33.58,421,213,33,1,196,241,29.73,6.73,1473214,394127
0,204,24,15,0,88.24,1,68.18,180,95,0,0,24,85,0.0,6.73,158407,5255
2,359,126,9,3,82.17,18,60.0,295,81,0,0,64,214,0.0,6.73,312194,277525
0,591,144,22,0,80.88,11,56.41,478,201,4,0,113,281,40.0,6.73,921961,394127
1,453,29,61,0,78.81,2,52.59,357,233,0,0,96,124,0.0,6.73,922104,134976
1,91,32,6,1,79.12,8,46.15,72,16,6,0,19,62,20.69,6.73,1461227,5254
1,60,11,0,1,68.33,1,0.0,41,12,0,0,19,29,0.0,6.73,314094,248196
3,202,35,10,1,73.27,12,38.46,148,64,10,0,54,94,32.26,6.73,1186831,5251
1,36,9,2,0,55.56,3,28.57,20,9,2,0,16,13,33.33,6.73,384486,377757
0,664,59,68,0,63.1,5,32.23,419,231,0,0,245,188,0.0,6.73,1169072,213638
0,884,128,98,0,84.73,10,67.59,749,405,2,0,135,346,25.0,6.73,938611,188850
0,262,60,19,1,83.97,4,70.37,220,76,0,0,42,144,0.0,6.73,906807,39723
4,122,40,3,1,66.39,6,60.0,81,20,0,0,41,61,0.0,6.73,874724,21941
0,627,41,76,0,74.64,0,46.63,468,348,0,0,159,120,0.0,6.72,873737,377757
0,144,45,11,0,76.39,8,68.75,110,33,7,0,34,84,46.67,6.72,1404583,5255
2,452,110,35,0,77.65,24,57.38,351,126,6,0,101,231,14.29,6.72,588620,248196
1,67,9,2,1,70.15,2,18.18,47,24,1,0,20,24,33.33,6.72,1474796,394127
0,26,11,1,0,69.23,1,33.33,18,4,0,0,8,14,0.0,6.72,1185054,21941
0,492,62,38,0,73.17,3,36.54,360,219,1,0,132,142,9.09,6.72,1020037,21941
1,705,123,60,0,77.73,18,51.72,548,289,10,0,157,269,16.95,6.72,827138,134976
0,171,28,6,1,66.08,9,60.0,113,50,1,0,58,64,14.29,6.72,1022783,5251
2,545,143,83,0,75.78,15,54.25,413,155,5,0,132,263,35.71,6.72,338951,21941
1,123,27,4,1,62.6,9,33.33,77,31,4,0,46,50,12.5,6.72,927271,21941
2,20,6,1,1,75.0,2,100.0,15,7,0,0,5,8,0.0,6.72,868777,5257
1,155,27,7,0,76.13,3,35.0,118,62,4,0,37,60,33.33,6.72,1018168,5255
1,376,95,11,0,66.76,10,42.31,251,77,3,0,125,177,9.09,6.72,1131289,394127
2,805,38,85,1,87.7,4,60.28,706,552,0,0,99,154,0.0,6.71,220757,188850
1,55,19,1,0,67.27,1,50.0,37,13,0,0,18,24,0.0,6.71,1103938,5249
0,312,52,9,0,78.53,8,29.03,245,133,5,0,67,117,13.89,6.71,885589,248196
2,42,14,2,1,64.29,6,66.67,27,6,0,0,15,21,0.0,6.71,868706,277525
0,465,56,38,0,71.18,3,32.76,331,199,2,0,134,134,33.33,6.71,1109883,21941
2,251,68,7,3,71.71,11,63.64,180,50,4,0,71,134,20.0,6.71,975536,5250
1,296,89,12,0,75.0,12,48.0,222,61,2,0,74,163,18.18,6.71,338957,5249
0,43,15,2,0,76.74,4,100.0,33,6,1,0,10,28,50.0,6.71,922854,377757
0,355,9,45,0,80.85,0,52.33,287,225,0,0,68,62,0.0,6.71,147358,5249
1,292,71,9,0,86.64,4,60.0,253,113,1,0,39,141,7.69,6.71,1002458,39723
0,219,47,13,0,75.8,5,41.94,166,80,1,0,53,87,6.67,6.71,966583,134976
0,470,37,59,0,80.64,0,53.15,379,264,0,0,91,115,0.0,6.71,965873,5251
0,683,115,25,0,81.84,13,52.08,559,289,0,0,124,270,0.0,6.7,1391980,377757
1,52,12,3,1,75.0,3,60.0,39,14,4,0,13,29,26.67,6.7,964923,277525
0,4,0,0,0,50.0,0,0.0,2,1,0,0,2,1,0.0,6.7,974113,377757
0,9,2,0,0,55.56,0,0.0,5,0,0,0,4,5,0.0,6.7,974099,5250
0,8,1,0,0,75.0,0,0.0,6,3,0,0,2,3,0.0,6.7,1177429,5250
0,65,12,2,0,92.31,2,50.0,60,35,0,0,5,25,0.0,6.7,975773,5257
0,18,2,1,0,77.78,1,50.0,14,7,0,0,4,7,0.0,6.7,1116363,21942
0,8,2,0,0,62.5,2,0.0,5,2,0,0,3,3,0.0,6.7,989375,5254
0,116,17,9,0,68.97,3,39.13,80,46,0,0,36,34,0.0,6.7,1485140,377757
1,145,28,13,0,71.72,4,59.09,104,40,4,0,41,68,66.67,6.7,1001813,377757
0,3,1,1,0,66.67,0,100.0,2,0,1,0,1,3,100.0,6.7,1521968,277525
1,584,117,46,0,78.42,11,56.79,458,213,7,0,126,252,28.0,6.69,158365,5250
1,377,64,25,0,85.15,7,60.98,321,154,1,0,56,168,14.29,6.69,989217,5249
1,323,86,16,1,79.88,6,47.06,258,113,5,0,65,150,29.41,6.69,877439,5255
0,185,66,11,0,80.54,10,50.0,149,42,3,0,36,110,30.0,6.69,869784,134976
2,774,163,39,2,76.87,12,48.15,595,286,6,0,179,315,12.24,6.69,858239,5255
0,219,70,15,0,78.54,11,44.12,172,59,8,0,47,121,28.57,6.69,249519,394127
3,186,65,3,2,75.27,15,50.0,140,38,2,0,46,104,40.0,6.69,850930,277525
0,258,36,24,0,71.32,0,39.34,184,106,0,0,74,78,0.0,6.69,1185732,5249
1,498,118,45,1,82.93,19,64.29,413,166,1,0,85,248,10.0,6.69,976170,134976
0,323,22,33,0,78.64,1,45.21,254,173,0,0,69,81,0.0,6.69,1185561,248196
0,365,35,76,1,54.79,4,33.04,200,141,0,0,165,59,0.0,6.69,931633,394127
0,151,25,15,0,71.52,4,50.0,108,50,0,0,43,58,0.0,6.69,1103933,248196
1,496,129,33,0,81.65,13,68.75,405,149,8,0,91,264,19.51,6.69,896840,188850
2,226,62,7,3,76.11,8,38.89,172,52,7,0,54,127,29.17,6.69,975544,5255
1,78,25,9,1,60.26,9,47.37,47,7,7,0,31,47,53.85,6.68,589580,21941
2,816,90,67,1,67.16,8,35.64,548,323,3,0,268,228,25.0,6.68,1495929,277525
0,96,10,2,0,72.92,1,40.0,70,42,0,0,26,28,0.0,6.68,1486740,248196
0,103,34,6,0,86.41,1,85.71,89,29,2,0,14,62,66.67,6.68,822722,21942
0,47,10,7,1,61.7,2,58.33,29,7,1,0,18,23,16.67,6.68,1092343,134976
