saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.id,team.id
0,0,0,0,1,0,0,0,1,0,0,1,0,7.55,1086957,3201
0,0,0,0,0,0,0,0,17,0,0,2,0,7.41,994454,3210
0,0,0,0,13,0,0,0,7,0,0,3,0,7.4,158259,3211
73,42,8,1,12,31,4,0,14,4,0,2,25,7.37,790756,36839
25,10,2,0,3,15,2,1,2,2,0,2,7,7.35,794812,6074
0,0,0,0,0,0,0,0,10,0,0,2,0,7.34,846280,3215
0,0,0,0,0,0,0,0,11,0,0,2,0,7.34,146416,3202
0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,941090,3205
81,36,4,0,10,44,4,5,15,4,1,3,11,7.29,1017440,42338
0,0,0,0,3,0,0,0,2,0,0,0,0,7.25,174855,3218
7,6,1,0,1,1,0,0,1,0,0,0,1,7.25,871581,7628
0,0,0,0,3,0,0,0,6,0,0,1,0,7.25,877513,3211
0,0,0,0,2,0,0,0,0,0,0,0,0,7.23,945103,6074
0,0,0,0,10,0,0,0,18,0,0,0,0,7.22,249009,3206
0,0,0,0,3,0,0,0,3,0,0,2,0,7.22,962029,3211
0,0,0,0,12,0,0,0,13,0,0,3,0,7.22,260077,3216
0,0,0,0,7,0,0,0,4,0,0,2,0,7.21,790004,3211
0,0,0,0,2,0,0,0,10,0,0,1,0,7.2,340861,3211
0,0,0,0,5,0,0,0,21,0,0,3,0,7.2,832213,36833
0,0,0,0,0,0,0,0,0,0,0,1,0,7.2,1384966,3212
0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,1381878,3205
0,0,0,0,11,0,0,0,12,0,0,2,0,7.2,849020,36839
65,42,11,1,10,23,3,6,19,3,3,1,14,7.2,25566,3202
0,0,0,0,4,0,0,0,13,0,0,1,0,7.18,14933,3208
0,0,0,0,5,0,0,0,18,0,0,2,0,7.18,233856,3208
0,0,0,0,0,0,0,0,17,0,0,2,0,7.18,922454,3206
0,0,0,0,7,0,0,0,14,0,0,0,0,7.18,895327,3216
30,22,4,0,7,8,11,4,7,11,1,0,5,7.18,340849,3216
0,0,0,0,2,0,0,0,22,0,0,2,0,7.16,914501,7628
82,45,22,0,10,36,9,3,21,9,0,2,31,7.16,248977,3210
0,0,0,0,5,0,0,0,22,0,0,3,0,7.15,340727,7628
0,0,0,0,6,0,0,0,18,0,0,2,0,7.15,895931,3205
77,35,10,0,10,40,17,2,23,17,0,1,25,7.15,941546,65668
0,0,0,0,6,0,0,0,8,0,0,3,0,7.14,76383,3216
0,0,0,0,4,0,0,0,15,0,0,2,0,7.14,1116987,3217
0,0,0,0,13,0,0,0,5,0,0,1,0,7.14,941464,3201
45,22,2,0,4,23,5,1,9,4,0,6,15,7.14,881166,4937
0,0,0,0,16,0,0,0,10,0,0,1,0,7.14,994453,3201
30,14,5,0,4,14,1,0,9,1,0,0,14,7.13,1099481,65676
0,0,0,0,2,0,0,0,12,0,0,3,0,7.13,789453,3216
0,0,0,0,3,0,0,0,8,0,0,2,0,7.13,789910,36839
0,0,0,0,8,0,0,0,18,0,0,4,0,7.12,33202,3217
0,0,0,0,3,0,0,0,4,0,0,0,0,7.11,340863,3203
0,0,0,0,9,0,0,0,21,0,0,5,0,7.11,583974,3203
0,0,0,0,5,0,0,0,7,0,0,1,0,7.1,33958,3211
0,0,0,0,1,0,0,0,6,0,0,2,0,7.1,789271,3215
0,0,0,0,0,0,0,0,1,0,0,1,0,7.1,833542,7629
0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1003722,3205
0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1500263,3202
50,34,5,1,14,16,0,3,8,0,2,1,33,7.1,358910,3201
0,0,0,0,14,0,0,0,8,0,0,2,0,7.1,980886,3201
0,0,0,0,2,0,0,0,19,0,0,2,0,7.09,581804,36839
0,0,0,0,0,0,0,0,9,0,0,2,0,7.08,340087,3216
0,0,0,0,9,0,0,0,23,0,0,5,0,7.08,943995,65676
75,51,8,0,12,24,9,4,19,8,2,5,37,7.08,384552,3203
86,48,7,1,11,36,4,4,24,4,1,3,20,7.07,898750,36833
0,0,0,0,5,0,0,0,6,0,0,1,0,7.07,848473,3211
0,0,0,0,7,0,0,0,25,0,0,7,0,7.07,922460,4937
19,9,2,1,2,10,0,1,7,0,0,0,4,7.07,107418,36839
0,0,0,0,6,0,0,0,20,0,0,3,0,7.06,789427,3217
