yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
6,73,1710,174,0,76.04,5,19,44,117,13,19,64.71,71.34,1,7.18,233856,3208
2,12,2035,435,0,31.58,20,27,113,125,29,26,48.5,46.13,38,7.18,922454,3206
5,59,1730,324,1,63.44,33,20,94,153,32,20,61.04,61.94,1,7.18,895327,3216
1,2,1170,63,0,100.0,1,13,3,5,0,13,100.0,100.0,0,7.18,340849,3216
5,54,1791,225,0,42.52,23,21,57,111,33,20,38.26,40.22,27,7.16,914501,7628
2,8,2430,278,0,88.89,9,27,12,20,0,27,92.31,90.91,0,7.16,248977,3210
4,81,2042,188,2,70.43,9,24,62,143,22,23,65.26,68.1,4,7.15,340727,7628
3,23,1417,275,0,44.23,27,16,110,133,23,16,65.87,60.73,7,7.15,895931,3205
0,9,2160,288,0,100.0,10,24,10,19,1,24,90.91,95.0,0,7.15,941546,65668
3,28,1239,170,0,66.67,7,15,25,53,6,15,64.1,65.43,2,7.14,76383,3216
1,99,1791,214,0,57.89,56,23,64,163,24,22,54.24,56.4,21,7.14,1116987,3217
4,37,1710,101,0,56.06,11,19,35,72,13,19,56.45,56.25,4,7.14,941464,3201
1,4,912,138,0,100.0,1,11,1,5,0,10,50.0,83.33,0,7.14,881166,4937
5,31,2194,495,0,55.36,38,25,161,192,24,24,57.3,56.97,29,7.14,994453,3201
0,2,810,140,0,100.0,1,9,1,3,0,9,50.0,75.0,0,7.13,1099481,65676
4,78,1782,295,0,49.37,27,25,45,123,23,21,39.47,45.22,27,7.13,789453,3216
3,10,1559,249,0,38.46,14,22,73,83,11,18,54.89,52.2,13,7.13,789910,36839
5,105,2008,197,0,75.54,7,24,77,182,31,24,59.23,67.66,2,7.12,33202,3217
3,11,743,188,0,42.31,16,10,71,82,14,9,52.21,50.62,21,7.11,340863,3203
4,109,2384,317,0,48.66,53,27,70,179,35,27,43.21,46.37,26,7.11,583974,3203
7,28,1537,174,0,51.85,19,20,70,98,21,19,58.33,56.32,6,7.1,33958,3211
2,25,582,99,0,71.43,5,8,16,41,9,6,53.33,63.08,0,7.1,789271,3215
1,3,90,10,0,75.0,2,1,3,6,0,1,60.0,66.67,0,7.1,833542,7629
0,2,77,25,0,66.67,0,1,5,7,0,1,71.43,70.0,1,7.1,1003722,3205
0,1,46,1,0,33.33,0,2,4,5,0,0,100.0,71.43,0,7.1,1500263,3202
5,8,1980,274,0,80.0,4,22,6,14,1,22,100.0,87.5,0,7.1,358910,3201
2,40,2031,176,2,53.33,13,23,79,119,30,23,58.09,56.4,7,7.1,980886,3201
4,11,2128,266,0,20.0,31,26,77,88,17,25,42.08,36.97,42,7.09,581804,36839
7,14,1569,321,0,37.84,27,23,82,96,16,19,53.95,50.79,17,7.08,340087,3216
6,120,2340,310,0,65.93,12,26,54,174,11,26,64.29,65.41,4,7.08,943995,65676
1,11,2292,197,1,100.0,4,26,4,15,1,26,80.0,93.75,0,7.08,384552,3203
2,5,2430,259,0,83.33,4,27,5,10,0,27,100.0,90.91,0,7.07,898750,36833
2,2,1511,230,0,18.18,43,25,92,94,10,16,58.97,56.29,18,7.07,848473,3211
0,16,2343,416,0,44.44,23,27,124,140,13,27,51.88,50.91,19,7.07,922460,4937
0,2,540,40,0,66.67,2,6,1,3,0,6,100.0,75.0,0,7.07,107418,36839
2,5,2082,414,0,26.32,30,25,82,87,14,25,45.56,43.72,27,7.06,789427,3217
6,45,1889,175,1,63.38,33,21,87,132,31,21,56.86,58.93,8,7.06,881169,3218
4,27,1603,277,1,44.26,12,19,64,91,32,19,47.76,46.67,5,7.06,340537,3215
6,43,1587,287,0,52.44,19,19,56,99,16,18,62.22,57.56,3,7.06,913596,36839
1,89,2252,249,0,59.33,25,26,72,161,12,25,67.92,62.89,4,7.05,871788,65668
4,24,1400,200,0,63.16,18,16,75,99,11,16,56.82,58.24,10,7.05,977677,3215
0,0,157,32,0,0.0,7,2,7,7,0,2,38.89,31.82,5,7.05,983528,3212
6,38,1408,140,0,58.46,7,16,43,81,10,16,60.56,59.56,4,7.05,155714,3210
0,1,104,6,0,50.0,1,2,8,9,0,2,100.0,90.0,0,7.05,284359,42338
1,2,1523,171,1,100.0,2,17,4,6,1,17,57.14,66.67,0,7.05,340431,4937
3,83,2273,334,0,61.03,5,26,38,121,15,26,55.88,59.31,3,7.05,249643,3210
2,6,2331,108,0,100.0,1,26,2,8,1,26,66.67,88.89,0,7.05,221140,3211
2,19,1652,190,0,55.88,10,20,59,78,15,19,57.84,57.35,13,7.05,789640,7629
1,6,1346,322,1,27.27,41,18,105,111,9,15,57.38,54.15,18,7.04,839983,3202
5,56,1836,382,1,63.64,15,21,120,176,29,21,62.18,62.63,8,7.04,989801,3218
7,28,1873,515,0,56.0,56,26,120,148,11,23,55.05,55.22,52,7.04,122912,3219
1,12,1458,307,0,41.38,6,19,59,71,14,17,60.2,55.91,8,7.04,1199053,42338
5,10,1871,351,1,28.57,42,22,184,194,22,22,54.93,52.43,54,7.04,974698,3204
6,16,1405,279,0,51.61,5,16,69,85,23,16,50.0,50.3,16,7.04,1018407,3206
5,37,1293,138,0,62.71,4,16,35,72,14,15,59.32,61.02,1,7.04,1161819,3206
8,33,1868,293,0,50.77,44,22,131,164,36,20,60.37,58.16,20,7.04,932937,3211
4,43,2097,280,0,59.72,23,26,127,170,19,23,55.46,56.48,13,7.03,796958,65676
7,46,1876,366,0,58.97,2,23,78,124,28,21,48.75,52.1,8,7.03,869726,36839
1,9,539,50,0,45.0,1,7,12,21,4,5,66.67,55.26,1,7.03,358914,3211
4,69,2340,221,0,62.16,21,26,95,164,28,26,61.29,61.65,8,7.03,932903,6074
3,36,1605,320,0,57.14,27,23,115,151,32,16,47.92,49.83,25,7.03,822088,3210
0,12,1380,275,0,44.44,15,20,52,64,10,16,39.69,40.51,22,7.03,868361,36839
1,74,1593,211,0,73.27,26,20,60,134,10,18,65.93,69.79,7,7.03,805427,3212
3,3,1481,317,0,21.43,39,22,110,113,18,18,57.29,54.85,13,7.02,1087008,3212
3,1,1709,374,2,5.88,55,25,168,169,12,20,54.02,51.52,47,7.02,875236,3201
7,11,1447,295,0,42.31,54,24,108,119,19,16,55.96,54.34,27,7.02,284729,3206
4,41,1162,115,0,60.29,5,15,24,65,10,13,64.86,61.9,1,7.01,250001,3212
1,58,1665,242,0,44.96,31,22,70,128,22,19,49.3,47.23,32,7.01,1096378,42338
3,25,1836,333,0,55.56,12,23,66,91,24,21,55.46,55.49,6,7.01,122710,3211
1,8,796,160,0,30.77,12,17,42,50,6,7,50.0,45.45,8,7.01,22981,3206
3,42,1092,170,0,56.0,9,13,31,73,21,12,56.36,56.15,1,7.01,1017460,3216
6,42,1648,208,0,48.84,22,19,47,89,8,19,67.14,57.05,1,7.01,33268,3215
5,9,1833,379,0,18.37,27,23,144,153,18,22,51.06,46.22,46,7.0,877299,3217
4,2,2070,181,0,66.67,4,23,4,6,0,23,80.0,75.0,0,7.0,789406,3217
3,21,1848,181,0,30.0,18,24,40,61,23,24,39.22,35.47,18,7.0,339115,3210
0,0,68,15,0,0.0,3,1,8,8,0,1,61.54,57.14,3,7.0,965775,3219
0,0,103,18,0,0.0,0,2,6,6,0,1,66.67,60.0,0,7.0,1467092,6074
1,10,2430,245,0,83.33,3,27,4,14,1,27,66.67,77.78,0,7.0,875398,3207
7,105,2045,280,2,79.55,15,24,52,157,25,24,55.32,69.47,4,7.0,106384,3218
0,7,1440,136,0,100.0,2,16,1,8,0,16,100.0,100.0,0,6.99,846421,3204
4,51,2325,385,0,60.71,23,27,109,160,30,27,57.67,58.61,18,6.99,583332,3206
3,52,1526,218,0,58.43,2,17,38,90,13,17,53.52,56.25,4,6.99,1095023,36837
7,31,2226,299,0,49.21,15,25,73,104,27,25,64.6,59.09,2,6.99,249383,3204
4,49,2153,266,0,53.26,11,24,47,96,15,24,61.84,57.14,2,6.98,895342,3205
0,2,540,61,0,100.0,0,6,1,3,0,6,100.0,100.0,0,6.98,578460,42338
3,25,1263,152,0,53.19,8,21,58,83,19,13,52.25,52.53,13,6.98,1086935,36833
7,27,2235,275,0,41.54,32,26,108,135,51,25,44.63,43.97,15,6.98,830667,3206
0,11,368,64,0,57.89,2,5,8,19,5,4,53.33,55.88,2,6.98,1017448,3216
4,5,2430,306,0,100.0,6,27,7,12,2,27,77.78,85.71,0,6.98,941532,3221
2,48,1079,146,0,64.86,7,13,33,81,14,12,55.93,60.9,2,6.98,933167,3204
5,21,2240,251,0,44.68,23,26,101,122,35,26,51.79,50.41,21,6.98,978563,3210
0,1,360,47,0,100.0,1,4,1,2,0,4,100.0,100.0,0,6.98,581628,3217
9,80,2340,232,0,67.8,5,26,44,124,21,26,50.57,60.49,5,6.97,877400,3217
3,36,1805,411,1,56.25,21,21,84,120,19,21,57.93,57.42,9,6.97,799653,3207
5,9,1234,259,0,34.62,10,21,58,67,16,13,39.73,38.95,13,6.97,1018450,3211
1,16,1563,166,0,43.24,10,21,45,61,13,16,57.69,53.04,5,6.97,901471,3216
0,12,703,128,0,42.86,9,9,50,62,12,8,66.67,60.19,4,6.97,941403,3212
5,51,2126,347,0,63.75,20,26,98,149,18,23,56.0,58.43,14,6.97,989886,7629
4,114,1750,325,0,51.58,18,25,49,163,41,22,39.84,47.38,18,6.96,943166,36833
3,20,789,92,0,54.05,7,11,25,45,5,8,69.44,61.64,2,6.96,1016644,7628
1,44,996,124,0,68.75,3,16,16,60,11,11,48.48,61.86,3,6.96,1087335,3212
5,21,2340,320,0,50.0,29,26,103,124,23,26,55.08,54.15,12,6.96,981452,3210
4,33,2086,268,0,58.93,11,25,50,83,17,24,46.73,50.92,7,6.96,797031,3201
0,16,1510,306,0,55.17,13,22,95,111,22,19,46.34,47.44,29,6.95,801037,7628
1,5,1131,168,0,41.67,17,19,69,74,5,12,50.36,49.66,15,6.95,1087087,3217
2,12,1168,193,0,33.33,22,22,80,92,14,12,49.38,46.46,21,6.95,257475,3210
1,12,634,127,0,66.67,8,11,38,50,8,8,63.33,64.1,6,6.95,250933,3208
0,0,106,27,0,0.0,5,6,15,15,1,0,55.56,51.72,4,6.95,1003011,3202
0,0,47,6,0,0.0,1,2,2,2,1,0,40.0,33.33,2,6.95,1094181,36839
5,33,2160,236,1,54.1,5,24,53,86,20,24,60.23,57.72,3,6.95,34007,36833
4,20,1394,226,0,55.56,15,18,67,87,10,15,55.83,55.77,17,6.95,247741,3202
5,49,1332,141,0,68.06,7,18,34,83,19,16,54.84,61.94,1,6.95,587110,3202
0,2,64,15,0,100.0,1,2,8,10,0,0,88.89,90.91,0,6.95,1484796,3209
0,0,135,14,0,0.0,0,2,0,0,0,1,0.0,0.0,0,6.95,256935,3203
4,6,2430,240,0,85.71,8,27,9,15,0,27,81.82,83.33,1,6.95,106111,3212
1,1,1298,305,1,20.0,14,25,86,87,21,15,44.79,44.16,22,6.95,989871,3218
7,132,1623,307,0,50.57,32,26,52,184,36,17,40.31,47.18,26,6.94,33776,42338
7,35,1009,126,0,58.33,4,13,24,59,11,11,61.54,59.6,2,6.94,850925,36837
1,16,957,249,0,50.0,11,18,59,75,17,13,43.38,44.64,32,6.94,558816,3208
7,15,2001,383,0,41.67,30,25,134,149,27,25,54.47,52.84,15,6.94,896985,36837
2,5,329,79,0,50.0,11,6,27,32,7,3,52.94,52.46,3,6.94,1183059,3204
7,5,1542,375,0,22.73,44,21,168,173,28,20,53.16,51.18,32,6.94,981007,6074
4,13,1178,252,0,46.43,13,22,59,72,10,14,54.13,52.55,15,6.94,1022257,7628
7,74,2086,370,0,64.35,19,24,92,166,23,23,57.5,60.36,7,6.93,792153,65676
1,4,270,20,0,66.67,0,3,7,11,2,3,58.33,61.11,2,6.93,1003008,36833
5,10,1782,468,0,32.26,49,25,172,182,22,20,55.66,53.53,47,6.93,1131037,36837
8,63,2056,326,1,44.06,25,24,48,111,31,23,36.92,40.66,29,6.93,107397,3218
3,19,1488,249,0,54.29,23,24,75,94,19,17,55.56,55.29,13,6.93,1022263,3204
3,7,1438,212,0,46.67,18,18,68,75,20,16,53.97,53.19,17,6.93,149850,3202
3,50,1548,244,0,36.76,23,23,78,128,32,17,46.99,42.38,28,6.93,1092308,3219
2,32,1904,375,0,47.76,20,23,92,124,20,22,57.5,54.63,16,6.93,992126,36837
5,48,1988,254,1,60.76,25,24,78,126,24,23,61.42,61.17,8,6.92,579350,3202
3,43,1967,344,0,42.57,36,25,131,174,29,23,48.16,46.65,34,6.92,953844,3218
2,6,2250,201,0,100.0,3,25,4,10,0,25,80.0,90.91,0,6.92,12758,3206
1,9,2430,215,0,90.0,2,27,2,11,1,27,40.0,73.33,0,6.92,836159,3219
3,70,1615,254,0,67.96,17,22,62,132,14,17,63.92,66.0,5,6.92,883922,36837
3,7,1057,155,0,31.82,12,19,49,56,7,12,56.32,51.38,6,6.92,147583,3203
10,12,1765,226,0,48.0,13,22,69,81,31,21,44.52,45.0,13,6.91,250231,3202
2,37,1906,260,0,52.11,13,22,64,101,15,22,58.18,55.8,19,6.91,1108450,3206
0,36,2148,205,0,35.64,16,27,47,83,15,24,40.52,38.25,30,6.91,47435,3209
4,13,2414,453,0,31.71,29,27,71,84,24,27,41.76,39.81,22,6.91,992084,65668
6,24,1258,184,0,61.54,14,19,70,94,29,16,46.05,49.21,9,6.91,1089454,3217
4,29,1866,381,0,56.86,5,22,66,95,13,22,52.8,53.98,8,6.91,581630,42338
3,60,2146,181,1,69.77,6,24,35,95,10,24,67.31,68.84,1,6.91,93196,42338
5,7,1536,269,0,43.75,48,20,93,100,14,18,56.36,55.25,17,6.91,909608,3212
8,35,1884,217,1,59.32,29,22,81,116,24,21,53.29,54.98,12,6.9,1003013,3212
0,3,1980,247,0,100.0,1,22,0,3,1,22,0.0,50.0,0,6.9,818326,36837
4,17,1319,295,0,56.67,29,23,110,127,15,13,52.13,52.7,25,6.9,1201395,3208
0,10,2430,303,0,100.0,7,27,6,16,0,27,100.0,100.0,0,6.9,158249,3209
2,20,1144,117,1,62.5,7,13,30,50,8,13,69.77,66.67,2,6.9,877452,3218
1,8,587,130,0,66.67,3,9,31,39,7,6,68.89,68.42,2,6.9,871798,7629
0,0,19,4,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.9,1118270,3203
0,1,90,12,0,25.0,0,1,4,5,0,1,100.0,62.5,0,6.9,1485101,3210
8,123,2340,309,0,69.49,11,26,63,186,22,26,63.0,67.15,1,6.9,797020,4937
1,43,2234,432,1,58.11,41,25,159,202,23,25,57.82,57.88,34,6.9,913647,3208
4,16,1013,184,0,29.63,16,21,61,77,15,10,52.14,45.03,10,6.9,792334,3205
3,8,1149,233,0,30.77,26,21,66,74,12,11,51.97,48.37,18,6.9,885010,42338
2,20,1406,323,0,48.78,32,16,84,104,18,16,58.74,56.52,10,6.89,1020511,65668
5,34,1346,121,0,58.62,2,16,31,65,16,15,51.67,55.08,2,6.89,129500,3219
2,41,1300,117,1,63.08,2,15,13,54,16,15,38.24,54.55,1,6.89,249427,3203
2,40,1257,131,0,70.18,4,16,21,61,7,14,56.76,64.89,1,6.89,147576,7628
1,10,2250,264,0,90.91,2,25,4,14,0,25,66.67,82.35,0,6.89,42571,7628
4,10,1529,311,0,43.48,23,24,70,80,15,18,46.98,46.51,21,6.89,249429,7628
1,11,1460,301,0,44.0,10,18,75,86,12,16,58.14,55.84,8,6.89,946305,7628
1,11,1505,371,0,35.48,18,21,69,80,14,17,52.27,49.08,16,6.89,989863,3204
3,55,1679,215,1,60.44,2,20,32,87,12,19,66.67,62.59,0,6.89,80918,7629
2,36,1345,145,0,72.0,21,24,66,102,14,13,65.35,67.55,4,6.88,851824,7628
4,70,1856,269,0,71.43,8,22,51,121,18,21,57.95,65.05,2,6.88,895336,3219
5,8,1240,233,0,34.78,15,20,57,65,20,16,38.26,37.79,21,6.88,1186068,3205
4,6,1339,296,0,46.15,24,20,101,107,17,15,50.0,49.77,17,6.88,1084962,3212
2,68,1447,306,0,52.71,14,24,66,134,20,16,38.82,44.82,28,6.88,822607,6074
1,15,879,151,0,45.45,2,13,20,35,4,11,55.56,50.72,3,6.88,106294,3205
3,34,1836,202,0,39.53,19,25,51,85,15,20,46.79,43.59,22,6.88,312820,3212
0,0,130,22,0,0.0,2,4,14,14,1,0,73.68,73.68,1,6.88,989850,3217
4,23,1472,209,0,53.49,14,23,67,90,19,17,50.76,51.43,12,6.87,1009957,36833
3,44,1798,267,2,59.46,24,22,104,148,32,22,57.78,58.27,5,6.87,981449,3219
2,27,1509,273,0,45.76,25,22,99,126,20,20,52.94,51.22,22,6.87,1015733,3210
7,31,1704,344,1,62.0,25,21,125,156,31,19,59.24,59.77,16,6.87,250345,3219
4,40,1014,138,1,63.49,8,15,26,66,13,11,55.32,60.0,1,6.87,1116570,3202
0,10,240,35,0,71.43,1,9,10,20,1,2,90.91,80.0,0,6.87,92021,3203
2,33,1666,310,0,60.0,16,20,90,123,22,19,60.4,60.29,7,6.87,924526,7629
4,41,1977,355,0,53.95,27,23,109,150,28,22,59.24,57.69,10,6.87,830583,7629
1,19,1654,215,0,38.0,9,24,57,76,25,21,44.88,42.94,13,6.87,840847,65676
3,20,1619,257,0,37.04,26,21,105,125,19,20,48.17,45.96,33,6.87,830748,3211
0,22,2415,255,0,45.83,20,27,113,135,24,27,54.85,53.15,9,6.87,990171,3203
4,11,1509,256,0,28.95,10,18,58,69,17,17,55.24,48.25,4,6.86,941545,36837
2,16,454,71,0,37.21,15,11,28,44,9,3,59.57,48.89,4,6.86,992523,3215
5,74,1372,191,0,47.13,26,19,61,135,27,16,44.53,45.92,20,6.86,894415,3201
0,11,264,60,1,61.11,8,10,25,36,5,3,59.52,60.0,5,6.86,1187055,3204
2,32,1318,148,0,62.75,18,17,73,105,24,15,54.07,56.45,7,6.86,581728,36837
2,13,1086,182,0,26.0,15,24,55,68,15,11,51.4,43.31,16,6.86,249071,42338
10,25,1694,289,1,54.35,55,21,158,183,29,20,61.0,60.0,20,6.86,1090319,3205
4,1,1515,230,1,6.25,17,25,38,39,19,18,38.0,33.62,18,6.86,38784,3215
0,24,1122,117,0,63.16,12,18,70,94,11,14,57.38,58.75,9,6.86,78851,7628
4,5,1350,184,0,41.67,28,23,97,102,13,13,53.89,53.13,37,6.85,1003010,3202
3,15,829,78,0,57.69,2,12,28,43,6,8,62.22,60.56,4,6.85,20738,3215
4,38,1573,192,0,61.29,5,19,42,80,13,18,59.15,60.15,2,6.85,1117093,3203
4,46,1748,316,0,59.74,23,23,92,138,15,20,60.53,60.26,17,6.85,896624,65668
9,72,2160,486,0,69.23,26,24,118,190,39,24,48.96,55.07,15,6.85,976485,3209
10,11,1712,173,0,42.31,14,24,77,88,26,20,52.03,50.57,16,6.85,1066560,3202
0,0,295,30,0,0.0,0,4,1,1,0,3,100.0,100.0,0,6.85,871837,3215
1,70,762,124,0,53.44,15,17,24,94,12,8,42.86,50.27,12,6.85,174519,3206
9,51,2288,323,0,29.82,24,26,59,110,48,26,35.54,32.64,28,6.85,906811,4937
4,92,1198,158,0,53.8,13,24,32,124,32,13,32.99,46.27,16,6.85,860051,7629
5,27,2021,347,1,50.0,11,24,84,111,30,24,48.55,48.9,8,6.85,824513,36839
3,13,1952,309,0,34.21,23,27,73,86,29,25,38.42,37.72,33,6.84,898982,36833
1,4,1739,369,0,10.0,27,27,80,84,10,21,45.45,38.89,39,6.84,897000,4937
0,0,765,58,0,0.0,0,9,0,0,0,8,0.0,0.0,0,6.84,830775,3208
1,32,1089,73,0,74.42,2,17,4,36,7,13,28.57,63.16,0,6.84,249425,42338
3,26,2226,360,0,54.17,25,26,113,139,20,26,52.56,52.85,26,6.84,584422,36833
4,6,990,166,2,54.55,41,19,96,102,15,10,61.15,60.71,15,6.84,1003012,3202
3,3,937,128,0,33.33,25,13,62,65,7,10,52.54,51.18,12,6.84,341077,3217
3,26,1287,165,1,61.9,17,21,67,93,17,13,51.94,54.39,18,6.84,1117026,3216
7,19,1258,152,0,37.25,23,22,57,76,19,15,50.89,46.63,11,6.84,13207,42338
5,52,1897,230,0,59.77,20,22,86,138,27,21,49.43,52.87,22,6.84,285611,3207
1,2,990,102,0,100.0,1,11,1,3,0,11,100.0,100.0,0,6.84,147578,3204
4,6,2250,270,0,100.0,5,25,7,13,0,25,87.5,92.86,0,6.84,789855,7629
5,7,2340,266,0,100.0,7,26,11,18,1,26,91.67,94.74,0,6.83,38266,6074
4,21,1339,262,0,48.84,6,19,40,61,11,14,48.19,48.41,7,6.83,583660,65676
3,16,1349,233,0,30.19,17,16,71,87,23,16,43.56,40.28,21,6.83,1489941,3219
6,48,2340,280,0,46.6,9,26,73,121,30,26,57.48,52.61,4,6.83,879875,3207
2,7,505,97,1,63.64,11,10,39,46,12,6,52.7,54.12,6,6.83,895592,3202
3,14,934,223,0,70.0,13,17,65,79,21,11,50.39,53.02,9,6.83,1167858,3212
4,21,1072,163,0,55.26,6,14,28,49,16,12,48.28,51.04,1,6.83,895340,36833
6,9,2151,439,0,31.03,39,26,132,141,16,25,46.64,45.19,57,6.83,992114,3203
2,7,1880,377,0,20.59,54,27,118,125,14,22,50.86,46.99,42,6.83,960016,3221
3,29,974,114,0,69.05,4,15,34,63,14,9,58.62,63.0,4,6.83,34391,3202
3,66,2002,229,0,53.66,9,23,45,111,15,22,53.57,53.62,6,6.83,174825,3207
3,14,837,166,0,46.67,3,12,32,46,19,10,45.71,46.0,4,6.83,954700,3211
2,22,1587,232,0,41.51,24,25,77,99,25,19,44.51,43.81,21,6.82,896773,3216
1,41,1373,134,0,45.05,26,22,34,75,12,17,54.84,49.02,3,6.82,31973,3206
3,73,1760,249,0,66.36,4,22,34,107,19,18,50.0,60.11,3,6.82,976345,3221
3,43,2025,322,0,62.32,13,23,52,95,21,23,59.77,60.9,6,6.82,136758,3209
3,5,707,135,0,31.25,24,19,58,63,11,5,58.0,54.31,6,6.82,1003016,3206
5,12,1570,184,0,38.71,22,25,38,50,6,17,45.78,43.86,18,6.82,788935,3207
1,25,1831,312,0,28.74,15,26,43,68,18,20,35.83,32.85,38,6.82,789445,65676
5,34,2094,379,0,47.89,11,26,77,111,29,23,46.67,47.03,14,6.82,1109302,6074
8,98,1762,264,0,48.51,31,23,81,179,59,21,37.5,42.82,31,6.82,871580,3201
7,1,1656,286,0,11.11,44,23,102,103,17,18,50.25,48.58,34,6.82,1018410,3221
5,4,1977,307,2,26.67,13,24,109,113,21,23,53.69,51.83,28,6.82,914145,36839
8,84,1905,268,1,68.29,26,25,113,197,53,22,50.45,56.77,14,6.82,841958,42338
6,29,1493,225,0,61.7,19,21,73,102,36,19,50.69,53.4,10,6.82,992061,65668
1,40,992,134,1,57.97,11,13,39,79,14,10,60.0,58.96,2,6.82,579312,3210
1,10,1152,225,0,21.74,15,21,79,89,20,12,50.0,43.63,28,6.82,1201391,3208
1,97,1349,248,0,51.87,12,20,44,141,12,16,52.38,52.03,11,6.82,789446,3205
1,24,1672,335,0,52.17,44,21,111,135,14,19,51.15,51.33,25,6.81,927308,7628
5,30,1478,189,0,63.83,15,21,61,91,31,18,48.03,52.3,7,6.81,974318,42338
0,29,1249,112,0,43.94,1,16,26,55,9,15,61.9,50.93,0,6.81,871805,65676
4,15,898,139,0,55.56,20,16,60,75,28,10,53.57,53.96,6,6.81,941433,3207
1,45,1241,135,0,64.29,5,16,22,67,14,15,52.38,59.82,1,6.81,830753,42338
4,16,1429,242,0,57.14,19,26,88,104,22,16,48.89,50.0,20,6.81,1104323,36839
4,8,735,187,1,42.11,20,21,64,72,23,6,49.61,48.65,11,6.81,941541,3211
2,5,1132,178,0,18.52,30,23,57,62,9,14,46.34,41.33,14,6.81,1003025,3218
3,14,1624,368,2,34.15,33,24,98,112,14,17,56.65,52.34,17,6.81,1065611,3216
1,1,226,54,0,50.0,4,12,16,17,3,0,43.24,43.59,5,6.81,954761,3204
2,4,532,114,0,33.33,20,12,43,47,11,6,52.44,50.0,15,6.81,944622,3205
3,4,717,137,0,36.36,12,13,34,38,12,11,57.63,54.29,8,6.81,830605,3209
4,32,1834,299,1,39.51,48,25,126,158,19,22,53.85,50.16,45,6.81,871804,3204
1,90,1781,416,0,56.6,21,26,97,187,26,23,47.32,51.37,28,6.81,584418,4937
3,3,2340,265,0,60.0,0,26,2,5,0,26,100.0,71.43,0,6.81,895734,3205
4,10,772,176,0,41.67,18,19,67,77,14,8,54.03,52.03,11,6.81,939934,3216
5,51,1971,163,1,50.5,15,22,41,92,20,22,53.95,51.98,2,6.8,981341,3204
2,57,1975,321,0,45.6,27,24,55,112,26,24,33.33,38.62,42,6.8,981451,65668
5,9,1562,221,0,39.13,48,24,105,114,34,19,51.72,50.44,18,6.8,986257,3215
2,22,819,110,0,43.14,9,21,19,41,10,9,46.34,44.57,4,6.8,329601,3211
4,48,1666,318,0,28.92,33,26,78,126,29,18,44.57,36.95,50,6.8,977680,3209
2,9,1308,230,0,42.86,11,22,54,63,9,16,41.54,41.72,27,6.8,558790,3215
7,28,1465,248,0,59.57,18,21,103,131,38,17,50.99,52.61,22,6.8,1199248,3209
