yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
4,17,1260,250,0,56.67,5,18,61,78,13,15,50.0,51.32,3,6.8,860003,7628
3,16,1283,225,0,42.11,11,17,80,96,14,14,57.97,54.55,9,6.8,1084963,3218
1,27,1011,212,0,47.37,3,16,43,70,14,12,47.78,47.62,9,6.8,924891,42338
0,0,31,6,0,0.0,3,2,4,4,1,0,80.0,80.0,0,6.8,1485373,3206
5,61,1313,226,1,59.22,29,24,65,126,28,14,43.33,49.8,38,6.8,924198,3216
4,31,1325,160,0,47.69,5,17,29,60,11,15,59.18,52.63,3,6.8,990283,3208
0,2,37,6,0,66.67,3,2,4,6,0,0,80.0,75.0,0,6.8,1199319,3219
0,1,145,13,0,50.0,2,2,8,9,2,1,66.67,64.29,0,6.8,1017474,3218
0,1,25,4,0,100.0,3,1,3,4,0,0,75.0,80.0,0,6.8,876723,3203
0,0,19,4,0,0.0,0,1,1,1,0,0,100.0,50.0,0,6.8,1464854,3203
0,0,37,0,0,0.0,0,1,1,1,1,1,50.0,50.0,0,6.8,1508167,3207
0,1,24,5,0,100.0,1,1,3,4,1,0,75.0,80.0,0,6.8,1515402,3204
0,0,12,3,0,0.0,0,1,3,3,1,0,60.0,60.0,0,6.8,1130761,36833
0,2,155,33,0,66.67,0,2,11,13,2,2,44.0,46.43,5,6.8,546338,3218
0,4,282,32,0,28.57,7,4,12,16,4,4,70.59,51.61,0,6.8,1496360,3203
0,2,311,45,0,40.0,5,4,18,20,2,3,69.23,64.52,1,6.8,1210616,65676
3,9,1244,118,1,20.45,16,23,41,50,8,13,52.56,40.98,15,6.8,892275,3202
1,6,1662,355,0,30.0,22,23,92,98,13,18,47.18,45.58,25,6.8,1018426,7629
1,8,1665,140,0,88.89,1,19,0,8,0,19,0.0,80.0,0,6.79,34182,3208
2,7,976,148,0,41.18,10,18,34,41,8,10,57.63,53.95,5,6.79,944621,3203
1,29,1062,102,0,54.72,9,18,26,55,5,11,70.27,61.11,0,6.79,376734,3217
2,7,1888,577,0,33.33,14,25,99,106,18,22,45.0,43.98,25,6.79,941092,3207
6,29,1886,208,1,54.72,23,25,71,100,25,23,55.47,55.25,8,6.79,830747,36833
1,52,763,97,1,78.79,8,12,18,70,12,9,56.25,71.43,0,6.79,385746,36837
7,16,1264,224,0,48.48,16,23,85,101,30,14,50.0,49.75,15,6.79,1018402,36837
0,7,601,149,0,41.18,14,11,44,51,5,6,61.97,57.95,9,6.79,122711,7629
4,34,1779,417,1,60.71,18,21,94,128,22,21,61.84,61.54,16,6.79,895593,3219
1,26,558,68,0,63.41,5,11,12,38,8,7,35.29,50.67,8,6.79,877628,3217
5,12,561,71,0,60.0,6,11,43,55,13,6,53.75,55.0,6,6.79,981350,3207
1,10,1171,192,0,28.57,20,19,84,94,24,12,54.19,49.47,17,6.79,874576,3216
2,35,2143,305,0,38.46,10,26,96,131,19,26,47.29,44.56,23,6.79,1084967,6074
0,73,853,108,0,51.05,6,19,7,80,7,10,31.82,48.48,3,6.79,129862,36837
3,69,1510,243,2,58.97,10,17,53,122,24,17,53.0,56.22,5,6.79,1190570,65668
3,61,2074,216,3,52.14,11,24,34,95,22,24,50.75,51.63,1,6.79,830672,3203
2,14,1145,227,0,40.0,5,14,40,54,11,13,54.05,49.54,1,6.78,1085929,3205
2,12,1451,249,2,36.36,30,24,76,88,14,16,46.91,45.13,19,6.78,980190,3218
1,7,1247,247,0,28.0,12,19,85,92,12,17,57.82,53.49,9,6.78,974729,3203
2,49,1644,328,0,56.32,13,22,73,122,16,18,42.94,47.47,32,6.78,1108451,6074
4,45,1440,206,0,42.45,43,26,81,126,25,16,54.0,49.22,24,6.78,1190083,3208
4,32,1119,176,0,71.11,10,15,42,74,8,13,61.76,65.49,3,6.78,1186010,3208
0,2,1620,274,0,66.67,3,18,3,5,0,18,75.0,71.43,0,6.78,757762,65676
4,20,841,136,2,64.52,17,14,40,60,10,10,61.54,62.5,7,6.78,860046,3212
1,30,791,113,0,53.57,10,17,21,51,15,8,33.87,43.22,14,6.78,35532,3211
0,6,782,152,0,31.58,28,20,59,65,9,8,60.82,56.03,14,6.78,997539,3216
1,10,1230,217,0,30.3,11,21,60,70,12,16,48.39,44.59,19,6.78,1018412,4937
4,10,1776,335,0,37.04,34,22,70,80,24,21,50.72,48.48,6,6.77,794006,3206
8,47,1905,210,0,54.02,7,22,39,86,15,22,50.65,52.44,7,6.77,1102816,36833
1,20,1056,170,0,45.45,8,15,35,55,10,12,51.47,49.11,6,6.77,249271,3206
2,6,983,146,1,50.0,23,14,60,66,15,14,57.14,56.41,3,6.77,1106603,3201
10,15,1792,171,1,38.46,13,23,108,123,60,20,48.0,46.59,11,6.77,285429,3204
3,27,1761,222,0,50.0,14,23,102,129,26,20,49.28,49.43,25,6.77,849136,3212
1,18,2251,428,1,54.55,10,26,64,82,13,26,45.07,46.86,11,6.77,990289,3217
2,5,762,124,0,26.32,10,17,52,57,20,9,53.61,49.14,10,6.77,1163996,3209
0,30,1521,260,0,50.0,5,19,57,87,13,16,55.34,53.37,3,6.77,579356,3221
4,79,1648,248,1,47.31,56,24,85,164,40,20,45.95,46.59,23,6.77,903286,7629
4,24,487,60,1,68.57,3,10,13,37,6,4,65.0,67.27,1,6.77,871794,6074
1,18,460,26,0,52.94,0,6,2,20,5,5,22.22,46.51,0,6.77,31980,3211
2,6,681,130,0,40.0,4,9,28,34,8,8,50.0,47.89,6,6.77,943996,7629
0,7,340,92,0,43.75,7,6,25,32,7,4,60.98,56.14,0,6.77,988327,7629
0,1,105,9,0,50.0,1,4,3,4,1,1,50.0,50.0,2,6.77,1406702,3212
0,4,61,20,0,100.0,0,4,5,9,2,0,55.56,69.23,3,6.77,941410,3218
0,2,208,25,0,50.0,3,3,8,10,0,2,66.67,62.5,0,6.77,1201520,3218
5,42,1782,226,0,40.0,19,26,48,90,30,21,35.56,37.5,17,6.77,1020191,6074
2,20,1384,214,0,51.28,5,20,50,70,10,15,56.18,54.69,6,6.77,800246,3212
3,34,1363,211,0,58.62,8,18,31,65,21,15,50.0,54.17,3,6.76,1113232,3219
0,11,749,109,0,44.0,12,14,45,56,10,7,51.72,50.0,13,6.76,358924,36839
1,4,691,158,0,30.77,4,15,18,22,15,6,32.14,31.88,7,6.76,992080,7628
4,10,898,135,0,45.45,1,11,31,41,10,11,54.39,51.9,3,6.76,1189173,3204
1,17,1833,368,0,47.22,28,24,123,140,18,22,47.31,47.3,43,6.76,1092354,3203
2,6,761,166,0,54.55,15,16,46,52,14,8,41.07,42.28,25,6.76,984926,3201
3,32,1901,268,1,50.79,47,26,124,156,36,23,51.45,51.32,24,6.76,989862,3215
10,28,1898,239,1,41.18,31,23,117,145,34,23,47.56,46.18,21,6.76,1180814,3217
4,21,1643,196,1,50.0,11,23,70,91,31,18,50.0,50.0,11,6.76,1105366,42338
1,8,512,116,0,47.06,4,16,34,42,6,3,64.15,60.0,2,6.76,1017181,3204
5,27,955,132,0,64.29,11,18,38,65,20,10,46.91,52.85,6,6.76,822594,3207
1,18,1035,256,0,54.55,8,12,56,74,5,11,54.9,54.81,17,6.76,1087079,3204
3,11,859,183,0,61.11,9,12,40,51,13,11,62.5,62.2,2,6.76,926812,4937
3,8,729,93,0,40.0,12,21,25,33,14,4,41.67,41.25,5,6.76,859961,3210
1,29,830,143,0,64.44,5,14,21,50,4,10,61.76,63.29,2,6.76,874964,3211
2,9,210,54,0,52.94,2,8,7,16,2,1,43.75,48.48,2,6.76,922441,7628
5,12,1176,209,0,34.29,5,16,56,68,15,14,52.83,48.23,10,6.76,106293,3218
2,8,1820,343,0,17.78,36,26,77,85,20,23,45.56,39.72,28,6.75,989990,65676
1,16,536,109,0,84.21,2,15,22,38,6,4,48.89,59.38,0,6.75,922462,36839
1,27,391,73,0,49.09,10,15,13,40,5,2,44.83,47.62,6,6.75,47333,36833
0,2,709,94,0,28.57,14,12,32,34,4,8,47.76,45.95,7,6.75,1199278,3202
7,29,1704,250,1,56.86,14,20,67,96,28,20,51.54,53.04,11,6.75,1015662,3212
7,30,2105,411,0,43.48,24,26,124,154,36,25,42.76,42.9,30,6.75,846419,6074
0,1,194,10,0,16.67,6,4,13,14,2,4,59.09,50.0,1,6.75,1382064,3217
0,4,659,126,0,40.0,2,14,20,24,4,6,48.78,47.06,10,6.75,158411,3209
0,7,468,57,1,70.0,0,6,14,21,6,5,53.85,58.33,1,6.75,869701,3219
0,2,370,65,0,40.0,15,11,35,37,8,3,61.4,59.68,5,6.75,1467963,3221
0,14,191,14,0,73.68,1,6,5,19,1,2,62.5,70.37,0,6.75,384260,3207
0,9,254,28,0,81.82,0,5,4,13,3,3,50.0,68.42,0,6.75,42450,3206
1,9,591,86,0,39.13,3,8,27,36,9,6,54.0,49.32,3,6.75,989860,3208
2,21,1057,141,0,44.68,5,13,42,63,9,13,57.53,52.5,7,6.75,537036,7628
2,5,2135,173,0,83.33,7,24,7,12,0,24,70.0,75.0,0,6.75,581782,3215
1,4,397,103,0,50.0,5,12,18,22,11,3,32.73,34.92,10,6.75,840510,3201
2,8,716,165,0,44.44,11,12,38,46,10,7,48.1,47.42,10,6.75,1116624,3206
1,26,431,69,0,50.0,3,9,14,40,6,5,37.84,44.94,7,6.74,1182504,3205
1,2,397,51,0,25.0,9,9,22,24,2,2,73.33,63.16,2,6.74,82371,3215
1,2,340,97,0,40.0,6,9,20,22,3,3,48.78,47.83,4,6.74,1212545,3206
2,5,131,32,0,83.33,1,8,10,15,4,1,41.67,50.0,1,6.74,1117117,3217
4,35,1166,134,1,58.33,12,14,34,69,19,14,56.67,57.5,1,6.74,915162,3209
2,13,548,84,0,54.17,4,9,32,45,11,7,50.0,51.14,8,6.74,989201,3208
1,2,1260,71,0,50.0,3,14,3,5,0,14,75.0,62.5,0,6.74,789923,3216
3,56,1271,242,0,51.38,13,20,47,103,13,15,45.19,48.36,18,6.74,39244,3208
0,1,217,34,0,20.0,2,10,6,7,1,0,50.0,41.18,0,6.74,46007,3211
5,32,1622,296,1,51.61,25,25,142,174,39,19,55.25,54.55,20,6.74,1116590,3209
0,6,560,115,0,37.5,26,10,45,51,4,7,55.56,52.58,16,6.74,249397,65668
3,43,1176,122,0,65.15,8,15,16,59,6,12,50.0,60.2,1,6.74,329577,3218
3,10,566,130,0,52.63,5,10,35,45,11,7,52.24,52.33,2,6.74,926415,42338
1,9,320,38,0,47.37,2,5,12,21,3,3,60.0,53.85,0,6.74,1095779,3205
2,51,1074,168,0,45.13,17,23,57,108,13,12,52.29,48.65,12,6.74,924943,3219
1,15,1342,206,1,40.54,23,16,66,81,18,16,52.38,49.69,12,6.74,1387300,3215
7,83,2324,275,0,57.64,9,26,40,123,25,26,49.38,54.67,1,6.73,1467314,3205
4,56,1015,144,0,52.34,13,19,36,92,11,12,52.17,52.27,7,6.73,239254,3219
4,34,2126,181,1,60.71,15,24,53,87,25,24,46.9,51.48,7,6.73,355846,3201
0,13,217,44,0,92.86,1,6,7,20,2,3,43.75,66.67,4,6.73,603758,3205
8,44,2085,289,0,56.41,26,24,67,111,20,24,60.36,58.73,4,6.73,140103,6074
0,1,270,38,0,100.0,1,3,2,3,0,3,100.0,100.0,0,6.73,871807,65668
2,1,1620,186,0,50.0,0,18,0,1,1,18,0.0,33.33,0,6.73,340845,3218
2,6,605,98,0,50.0,8,14,26,32,11,9,46.43,47.06,3,6.73,790065,36839
1,12,607,106,0,57.14,9,13,44,56,7,6,53.66,54.37,9,6.73,1103932,3205
2,25,1456,158,2,38.46,6,17,22,47,25,17,37.29,37.9,7,6.73,931705,3212
4,31,2066,445,1,51.67,4,25,106,137,28,24,50.0,50.37,21,6.73,838847,3221
2,10,1071,113,0,37.04,18,18,50,60,28,13,45.87,44.12,11,6.73,991270,3218
1,29,1794,364,0,53.7,7,22,48,77,13,22,51.61,52.38,6,6.73,1118570,65668
4,17,1825,251,1,43.59,16,22,72,89,20,20,54.14,51.74,9,6.73,122634,3209
3,6,851,202,0,30.0,15,16,45,51,15,10,39.13,37.78,17,6.73,875895,7629
5,14,1612,179,0,41.18,7,23,76,90,25,19,50.33,48.65,16,6.73,895321,4937
0,0,188,32,0,0.0,4,4,16,16,4,2,61.54,53.33,4,6.73,1117038,3212
2,18,664,101,1,40.91,8,18,23,41,8,7,52.27,46.59,10,6.72,895720,3216
3,18,1002,172,0,48.65,2,15,35,53,16,12,47.95,48.18,3,6.72,1411695,3215
0,3,179,26,0,37.5,3,5,16,19,2,2,61.54,55.88,2,6.72,1191921,3215
3,25,1017,148,0,65.79,9,18,36,61,12,12,53.73,58.1,10,6.72,37942,3204
2,37,1649,206,0,25.17,23,27,41,78,19,19,35.96,29.89,36,6.72,838304,36837
1,6,314,53,0,50.0,2,12,21,27,6,2,51.22,50.94,5,6.72,1087092,3205
2,7,648,123,0,36.84,18,17,27,34,9,6,45.76,43.59,5,6.72,48472,3215
4,56,1504,179,0,70.0,4,17,24,80,10,17,48.0,61.54,3,6.72,966531,7629
1,6,433,105,0,37.5,3,6,23,29,7,5,43.4,42.03,2,6.72,868363,36837
4,23,1928,254,0,57.5,11,25,67,90,12,22,52.76,53.89,10,6.72,1065594,3221
2,10,907,118,0,31.25,11,15,21,31,14,12,34.43,33.33,10,6.71,122630,3202
2,10,989,169,0,33.33,9,15,47,57,18,12,43.93,41.61,10,6.71,1016652,3221
0,2,125,29,0,25.0,2,8,8,10,0,0,61.54,47.62,3,6.71,1111801,4937
5,17,2019,391,0,34.0,18,24,87,104,17,23,58.0,52.0,5,6.71,1093190,4937
2,33,570,83,0,36.67,11,20,24,57,18,5,54.55,42.54,1,6.71,830755,7629
0,4,216,45,0,57.14,3,9,6,10,1,1,42.86,47.62,3,6.71,93199,65676
1,28,738,94,0,42.42,16,19,25,53,9,8,49.02,45.3,7,6.71,979827,3206
7,36,1495,223,1,53.73,17,20,66,102,33,19,39.76,43.78,20,6.71,988619,3208
7,52,1864,391,0,64.2,9,22,98,150,30,21,52.13,55.76,18,6.71,1020523,3221
1,11,1614,394,0,28.21,36,24,134,145,10,19,49.81,47.08,42,6.71,1086339,65676
1,6,304,59,0,27.27,6,13,21,27,5,2,50.0,42.19,6,6.71,1179171,3216
4,17,923,130,1,47.22,7,12,28,45,11,10,60.87,54.88,2,6.71,789853,3209
2,4,629,109,0,40.0,17,15,34,38,15,9,48.57,47.5,5,6.71,340785,3201
2,14,1117,150,0,51.85,12,18,46,60,11,14,46.94,48.0,8,6.71,1201388,3208
0,24,1462,124,0,38.71,18,20,26,50,18,17,41.94,40.32,15,6.71,792585,3215
4,22,1154,148,0,51.16,17,20,63,85,29,11,46.67,47.75,13,6.71,1067815,65668
1,18,1049,182,0,46.15,12,24,45,63,17,13,37.82,39.87,20,6.7,859990,3218
0,27,1248,197,0,69.23,5,23,41,68,17,12,48.81,55.28,2,6.7,1106584,3201
3,7,1889,381,0,26.92,32,24,132,139,21,23,50.57,48.43,39,6.7,896753,65668
6,58,1484,275,0,48.33,14,23,43,101,18,18,33.59,40.73,30,6.7,874452,36837
3,2,783,118,0,18.18,6,14,44,46,18,9,42.31,40.0,12,6.7,849040,7629
4,16,666,102,0,57.14,4,14,32,48,13,8,47.76,50.53,13,6.7,249667,65676
0,1,374,88,0,10.0,10,8,22,23,5,4,38.6,34.33,11,6.7,33959,3206
2,45,814,111,0,65.22,7,13,28,73,11,8,54.9,60.83,4,6.7,975816,42338
3,23,1072,161,0,53.49,18,25,62,85,16,10,53.91,53.8,12,6.7,971172,7628
1,6,345,69,0,54.55,7,11,24,30,6,3,51.06,51.72,7,6.7,922466,7629
0,1,90,21,1,50.0,2,1,4,5,3,1,40.0,41.67,1,6.7,93186,3212
0,25,1200,181,1,56.82,7,16,29,54,8,13,60.42,58.7,2,6.7,1084966,3207
0,0,15,8,0,0.0,0,1,1,1,0,0,50.0,50.0,0,6.7,1017422,3210
0,0,13,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.7,1022261,42338
1,0,8,3,0,0.0,1,1,1,1,1,0,33.33,33.33,1,6.7,796999,7628
0,0,10,1,0,0.0,1,1,2,2,0,0,100.0,100.0,0,6.7,789407,42338
0,1,100,15,0,25.0,0,2,1,2,0,1,50.0,33.33,0,6.7,1086288,3208
1,9,443,94,1,69.23,5,5,20,29,9,5,47.62,52.73,6,6.7,884971,36837
6,69,1593,156,1,64.49,6,20,40,109,30,19,48.19,57.37,3,6.7,824157,4937
1,3,731,93,0,25.0,3,16,28,31,6,7,47.46,43.66,8,6.69,1153982,3212
4,40,1139,207,1,51.95,8,15,35,75,16,13,55.56,53.57,4,6.69,874565,3209
3,11,696,70,0,50.0,2,14,18,29,10,7,51.43,50.88,1,6.69,351824,3201
2,28,1494,125,0,47.46,6,23,31,59,18,19,41.89,44.36,5,6.69,26995,3201
5,23,1331,170,1,58.97,20,20,51,74,32,18,47.22,50.34,12,6.69,1130268,6074
4,20,1450,290,0,45.45,28,19,91,111,25,16,52.91,51.39,18,6.69,871519,3208
8,26,2025,289,1,44.83,22,24,97,123,40,24,50.26,49.0,8,6.69,38106,3217
2,17,1437,295,0,56.67,35,23,129,146,15,18,52.23,52.71,44,6.69,1086937,65668
1,55,892,112,1,51.89,6,23,18,73,8,10,33.33,45.63,15,6.69,539238,3219
1,4,245,44,0,50.0,5,8,11,15,6,3,40.74,42.86,3,6.68,924350,36833
1,14,224,36,0,77.78,2,6,8,22,3,2,50.0,64.71,1,6.68,1087028,3206
1,2,652,143,0,20.0,11,20,49,51,11,6,50.0,47.22,13,6.68,1177433,3208
0,2,96,13,0,50.0,0,5,1,3,0,1,16.67,30.0,4,6.68,1086978,6074
2,26,1213,233,1,61.9,11,15,46,72,23,14,43.4,48.65,11,6.68,962030,3202
1,4,444,56,0,44.44,4,16,16,20,9,2,41.03,41.67,3,6.68,923803,3210
3,12,463,56,0,57.14,2,20,28,40,12,2,52.83,54.05,4,6.68,991476,6074
2,14,235,37,0,50.0,5,15,5,19,4,1,35.71,45.24,2,6.68,1003721,36839
0,14,648,121,0,36.84,7,17,22,36,7,5,36.67,36.73,6,6.68,1087009,3205
1,5,509,159,0,55.56,9,16,32,37,11,3,34.41,36.27,12,6.68,897094,6074
0,8,204,23,0,53.33,3,4,7,15,1,3,70.0,60.0,1,6.68,347744,3202
4,23,919,103,0,57.5,7,17,25,48,13,10,50.0,53.33,3,6.68,1087043,36839
0,3,119,25,0,50.0,2,8,12,15,2,0,57.14,55.56,3,6.68,1390105,65676
3,18,1318,209,1,42.86,9,21,43,61,21,18,47.25,45.86,2,6.67,852142,6074
7,16,1770,209,0,42.11,83,24,139,155,34,21,56.73,54.77,26,6.67,796096,3219
6,57,2125,414,0,52.29,27,26,145,202,63,24,42.4,44.79,43,6.67,984998,3207
1,15,614,116,0,40.54,14,17,34,49,12,7,43.59,42.61,12,6.67,1017455,3204
2,12,1366,250,0,34.29,21,25,72,84,20,11,44.44,42.64,11,6.67,1161823,3201
0,2,172,36,0,18.18,3,9,8,10,2,0,38.1,31.25,6,6.67,1018418,3210
1,5,631,113,0,35.71,5,12,25,30,10,7,47.17,44.78,8,6.67,1466810,3212
8,21,1899,408,0,55.26,37,24,120,141,46,24,51.95,52.42,20,6.67,981338,3204
2,23,644,87,0,69.7,7,9,26,49,9,6,55.32,61.25,4,6.67,155701,3221
2,13,857,135,0,43.33,7,16,39,52,14,9,48.15,46.85,9,6.67,933158,3216
0,0,155,31,0,0.0,5,8,15,15,1,1,57.69,55.56,7,6.67,932714,3203
0,3,46,9,0,75.0,0,3,2,5,0,0,66.67,71.43,0,6.67,1177557,65668
0,7,942,201,0,25.93,14,20,36,43,12,12,46.15,40.95,7,6.67,1084971,3221
6,15,1139,153,0,53.57,4,17,37,52,24,13,45.68,47.71,5,6.66,897138,4937
2,6,416,81,0,46.15,6,11,42,48,8,3,57.53,55.81,4,6.66,1194768,3217
1,2,158,34,0,33.33,2,8,12,14,5,0,57.14,51.85,0,6.66,1087089,3219
1,19,497,46,0,73.08,0,12,4,23,5,5,25.0,54.76,0,6.66,385318,36833
1,10,608,114,0,76.92,3,8,21,31,5,7,51.22,57.41,2,6.66,1109640,3219
3,7,502,92,0,43.75,4,13,20,27,9,5,52.63,50.0,3,6.66,924766,3207
3,25,1163,190,0,38.46,17,21,41,66,22,13,32.54,34.55,23,6.66,1200744,3204
1,13,365,46,1,34.21,5,17,16,29,10,2,43.24,38.67,6,6.66,1089286,6074
5,12,730,140,0,42.86,9,16,36,48,8,9,48.65,47.06,9,6.66,789677,3209
2,6,834,148,0,27.27,11,12,37,43,17,10,38.14,36.13,19,6.66,1104322,3219
1,10,615,84,1,58.82,11,12,32,42,3,7,59.26,59.15,6,6.66,848616,6074
0,6,869,174,0,35.29,8,16,42,48,8,10,48.84,46.6,9,6.66,817519,3221
5,15,735,105,0,46.88,2,10,24,39,12,9,54.55,51.32,2,6.66,1087004,3221
7,41,1707,180,1,61.19,4,20,49,90,31,20,48.04,53.25,0,6.66,1096251,3221
1,6,565,83,0,54.55,26,15,47,53,7,8,56.63,56.38,11,6.65,174961,3202
5,25,1426,215,1,53.19,10,19,64,89,23,17,59.26,57.42,6,6.65,1087037,3210
3,38,871,149,0,40.0,22,18,48,86,17,9,51.61,45.74,17,6.65,895229,65676
1,13,903,137,1,38.24,18,19,38,51,22,11,37.62,37.78,17,6.65,40776,3203
5,7,970,191,0,41.18,11,20,41,48,14,10,49.4,48.0,6,6.65,332777,3203
2,22,944,116,0,52.38,46,19,72,94,24,12,54.14,53.71,15,6.65,33256,3218
2,17,496,109,0,51.52,6,12,36,53,5,5,51.43,51.46,6,6.65,1394058,3205
1,12,484,76,0,63.16,6,11,22,34,10,4,45.83,50.75,2,6.65,1115981,3217
1,1,200,39,0,20.0,4,5,18,19,6,2,48.65,45.24,4,6.65,1086963,3209
0,1,85,9,0,20.0,0,2,3,4,2,1,42.86,33.33,0,6.65,1512353,3204
0,0,56,18,0,0.0,3,2,4,4,2,0,57.14,57.14,0,6.65,1463731,3207
1,5,150,19,0,71.43,1,2,3,8,1,2,50.0,61.54,0,6.65,249657,3210
0,4,34,9,0,50.0,0,2,0,4,1,0,0.0,44.44,0,6.65,1508530,42338
0,3,73,15,0,50.0,2,6,6,9,1,0,66.67,60.0,2,6.65,789695,3210
2,24,1039,81,0,61.54,9,19,32,56,25,11,44.44,50.45,2,6.65,822729,3210
4,25,719,126,0,42.37,25,16,49,74,16,9,46.23,44.85,15,6.65,126570,3207
0,3,338,72,0,17.65,12,14,31,34,11,2,46.27,40.48,10,6.65,848619,3202
0,10,509,82,0,47.62,6,15,22,32,5,3,52.38,50.79,2,6.65,992107,65668
1,11,631,89,1,47.83,3,9,17,28,17,8,36.96,40.58,3,6.64,122614,7629
7,36,914,159,0,42.86,11,16,28,64,35,10,28.28,34.97,18,6.64,947212,3221
2,13,1030,165,0,25.0,31,15,78,91,31,12,47.27,41.94,25,6.64,861339,7629
0,2,229,31,0,50.0,2,7,7,9,4,1,43.75,45.0,1,6.64,1182395,36837
1,4,248,23,0,26.67,7,8,12,16,8,2,54.55,43.24,1,6.64,924981,3221
1,16,441,70,0,33.33,3,11,7,23,12,5,21.88,28.75,7,6.64,923802,3204
0,0,403,84,0,0.0,9,11,25,25,3,3,53.19,46.3,5,6.64,249081,3209
1,9,578,60,0,50.0,7,11,22,31,9,8,52.38,51.67,1,6.64,1093121,3209
0,14,192,40,0,60.87,2,11,9,23,4,0,60.0,60.53,4,6.64,1110018,3203
3,8,857,120,0,57.14,6,13,40,48,18,10,50.0,51.06,11,6.64,881170,3208
4,24,761,56,1,66.67,2,11,10,34,10,8,41.67,56.67,0,6.64,47667,7629
3,8,521,111,0,61.54,7,16,32,40,14,4,43.84,46.51,7,6.64,971214,3203
5,7,1533,258,0,33.33,8,21,42,49,12,19,45.16,42.98,10,6.63,974664,3215
1,15,702,99,0,29.41,7,16,9,24,8,7,20.0,25.0,19,6.63,927212,7628
3,7,1716,233,1,29.17,9,24,61,68,12,21,43.88,41.72,27,6.63,122642,65676
2,8,757,140,0,50.0,5,12,35,43,7,9,50.72,50.59,10,6.63,1020498,7628
0,4,195,37,0,66.67,2,8,9,13,4,1,39.13,44.83,4,6.63,1183778,3203
1,2,112,30,0,50.0,4,5,7,9,1,1,50.0,50.0,4,6.63,932866,3212
0,0,96,25,0,0.0,4,5,10,10,3,0,52.63,43.48,2,6.63,1199246,3209
2,17,1442,219,0,30.36,14,25,44,61,11,17,38.26,35.67,17,6.63,883217,7628
3,23,1027,190,0,41.82,7,23,40,63,11,9,43.48,42.86,12,6.63,935094,36833
6,20,1367,281,0,21.98,35,19,69,89,29,15,37.91,32.6,48,6.63,830717,3205
4,7,1020,194,0,38.89,12,19,45,52,23,12,36.89,37.14,11,6.63,975210,3207
3,8,1151,169,0,40.0,8,19,58,66,20,13,47.15,46.15,18,6.63,1117037,3221
4,35,583,84,0,49.3,14,15,21,56,17,5,37.5,44.09,13,6.63,338,3215
1,2,437,79,0,40.0,2,15,25,27,6,4,46.3,45.76,4,6.63,1067653,36837
3,5,149,34,0,55.56,10,7,22,27,7,0,56.41,56.25,2,6.63,1498863,3219
2,2,191,58,0,20.0,4,7,16,18,10,2,33.33,31.03,8,6.63,1179213,7628
3,2,453,84,0,33.33,9,7,40,42,4,6,51.28,50.0,10,6.63,925125,3215
2,6,447,74,1,40.0,4,7,16,22,9,5,47.06,44.9,5,6.63,39697,3209
4,9,1769,321,0,27.27,33,26,115,124,12,19,56.65,52.54,23,6.63,897044,36833
1,5,168,39,0,62.5,1,10,5,10,3,0,31.25,41.67,3,6.62,1113237,6074
0,12,251,32,0,60.0,3,6,7,19,4,2,50.0,55.88,0,6.62,805213,4937
1,2,307,43,0,33.33,3,5,12,14,7,4,44.44,42.42,1,6.62,1103068,7629
0,6,369,74,1,66.67,5,5,19,25,5,5,46.34,50.0,5,6.62,365862,3211
0,4,195,58,1,44.44,6,5,16,20,4,2,51.61,50.0,4,6.62,895232,42338
0,3,247,51,0,30.0,3,11,5,8,1,1,27.78,28.57,8,6.62,33252,3218
3,1,831,188,0,8.33,27,11,70,71,10,11,50.0,46.71,26,6.62,1127057,3202
2,30,1085,220,0,63.83,7,15,44,74,16,12,52.38,56.49,7,6.61,941542,36837
2,3,818,156,0,33.33,13,15,38,41,10,9,44.19,43.16,12,6.61,586956,65668
1,17,862,117,0,27.87,7,17,16,33,6,9,36.36,31.43,10,6.61,128464,3221
1,5,231,34,0,55.56,2,10,6,11,3,1,37.5,44.0,2,6.61,79688,3203
2,0,444,40,0,0.0,4,10,20,20,10,3,48.78,45.45,2,6.61,1116658,3201
1,6,218,41,0,25.0,7,11,18,24,4,0,64.29,46.15,2,6.61,248105,4937
2,8,1009,221,0,29.63,22,23,76,84,18,10,49.67,46.67,24,6.61,1179175,42338
0,4,320,77,0,30.77,11,14,24,28,5,1,47.06,43.75,7,6.61,1104316,3208
1,4,1034,218,1,19.05,27,20,82,86,15,13,48.24,45.03,27,6.61,944623,3211
2,17,1020,136,0,43.59,11,22,40,57,24,9,40.4,41.3,7,6.6,334027,3218
1,20,1287,212,1,45.45,30,20,52,72,12,15,40.0,41.38,30,6.6,249843,3208
1,11,497,103,0,29.73,18,16,42,53,6,2,47.19,42.06,15,6.6,1084961,65668
2,24,1172,235,0,36.92,26,24,65,89,14,12,44.83,42.38,21,6.6,896722,4937
0,4,337,97,0,40.0,12,9,33,37,8,3,41.77,41.57,16,6.6,1086967,3205
0,0,76,15,0,0.0,3,4,9,9,1,0,50.0,50.0,2,6.6,1482424,3211
