,name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image,goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,tackles,errorLeadToGoal,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed
30,Fernando Miguel,fernando-miguel,F. Miguel,G,191.0,Left,202,358418,16.0,1985-02-02,2023-12-31,2020,140000.0,BR,Brazil,140000.0,EUR,https://api.sofascore.app/api/v1/player/358418/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,1,1,0,0,0,2,0,24,11,1,0,1,12,0,1,5,0,0,0,2,0,95,5,19,0,61.05,0,33.93,58,45,0,0,37,13,0.0,0,2,461,38,0,100.0,0,6,1,3,0,5,100.0,100.0,0
31,Marlon,marlon,Marlon,D,178.0,Left,537,870787,3.0,1997-05-20,2024-12-31,1954,3900000.0,BR,Brazil,3900000.0,EUR,https://api.sofascore.app/api/v1/player/870787/image,3,70.97,6,0,0,1,1.34,23,13.04,6,1,1,1,6,0,0,2,0.0,22,11,0,3,0,0.0,108,0,46,0,0,0,59,48,0,0,0,0,13,0,0,0,26,0,0,4,0,4,1616,350,113,2,79.08,54,50.22,1278,576,42,0,338,744,25.77,7,28,3037,559,0,42.42,35,34,163,191,38,34,58.63,55.52,21
32,Cleiton,cleiton,Cleiton,G,190.0,Right,343,844576,1.0,1997-08-19,2024-12-31,1999,4400000.0,BR,Brazil,4400000.0,EUR,https://api.sofascore.app/api/v1/player/844576/image,0,100.0,0,0,0,0,0.11,2,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0.0,0,0,2,2,0,0,38,1,86,56,19,0,15,30,21,7,24,19,1,1,14,0,833,42,178,0,63.27,0,36.93,527,423,0,0,306,104,0.0,5,8,2790,314,1,80.0,6,31,7,15,1,31,77.78,78.95,0
33,Jonathan Calleri,jonathan-calleri,J. Calleri,F,181.0,Right,4579,340519,9.0,1993-09-23,2026-12-31,1981,4200000.0,AR,Argentina,4200000.0,EUR,https://api.sofascore.app/api/v1/player/340519/image,9,30.77,5,2,0,2,8.4,46,19.57,0,2,14,3,22,2,0,2,100.0,8,19,2,9,4,0.0,7,0,5,0,0,0,15,5,0,0,0,0,1,0,0,0,14,0,0,4,0,0,253,89,4,2,67.59,13,80.0,171,43,4,0,82,132,36.36,6,58,1352,170,0,51.33,36,19,51,109,37,15,41.13,45.99,18
34,Éverson,everson,Éverson,G,192.0,Right,602,870748,22.0,1990-07-22,2025-12-31,1977,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/870748/image,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,35,0,97,58,19,0,14,38,11,1,22,10,0,4,27,0,877,27,239,0,65.91,1,45.18,578,456,0,0,299,122,0.0,6,5,3060,302,0,100.0,9,34,7,12,0,34,100.0,100.0,0
35,Luan,luan,Luan,D,186.0,Right,687,250351,13.0,1993-05-10,2024-12-31,1963,1800000.0,BR,Brazil,1800000.0,EUR,https://api.sofascore.app/api/v1/player/250351/image,1,87.5,3,0,0,1,1.93,19,5.26,0,0,3,4,6,0,0,0,0.0,7,10,0,1,1,0.0,12,0,26,0,1,0,67,6,0,0,0,0,9,0,0,0,13,0,0,4,0,1,1020,91,144,1,85.59,6,63.72,873,568,2,0,147,307,25.0,5,56,1819,170,0,70.0,17,23,36,92,29,21,49.32,60.13,2
36,Léo Ortiz,leo-ortiz,L. Ortiz,D,185.0,Right,542,869643,3.0,1996-01-03,2026-12-31,1999,5800000.0,BR,Brazil,5800000.0,EUR,https://api.sofascore.app/api/v1/player/869643/image,0,57.14,2,0,0,1,0.93,11,0.0,0,0,0,1,4,0,0,0,0.0,4,5,0,0,0,0.0,15,0,27,0,1,1,64,5,0,0,0,0,5,0,0,0,12,0,0,1,0,0,932,143,106,0,83.58,8,59.22,779,422,2,0,153,359,40.0,3,50,1424,172,0,74.63,6,18,25,75,11,17,55.56,66.96,4
37,Léo Pereira,leo-pereira,Léo Pereira,D,189.0,Left,1519,358548,4.0,1996-01-31,2027-12-31,5981,3700000.0,BR,Brazil,3700000.0,EUR,https://api.sofascore.app/api/v1/player/358548/image,3,75.0,3,0,0,0,1.84,17,17.65,3,2,1,2,6,0,0,1,0.0,9,8,0,3,0,0.0,46,0,28,1,1,0,82,22,0,0,0,0,11,0,0,0,28,0,0,4,0,0,1995,240,126,1,88.67,12,59.72,1769,1035,3,0,226,737,27.27,5,60,2559,282,0,75.95,24,31,78,138,23,31,60.0,66.03,6
38,Fabrício Bruno,fabricio-bruno,Fabrício Bruno,D,192.0,Right,1268,840220,15.0,1996-02-12,2025-12-31,5981,3300000.0,BR,Brazil,3300000.0,EUR,https://api.sofascore.app/api/v1/player/840220/image,0,80.0,6,0,0,1,0.6,13,0.0,0,0,0,0,3,0,0,0,0.0,4,4,0,0,0,0.0,42,1,21,0,0,0,138,7,0,0,0,0,14,0,0,0,29,0,0,4,0,1,2113,226,140,1,89.3,6,58.58,1887,1124,3,0,226,766,21.43,8,43,2880,253,0,60.56,16,32,62,105,13,32,73.81,67.74,2
39,Mayke,mayke,Mayke,D,178.0,Right,845,273329,12.0,1992-11-10,2024-12-31,1963,2200000.0,BR,Brazil,2200000.0,EUR,https://api.sofascore.app/api/v1/player/273329/image,1,55.56,1,0,0,0,0.8,7,14.29,0,0,4,1,2,0,0,0,0.0,15,4,0,1,1,0.0,53,0,42,0,0,0,30,13,0,0,0,0,8,0,0,0,14,0,0,7,0,11,1288,268,83,6,87.81,40,68.03,1131,559,30,0,157,602,27.03,6,14,2340,338,0,34.15,16,31,84,98,34,26,52.83,49.0,16
40,Fábio,fabio,Fábio,G,188.0,Right,808,17785,1.0,1980-09-30,2023-12-31,1961,210000.0,BR,Brazil,210000.0,EUR,https://api.sofascore.app/api/v1/player/17785/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,0,33,0,101,57,19,1,12,42,13,5,34,13,0,3,39,0,823,0,60,0,87.12,0,38.46,717,702,0,0,106,15,0.0,3,14,2970,111,0,93.33,2,33,0,14,0,33,0.0,93.33,0
41,Jhon Arias,jhon-arias,J. Arias,M,170.0,Right,2133,844096,21.0,1997-09-21,2026-08-31,1961,8600000.0,CO,Colombia,8600000.0,EUR,https://api.sofascore.app/api/v1/player/844096/image,6,61.24,12,1,1,1,4.9,48,12.5,6,1,9,3,24,1,0,2,100.0,79,12,1,5,3,0.0,51,0,8,1,0,0,15,34,0,0,0,0,7,0,0,0,25,0,0,2,0,3,1301,490,16,7,85.78,51,43.24,1116,361,27,1,185,782,17.88,5,17,2297,486,1,35.42,72,28,202,219,40,25,52.6,50.69,59
42,Marcos Felipe,marcos-felipe,Marcos Felipe,G,189.0,Right,258,358524,22.0,1996-04-13,2027-12-31,1955,1400000.0,BR,Brazil,1400000.0,EUR,https://api.sofascore.app/api/v1/player/358524/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3,0,1,1,0,0,40,3,130,74,15,0,9,55,18,6,43,17,0,4,23,0,965,26,229,0,66.01,0,41.86,637,491,0,0,328,146,0.0,0,8,3150,332,0,100.0,3,35,5,13,0,35,62.5,81.25,0
43,Marcos Rocha,marcos-rocha,Marcos Rocha,D,176.0,Right,906,82576,2.0,1988-12-11,2023-12-31,1963,920000.0,BR,Brazil,920000.0,EUR,https://api.sofascore.app/api/v1/player/82576/image,1,66.67,0,0,0,0,0.36,4,25.0,0,0,1,0,1,0,0,0,0.0,10,3,0,1,1,0.0,37,0,7,0,1,0,16,13,0,0,0,0,5,0,0,0,7,0,0,0,0,1,811,163,93,1,83.11,20,59.62,674,337,7,1,137,344,31.82,1,4,1089,198,0,50.0,10,18,57,61,18,13,60.0,59.22,3
44,Lucas Perri,lucas-perri,L. Perri,G,196.0,Right,1386,871290,12.0,1997-12-10,2025-06-30,1958,4600000.0,BR,Brazil,4600000.0,EUR,https://api.sofascore.app/api/v1/player/871290/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0,0,30,1,128,68,11,3,14,60,18,1,28,18,0,5,29,0,819,35,213,0,59.58,1,39.44,488,366,0,0,331,122,0.0,1,9,3195,358,0,81.82,4,36,2,11,0,36,66.67,78.57,0
45,Cauly,cauly,Cauly,M,175.0,Both,824,255873,8.0,1995-09-15,2026-12-31,1955,2600000.0,BR,Brazil,2600000.0,EUR,https://api.sofascore.app/api/v1/player/255873/image,3,64.29,19,0,0,1,4.96,62,4.84,4,0,5,5,17,0,0,2,0.0,72,26,0,3,1,0.0,21,0,10,0,0,0,5,17,0,0,0,0,4,0,0,0,28,0,0,4,0,8,1124,485,30,6,79.72,73,53.57,896,152,29,0,228,773,23.02,4,8,2373,495,0,40.0,25,30,118,126,22,28,47.01,46.49,56
46,Adson,adson,Adson,M,171.0,Left,1048,1105970,20.0,2000-10-06,2028-06-30,1647,5600000.0,BR,Brazil,5600000.0,EUR,https://api.sofascore.app/api/v1/player/1105970/image,0,64.1,2,0,0,0,0.37,10,0.0,0,0,5,0,3,0,0,0,0.0,25,5,0,0,0,0.0,34,0,8,0,0,0,1,9,0,0,0,0,0,0,0,0,9,0,0,0,0,3,377,122,17,1,83.02,15,70.83,313,104,1,0,64,210,10.0,0,7,859,113,0,63.64,20,15,79,86,11,9,67.52,67.19,5
47,Róger Guedes,roger-guedes,Róger Guedes,F,182.0,Right,5993,777341,96.0,1996-10-02,2027-06-30,40660,9300000.0,BR,Brazil,9300000.0,EUR,https://api.sofascore.app/api/v1/player/777341/image,7,44.44,10,0,0,1,6.64,47,14.89,7,2,6,5,18,2,0,0,100.0,16,19,2,7,5,0.0,6,0,1,0,0,0,9,1,0,0,0,0,2,0,0,0,17,0,0,1,0,0,464,142,22,1,78.45,17,66.67,364,119,3,1,100,248,14.29,3,23,1347,182,0,60.53,42,15,63,86,10,15,59.43,59.72,13
48,Maurício Antônio,mauricio-antonio,M. Antônio,D,183.0,Right,33,583824,5.0,1992-02-06,2025-12-31,1982,415000.0,BR,Brazil,415000.0,EUR,https://api.sofascore.app/api/v1/player/583824/image,0,0.0,0,0,0,0,0.04,2,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,69,2,10,0,73.91,1,52.63,51,42,0,0,18,9,0.0,0,4,135,21,0,66.67,0,2,0,4,2,1,0.0,50.0,0
49,Felipe Jonatan,felipe-jonatan,F. Jonatan,D,176.0,Left,325,931574,3.0,1998-02-15,2025-02-28,1968,2400000.0,BR,Brazil,2400000.0,EUR,https://api.sofascore.app/api/v1/player/931574/image,0,66.67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65,13,6,0,87.69,1,100.0,57,34,3,0,8,26,42.86,0,0,90,13,0,0.0,0,1,2,2,0,1,50.0,33.33,0
50,Cipriano,cipriano,Cipriano,D,195.0,Left,30,1111123,38.0,2002-11-09,,1999,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/1111123/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,0,89.66,0,100.0,26,21,0,0,3,5,0.0,1,0,76,3,0,0.0,0,1,1,1,4,1,20.0,20.0,0
51,Maicon,maicon,Maicon,D,191.0,Right,505,44691,4.0,1988-09-14,2023-12-31,1974,340000.0,BR,Brazil,340000.0,EUR,https://api.sofascore.app/api/v1/player/44691/image,0,80.0,1,0,0,0,0.13,4,0.0,0,0,0,0,1,0,0,0,0.0,4,2,0,0,0,0.0,16,0,13,0,0,0,82,4,0,0,0,0,4,0,0,0,6,0,0,3,0,1,596,41,63,2,84.73,3,52.5,505,359,1,0,91,147,20.0,3,28,1121,102,0,71.79,6,15,26,54,8,12,65.0,68.35,1
52,Joaquim,joaquim,Joaquim,D,187.0,Right,372,1047740,28.0,1998-12-28,2026-12-31,1968,680000.0,BR,Brazil,680000.0,EUR,https://api.sofascore.app/api/v1/player/1047740/image,1,62.5,6,1,1,1,2.12,33,3.03,0,0,0,3,8,0,0,0,0.0,10,19,0,0,1,0.0,59,0,45,1,1,0,173,14,0,0,0,0,7,0,0,0,42,0,0,8,0,5,1140,79,86,4,73.16,14,36.13,834,584,1,0,306,251,14.29,5,134,2640,350,0,69.43,21,30,89,223,25,30,66.92,68.4,3
53,Rafael Cabral,rafael-cabral,Rafael Cabral,G,186.0,Right,351,124980,1.0,1990-05-20,2024-12-31,1954,505000.0,BR,Brazil,505000.0,EUR,https://api.sofascore.app/api/v1/player/124980/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,15,1,104,67,8,1,14,34,9,3,27,9,0,4,15,0,1010,20,228,0,76.34,1,49.03,771,673,0,0,239,98,0.0,3,3,3150,244,0,100.0,5,35,4,7,1,35,66.67,77.78,0
54,Bitello,bitello,Bitello,M,179.0,Right,1412,1106839,89.0,2000-01-07,2028-06-30,2315,7800000.0,BR,Brazil,7800000.0,EUR,https://api.sofascore.app/api/v1/player/1106839/image,4,52.5,11,0,2,0,3.63,31,12.9,1,0,3,6,8,0,0,0,0.0,21,12,0,2,4,0.0,29,0,20,0,0,0,9,24,0,0,0,0,1,0,0,0,19,0,0,2,0,5,770,258,13,1,82.34,38,40.63,634,194,17,0,136,457,48.57,1,9,1557,257,0,33.33,56,19,106,115,13,18,56.08,53.24,28
55,Murillo,murillo,Murillo,D,183.0,Left,1442,1199282,40.0,2002-07-04,2028-06-30,14,8700000.0,BR,Brazil,8700000.0,EUR,https://api.sofascore.app/api/v1/player/1199282/image,0,75.0,0,0,0,0,0.26,7,0.0,0,0,0,0,1,0,0,0,0.0,9,6,0,0,0,0.0,16,0,16,1,0,1,60,8,0,0,0,0,3,0,0,0,13,0,0,1,0,2,683,61,53,0,81.99,4,50.0,560,383,0,0,123,177,0.0,3,31,1166,145,0,62.0,4,13,29,60,13,13,52.73,57.14,3
56,Murilo,murilo,Murilo,D,188.0,Right,1124,874729,26.0,1997-03-27,2026-12-31,1963,9200000.0,BR,Brazil,9200000.0,EUR,https://api.sofascore.app/api/v1/player/874729/image,3,85.71,0,0,0,0,1.02,12,25.0,0,2,2,2,7,0,0,0,0.0,6,5,0,3,1,0.0,27,0,23,0,0,0,66,13,0,0,0,0,9,0,0,0,17,0,0,5,0,2,1198,90,83,2,89.4,7,63.85,1071,733,0,0,127,338,0.0,4,40,1986,137,1,61.54,10,23,43,83,28,22,49.43,54.61,2
57,Renê,rene,Renê,D,174.0,Left,636,243113,6.0,1992-09-14,2024-12-31,1966,930000.0,BR,Brazil,930000.0,EUR,https://api.sofascore.app/api/v1/player/243113/image,1,67.74,4,0,1,0,0.51,8,12.5,1,0,1,0,2,0,0,1,0.0,21,2,0,0,0,0.0,52,0,35,0,0,0,62,23,0,0,0,0,7,0,0,0,16,0,0,4,0,2,1510,303,112,1,82.45,26,65.88,1245,584,7,0,265,668,23.33,5,32,2102,391,0,52.46,31,26,104,136,21,22,61.9,59.39,10
58,Gerson,gerson,Gerson,M,185.0,Left,8025,611876,20.0,1997-05-20,2027-12-31,5981,15500000.0,BR,Brazil,15500000.0,EUR,https://api.sofascore.app/api/v1/player/611876/image,5,59.46,10,1,2,0,2.91,29,17.24,0,1,4,5,12,0,0,4,0.0,44,7,0,3,0,0.0,34,0,13,0,1,0,25,26,0,0,0,0,9,0,0,0,28,0,0,2,0,11,1362,476,52,7,87.52,56,76.47,1192,369,7,0,170,830,23.33,4,22,2549,318,1,37.93,73,30,151,173,47,29,53.17,50.58,32
59,Adryelson,adryelson,Adryelson,D,184.0,Right,816,795261,34.0,1998-03-23,2025-12-31,1958,4700000.0,BR,Brazil,4700000.0,EUR,https://api.sofascore.app/api/v1/player/795261/image,1,0.0,1,0,0,1,1.07,12,8.33,0,1,0,3,5,0,0,0,0.0,0,6,0,1,0,0.0,34,0,57,2,0,0,196,9,0,0,0,0,12,0,0,0,27,0,0,2,0,0,1466,35,80,1,85.06,2,47.62,1247,924,0,0,219,323,0.0,5,96,2911,223,1,67.61,19,34,49,145,19,34,65.33,66.82,0
60,Brayan Ceballos,brayan-ceballos,B. Ceballos,D,189.0,Right,143,1129429,25.0,2001-05-24,2024-12-31,6105,820000.0,CO,Colombia,820000.0,EUR,https://api.sofascore.app/api/v1/player/1129429/image,0,100.0,0,0,0,0,0.12,2,0.0,0,0,0,0,1,0,0,0,0.0,4,1,0,0,0,0.0,2,0,2,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,142,6,3,0,83.1,0,27.27,118,61,0,0,24,57,0.0,2,9,205,26,0,90.0,1,3,7,16,2,2,77.78,84.21,0
61,Weverton,weverton,Weverton,G,189.0,Right,2553,243529,21.0,1987-12-13,2024-12-31,1963,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/243529/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,0,21,1,97,52,12,0,14,45,7,4,22,6,1,7,32,0,924,26,166,0,76.08,2,43.46,703,631,0,0,221,72,0.0,2,10,2970,232,0,83.33,6,33,7,17,0,33,87.5,85.0,0
62,Franco Cristaldo,franco-cristaldo,Franco Cristaldo,M,175.0,Right,1200,558820,19.0,1996-08-15,2026-12-31,5926,7200000.0,AR,Argentina,7200000.0,EUR,https://api.sofascore.app/api/v1/player/558820/image,8,68.97,11,2,0,0,6.59,40,20.0,1,1,6,5,21,4,0,0,75.0,20,8,3,8,7,0.0,30,0,11,0,1,0,4,33,0,0,0,0,0,0,0,0,30,0,0,1,0,8,1108,364,44,5,80.78,51,62.86,895,276,34,0,213,653,29.06,0,27,2064,396,0,36.49,39,32,88,115,11,30,50.87,46.56,33
63,André,andre,André,M,176.0,Right,3894,1035996,7.0,2001-07-16,2026-12-31,1961,15500000.0,BR,Brazil,15500000.0,EUR,https://api.sofascore.app/api/v1/player/1035996/image,0,69.23,3,0,0,1,0.41,11,0.0,0,0,0,0,3,0,0,0,0.0,36,5,0,0,0,0.0,56,2,31,0,0,0,26,21,0,0,0,0,9,0,0,0,31,0,0,3,0,0,2312,325,96,0,94.72,19,76.19,2190,1217,0,0,122,973,0.0,10,12,2515,195,1,48.0,47,29,139,151,39,28,60.43,59.22,15
64,Helinho,helinho,Helinho,M,175.0,Left,501,906837,11.0,2000-04-25,2026-12-31,1999,5400000.0,BR,Brazil,5400000.0,EUR,https://api.sofascore.app/api/v1/player/906837/image,3,53.52,4,0,2,0,2.76,35,8.57,5,0,3,1,14,0,1,3,0.0,38,17,0,1,0,20.0,24,0,8,0,0,0,8,9,0,0,0,0,0,0,0,0,14,0,0,0,0,6,590,235,24,2,77.29,29,52.17,456,104,17,1,134,369,16.5,7,10,1249,318,0,50.0,24,22,86,96,24,18,51.5,51.34,15
65,Alan Franco,alan-franco,Alan Franco,D,183.0,Right,574,875402,28.0,1996-10-11,2025-12-31,1981,2100000.0,AR,Argentina,2100000.0,EUR,https://api.sofascore.app/api/v1/player/875402/image,1,100.0,2,0,0,0,0.93,7,14.29,0,0,0,0,1,0,0,0,0.0,7,4,0,1,1,0.0,14,0,13,0,1,0,35,5,0,0,0,0,4,0,0,0,12,0,0,0,0,0,926,52,33,1,91.79,3,52.38,850,581,0,0,76,269,0.0,3,27,1129,89,0,64.29,3,13,24,51,10,12,61.54,62.96,3
66,Jandrei,jandrei,Jandrei,G,186.0,Right,421,874979,93.0,1993-03-01,2026-12-31,1981,680000.0,BR,Brazil,680000.0,EUR,https://api.sofascore.app/api/v1/player/874979/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,0,13,4,4,0,2,9,1,2,4,1,0,0,2,0,213,4,54,0,71.83,1,48.21,153,130,0,0,60,23,0.0,1,2,450,61,0,100.0,1,5,1,3,0,5,100.0,100.0,0
67,Bruno Rodrigues,bruno-rodrigues,Bruno Rodrigues,F,177.0,Right,900,817650,9.0,1997-03-07,2023-12-31,1954,2700000.0,BR,Brazil,2700000.0,EUR,https://api.sofascore.app/api/v1/player/817650/image,8,51.96,19,2,0,2,9.21,78,10.26,8,0,25,5,29,4,0,2,50.0,53,30,2,8,6,0.0,34,0,8,0,0,0,20,17,0,0,0,0,10,0,0,0,22,0,0,2,0,5,826,320,27,4,75.79,43,62.79,626,151,13,0,200,488,16.46,4,26,2653,457,0,32.91,55,33,141,167,24,28,52.22,47.85,42
68,Marcelo,marcelo,Marcelo,D,174.0,Left,32275,17787,12.0,1988-05-12,2024-12-31,1961,1700000.0,BR,Brazil,1700000.0,EUR,https://api.sofascore.app/api/v1/player/17787/image,1,50.0,8,0,0,0,1.38,28,3.57,2,0,1,0,9,0,0,1,0.0,16,11,0,1,0,0.0,24,1,12,0,0,0,12,12,0,0,0,0,1,0,0,0,15,0,0,1,0,6,891,235,51,1,81.93,39,46.36,730,295,23,1,161,458,28.4,4,7,1259,275,0,50.0,27,18,67,74,7,17,60.91,59.68,9
69,Guilherme Marques,guilherme-marques,Guilherme Marques,M,174.0,Left,339,109610,60.0,1991-05-21,2023-12-31,1960,1100000.0,BR,Brazil,1100000.0,EUR,https://api.sofascore.app/api/v1/player/109610/image,6,37.5,9,0,1,1,5.54,34,17.65,5,0,4,4,14,4,0,4,100.0,6,11,4,5,2,0.0,27,0,12,1,0,0,10,15,0,0,0,0,0,0,0,0,24,0,0,3,0,3,700,186,46,6,82.57,47,66.67,578,247,50,0,122,381,34.01,6,11,1769,275,1,33.33,15,28,48,59,40,23,38.1,37.11,16
70,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,181.0,Left,280,904505,11.0,1993-04-30,2024-06-30,3064,2000000.0,BR,Brazil,2000000.0,EUR,https://api.sofascore.app/api/v1/player/904505/image,2,87.5,3,1,1,0,0.25,5,40.0,0,0,1,0,2,0,0,2,0.0,7,0,0,1,0,0.0,6,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,1,0,1,81,30,2,1,85.19,4,50.0,69,19,2,0,12,52,25.0,0,2,265,32,0,50.0,4,6,17,19,4,4,50.0,50.0,5
71,Richard Cândido,richard-candido,Richard Cândido,M,191.0,Right,274,897617,25.0,1994-02-18,2025-06-30,6362,1500000.0,BR,Brazil,1500000.0,EUR,https://api.sofascore.app/api/v1/player/897617/image,0,40.0,0,0,0,0,0.4,4,0.0,0,0,2,1,1,0,0,0,0.0,2,3,0,0,0,0.0,9,0,7,0,0,0,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,250,42,14,0,89.2,3,60.87,223,130,0,0,27,93,0.0,2,7,346,39,0,70.0,7,4,18,25,6,4,60.0,62.5,3
72,Eduardo Santos,eduardo-santos,Eduardo,D,196.0,Right,89,925189,12.0,1997-11-28,2023-12-31,1999,875000.0,BR,Brazil,875000.0,EUR,https://api.sofascore.app/api/v1/player/925189/image,1,75.0,2,0,0,1,0.95,9,11.11,0,1,0,1,3,0,0,0,0.0,12,4,0,1,0,0.0,15,0,14,1,0,0,50,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,531,36,26,0,82.86,1,38.81,440,309,0,0,91,131,0.0,2,26,1020,107,0,54.17,8,13,35,61,14,11,58.33,56.48,5
73,Víctor Cuesta,victor-cuesta,Víctor Cuesta,D,187.0,Left,718,587148,15.0,1988-11-19,2024-12-31,1958,945000.0,AR,Argentina,945000.0,EUR,https://api.sofascore.app/api/v1/player/587148/image,1,33.33,7,0,0,1,2.3,20,5.0,3,0,1,2,4,0,0,1,0.0,3,9,0,1,0,0.0,44,0,54,1,0,0,118,11,0,0,0,0,14,0,0,0,25,0,0,4,0,1,1553,144,84,1,83.9,11,40.58,1303,893,7,0,250,417,25.0,9,73,2970,303,0,64.6,22,33,68,141,30,33,57.63,61.04,5
74,Lucas Beraldo,lucas-beraldo,Lucas Beraldo,D,182.0,Left,1273,1108441,35.0,2003-11-24,2026-06-30,1981,5500000.0,BR,Brazil,5500000.0,EUR,https://api.sofascore.app/api/v1/player/1108441/image,1,0.0,1,0,0,0,0.84,11,9.09,0,1,0,0,5,0,0,0,0.0,0,5,0,1,0,0.0,26,1,23,1,0,0,73,7,0,0,0,0,8,0,0,0,17,0,0,7,0,0,1586,158,89,0,88.71,7,53.29,1407,872,1,0,179,536,50.0,7,36,1980,192,0,58.06,14,22,40,76,18,22,57.97,58.02,5
75,Léo Jardim,leo-jardim,L. Jardim,G,188.0,Right,762,595598,1.0,1995-03-20,2025-12-31,1974,2800000.0,BR,Brazil,2800000.0,EUR,https://api.sofascore.app/api/v1/player/595598/image,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,33,0,128,65,22,0,9,61,2,5,42,2,1,7,30,0,772,22,151,0,68.01,1,38.32,525,422,0,0,247,103,0.0,2,7,3240,251,0,100.0,2,36,2,9,0,36,100.0,100.0,0
76,Tadeu,tadeu,Tadeu,G,184.0,Right,341,552172,23.0,1992-02-04,2026-12-31,1960,2100000.0,BR,Brazil,2100000.0,EUR,https://api.sofascore.app/api/v1/player/552172/image,0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,1,1,0,1,0,0,35,2,113,66,18,2,9,47,9,3,40,8,0,4,41,0,961,69,283,1,65.45,5,46.32,629,455,0,0,332,174,0.0,1,16,2970,344,0,84.21,11,33,9,25,0,33,81.82,83.33,0
