yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
3,21,982,123,0,37.5,10,13,20,41,16,11,28.17,32.28,21,7.05,106458,5255
3,10,987,84,0,41.67,14,14,20,30,13,12,42.55,42.25,7,7.04,925147,5249
2,5,1263,168,0,50.0,37,23,67,72,11,14,59.29,58.54,19,7.04,158395,5257
8,44,1793,214,1,46.32,23,26,45,89,45,21,36.89,41.01,23,7.03,594430,5250
4,5,1682,217,1,50.0,13,24,42,47,16,19,50.6,50.54,11,7.02,33703,5255
3,5,1260,230,0,55.56,4,14,28,33,7,14,52.83,53.23,10,7.02,158593,5249
1,1,990,177,0,50.0,3,11,5,6,0,11,100.0,85.71,0,7.02,822736,5254
4,12,1659,240,1,54.55,17,21,44,56,30,19,47.31,48.7,12,7.02,826831,39723
0,0,65,0,0,0.0,0,1,1,1,0,1,100.0,100.0,0,7.0,1470458,5255
0,1,71,7,0,50.0,3,2,6,7,0,1,75.0,70.0,1,7.0,1517144,5255
6,26,1668,209,2,47.27,45,24,90,116,30,21,52.02,50.88,27,7.0,965310,21941
3,12,1411,156,1,57.14,23,22,45,57,16,16,53.57,54.29,13,7.0,925740,39723
2,11,747,58,0,47.83,4,11,8,19,11,9,26.67,35.85,8,6.99,338,5257
6,24,961,132,1,41.38,27,11,41,65,27,11,47.13,44.83,6,6.99,895229,213638
0,1,504,87,0,25.0,26,8,39,40,9,8,59.09,57.14,12,6.99,977091,394127
4,11,2126,398,0,37.93,50,27,115,126,20,25,48.12,47.01,38,6.99,1011412,21942
1,27,1170,104,0,62.79,11,13,33,60,11,13,58.93,60.61,1,6.98,553508,21942
2,37,1959,184,0,42.53,29,27,42,79,20,23,46.15,44.38,19,6.98,340415,5251
9,51,2130,178,2,68.0,14,24,38,89,30,24,46.91,57.05,4,6.98,339967,5255
3,12,1149,139,0,75.0,16,19,49,61,11,12,59.76,62.24,11,6.98,789402,5257
4,9,1430,194,0,39.13,10,17,53,62,31,16,48.18,46.62,7,6.98,975528,5257
0,4,584,80,0,50.0,19,8,33,37,8,7,60.0,58.73,6,6.98,353296,5255
10,35,2237,173,0,72.92,10,25,46,81,37,25,45.54,54.36,2,6.97,155776,5249
3,10,1128,162,1,47.62,9,14,45,55,11,12,52.94,51.89,7,6.96,1066555,5257
9,11,1845,321,0,42.31,37,25,106,117,22,24,55.79,54.17,18,6.96,989331,5255
4,4,1980,134,0,100.0,8,22,8,12,0,22,100.0,100.0,0,6.96,174421,5250
5,2,2430,287,1,100.0,4,27,4,6,0,27,80.0,85.71,0,6.96,794921,5251
6,46,2340,267,0,59.74,17,26,71,117,23,26,62.28,61.26,5,6.96,312346,377757
2,5,1328,248,1,16.67,25,16,77,82,12,16,51.68,45.81,29,6.96,975813,134976
7,0,1582,144,0,0.0,19,22,50,50,22,18,49.02,48.08,14,6.95,250009,39723
3,9,1539,255,0,23.68,38,26,73,82,22,17,47.1,42.49,25,6.95,975090,21941
5,15,2340,184,1,53.57,15,26,43,58,23,26,51.19,51.79,8,6.95,822718,21942
11,14,2045,376,0,37.84,19,27,74,88,31,24,42.05,41.31,33,6.95,922846,5254
1,3,2430,198,1,75.0,4,27,4,7,1,27,80.0,77.78,0,6.95,925484,188850
5,7,1063,162,1,43.75,25,17,53,60,30,12,48.62,48.0,10,6.94,836584,5255
2,8,1410,105,0,40.0,15,22,48,56,24,16,49.48,47.86,7,6.94,1145130,5257
1,7,936,153,0,58.33,8,11,25,32,9,10,48.08,50.0,1,6.94,827140,5255
3,7,1599,183,0,35.0,40,24,64,71,15,19,54.7,51.82,17,6.93,975548,5249
0,4,340,50,1,33.33,11,6,18,22,11,4,45.0,42.31,6,6.93,1086968,248196
8,30,2132,185,0,65.22,20,24,49,79,24,24,62.82,63.71,1,6.93,980485,5257
5,1,679,114,0,20.0,5,17,12,13,13,8,32.43,30.95,2,6.92,975696,21941
4,8,1833,198,0,44.44,14,25,56,64,31,21,48.28,47.76,7,6.92,359098,5257
4,1,1134,191,0,14.29,13,21,40,41,17,12,45.45,43.16,12,6.92,1464025,39723
6,8,2270,308,0,88.89,9,26,10,18,1,25,90.91,90.0,0,6.92,805464,377757
10,9,2363,395,0,50.0,60,28,116,125,29,27,55.24,54.82,30,6.91,47668,377757
4,6,731,124,0,54.55,25,15,55,61,8,7,57.89,57.55,15,6.91,1018554,5255
2,5,1693,235,0,38.46,15,28,56,61,11,21,47.06,46.21,30,6.91,897059,5257
2,22,868,70,0,75.86,3,11,14,36,5,9,58.33,67.92,3,6.91,805203,5249
3,12,1936,254,0,42.86,17,29,83,95,16,23,60.14,57.23,19,6.9,1134650,277525
0,3,400,42,0,50.0,3,5,14,17,3,5,50.0,50.0,1,6.9,1116667,5249
8,36,2250,229,0,61.02,3,25,41,77,22,25,51.25,55.4,0,6.9,898990,5255
1,2,60,5,0,66.67,2,1,3,5,2,1,50.0,55.56,1,6.9,339563,5249
0,0,360,20,0,0.0,0,4,0,0,0,4,0.0,0.0,0,6.9,1067803,39723
3,4,1032,125,0,57.14,6,19,25,29,15,12,41.67,43.28,12,6.89,1116579,5257
1,9,1235,127,0,29.03,11,21,29,38,25,16,34.12,32.76,16,6.89,590176,5257
1,22,968,122,0,37.93,15,15,23,45,30,12,30.67,33.83,19,6.89,868742,5255
8,49,2507,188,0,59.76,16,28,43,92,32,28,53.75,56.79,1,6.89,827135,21942
1,3,507,57,0,30.0,11,7,27,30,8,6,55.1,50.85,10,6.89,998401,134976
14,32,2319,187,1,65.31,61,26,105,137,46,26,60.34,61.43,5,6.88,1461225,5254
13,29,2047,333,0,60.42,22,24,68,97,32,22,50.75,53.3,8,6.88,1466377,5254
2,9,2411,382,0,28.13,26,29,69,78,24,27,52.67,47.85,13,6.88,588628,21941
2,6,826,176,0,42.86,40,22,63,69,15,6,58.33,56.56,15,6.88,1015290,213638
4,44,2147,191,1,60.27,4,26,33,77,13,24,51.56,56.2,5,6.88,849170,5250
1,8,360,54,0,66.67,4,4,17,25,10,4,50.0,54.35,0,6.88,1118571,377757
5,13,989,134,0,54.17,15,12,45,58,24,11,52.94,53.21,4,6.88,971200,5255
4,7,1073,103,0,43.75,6,27,11,18,18,8,22.45,27.69,10,6.87,846663,5249
3,12,1510,111,0,26.09,28,25,36,48,27,16,42.35,36.64,9,6.87,1479176,134976
0,1,178,31,0,33.33,6,6,13,14,1,1,54.17,51.85,2,6.87,1122552,39723
3,18,1088,80,0,69.23,8,14,26,44,10,12,65.0,66.67,1,6.87,871814,21942
5,10,1444,126,1,45.45,37,20,83,93,27,18,59.71,57.76,8,6.86,844615,5249
7,17,1805,194,0,29.82,28,29,57,74,20,24,49.57,43.02,16,6.86,882607,213638
6,6,2334,334,0,35.29,41,28,98,104,20,28,52.41,50.98,24,6.86,896857,213638
0,1,248,30,0,11.11,5,11,10,11,5,0,45.45,35.48,7,6.86,1474739,394127
1,2,452,65,0,66.67,3,7,29,31,7,5,53.7,54.39,6,6.86,1065584,39723
4,14,1368,189,1,48.28,57,20,100,114,14,17,58.14,56.72,28,6.86,1049725,188850
5,6,938,181,0,50.0,14,23,25,31,7,10,39.06,40.79,16,6.85,1090134,5250
2,11,1019,62,0,47.83,14,13,38,49,14,12,69.09,62.82,1,6.85,1004135,377757
9,52,2520,231,0,71.23,24,28,59,111,24,28,65.56,68.1,0,6.85,37047,277525
4,2,1890,111,0,100.0,5,21,7,9,1,21,77.78,81.82,0,6.85,923237,39723
5,9,1626,233,0,47.37,25,25,74,83,52,18,38.34,39.15,35,6.85,925741,5257
3,21,1914,317,0,39.62,52,29,126,147,25,22,56.25,53.07,36,6.85,1119725,277525
3,21,1275,211,0,61.76,21,27,69,90,9,12,55.2,56.6,21,6.85,1185457,21942
0,1,1170,103,0,50.0,0,13,1,2,0,13,100.0,66.67,0,6.85,33227,213638
0,4,298,46,0,50.0,5,10,9,13,4,2,34.62,38.24,10,6.84,1108468,5250
2,19,685,71,0,39.58,5,16,12,31,12,5,35.29,37.8,6,6.84,886545,5254
6,18,1927,174,1,50.0,39,23,104,122,51,22,53.06,52.59,20,6.84,1021850,5250
6,32,2077,184,0,61.54,27,24,50,82,21,23,59.52,60.29,0,6.84,789917,21941
4,29,2173,267,0,45.31,34,29,80,109,28,25,45.45,45.42,29,6.84,790806,134976
4,9,2610,249,0,100.0,9,29,10,19,1,29,90.91,95.0,0,6.84,1020039,277525
1,8,264,31,0,50.0,9,10,14,22,11,1,43.75,45.83,2,6.84,226216,5254
0,8,411,32,0,29.63,7,11,9,17,6,3,47.37,36.96,3,6.84,125076,5257
6,15,914,74,0,51.72,8,11,20,35,14,10,48.78,50.0,0,6.84,939465,394127
11,41,2340,247,0,65.08,14,26,61,102,21,26,57.01,60.0,4,6.83,989402,248196
6,37,1597,171,1,46.25,22,24,45,82,19,21,46.88,46.59,20,6.83,869786,5254
0,6,139,25,0,66.67,1,3,2,8,0,1,100.0,72.73,0,6.83,805126,188850
0,0,58,16,0,0.0,2,8,9,9,3,0,64.29,64.29,1,6.83,1473020,213638
4,6,2446,348,0,25.0,27,28,69,75,29,28,45.7,42.86,23,6.83,339557,277525
3,6,1067,117,0,60.0,2,14,28,34,11,12,52.83,53.97,6,6.83,924855,5250
3,1,1297,167,1,20.0,7,18,19,20,10,15,48.72,45.45,4,6.83,805170,39723
3,7,1277,137,0,63.64,13,18,39,46,13,14,57.35,58.23,7,6.83,1004132,5255
6,20,1581,177,1,76.92,10,20,42,62,22,17,53.16,59.05,1,6.83,1210374,134976
2,8,371,74,0,66.67,7,11,24,32,10,3,51.06,54.24,3,6.83,985109,21942
1,2,382,57,0,40.0,2,10,12,14,7,4,50.0,48.28,0,6.82,818997,134976
4,34,2519,292,0,57.63,16,28,42,76,19,28,63.64,60.8,2,6.82,789668,5250
2,21,2529,318,0,40.38,28,29,81,102,17,28,60.0,54.55,11,6.82,846671,5251
1,0,208,35,0,0.0,8,6,12,12,2,2,66.67,63.16,2,6.82,822719,134976
1,2,814,43,1,66.67,1,10,1,3,1,9,50.0,60.0,0,6.82,923195,134976
10,43,2085,231,1,67.19,25,25,104,147,68,25,51.49,55.26,8,6.82,943177,213638
3,13,639,79,0,61.9,7,18,35,48,18,5,48.61,51.61,6,6.81,588596,5251
1,12,405,39,0,60.0,3,8,9,21,7,5,47.37,53.85,0,6.81,1473025,213638
4,20,1486,202,0,71.43,9,21,22,42,12,19,44.9,54.55,5,6.81,922853,5257
5,20,1705,185,1,55.56,11,22,50,70,14,19,64.94,61.95,2,6.81,859969,377757
3,13,1165,122,0,46.43,30,25,56,69,28,15,54.9,53.08,9,6.81,873889,5251
1,1,365,47,0,11.11,5,11,17,18,6,3,65.38,51.43,1,6.81,922092,5254
3,11,1312,221,0,52.38,25,25,65,76,29,18,49.62,50.0,17,6.81,293235,5250
2,24,1935,269,1,53.33,39,26,82,106,29,25,46.33,47.75,28,6.81,868275,5250
9,14,2339,237,0,33.33,9,27,72,86,39,26,42.86,40.95,18,6.81,588640,213638
3,25,2060,272,0,39.06,70,29,110,135,24,28,55.56,51.53,37,6.81,805166,394127
4,6,1819,179,1,35.29,35,21,89,95,26,20,58.55,56.21,7,6.8,1185460,248196
3,12,659,98,0,57.14,24,16,43,55,14,6,44.79,47.01,19,6.8,1431770,39723
4,11,1374,189,0,61.11,20,21,57,68,19,16,61.29,61.26,6,6.8,1105564,213638
1,4,359,41,0,36.36,8,7,22,26,6,5,62.86,56.52,4,6.8,984979,277525
0,0,25,2,0,0.0,1,1,3,3,1,0,60.0,60.0,0,6.8,822717,5255
1,1,199,36,0,50.0,6,4,16,17,7,3,57.14,56.67,2,6.8,248045,21941
0,7,415,30,0,70.0,3,6,8,15,4,4,57.14,62.5,1,6.8,249665,5249
0,1,90,5,0,100.0,0,1,0,1,0,1,0.0,100.0,0,6.8,985144,5249
0,1,30,3,0,100.0,0,2,2,3,1,0,66.67,75.0,0,6.8,1482436,21942
0,1,217,37,0,50.0,4,5,6,7,3,1,46.15,46.67,1,6.8,155796,5254
0,0,219,22,0,0.0,0,6,8,8,0,3,66.67,53.33,1,6.8,1473188,21941
2,3,630,65,0,100.0,2,7,2,5,0,7,100.0,100.0,0,6.8,848617,394127
3,8,875,75,0,88.89,19,13,54,62,14,11,58.7,61.39,10,6.8,905565,188850
3,16,1498,109,0,59.26,16,17,26,42,12,17,59.09,59.15,2,6.79,805296,188850
4,7,1763,150,0,38.89,32,24,56,63,16,19,61.54,57.8,11,6.79,832468,5249
0,3,483,65,0,37.5,4,11,10,13,3,8,45.45,43.33,3,6.79,925605,5254
1,8,872,131,0,53.33,9,12,21,29,2,10,63.64,60.42,3,6.79,146300,5250
3,4,393,42,0,36.36,11,11,16,20,6,5,53.33,48.78,2,6.79,1096661,394127
2,11,1260,185,0,55.0,12,23,37,48,19,12,43.02,45.28,19,6.79,1459658,5257
1,2,630,40,0,66.67,2,7,4,6,0,7,100.0,85.71,0,6.79,991138,5250
1,2,452,64,0,50.0,3,9,12,14,5,5,50.0,50.0,4,6.79,1065585,39723
9,14,1672,180,0,42.42,35,24,74,88,45,18,49.01,47.83,11,6.78,1020186,21941
3,34,997,102,0,52.31,10,17,18,52,19,11,43.9,49.06,5,6.78,125075,248196
0,5,617,96,0,62.5,8,11,20,25,8,8,47.62,50.0,7,6.78,976102,5255
5,16,901,120,1,61.54,17,11,47,63,19,10,57.32,58.33,7,6.78,1468325,377757
6,9,1260,179,0,50.0,14,21,55,64,23,15,50.46,50.39,14,6.78,826819,5254
1,15,842,79,1,62.5,12,10,19,34,12,9,51.35,55.74,0,6.78,805244,5251
3,15,769,79,0,53.57,9,13,21,36,14,9,42.86,46.75,8,6.78,805316,21942
1,1,125,8,0,100.0,1,4,4,5,3,1,44.44,50.0,2,6.78,1002530,39723
1,0,264,33,0,0.0,8,5,14,14,5,3,50.0,48.28,4,6.78,987648,21942
2,8,284,31,0,100.0,1,4,7,15,5,3,46.67,65.22,0,6.78,1108521,377757
3,30,2334,221,1,57.69,17,27,37,67,16,27,56.06,56.78,3,6.77,1092353,213638
4,14,996,184,1,70.0,21,24,42,56,16,9,49.41,53.33,9,6.77,827122,277525
3,8,1252,159,0,25.81,17,23,35,43,9,13,41.18,37.07,22,6.77,992093,39723
8,16,1885,235,1,37.21,26,26,67,83,44,23,43.23,41.92,27,6.77,588626,394127
5,5,1777,292,1,26.32,15,25,43,48,35,20,43.43,40.68,8,6.77,909664,21941
3,10,1329,248,0,37.04,48,27,80,90,19,16,53.33,50.85,22,6.77,915158,5251
9,21,1539,130,0,67.74,18,21,40,61,17,17,62.5,64.21,2,6.77,846828,21941
2,10,1650,118,1,47.62,20,23,44,54,19,18,56.41,54.55,8,6.77,588630,39723
0,0,528,56,0,0.0,9,11,19,19,5,7,54.29,43.18,5,6.76,1020038,394127
2,0,273,59,0,0.0,8,18,18,18,7,0,42.86,38.3,9,6.76,220439,213638
2,0,481,46,0,0.0,7,8,14,14,9,6,48.28,43.75,3,6.76,340197,21942
2,6,735,45,0,35.29,3,18,7,13,10,7,25.0,28.89,5,6.76,33120,39723
0,5,726,97,0,31.25,9,15,29,34,11,8,46.77,43.59,12,6.76,1190984,5251
0,18,1370,195,0,64.29,9,20,32,50,20,16,40.0,46.3,13,6.76,881847,5249
4,17,2083,311,1,36.17,18,25,63,80,30,23,46.67,43.96,13,6.76,1184983,21942
8,13,1490,127,0,46.43,26,20,59,72,17,18,67.82,62.61,2,6.76,896623,39723
4,8,1717,227,0,38.1,17,27,47,55,16,20,42.73,41.98,16,6.76,106461,5250
3,3,881,106,0,30.0,13,17,31,34,16,9,46.27,44.16,11,6.76,787750,5254
3,2,766,101,1,33.33,14,16,24,26,13,10,43.64,42.62,9,6.76,1106546,39723
1,14,511,36,1,58.33,4,9,13,27,3,5,81.25,67.5,0,6.76,1002950,5250
5,2,2160,291,0,100.0,4,24,6,8,1,24,60.0,66.67,0,6.75,922858,248196
2,22,2351,402,0,64.71,9,27,43,65,16,27,48.31,52.85,13,6.75,1019932,213638
6,11,1598,186,1,36.67,57,26,87,98,33,21,52.1,49.75,17,6.75,1177802,134976
1,1,33,4,0,100.0,2,2,2,3,2,0,40.0,50.0,1,6.75,1604235,21942
1,0,187,32,0,0.0,2,4,5,5,3,2,41.67,35.71,2,6.75,882068,5254
2,0,302,41,0,0.0,6,10,13,13,6,3,48.15,34.21,5,6.75,789888,394127
0,0,42,8,0,0.0,0,4,2,2,1,0,50.0,50.0,1,6.75,1103523,188850
1,3,92,17,0,100.0,0,4,2,5,1,0,40.0,62.5,1,6.75,1117777,277525
3,1,1782,185,1,50.0,2,21,4,5,1,20,66.67,62.5,0,6.75,925598,134976
2,4,604,89,0,30.77,18,14,36,40,9,7,56.25,51.95,11,6.75,826832,134976
5,35,1460,142,1,74.47,8,20,30,65,16,16,54.55,63.73,3,6.75,1017449,248196
2,8,1081,163,0,50.0,13,19,41,49,16,13,46.59,47.12,10,6.74,903650,21942
2,2,381,55,1,20.0,2,9,18,20,6,4,48.65,42.55,6,6.74,1485501,5249
0,2,1074,145,0,18.18,21,16,57,59,15,14,53.77,50.43,10,6.74,1495599,377757
6,15,2433,262,1,53.57,34,28,95,110,31,28,59.38,58.51,17,6.74,1103526,188850
2,11,902,146,1,23.4,27,23,42,53,13,12,53.16,42.06,8,6.74,883301,277525
8,33,2351,203,0,62.26,6,27,33,66,30,26,50.77,55.93,2,6.74,896879,5251
7,4,2430,294,0,57.14,2,27,4,8,1,27,66.67,61.54,0,6.74,155764,21941
2,3,805,103,0,42.86,10,15,24,27,16,9,45.28,45.0,5,6.74,846662,39723
3,25,2144,222,0,52.08,17,28,44,69,17,23,60.27,57.02,2,6.74,931653,188850
4,5,1620,211,0,71.43,4,18,11,16,4,18,61.11,64.0,0,6.74,886492,5254
3,4,1109,118,0,33.33,18,22,39,43,13,15,48.75,46.74,11,6.74,869785,21941
5,18,854,80,0,64.29,2,11,15,33,18,10,37.5,48.53,1,6.74,937863,5257
3,10,1425,217,0,40.0,20,22,47,57,27,17,43.93,43.18,16,6.74,932247,134976
4,51,2211,226,0,36.96,19,29,45,96,35,28,37.82,37.35,20,6.73,913609,377757
7,12,2115,257,0,32.43,55,29,98,110,32,25,54.75,50.93,23,6.73,976167,277525
10,0,896,84,0,0.0,6,18,24,24,10,11,51.06,48.0,3,6.73,787563,39723
2,7,1781,350,0,53.85,23,21,73,80,27,19,51.77,51.95,15,6.73,1473214,394127
0,5,263,28,0,41.67,2,3,4,9,3,3,33.33,37.5,3,6.73,158407,5255
5,6,1359,125,0,31.58,12,25,31,37,30,16,33.7,33.33,18,6.73,312194,277525
2,9,1367,168,0,60.0,17,23,69,78,24,13,51.11,52.0,13,6.73,921961,394127
7,13,1210,110,0,59.09,13,17,25,38,18,12,48.08,51.35,2,6.73,922104,134976
0,2,267,54,0,25.0,1,12,5,7,6,4,27.78,26.92,6,6.73,1461227,5254
0,13,412,29,0,52.0,11,10,12,25,11,5,52.17,52.08,0,6.73,314094,248196
1,3,552,91,0,25.0,6,18,13,16,5,4,41.94,37.21,2,6.73,1186831,5251
0,0,125,32,0,0.0,4,7,9,9,2,0,50.0,50.0,1,6.73,384486,377757
7,24,2420,263,0,52.17,21,28,60,84,22,26,59.41,57.14,3,6.73,1169072,213638
4,11,1630,166,0,84.62,15,25,49,60,20,18,50.52,54.55,5,6.73,938611,188850
1,3,597,59,0,50.0,2,11,19,22,8,6,50.0,50.0,5,6.73,906807,39723
0,16,480,68,0,43.24,5,13,12,28,4,3,40.0,41.79,7,6.73,874724,21941
9,31,2197,165,0,58.49,14,26,39,70,31,24,46.99,51.47,0,6.72,873737,377757
3,3,382,58,0,42.86,18,16,25,28,9,3,67.57,63.64,3,6.72,1404583,5255
4,3,1384,197,0,20.0,20,26,51,54,21,17,51.52,47.37,13,6.72,588620,248196
0,6,188,38,0,85.71,3,6,9,15,2,1,50.0,60.0,4,6.72,1474796,394127
0,0,69,13,0,0.0,3,6,8,8,1,0,88.89,72.73,0,6.72,1185054,21941
6,26,1391,172,1,63.41,19,21,61,87,26,14,59.8,60.84,1,6.72,1020037,21941
8,7,1965,318,1,38.89,27,26,76,83,27,23,52.78,51.23,7,6.72,827138,134976
2,17,847,77,0,39.53,6,25,13,30,18,7,36.11,37.97,2,6.72,1022783,5251
2,7,1283,176,0,41.18,14,22,42,49,23,16,46.67,45.79,11,6.72,338951,21941
0,6,791,107,1,37.5,25,18,40,46,11,7,56.34,52.87,11,6.72,927271,21941
3,9,107,12,0,69.23,4,7,7,16,4,0,50.0,59.26,0,6.72,868777,5257
2,6,383,56,0,54.55,7,7,9,15,7,6,39.13,44.12,1,6.72,1018168,5255
5,30,1721,262,0,60.0,22,27,62,92,33,18,37.35,42.59,37,6.72,1131289,394127
2,19,1158,103,1,52.78,8,14,25,44,3,14,73.53,62.86,1,6.71,220757,188850
0,15,388,37,0,50.0,3,7,5,20,4,5,45.45,48.78,2,6.71,1103938,5249
2,10,1127,162,0,66.67,15,14,60,70,10,12,61.22,61.95,7,6.71,885589,248196
1,4,190,31,0,28.57,2,8,6,10,10,0,25.0,26.32,5,6.71,868706,277525
8,12,1620,172,0,44.44,16,21,75,87,30,19,60.0,57.24,2,6.71,1109883,21941
5,20,892,156,2,71.43,32,21,66,86,27,6,53.23,56.58,10,6.71,975536,5250
4,7,1204,159,2,36.84,13,22,45,52,12,15,50.56,48.15,13,6.71,338957,5249
0,7,213,15,0,46.67,6,14,10,17,3,1,66.67,56.67,1,6.71,922854,377757
2,14,902,71,1,60.87,6,11,12,26,14,11,44.44,52.0,0,6.71,147358,5249
4,3,723,77,0,42.86,7,13,19,22,20,8,37.25,37.93,6,6.71,1002458,39723
3,3,732,93,0,42.86,13,14,36,39,3,9,63.16,60.94,9,6.71,966583,134976
0,12,1159,112,0,54.55,11,16,27,39,16,13,52.94,53.42,3,6.71,965873,5251
2,9,1767,189,0,33.33,21,25,62,71,21,23,49.6,46.71,13,6.7,1391980,377757
0,4,175,43,0,80.0,4,9,10,14,4,0,38.46,45.16,5,6.7,964923,277525
0,1,14,6,0,100.0,1,1,2,3,0,0,66.67,75.0,1,6.7,974113,377757
1,0,10,5,0,0.0,1,1,2,2,1,0,66.67,66.67,0,6.7,974099,5250
0,0,20,4,0,0.0,0,1,2,2,0,0,100.0,66.67,0,6.7,1177429,5250
0,0,108,7,0,0.0,1,2,5,5,1,1,50.0,50.0,2,6.7,975773,5257
0,0,56,8,0,0.0,0,2,1,1,1,0,33.33,33.33,0,6.7,1116363,21942
0,0,11,3,0,0.0,1,3,1,1,0,0,100.0,100.0,0,6.7,989375,5254
2,6,408,38,0,100.0,6,7,11,17,7,5,55.0,65.38,1,6.7,1485140,377757
1,3,309,55,0,50.0,6,9,14,17,11,3,41.18,42.5,3,6.7,1001813,377757
0,0,13,2,0,0.0,2,2,3,3,0,0,75.0,60.0,1,6.7,1521968,277525
9,14,1468,235,0,63.64,21,19,64,78,25,19,51.61,53.42,12,6.69,158365,5250
5,13,1014,106,0,65.0,18,18,54,67,25,11,49.09,51.54,8,6.69,989217,5249
4,8,916,118,0,40.0,18,17,43,51,18,10,50.0,48.11,10,6.69,877439,5255
2,3,467,73,0,33.33,12,14,29,32,11,4,50.0,47.76,7,6.69,869784,134976
4,19,2022,308,0,54.29,28,25,63,82,32,22,51.22,51.9,12,6.69,858239,5255
0,1,424,80,0,33.33,7,14,14,15,6,4,58.33,55.56,1,6.69,249519,394127
4,20,1219,118,0,41.67,20,23,31,51,28,12,32.29,35.42,24,6.69,850930,277525
1,11,721,93,0,68.75,2,11,12,23,6,7,46.15,54.76,2,6.69,1185732,5249
2,11,1565,134,1,64.71,23,21,56,67,35,19,45.16,47.52,14,6.69,976170,134976
1,9,764,74,0,45.0,0,10,12,21,7,9,46.15,45.65,1,6.69,1185561,248196
3,3,1440,167,1,75.0,4,16,4,7,2,16,66.67,70.0,0,6.69,931633,394127
2,10,453,51,0,71.43,1,7,16,26,8,5,55.17,60.47,3,6.69,1103933,248196
7,6,1970,220,0,40.0,37,28,87,93,27,24,49.71,48.95,21,6.69,896840,188850
4,3,859,106,1,27.27,13,21,26,29,15,10,44.83,42.03,8,6.69,975544,5255
2,1,274,56,0,50.0,10,14,17,18,9,1,44.74,45.0,10,6.68,589580,21941
3,39,2031,326,2,75.0,22,24,52,91,31,24,55.91,62.76,5,6.68,1495929,277525
2,2,303,46,0,50.0,7,6,22,24,5,3,68.75,66.67,0,6.68,1486740,248196
