yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.id,team.id
0,0,319,28,0,0.0,3,8,14,14,5,4,43.75,36.84,4,6.68,822722,21942
0,0,137,29,0,0.0,3,7,10,10,2,1,71.43,62.5,1,6.68,1092343,134976
3,1,1001,129,0,25.0,8,16,40,41,11,12,54.79,53.25,9,6.68,338949,394127
3,4,1033,153,0,30.77,24,21,50,54,22,11,53.19,50.47,14,6.68,1495658,377757
3,2,212,31,0,40.0,3,10,7,9,4,0,38.89,39.13,5,6.68,45794,5250
2,8,1224,185,1,66.67,16,18,37,45,29,14,41.11,44.12,4,6.68,886502,5254
0,3,206,19,0,75.0,1,9,2,5,4,1,20.0,35.71,1,6.68,835655,134976
1,6,280,27,0,37.5,4,14,5,11,9,1,23.81,29.73,6,6.68,877434,5251
6,23,2207,289,2,52.27,14,26,72,95,39,26,46.15,47.5,18,6.68,971199,5251
4,4,1159,152,0,21.05,12,23,72,76,26,13,61.02,55.47,7,6.68,107596,188850
7,18,1844,259,1,58.06,16,25,40,58,36,19,36.04,40.85,20,6.68,925611,134976
6,8,2003,225,1,27.59,20,26,45,53,30,22,45.92,41.73,15,6.67,869783,394127
3,15,1340,256,0,48.39,7,18,36,51,21,13,48.65,48.57,1,6.67,922739,5254
10,20,2083,302,0,62.5,10,26,51,71,32,24,49.04,52.21,9,6.67,889119,5251
0,20,1547,192,0,68.97,36,25,56,76,14,17,50.91,54.68,14,6.67,1185461,248196
3,7,1579,236,2,38.89,28,20,64,71,15,17,54.24,52.21,15,6.67,925480,5250
3,1,301,45,1,11.11,12,10,22,23,5,3,59.46,50.0,1,6.67,1108522,5249
0,15,1348,130,0,28.85,19,24,29,44,23,15,38.16,34.38,9,6.67,1475219,277525
9,18,1829,226,0,52.94,24,23,58,76,45,20,43.61,45.51,8,6.67,826830,5249
2,7,192,24,0,50.0,1,6,1,8,4,1,10.0,33.33,4,6.67,1394753,5250
0,1,70,10,0,100.0,1,3,1,2,1,0,20.0,33.33,2,6.67,1116608,5257
4,20,2052,317,1,57.14,13,24,48,68,18,24,52.17,53.54,6,6.67,964878,277525
4,7,800,75,0,43.75,25,24,35,42,10,10,61.4,57.53,8,6.66,894452,5250
3,5,730,80,0,41.67,7,11,28,33,17,8,40.58,40.74,4,6.65,1525502,5254
5,9,1524,223,0,37.5,15,22,56,65,30,17,50.0,47.79,7,6.65,922095,5254
6,12,1369,181,1,54.55,11,19,46,58,24,17,49.46,50.43,4,6.65,1495656,21942
3,37,1686,185,0,57.81,17,21,27,64,21,19,47.37,52.89,3,6.65,339929,394127
1,6,270,24,0,85.71,1,4,6,12,4,3,46.15,60.0,0,6.65,1105297,5254
2,9,1159,103,0,52.94,2,14,21,30,10,14,53.85,53.57,1,6.65,340551,394127
2,26,1615,245,1,68.42,43,25,75,101,31,16,53.96,57.06,13,6.65,846486,5250
5,6,829,58,1,60.0,12,22,37,43,27,7,45.12,46.74,6,6.65,1215084,39723
3,6,651,55,0,46.15,7,14,22,28,10,6,53.66,51.85,2,6.65,985111,134976
4,3,1237,180,0,42.86,15,17,28,31,12,14,45.9,45.59,5,6.64,1102459,394127
3,16,684,98,0,31.37,19,19,28,44,12,8,41.79,37.29,9,6.64,868743,5254
4,6,826,102,0,66.67,6,13,31,37,15,11,51.67,53.62,7,6.64,875822,39723
10,15,1620,281,2,65.22,21,21,57,72,30,18,46.34,49.32,16,6.64,931382,21942
10,47,1755,182,0,65.28,17,21,53,100,23,19,59.55,62.11,3,6.64,1473215,248196
3,12,490,44,0,66.67,10,8,16,28,6,6,64.0,65.12,1,6.64,220437,5249
3,11,1036,114,1,50.0,14,19,33,44,37,12,37.08,39.64,8,6.64,975704,5255
4,32,1687,141,1,64.0,10,19,23,55,22,19,43.4,53.4,0,6.64,827127,134976
4,12,499,71,0,70.59,5,18,11,23,15,5,39.29,51.11,2,6.64,842348,5250
2,22,1227,122,0,40.0,25,20,33,55,20,15,37.93,38.73,13,6.63,925478,213638
1,0,188,14,0,0.0,1,10,2,2,2,1,40.0,28.57,1,6.63,822598,188850
1,1,158,23,0,33.33,6,9,14,15,4,0,56.0,53.57,2,6.63,990816,21941
4,16,1897,265,0,72.73,27,29,64,80,43,22,38.79,42.78,25,6.63,931581,188850
0,1,342,48,0,50.0,13,12,13,14,3,3,61.9,60.87,4,6.63,158417,5257
2,16,1595,302,0,59.26,16,24,69,85,11,18,62.16,61.59,6,6.63,1185465,248196
0,4,494,86,0,50.0,16,16,31,35,10,3,49.21,49.3,15,6.63,339997,213638
10,24,2070,247,0,40.0,75,28,121,145,28,25,62.05,56.86,18,6.63,843265,248196
0,1,113,14,0,33.33,5,4,5,6,2,1,41.67,40.0,3,6.63,1517846,5251
0,0,360,28,1,0.0,1,4,1,1,1,4,50.0,50.0,0,6.63,1065598,39723
0,7,572,71,0,53.85,2,9,18,25,4,6,64.29,60.98,3,6.62,1066910,5255
1,9,325,31,0,47.37,3,10,3,12,1,2,33.33,42.86,3,6.62,1188874,248196
6,15,1046,126,2,62.5,30,21,61,76,26,11,56.48,57.58,7,6.62,1105365,5255
1,10,1639,194,1,66.67,40,26,64,74,11,21,61.54,62.18,11,6.62,822507,188850
1,4,321,37,0,80.0,1,8,5,9,7,3,38.46,50.0,1,6.61,1102458,39723
7,24,1429,283,1,63.16,32,22,71,95,31,17,44.65,48.22,18,6.61,1017480,277525
0,2,199,30,0,33.33,6,11,9,11,2,0,45.0,42.31,4,6.61,146608,5257
7,61,1973,244,4,59.8,16,23,51,112,42,23,47.22,53.33,4,6.61,1466301,5254
7,12,2065,301,2,46.15,29,25,75,87,31,25,49.34,48.88,19,6.61,846827,377757
0,10,425,48,0,45.45,7,15,12,22,8,4,48.0,46.81,3,6.61,874641,5249
0,5,261,28,0,27.78,1,9,3,8,4,2,23.08,25.81,2,6.6,588594,394127
0,0,194,25,0,0.0,1,7,9,9,2,2,40.91,37.5,3,6.6,558788,213638
0,0,49,1,0,0.0,0,2,0,0,1,0,0.0,0.0,1,6.6,1201014,39723
0,0,65,9,0,0.0,2,2,3,3,0,1,60.0,60.0,1,6.6,1156172,5249
1,0,63,6,0,0.0,1,3,3,3,5,0,30.0,27.27,0,6.6,1145374,377757
0,0,13,4,0,0.0,0,3,0,0,2,0,0.0,0.0,0,6.6,1002475,188850
0,0,16,2,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.6,1185463,248196
0,0,14,5,0,0.0,0,1,1,1,0,0,100.0,100.0,0,6.6,1141759,134976
0,0,180,22,0,0.0,0,2,0,0,0,2,0.0,0.0,0,6.6,146240,21941
0,0,18,5,0,0.0,2,2,3,3,2,0,42.86,42.86,2,6.6,1483014,5249
1,7,454,34,0,77.78,6,9,11,18,16,5,32.35,41.86,4,6.59,885539,21942
1,3,274,42,0,27.27,5,9,10,13,11,2,35.71,33.33,6,6.59,941509,377757
4,5,972,142,1,35.71,11,17,23,28,14,13,46.94,44.44,5,6.59,1466354,5254
0,0,174,26,0,0.0,1,8,2,2,1,1,20.0,15.38,2,6.59,976958,188850
2,0,179,28,0,0.0,10,10,12,12,8,1,44.44,44.44,1,6.59,1190333,248196
1,3,326,33,0,23.08,5,14,12,15,7,2,41.38,35.71,4,6.58,932881,377757
0,2,265,15,0,28.57,9,6,10,12,7,4,52.63,46.15,1,6.58,1128899,248196
5,10,1834,138,0,45.45,14,29,53,63,40,20,40.15,40.91,11,6.58,922048,21941
2,5,589,57,0,71.43,11,11,25,30,8,6,54.35,56.6,3,6.58,1185458,5251
2,1,355,66,0,14.29,4,10,11,12,10,3,28.95,26.67,7,6.58,773629,5257
0,1,159,16,0,20.0,3,5,3,4,2,1,42.86,33.33,1,6.58,877404,248196
1,2,176,18,0,40.0,3,4,9,11,2,0,69.23,61.11,1,6.58,1015248,5254
2,2,103,13,0,50.0,8,6,10,12,4,1,55.56,54.55,1,6.58,1473448,277525
5,14,1383,117,0,46.67,24,18,38,52,23,17,47.5,47.27,14,6.57,248023,188850
0,0,373,66,0,0.0,3,12,12,12,6,3,35.29,35.29,4,6.56,54686,5249
6,16,1942,237,0,53.33,27,28,52,68,22,21,48.6,49.64,11,6.56,928506,188850
1,11,291,40,0,61.11,8,8,13,24,9,3,48.15,53.33,3,6.56,965039,21941
0,1,214,24,0,12.5,4,6,9,10,3,3,47.37,37.04,4,6.56,1116357,5249
3,17,1262,195,1,54.84,14,21,41,58,28,13,48.24,50.0,8,6.55,925620,134976
2,5,988,138,0,31.25,7,27,24,29,16,5,45.28,42.03,6,6.55,964939,394127
3,5,804,130,0,35.71,13,10,27,32,12,10,50.94,47.76,4,6.55,868745,277525
0,10,250,38,0,52.63,4,6,6,16,10,2,31.58,42.11,2,6.55,921860,21941
1,1,136,13,0,50.0,1,3,2,3,3,1,33.33,37.5,0,6.55,881845,394127
1,0,182,22,0,0.0,2,6,5,5,5,1,35.71,35.71,1,6.55,877438,5251
2,13,1202,184,0,59.09,15,16,42,55,13,14,58.33,58.51,6,6.55,863327,394127
2,18,723,58,1,60.0,8,11,11,29,13,7,39.29,50.0,2,6.55,155772,188850
11,8,1525,158,0,36.36,26,22,54,62,37,19,42.19,41.33,18,6.55,358502,248196
1,1,369,57,1,20.0,16,11,29,30,12,3,50.88,48.39,8,6.54,877597,188850
5,26,874,106,1,78.79,2,12,8,34,17,10,25.0,52.31,4,6.54,877435,21941
0,2,192,19,0,33.33,2,11,9,11,6,1,50.0,45.83,1,6.54,1473028,213638
4,12,1369,168,0,63.16,26,19,63,75,11,15,57.8,58.59,9,6.54,1473534,248196
1,3,445,64,0,30.0,9,15,19,22,11,2,43.18,40.74,6,6.53,990271,21942
2,3,520,69,0,42.86,4,15,18,21,7,5,43.9,43.75,6,6.53,985108,5250
3,7,594,71,0,58.33,2,11,8,15,12,5,29.63,38.46,1,6.53,1473447,277525
0,2,367,24,1,33.33,9,8,10,12,1,4,50.0,46.15,5,6.53,330865,21942
1,3,469,60,0,50.0,11,17,15,18,5,3,48.39,48.65,6,6.53,1018573,5255
2,4,486,51,1,33.33,12,14,19,23,8,5,59.38,52.27,3,6.52,588584,5255
4,19,1261,207,1,54.29,16,17,30,49,13,14,54.55,54.44,6,6.52,1133763,277525
1,3,351,59,0,60.0,4,12,11,14,6,2,44.0,46.67,4,6.52,798692,377757
3,2,435,63,0,20.0,6,13,15,17,6,5,36.59,33.33,8,6.52,343119,188850
4,14,925,102,1,63.64,10,14,22,36,17,10,44.0,50.0,0,6.52,883162,134976
4,3,474,63,0,37.5,8,9,18,21,8,4,46.15,44.68,5,6.51,1069637,377757
0,8,799,119,0,44.44,22,18,43,51,20,7,45.74,45.54,16,6.51,1018545,248196
1,8,330,42,0,66.67,6,9,8,16,5,3,29.63,41.03,6,6.51,938728,188850
1,16,507,37,1,55.17,7,11,15,31,3,4,71.43,62.0,0,6.51,932248,248196
5,18,1377,232,1,56.25,8,20,23,41,34,16,31.51,39.05,8,6.51,1117831,134976
0,0,19,4,0,0.0,1,1,1,1,1,0,50.0,50.0,0,6.5,975708,5250
0,0,8,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.5,1094577,188850
0,1,90,11,0,50.0,0,1,0,1,0,1,0.0,50.0,0,6.5,873946,377757
1,0,20,3,0,0.0,0,1,1,1,1,0,50.0,50.0,0,6.5,1457531,5249
0,3,107,17,0,42.86,2,3,5,8,5,1,31.25,34.78,4,6.5,988081,134976
0,0,95,17,0,0.0,3,5,5,5,0,1,55.56,50.0,3,6.5,1470460,5255
0,1,169,18,0,33.33,7,6,9,10,6,2,50.0,47.62,1,6.5,1473012,377757
2,4,328,21,0,50.0,4,9,12,16,4,2,57.14,55.17,1,6.5,1108473,188850
0,0,15,0,0,0.0,1,1,1,1,1,0,50.0,50.0,0,6.5,1479183,5250
0,1,24,5,0,100.0,0,2,2,3,1,0,66.67,75.0,0,6.5,859701,21941
0,0,32,2,0,0.0,1,3,3,3,1,0,60.0,50.0,0,6.5,1517847,277525
0,0,17,3,0,0.0,0,3,1,1,2,0,16.67,14.29,0,6.5,826814,5249
2,0,360,15,0,0.0,0,4,0,0,0,4,0.0,0.0,0,6.5,37951,5257
1,1,107,7,0,25.0,0,5,1,2,7,1,12.5,16.67,0,6.5,992009,5254
2,11,408,30,0,68.75,3,7,7,18,4,5,58.33,64.29,1,6.5,277363,134976
4,0,820,130,0,0.0,18,18,43,43,17,9,42.57,42.16,26,6.49,1197424,5255
2,1,200,19,0,12.5,2,8,5,6,2,1,45.45,31.58,3,6.49,966841,188850
2,1,206,34,0,25.0,1,5,9,10,5,2,40.91,38.46,2,6.48,1495635,377757
0,3,316,33,0,27.27,3,10,7,10,11,3,25.0,25.64,5,6.48,1185829,21942
2,3,190,17,0,42.86,0,11,1,4,14,0,5.56,16.0,2,6.48,974049,213638
2,3,393,60,0,33.33,2,8,13,16,5,5,40.63,39.02,2,6.48,976964,134976
1,5,644,102,0,45.45,12,22,31,36,11,3,45.59,45.57,14,6.47,1103512,188850
0,1,110,21,0,25.0,0,4,3,4,3,0,27.27,26.67,2,6.47,1473005,377757
2,12,1249,183,1,50.0,11,18,37,49,24,14,48.68,49.0,6,6.47,1142359,213638
2,4,569,79,0,50.0,6,14,36,40,18,4,43.37,43.96,13,6.46,1390303,377757
2,6,633,69,0,60.0,6,8,17,23,13,6,45.95,48.94,5,6.46,844613,5255
0,0,46,3,0,0.0,0,2,0,0,2,0,0.0,0.0,0,6.45,1201018,39723
1,2,198,43,0,20.0,5,11,6,8,6,3,23.08,22.22,14,6.45,976016,377757
9,4,1526,140,2,28.57,23,23,50,54,34,21,43.86,42.19,13,6.44,793430,394127
2,1,247,45,0,12.5,1,9,2,3,5,3,9.09,10.0,4,6.44,1017166,248196
0,3,747,81,1,37.5,15,15,25,28,16,10,50.0,48.28,0,6.44,339961,21941
0,1,161,17,1,33.33,0,5,2,3,0,1,66.67,50.0,0,6.43,311994,5249
0,0,450,58,0,0.0,0,5,0,0,0,5,0.0,0.0,0,6.42,1495592,248196
1,8,393,41,0,72.73,2,8,11,19,6,3,50.0,57.58,1,6.41,1466376,5254
0,0,15,7,0,0.0,0,1,2,2,0,0,50.0,40.0,0,6.4,1002519,5250
0,0,8,1,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.4,1011433,188850
0,0,45,11,0,0.0,0,1,1,1,4,0,16.67,12.5,0,6.4,920899,134976
0,0,20,3,0,0.0,0,3,0,0,0,0,0.0,0.0,0,6.4,1197420,5255
0,0,45,8,0,0.0,0,1,0,0,2,1,0.0,0.0,1,6.4,1459664,5251
0,2,240,26,0,28.57,5,7,6,8,7,2,31.58,30.77,3,6.4,921388,134976
2,3,290,28,0,100.0,0,5,3,6,2,3,37.5,54.55,1,6.38,1020036,394127
1,4,550,69,0,40.0,4,9,13,17,8,7,41.94,41.46,1,6.36,873888,248196
0,1,25,6,0,100.0,1,2,1,2,0,0,50.0,66.67,0,6.35,52070,5255
0,1,23,5,0,100.0,1,2,1,2,1,0,33.33,50.0,0,6.35,1094962,394127
1,0,97,6,0,0.0,0,4,2,2,1,1,33.33,28.57,1,6.35,981590,277525
2,2,114,28,0,100.0,0,5,3,5,4,1,17.65,26.32,4,6.34,1473011,377757
3,3,555,73,1,42.86,7,16,15,18,8,6,33.33,34.62,11,6.34,928507,188850
0,1,121,19,0,50.0,4,5,10,11,3,1,45.45,45.83,4,6.33,1416329,5251
1,0,540,25,0,0.0,1,6,1,1,0,6,100.0,50.0,0,6.32,873463,394127
2,0,389,43,0,0.0,5,14,13,13,7,4,50.0,44.83,3,6.32,1121486,213638
0,0,59,4,0,0.0,0,1,0,0,2,1,0.0,0.0,1,6.3,1482441,21942
0,0,15,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,6.3,869788,5254
0,0,27,9,0,0.0,0,2,1,1,1,0,20.0,20.0,0,6.3,1185827,21942
1,1,41,4,0,100.0,0,3,1,2,2,0,33.33,50.0,0,6.3,1172588,5251
2,2,205,20,0,50.0,0,3,2,4,6,3,25.0,33.33,0,6.27,1479175,134976
1,1,540,42,0,100.0,1,6,1,2,1,6,50.0,66.67,0,6.27,155766,21942
0,0,180,17,0,0.0,0,2,0,0,0,2,0.0,0.0,0,6.25,1092606,213638
0,0,181,14,0,0.0,2,3,2,2,0,2,100.0,100.0,0,6.25,1466876,5251
0,1,113,13,0,25.0,0,2,2,3,0,1,28.57,27.27,1,6.2,964884,394127
1,1,135,20,0,50.0,0,2,3,4,2,2,25.0,28.57,3,6.2,1464255,5249
1,5,295,24,0,71.43,4,5,7,12,4,3,46.67,54.55,0,6.16,1201400,5250
0,1,172,30,1,50.0,4,5,8,9,4,2,44.44,45.0,3,6.15,1485141,377757
0,2,104,16,1,50.0,3,5,5,7,8,0,27.78,31.82,4,6.13,1473216,394127
0,0,180,13,0,0.0,0,2,0,0,0,2,0.0,0.0,0,6.1,822715,188850
0,2,92,11,1,100.0,0,2,4,6,2,2,57.14,66.67,1,6.05,1396217,5251
3,1,190,8,0,100.0,1,8,3,4,7,1,30.0,36.36,0,6.03,126094,21942
1,2,118,17,0,100.0,1,3,3,5,2,1,50.0,62.5,1,6.0,590094,213638
0,14,505,40,1,56.0,6,8,8,22,6,7,53.33,55.0,0,6.0,246967,21942
0,0,49,5,1,0.0,0,2,0,0,1,0,0.0,0.0,1,5.5,1185493,213638
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,126614,188850
0,0,6,2,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,981344,394127
0,0,1,1,0,0.0,0,1,0,0,0,0,0.0,0.0,1,0.0,1473021,213638
1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1002442,5255
0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1103934,277525
0,0,1,2,0,0.0,0,1,0,0,0,0,0.0,0.0,1,0.0,1156400,377757
0,0,1,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,1518765,21942
