goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,rating,player.id,team.id
0,0.0,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.76,1002950,5250
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.75,922858,248196
0,50.0,4,1,0,0,0.0,9,0.0,0,0,3,1,2,0,0,0,0.0,8,3,0,0,0,0.0,6.75,1019932,213638
2,34.21,5,0,1,1,0.0,30,6.67,0,0,11,3,9,0,0,1,0.0,13,16,0,1,1,0.0,6.75,1177802,134976
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.75,1604235,21942
0,50.0,2,0,0,0,0.0,4,0.0,1,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0.0,6.75,882068,5254
0,75.0,2,0,0,0,0.0,8,0.0,0,0,4,0,0,0,0,0,0.0,3,6,0,0,0,0.0,6.75,789888,394127
0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.75,1103523,188850
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.75,1117777,277525
0,66.67,0,0,0,0,0.0,1,0.0,1,0,0,0,1,0,0,0,0.0,2,0,0,0,0,0.0,6.75,925598,134976
1,73.33,8,0,0,0,,22,4.55,1,0,0,2,6,0,0,0,0.0,11,8,0,1,1,0.0,6.75,826832,134976
1,50.0,0,0,0,1,,8,12.5,0,0,2,1,3,0,0,0,0.0,2,5,0,1,0,0.0,6.75,1017449,248196
2,40.91,3,0,0,3,0.0,16,12.5,0,0,2,0,4,0,0,0,0.0,9,9,0,2,2,0.0,6.74,903650,21942
1,62.5,2,0,0,0,0.0,12,8.33,0,0,3,0,5,0,0,1,0.0,10,5,0,1,0,0.0,6.74,1485501,5249
1,27.78,1,0,0,0,0.0,14,7.14,0,0,3,2,8,0,0,0,0.0,5,5,0,1,1,0.0,6.74,1495599,377757
0,69.57,1,0,0,0,0.0,14,0.0,0,0,0,0,3,0,0,0,0.0,16,10,0,0,0,0.0,6.74,1103526,188850
1,25.0,4,0,0,0,0.0,19,5.26,3,0,0,1,10,0,0,0,0.0,3,5,0,1,1,0.0,6.74,883301,277525
0,100.0,0,0,0,1,0.0,8,0.0,4,0,3,0,1,0,0,0,0.0,4,7,0,0,0,0.0,6.74,896879,5251
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.74,155764,21941
0,54.55,0,0,0,1,0.0,5,0.0,0,0,1,1,2,0,0,0,0.0,6,3,0,0,0,0.0,6.74,846662,39723
0,66.67,4,0,0,1,0.0,12,0.0,0,0,0,0,2,0,0,0,0.0,2,6,0,0,0,0.0,6.74,931653,188850
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,6.74,886492,5254
2,21.43,4,0,0,0,0.0,17,11.76,0,0,2,1,6,0,0,2,0.0,3,7,0,2,0,0.0,6.74,869785,21941
0,0.0,1,0,0,0,0.0,1,0.0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.74,937863,5257
0,46.67,2,0,0,0,0.0,22,0.0,4,0,0,0,8,0,0,0,0.0,7,12,0,0,0,0.0,6.74,932247,134976
5,42.31,10,0,0,0,0.0,47,10.64,0,1,19,4,17,1,0,0,100.0,11,20,1,5,4,0.0,6.73,913609,377757
2,46.67,5,0,0,0,0.0,23,8.7,0,1,0,0,7,0,0,0,0.0,7,11,0,2,1,0.0,6.73,976167,277525
1,100.0,3,0,1,0,0.0,12,8.33,0,0,0,0,2,0,0,0,0.0,2,7,0,0,1,0.0,6.73,787563,39723
0,77.27,4,1,0,0,0.0,14,0.0,6,0,2,0,4,0,0,0,0.0,17,6,0,0,0,0.0,6.73,1473214,394127
0,0.0,2,0,0,0,,4,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,6.73,158407,5255
3,33.33,2,1,0,0,0.0,24,12.5,0,2,2,1,10,1,0,0,0.0,6,12,0,3,1,0.0,6.73,312194,277525
2,48.28,7,0,1,1,0.0,17,11.76,0,0,0,1,5,0,0,0,0.0,14,5,0,1,2,0.0,6.73,921961,394127
0,25.0,0,0,0,0,0.0,1,0.0,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.73,922104,134976
1,100.0,6,0,0,0,0.0,14,7.14,2,0,0,1,4,0,0,0,0.0,2,4,0,1,1,0.0,6.73,1461227,5254
0,0.0,2,1,0,0,,13,0.0,0,0,4,1,3,0,0,0,0.0,0,8,0,0,0,0.0,6.73,314094,248196
0,33.33,1,0,0,0,0.0,9,0.0,0,0,0,0,5,0,0,0,0.0,2,3,0,0,0,0.0,6.73,1186831,5251
1,33.33,2,0,0,0,,6,16.67,2,0,0,0,4,0,0,1,0.0,3,0,0,1,0,0.0,6.73,384486,377757
1,60.0,0,0,0,0,0.0,3,33.33,0,0,0,0,2,0,0,0,0.0,3,1,0,1,1,0.0,6.73,1169072,213638
0,50.0,3,0,0,0,0.0,15,0.0,0,0,0,0,4,0,0,0,0.0,6,8,0,0,0,0.0,6.73,938611,188850
0,77.78,6,0,0,0,0.0,12,0.0,0,0,0,0,2,0,0,0,0.0,7,4,0,0,0,0.0,6.73,906807,39723
0,55.56,3,0,0,1,0.0,14,0.0,0,0,6,1,5,0,0,0,0.0,5,6,0,0,0,0.0,6.73,874724,21941
1,100.0,0,0,0,0,0.0,6,16.67,0,0,0,1,1,0,0,0,0.0,1,5,0,1,1,0.0,6.72,873737,377757
0,33.33,5,0,0,0,0.0,11,0.0,0,0,0,0,3,0,0,0,0.0,1,3,0,0,0,0.0,6.72,1404583,5255
1,61.11,8,0,0,1,0.0,35,2.86,0,0,3,4,11,0,0,0,0.0,11,16,0,1,1,0.0,6.72,588620,248196
0,50.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,6.72,1474796,394127
0,0.0,0,0,0,1,,1,0.0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0.0,6.72,1185054,21941
0,46.15,0,0,0,1,0.0,10,0.0,0,0,0,1,4,0,0,0,0.0,6,6,0,0,0,0.0,6.72,1020037,21941
0,42.86,2,0,0,0,0.0,16,0.0,0,0,0,0,3,0,0,0,0.0,6,11,0,0,0,0.0,6.72,827138,134976
4,100.0,3,1,0,0,0.0,20,20.0,0,0,6,2,10,1,0,1,100.0,3,7,1,4,3,0.0,6.72,1022783,5251
1,80.0,5,0,0,0,0.0,14,7.14,2,0,0,0,2,1,0,0,100.0,8,7,1,1,1,0.0,6.72,338951,21941
2,50.0,3,1,0,0,0.0,13,15.38,0,0,9,1,6,2,0,2,50.0,6,4,1,2,0,0.0,6.72,927271,21941
1,0.0,0,0,0,0,0.0,7,14.29,0,1,2,2,3,0,0,0,0.0,0,4,0,1,0,0.0,6.72,868777,5257
0,0.0,0,0,0,0,0.0,2,0.0,0,0,2,0,2,0,0,0,0.0,0,0,0,0,0,0.0,6.72,1018168,5255
6,39.02,5,0,0,0,0.0,30,20.0,0,2,4,0,13,0,0,3,0.0,16,12,0,6,1,0.0,6.72,1131289,394127
0,50.0,0,0,0,0,,0,0.0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.71,220757,188850
0,50.0,0,0,0,2,,11,0.0,0,0,1,1,3,0,0,0,0.0,2,8,0,0,0,0.0,6.71,1103938,5249
0,50.0,0,0,0,0,,1,0.0,0,0,2,0,1,0,0,0,0.0,14,0,0,0,0,0.0,6.71,885589,248196
1,25.0,1,0,0,0,,6,16.67,1,1,3,0,2,0,0,0,0.0,1,3,0,1,0,0.0,6.71,868706,277525
1,33.33,4,0,0,0,0.0,8,12.5,0,1,1,0,2,0,0,0,0.0,2,2,0,1,0,0.0,6.71,1109883,21941
3,42.5,4,1,0,1,0.0,20,15.0,0,0,4,1,7,1,0,0,100.0,17,9,1,3,3,0.0,6.71,975536,5250
3,61.76,7,1,1,1,0.0,35,8.57,0,0,7,4,14,0,0,1,0.0,21,14,0,2,2,0.0,6.71,338957,5249
1,100.0,1,0,0,0,0.0,5,20.0,0,1,1,1,3,0,0,0,0.0,1,1,0,1,0,0.0,6.71,922854,377757
0,0.0,1,0,0,0,0.0,3,0.0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,0.0,6.71,147358,5249
2,66.67,1,0,0,0,0.0,12,16.67,0,0,2,1,4,1,0,2,100.0,4,7,1,2,0,0.0,6.71,1002458,39723
2,50.0,0,1,1,0,0.0,4,50.0,0,0,1,0,2,0,0,0,0.0,2,2,0,1,2,0.0,6.71,966583,134976
0,88.89,0,0,0,0,0.0,3,0.0,0,0,0,0,1,0,0,0,0.0,8,2,0,0,0,0.0,6.71,965873,5251
2,56.52,3,1,0,1,0.0,17,11.76,1,0,3,0,6,0,0,0,0.0,13,8,0,2,2,0.0,6.7,1391980,377757
0,0.0,0,0,0,0,0.0,7,0.0,0,0,2,0,2,0,0,0,0.0,0,5,0,0,0,0.0,6.7,964923,277525
0,100.0,0,0,0,0,,1,0.0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0.0,6.7,974113,377757
0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.7,974099,5250
0,100.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.7,1177429,5250
0,100.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.7,975773,5257
0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.7,1116363,21942
0,0.0,0,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.7,989375,5254
0,0.0,1,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.7,1485140,377757
0,66.67,1,0,0,0,,2,0.0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0.0,6.7,1001813,377757
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.7,1521968,277525
0,48.28,4,0,0,1,0.0,11,0.0,0,0,0,0,2,0,0,0,0.0,14,5,0,0,0,0.0,6.69,158365,5250
0,41.67,2,0,0,0,0.0,3,0.0,0,0,0,0,1,0,0,0,0.0,10,0,0,0,0,0.0,6.69,989217,5249
0,72.73,5,0,0,0,0.0,14,0.0,0,0,1,0,3,0,0,0,0.0,8,6,0,0,0,0.0,6.69,877439,5255
1,66.67,5,0,1,0,0.0,16,6.25,0,0,0,0,3,0,0,0,0.0,12,8,0,0,1,0.0,6.69,869784,134976
0,45.83,3,0,0,1,0.0,15,0.0,0,0,5,0,2,0,0,0,0.0,11,10,0,0,0,0.0,6.69,858239,5255
0,50.0,6,0,0,0,0.0,11,0.0,6,0,0,0,0,0,0,0,0.0,1,5,0,0,0,0.0,6.69,249519,394127
3,35.29,12,2,0,0,0.0,35,8.57,0,1,12,4,14,1,0,2,0.0,6,9,0,3,0,0.0,6.69,850930,277525
0,57.14,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,4,1,0,0,0,0.0,6.69,1185732,5249
1,60.0,5,0,0,0,0.0,15,6.67,0,1,1,1,6,0,0,0,0.0,6,4,0,1,0,0.0,6.69,976170,134976
1,0.0,0,0,0,0,,2,50.0,0,1,0,1,2,0,0,0,0.0,0,0,0,1,0,0.0,6.69,1185561,248196
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.69,931633,394127
0,100.0,0,0,0,0,0.0,3,0.0,0,0,0,0,0,0,0,0,0.0,2,3,0,0,0,0.0,6.69,1103933,248196
1,55.17,6,1,0,2,0.0,32,3.13,1,0,2,0,16,0,0,1,0.0,32,10,0,1,0,0.0,6.69,896840,188850
2,64.29,3,1,0,0,0.0,22,9.09,0,0,3,2,7,0,0,1,0.0,9,12,0,2,1,0.0,6.69,975544,5255
1,71.43,0,0,1,0,0.0,5,20.0,0,0,2,0,2,0,0,0,0.0,5,3,0,0,1,0.0,6.68,589580,21941
1,61.54,4,1,0,0,0.0,13,7.69,0,1,2,0,3,0,0,0,0.0,8,6,0,1,0,0.0,6.68,1495929,277525
0,71.43,1,0,0,0,0.0,3,0.0,0,0,0,0,0,0,0,0,0.0,5,2,0,0,0,0.0,6.68,1486740,248196
0,36.36,2,0,0,1,0.0,8,0.0,0,0,0,0,4,0,0,0,0.0,4,2,0,0,0,0.0,6.68,822722,21942
0,100.0,0,0,0,0,,2,0.0,0,0,2,1,0,0,0,0,0.0,3,2,0,0,0,0.0,6.68,1092343,134976
0,50.0,5,0,0,0,0.0,8,0.0,0,0,2,0,1,0,0,0,0.0,7,2,0,0,0,0.0,6.68,338949,394127
0,70.0,6,0,0,0,0.0,19,0.0,0,0,2,0,5,0,0,0,0.0,7,8,0,0,0,0.0,6.68,1495658,377757
2,50.0,0,0,0,0,0.0,3,66.67,0,0,2,1,3,1,0,1,0.0,1,0,0,2,1,0.0,6.68,45794,5250
1,42.86,9,1,1,0,0.0,21,4.76,2,0,0,0,3,0,1,0,0.0,3,9,0,0,1,50.0,6.68,886502,5254
1,33.33,1,0,0,1,0.0,6,16.67,0,0,1,0,4,0,0,1,0.0,1,1,0,1,0,0.0,6.68,835655,134976
2,0.0,1,0,0,0,0.0,14,14.29,0,1,3,1,8,0,0,0,0.0,0,5,0,2,1,0.0,6.68,877434,5251
0,62.5,5,0,0,1,0.0,14,0.0,0,0,1,1,6,0,0,0,0.0,10,3,0,0,0,0.0,6.68,971199,5251
0,54.55,0,0,0,0,0.0,4,0.0,0,0,0,0,0,0,0,0,0.0,6,4,0,0,0,0.0,6.68,107596,188850
1,41.18,15,0,1,1,0.0,42,2.38,2,0,3,1,8,0,0,0,0.0,7,19,0,0,1,0.0,6.68,925611,134976
5,40.0,8,0,0,1,0.0,21,23.81,1,1,1,1,7,4,0,0,100.0,4,6,4,5,4,0.0,6.67,869783,394127
0,37.5,2,0,0,0,0.0,4,0.0,0,0,1,0,0,0,0,0,0.0,3,2,0,0,0,0.0,6.67,922739,5254
0,64.29,1,0,0,0,0.0,5,0.0,0,0,2,0,1,0,0,0,0.0,9,3,0,0,0,0.0,6.67,889119,5251
2,15.79,3,0,0,1,0.0,18,11.11,0,2,4,1,7,0,0,0,0.0,3,8,0,2,0,0.0,6.67,1185461,248196
0,53.13,4,1,0,0,0.0,8,0.0,0,0,1,0,0,0,0,0,0.0,17,4,0,0,0,0.0,6.67,925480,5250
0,40.0,1,0,0,0,0.0,5,0.0,0,0,0,0,3,0,0,0,0.0,4,1,0,0,0,0.0,6.67,1108522,5249
3,25.0,3,1,0,1,0.0,32,9.38,0,0,6,5,14,0,0,1,0.0,5,15,0,3,2,0.0,6.67,1475219,277525
2,44.0,2,0,0,0,0.0,11,18.18,0,0,1,1,5,0,0,2,0.0,11,4,0,2,0,0.0,6.67,826830,5249
1,0.0,0,0,0,0,0.0,5,20.0,0,1,0,0,1,0,0,0,0.0,0,4,0,1,0,0.0,6.67,1394753,5250
0,0.0,0,0,0,0,,4,0.0,0,0,0,0,1,0,0,0,0.0,0,3,0,0,0,0.0,6.67,1116608,5257
0,33.33,3,0,0,0,0.0,7,0.0,0,0,1,0,1,0,0,0,0.0,6,3,0,0,0,0.0,6.67,964878,277525
2,57.14,3,1,0,1,0.0,18,11.11,0,1,4,3,7,2,0,0,50.0,4,8,1,2,1,0.0,6.66,894452,5250
0,60.0,3,1,0,0,0.0,18,0.0,2,0,0,0,4,0,0,0,0.0,3,11,0,0,0,0.0,6.65,1525502,5254
0,20.0,3,0,0,0,0.0,9,0.0,0,0,1,0,2,0,0,0,0.0,2,4,0,0,0,0.0,6.65,922095,5254
0,80.0,2,0,0,0,0.0,7,0.0,0,0,3,0,1,0,0,0,0.0,12,4,0,0,0,0.0,6.65,1495656,21942
1,100.0,1,0,1,1,0.0,12,8.33,0,0,1,0,3,0,0,0,0.0,3,8,0,0,1,0.0,6.65,339929,394127
0,100.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.65,1105297,5254
0,75.0,1,0,0,0,0.0,2,0.0,0,0,1,0,0,0,0,0,0.0,3,1,0,0,0,0.0,6.65,340551,394127
1,58.62,3,0,0,0,0.0,11,9.09,5,1,2,1,3,0,0,0,0.0,17,5,0,1,0,0.0,6.65,846486,5250
1,81.25,3,0,1,0,0.0,14,7.14,1,0,0,0,5,0,0,0,0.0,13,6,0,0,1,0.0,6.65,1215084,39723
0,66.67,2,0,0,0,0.0,11,0.0,0,0,0,0,2,0,0,0,0.0,6,7,0,0,0,0.0,6.65,985111,134976
0,37.5,4,0,0,1,0.0,11,0.0,0,0,0,0,3,0,0,0,0.0,3,4,0,0,0,0.0,6.64,1102459,394127
2,23.81,6,0,0,1,0.0,30,6.67,0,0,8,5,10,0,0,0,0.0,5,14,0,2,2,0.0,6.64,868743,5254
1,62.5,0,0,0,0,0.0,6,16.67,1,0,0,1,3,0,0,1,0.0,5,3,0,1,0,0.0,6.64,875822,39723
1,34.78,10,0,1,2,0.0,25,4.0,11,0,0,1,2,0,1,0,0.0,8,13,0,0,1,9.09,6.64,931382,21942
0,37.5,1,0,0,0,0.0,7,0.0,0,0,0,0,3,0,0,0,0.0,3,3,0,0,0,0.0,6.64,1473215,248196
0,0.0,2,0,0,0,0.0,3,0.0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.64,220437,5249
1,66.67,0,1,0,0,0.0,8,12.5,0,1,3,0,4,0,0,0,0.0,4,4,0,1,0,0.0,6.64,975704,5255
0,100.0,0,0,0,1,0.0,3,0.0,0,0,1,0,0,0,0,0,0.0,1,3,0,0,0,0.0,6.64,827127,134976
0,0.0,2,0,0,0,0.0,3,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.64,842348,5250
3,21.05,3,0,0,1,0.0,28,10.71,0,0,11,7,8,0,0,2,0.0,4,17,0,3,1,0.0,6.63,925478,213638
1,100.0,1,0,0,0,,6,16.67,0,0,5,1,2,1,0,1,0.0,1,3,0,1,0,0.0,6.63,822598,188850
0,50.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,6.63,990816,21941
0,33.33,6,0,0,0,0.0,16,0.0,3,0,1,0,3,0,0,0,0.0,8,7,0,0,0,0.0,6.63,931581,188850
0,0.0,5,1,0,0,0.0,10,0.0,0,0,0,5,3,0,0,0,0.0,0,2,0,0,0,0.0,6.63,158417,5257
0,48.15,2,0,0,0,0.0,9,0.0,0,0,0,0,2,0,0,0,0.0,13,5,0,0,0,0.0,6.63,1185465,248196
1,60.0,4,1,0,0,0.0,13,7.69,0,0,2,0,6,0,0,1,0.0,6,3,0,1,0,0.0,6.63,339997,213638
1,37.5,4,1,0,0,0.0,31,3.23,2,1,4,3,9,0,0,0,0.0,9,18,0,1,0,0.0,6.63,843265,248196
1,0.0,2,0,0,0,0.0,4,25.0,0,1,0,0,1,0,0,0,0.0,0,1,0,1,0,0.0,6.63,1517846,5251
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.63,1065598,39723
0,80.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,6.62,1066910,5255
0,0.0,2,0,0,0,0.0,10,0.0,0,0,1,0,2,0,0,0,0.0,0,6,0,0,0,0.0,6.62,1188874,248196
0,33.33,0,0,0,0,0.0,13,0.0,3,0,1,0,1,0,0,0,0.0,2,12,0,0,0,0.0,6.62,1105365,5255
1,52.63,2,2,0,0,0.0,19,5.26,4,0,0,3,9,0,0,1,0.0,10,8,0,1,0,0.0,6.62,822507,188850
0,0.0,1,0,0,0,0.0,3,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,6.61,1102458,39723
1,34.78,1,1,0,1,0.0,13,7.69,0,0,5,1,6,0,0,1,0.0,16,6,0,1,0,0.0,6.61,1017480,277525
0,40.0,2,0,0,0,0.0,7,0.0,0,0,0,1,5,0,0,0,0.0,2,0,0,0,0,0.0,6.61,146608,5257
3,100.0,2,0,0,0,0.0,18,16.67,0,3,0,0,8,0,0,0,0.0,6,8,0,3,0,0.0,6.61,1466301,5254
1,47.06,2,0,0,0,0.0,9,11.11,0,1,0,0,6,0,0,0,0.0,8,1,0,1,0,0.0,6.61,846827,377757
1,50.0,1,1,0,0,0.0,13,7.69,0,1,3,5,6,0,0,0,0.0,2,6,0,1,0,0.0,6.61,874641,5249
1,0.0,1,0,0,1,0.0,9,11.11,0,1,2,1,2,0,0,0,0.0,0,6,0,1,0,0.0,6.6,588594,394127
1,46.15,0,0,0,0,0.0,1,100.0,0,0,2,0,1,0,0,0,0.0,6,0,0,1,1,0.0,6.6,558788,213638
0,0.0,0,0,0,0,,2,0.0,1,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0.0,6.6,1201014,39723
0,0.0,1,0,0,0,,2,0.0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.6,1156172,5249
0,0.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.6,1145374,377757
0,0.0,1,0,0,0,,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.6,1002475,188850
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.6,1185463,248196
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.6,1141759,134976
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.6,146240,21941
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.6,1483014,5249
0,40.0,2,0,0,1,0.0,11,0.0,0,0,9,1,0,1,0,0,0.0,2,9,0,0,0,0.0,6.59,885539,21942
0,50.0,0,0,0,0,,6,0.0,0,0,4,0,2,0,0,0,0.0,1,4,0,0,0,0.0,6.59,941509,377757
1,60.0,0,0,0,0,0.0,6,16.67,0,0,0,0,5,0,0,1,0.0,3,1,0,1,0,0.0,6.59,1466354,5254
0,0.0,4,0,0,0,0.0,13,0.0,1,0,0,0,3,0,0,0,0.0,0,6,0,0,0,0.0,6.59,976958,188850
1,0.0,2,1,0,0,0.0,6,16.67,0,0,1,0,1,1,0,0,100.0,0,3,1,1,1,0.0,6.59,1190333,248196
0,60.0,0,0,0,0,0.0,4,0.0,0,0,0,0,2,0,0,0,0.0,3,2,0,0,0,0.0,6.58,932881,377757
0,0.0,4,0,0,0,0.0,7,0.0,0,0,5,0,1,0,0,0,0.0,0,2,0,0,0,0.0,6.58,1128899,248196
0,47.37,4,0,0,0,0.0,11,0.0,0,0,1,0,1,0,0,0,0.0,9,6,0,0,0,0.0,6.58,922048,21941
0,75.0,0,0,0,0,0.0,3,0.0,0,0,1,0,1,0,0,0,0.0,9,2,0,0,0,0.0,6.58,1185458,5251
2,22.22,1,0,0,0,,6,33.33,0,0,2,3,4,0,0,1,0.0,2,1,0,2,1,0.0,6.58,773629,5257
0,0.0,2,0,0,0,,3,0.0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.58,877404,248196
0,0.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.58,1015248,5254
0,50.0,0,0,0,0,0.0,2,0.0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0.0,6.58,1473448,277525
0,62.5,2,1,0,1,0.0,13,0.0,0,0,7,0,3,0,0,0,0.0,5,8,0,0,0,0.0,6.57,248023,188850
0,36.36,0,0,0,0,0.0,3,0.0,0,0,2,0,3,0,0,0,0.0,4,0,0,0,0,0.0,6.56,54686,5249
1,44.0,1,1,0,0,0.0,8,12.5,0,0,2,1,1,0,0,0,0.0,11,6,0,1,1,0.0,6.56,928506,188850
1,66.67,3,0,0,0,,8,12.5,0,0,2,2,3,1,0,0,100.0,2,2,1,1,1,0.0,6.56,965039,21941
0,25.0,0,0,0,0,0.0,3,0.0,0,0,0,0,2,0,0,0,0.0,1,1,0,0,0,0.0,6.56,1116357,5249
0,71.43,1,0,0,0,0.0,5,0.0,0,0,3,0,1,0,0,0,0.0,10,3,0,0,0,0.0,6.55,925620,134976
0,50.0,6,0,0,0,0.0,13,0.0,5,0,1,1,1,0,0,0,0.0,1,6,0,0,0,0.0,6.55,964939,394127
1,33.33,7,0,1,0,,12,8.33,2,0,0,0,2,0,0,0,0.0,2,3,0,0,1,0.0,6.55,868745,277525
0,0.0,1,1,0,0,,1,0.0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.55,921860,21941
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.55,881845,394127
0,50.0,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.55,877438,5251
0,41.67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,6.55,863327,394127
0,100.0,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,6.55,155772,188850
0,44.44,1,0,0,0,0.0,7,0.0,0,0,4,0,1,0,0,0,0.0,4,5,0,0,0,0.0,6.55,358502,248196
0,46.15,0,0,0,0,,7,0.0,1,0,2,1,3,0,0,0,0.0,6,4,0,0,0,0.0,6.54,877597,188850
0,100.0,3,0,0,0,,5,0.0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0.0,6.54,877435,21941
0,0.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.0,6.54,1473028,213638
0,43.48,1,0,0,1,0.0,4,0.0,0,0,0,0,1,0,0,0,0.0,10,2,0,0,0,0.0,6.54,1473534,248196
0,42.86,1,0,0,1,0.0,13,0.0,0,0,0,1,2,0,0,0,0.0,3,10,0,0,0,0.0,6.53,990271,21942
0,50.0,2,0,0,0,0.0,6,0.0,1,0,0,1,1,0,0,0,0.0,6,3,0,0,0,0.0,6.53,985108,5250
0,66.67,1,0,0,0,0.0,2,0.0,0,0,0,0,1,0,0,0,0.0,2,0,0,0,0,0.0,6.53,1473447,277525
1,0.0,3,0,0,0,0.0,11,9.09,0,0,3,3,3,1,0,0,100.0,0,5,1,1,1,0.0,6.53,330865,21942
1,37.5,1,0,0,0,0.0,8,12.5,0,0,3,0,6,0,0,0,0.0,3,1,0,1,1,0.0,6.53,1018573,5255
0,50.0,2,1,0,0,0.0,11,0.0,0,0,0,4,6,1,0,0,0.0,2,3,0,0,0,0.0,6.52,588584,5255
0,44.44,3,0,0,0,0.0,12,0.0,0,0,1,0,3,0,0,0,0.0,4,6,0,0,0,0.0,6.52,1133763,277525
