tackles,errorLeadToGoal,cleanSheet,interceptions,errorLeadToShot,penaltyConceded,ownGoals,clearances,dribbledPast,rating,player.id,team.id
21,0,0,7,0,0,0,10,7,6.71,966583,134976
8,0,2,20,0,2,0,54,4,6.71,965873,5251
28,0,0,12,0,0,0,6,19,6.7,1391980,377757
6,0,0,0,0,0,0,1,1,6.7,964923,277525
0,0,0,0,0,0,0,0,0,6.7,974113,377757
1,0,0,0,0,0,0,0,0,6.7,974099,5250
1,0,0,0,0,0,0,0,0,6.7,1177429,5250
3,0,0,1,0,0,0,0,2,6.7,975773,5257
1,0,0,3,0,0,0,2,1,6.7,1116363,21942
0,0,0,2,0,0,0,0,0,6.7,989375,5254
5,0,1,6,0,0,0,14,1,6.7,1485140,377757
6,0,0,5,0,0,0,5,5,6.7,1001813,377757
0,0,0,0,0,0,0,0,0,6.7,1521968,277525
29,0,4,14,0,1,0,19,11,6.69,158365,5250
26,0,3,11,0,0,0,7,12,6.69,989217,5249
17,0,4,18,0,0,0,12,13,6.69,877439,5255
5,0,0,2,0,0,0,0,6,6.69,869784,134976
24,0,11,21,0,1,0,21,5,6.69,858239,5255
6,0,1,2,0,0,0,0,3,6.69,249519,394127
5,0,0,1,0,0,0,5,2,6.69,850930,277525
6,0,3,14,0,0,0,28,3,6.69,1185732,5249
27,0,1,12,0,0,0,17,18,6.69,976170,134976
12,0,0,19,0,1,0,22,6,6.69,1185561,248196
0,0,3,0,0,2,0,17,0,6.69,931633,394127
13,0,1,4,0,0,0,19,2,6.69,1103933,248196
18,0,0,6,0,0,0,7,14,6.69,896840,188850
5,0,0,6,0,1,0,2,5,6.69,975544,5255
2,0,0,0,0,0,0,3,0,6.68,589580,21941
23,0,6,28,1,0,0,71,3,6.68,1495929,277525
10,0,1,4,0,0,1,8,3,6.68,1486740,248196
7,0,0,3,0,0,0,1,2,6.68,822722,21942
4,0,0,0,0,0,0,1,1,6.68,1092343,134976
25,0,3,6,0,0,0,19,6,6.68,338949,394127
19,0,0,9,0,0,0,5,5,6.68,1495658,377757
3,0,0,0,0,0,0,1,2,6.68,45794,5250
18,0,1,14,0,0,0,5,19,6.68,886502,5254
0,0,0,1,0,0,0,2,1,6.68,835655,134976
1,0,0,0,0,0,0,0,2,6.68,877434,5251
48,0,6,37,0,0,0,44,21,6.68,971199,5251
54,1,2,17,0,2,0,51,10,6.68,107596,188850
17,0,5,15,0,1,0,21,9,6.68,925611,134976
21,0,4,20,0,0,0,33,6,6.67,869783,394127
26,0,3,19,0,0,0,20,11,6.67,922739,5254
32,0,6,26,0,0,0,39,10,6.67,889119,5251
17,0,1,7,0,0,0,8,11,6.67,1185461,248196
19,0,5,14,0,0,0,21,10,6.67,925480,5250
6,0,0,5,0,0,0,4,3,6.67,1108522,5249
5,0,2,2,0,0,0,6,3,6.67,1475219,277525
23,0,7,13,0,1,0,25,9,6.67,826830,5249
0,0,0,0,0,0,0,2,0,6.67,1394753,5250
0,0,0,0,0,0,0,0,0,6.67,1116608,5257
29,0,5,15,0,1,0,35,10,6.67,964878,277525
6,0,0,1,0,0,0,1,1,6.66,894452,5250
18,0,1,3,0,0,0,2,18,6.65,1525502,5254
39,0,2,22,0,0,0,21,12,6.65,922095,5254
23,0,5,11,0,0,0,33,16,6.65,1495656,21942
7,0,3,21,0,2,1,76,7,6.65,339929,394127
4,0,2,4,0,0,0,10,3,6.65,1105297,5254
16,0,3,11,0,0,0,46,6,6.65,340551,394127
15,0,3,23,0,0,1,18,9,6.65,846486,5250
12,0,1,3,0,0,0,2,9,6.65,1215084,39723
9,0,0,5,0,0,0,12,4,6.65,985111,134976
10,0,2,17,0,0,0,18,11,6.64,1102459,394127
4,0,0,2,0,0,0,3,2,6.64,868743,5254
20,0,2,3,0,1,0,16,5,6.64,875822,39723
28,0,5,15,0,2,0,27,8,6.64,931382,21942
33,0,3,25,0,3,0,79,6,6.64,1473215,248196
7,0,0,3,0,0,0,28,3,6.64,220437,5249
15,0,3,7,0,0,0,8,9,6.64,975704,5255
12,0,5,21,0,0,1,72,8,6.64,827127,134976
6,0,1,7,0,0,0,10,1,6.64,842348,5250
4,0,0,3,0,0,0,4,7,6.63,925478,213638
0,0,0,0,0,0,0,4,0,6.63,822598,188850
7,0,0,6,0,0,0,1,5,6.63,990816,21941
30,1,4,20,0,1,0,28,20,6.63,931581,188850
0,0,0,1,0,0,0,0,0,6.63,158417,5257
40,0,2,20,0,1,0,40,12,6.63,1185465,248196
9,0,1,2,0,0,0,2,4,6.63,339997,213638
37,0,1,8,0,0,0,12,16,6.63,843265,248196
0,0,0,0,0,0,0,0,0,6.63,1517846,5251
0,0,1,0,0,1,0,1,0,6.63,1065598,39723
12,0,1,5,0,1,0,18,2,6.62,1066910,5255
0,0,0,0,0,0,0,4,1,6.62,1188874,248196
29,1,3,16,0,1,0,5,10,6.62,1105365,5255
14,0,1,10,0,1,0,12,9,6.62,822507,188850
4,0,0,4,0,1,0,3,2,6.61,1102458,39723
23,0,3,19,0,1,0,6,13,6.61,1017480,277525
1,0,0,3,0,0,0,1,2,6.61,146608,5257
29,0,4,33,0,3,0,85,13,6.61,1466301,5254
38,1,5,30,0,1,0,56,19,6.61,846827,377757
3,0,0,1,0,0,0,5,1,6.61,874641,5249
2,0,0,0,0,0,0,0,0,6.6,588594,394127
2,0,0,1,0,0,0,1,1,6.6,558788,213638
0,0,0,0,0,0,0,0,0,6.6,1201014,39723
1,0,0,1,0,0,0,0,0,6.6,1156172,5249
2,0,0,0,0,0,0,1,2,6.6,1145374,377757
0,0,0,0,0,0,0,0,2,6.6,1002475,188850
1,0,0,0,0,0,0,0,0,6.6,1185463,248196
1,0,0,0,0,0,0,0,0,6.6,1141759,134976
0,0,0,0,0,0,1,4,0,6.6,146240,21941
0,0,0,1,0,0,0,0,0,6.6,1483014,5249
3,0,1,1,0,0,0,3,2,6.59,885539,21942
4,0,0,0,0,0,0,1,0,6.59,941509,377757
9,0,1,18,0,1,0,14,5,6.59,1466354,5254
1,0,0,1,0,0,0,1,0,6.59,976958,188850
2,0,0,1,0,0,0,0,0,6.59,1190333,248196
4,0,0,1,0,0,0,3,4,6.58,932881,377757
1,0,0,0,0,0,0,0,1,6.58,1128899,248196
30,0,2,18,0,0,0,14,19,6.58,922048,21941
5,0,0,7,1,1,0,7,7,6.58,1185458,5251
5,0,0,7,0,0,0,1,3,6.58,773629,5257
0,0,0,1,0,0,0,2,0,6.58,877404,248196
6,0,0,0,0,0,0,1,1,6.58,1015248,5254
1,0,0,4,0,0,0,0,3,6.58,1473448,277525
10,0,1,5,0,0,0,7,3,6.57,248023,188850
5,0,0,1,0,1,0,0,5,6.56,54686,5249
14,0,3,11,0,1,0,40,8,6.56,928506,188850
3,0,0,2,0,0,0,2,2,6.56,965039,21941
4,0,0,0,0,0,0,1,0,6.56,1116357,5249
18,0,3,9,0,1,0,16,8,6.55,925620,134976
16,0,0,3,0,0,0,4,6,6.55,964939,394127
12,0,1,10,0,1,0,21,7,6.55,868745,277525
2,0,0,1,0,0,0,1,0,6.55,921860,21941
1,0,0,4,0,0,0,13,1,6.55,881845,394127
2,0,0,1,0,0,0,4,2,6.55,877438,5251
22,0,2,13,0,1,0,21,4,6.55,863327,394127
2,0,1,12,0,0,0,25,2,6.55,155772,188850
24,0,1,23,0,1,0,14,17,6.55,358502,248196
7,0,0,2,0,0,0,0,3,6.54,877597,188850
5,0,2,7,0,2,0,29,4,6.54,877435,21941
7,0,0,2,0,0,0,1,2,6.54,1473028,213638
27,0,2,21,0,0,0,25,14,6.54,1473534,248196
7,0,1,2,0,0,0,1,4,6.53,990271,21942
8,0,0,2,0,0,0,1,4,6.53,985108,5250
4,0,1,9,0,0,0,20,5,6.53,1473447,277525
1,0,0,0,0,0,0,1,2,6.53,330865,21942
1,0,0,1,0,1,0,3,1,6.53,1018573,5255
5,0,0,3,0,0,0,2,0,6.52,588584,5255
10,0,3,11,0,0,0,30,2,6.52,1133763,277525
4,0,0,0,0,0,0,1,5,6.52,798692,377757
7,0,0,3,0,0,0,1,4,6.52,343119,188850
9,0,3,8,0,1,0,32,6,6.52,883162,134976
8,0,0,4,0,0,0,4,5,6.51,1069637,377757
9,0,0,4,0,0,0,1,3,6.51,1018545,248196
1,0,0,3,0,0,0,2,0,6.51,938728,188850
5,0,0,6,0,0,0,22,3,6.51,932248,248196
12,0,3,12,0,2,0,21,10,6.51,1117831,134976
0,0,0,0,0,0,0,0,0,6.5,975708,5250
0,0,0,0,0,0,0,0,0,6.5,1094577,188850
0,0,0,0,0,0,0,2,0,6.5,873946,377757
1,0,0,0,0,0,0,0,0,6.5,1457531,5249
2,0,0,1,0,0,0,1,1,6.5,988081,134976
1,0,0,0,0,0,0,0,1,6.5,1470460,5255
2,0,0,0,0,0,0,2,2,6.5,1473012,377757
7,0,0,4,0,0,0,8,4,6.5,1108473,188850
0,0,0,0,0,0,0,0,0,6.5,1479183,5250
2,0,0,0,0,0,0,1,0,6.5,859701,21941
1,0,0,0,0,0,0,1,1,6.5,1517847,277525
1,0,0,0,0,0,0,1,1,6.5,826814,5249
0,0,1,0,0,0,0,1,0,6.5,37951,5257
1,0,0,1,0,0,0,1,0,6.5,992009,5254
4,0,0,5,0,1,0,16,0,6.5,277363,134976
14,0,1,5,0,0,0,5,6,6.49,1197424,5255
3,0,0,2,0,0,0,2,0,6.49,966841,188850
5,0,0,2,0,0,0,1,5,6.48,1495635,377757
2,0,0,0,0,0,0,2,3,6.48,1185829,21942
1,0,0,0,0,0,0,2,2,6.48,974049,213638
7,0,0,3,0,0,0,4,8,6.48,976964,134976
8,0,0,4,0,0,0,9,3,6.47,1103512,188850
2,0,0,1,0,0,0,0,1,6.47,1473005,377757
20,0,5,19,0,0,0,28,9,6.47,1142359,213638
18,0,0,2,0,0,0,6,12,6.46,1390303,377757
8,0,0,4,0,2,0,5,1,6.46,844613,5255
0,0,0,0,0,0,0,0,0,6.45,1201018,39723
0,0,0,1,0,0,0,1,1,6.45,976016,377757
19,0,0,9,0,0,0,13,15,6.44,793430,394127
0,0,0,2,0,0,0,1,4,6.44,1017166,248196
9,0,3,3,0,0,0,11,5,6.44,339961,21941
1,0,0,1,0,0,0,2,1,6.43,311994,5249
0,0,1,0,0,0,0,1,0,6.42,1495592,248196
8,0,1,8,0,1,0,24,6,6.41,1466376,5254
2,0,0,0,0,0,0,0,2,6.4,1002519,5250
0,0,0,1,0,0,0,0,0,6.4,1011433,188850
1,0,0,0,0,0,0,0,0,6.4,920899,134976
0,0,0,0,0,0,0,0,0,6.4,1197420,5255
0,0,0,0,0,0,0,0,1,6.4,1459664,5251
0,0,0,0,0,0,0,2,1,6.4,921388,134976
2,0,1,2,0,0,0,9,1,6.38,1020036,394127
8,0,1,12,0,0,0,10,6,6.36,873888,248196
0,0,0,0,0,0,0,0,0,6.35,52070,5255
0,0,0,0,0,0,0,0,0,6.35,1094962,394127
2,0,0,0,0,0,0,4,2,6.35,981590,277525
3,0,0,0,0,0,0,1,5,6.34,1473011,377757
6,0,0,1,0,0,0,6,9,6.34,928507,188850
4,0,0,0,0,0,0,0,1,6.33,1416329,5251
0,0,1,0,0,0,0,7,0,6.32,873463,394127
7,0,0,8,0,0,0,9,3,6.32,1121486,213638
0,0,0,0,0,0,0,0,0,6.3,1482441,21942
0,0,0,0,0,0,0,0,0,6.3,869788,5254
1,0,0,0,0,0,0,0,1,6.3,1185827,21942
1,0,0,0,0,1,0,0,0,6.3,1172588,5251
1,0,0,2,0,0,0,7,0,6.27,1479175,134976
0,0,1,0,0,1,0,4,0,6.27,155766,21942
0,0,0,0,0,0,0,0,0,6.25,1092606,213638
0,0,0,0,0,0,0,1,0,6.25,1466876,5251
2,0,0,1,0,0,0,5,4,6.2,964884,394127
1,0,0,1,0,0,0,2,2,6.2,1464255,5249
2,0,0,6,0,2,0,14,1,6.16,1201400,5250
4,0,0,1,0,0,0,3,3,6.15,1485141,377757
1,0,0,2,0,0,0,0,2,6.13,1473216,394127
0,0,0,0,0,0,0,0,0,6.1,822715,188850
4,0,0,3,0,0,0,2,0,6.05,1396217,5251
2,0,0,0,0,2,0,5,0,6.03,126094,21942
2,0,0,3,0,1,0,2,1,6.0,590094,213638
2,1,0,7,0,1,0,23,1,6.0,246967,21942
0,0,0,0,0,0,0,1,0,5.5,1185493,213638
0,0,0,0,0,0,0,0,0,0.0,126614,188850
0,0,0,0,0,0,0,0,0,0.0,981344,394127
0,0,0,0,0,0,0,0,0,0.0,1473021,213638
0,0,0,0,0,0,0,0,0,0.0,1002442,5255
0,0,0,0,0,0,0,0,0,0.0,1103934,277525
0,0,0,0,0,0,0,0,0,0.0,1156400,377757
0,0,0,0,0,0,0,0,0,0.0,1518765,21942
