name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Thiago Serpa,thiago-serpa,T. Serpa,M,178.0,,5,1004135,22.0,1999-07-24,,377757,97000.0,BR,Brazil,97000.0,EUR,https://api.sofascore.app/api/v1/player/1004135/image
Gabriel Achilier,gabriel-achilier,G. Achilier,D,180.0,Right,42,37047,24.0,1985-03-24,,277525,275000.0,EC,Ecuador,275000.0,EUR,https://api.sofascore.app/api/v1/player/37047/image
Moisés Ramírez,moises-ramirez,M. Ramírez,G,185.0,Right,347,923237,1.0,2000-09-09,,39723,1100000.0,EC,Ecuador,1100000.0,EUR,https://api.sofascore.app/api/v1/player/923237/image
Jhojan Julio,jhojan-julio,J. Julio,M,168.0,Right,258,925741,26.0,1998-02-11,2024-12-31,5257,1100000.0,EC,Ecuador,1100000.0,EUR,https://api.sofascore.app/api/v1/player/925741/image
Cristhian Solano,solano-cristhian,C. Solano,M,,,5,1119725,11.0,1999-02-08,,277525,,,,,EUR,https://api.sofascore.app/api/v1/player/1119725/image
Byron Angulo,angulo-byron,B. Angulo,M,,,7,1185457,13.0,1996-10-15,,21942,280000.0,EC,Ecuador,280000.0,EUR,https://api.sofascore.app/api/v1/player/1185457/image
Dennis Corozo,dennis-corozo,D. Corozo,G,190.0,Right,1,33227,,1988-04-05,,241802,165000.0,EC,Ecuador,165000.0,EUR,https://api.sofascore.app/api/v1/player/33227/image
Agustín Rodríguez,agustin-rodriguez,A. Rodríguez,F,184.0,Right,61,1108468,36.0,1998-02-10,2023-12-31,48242,460000.0,UY,Uruguay,460000.0,EUR,https://api.sofascore.app/api/v1/player/1108468/image
Angel Quiñonez,angel-quinonez,A. Quiñonez,F,,Right,16,886545,20.0,1996-09-04,,5254,210000.0,EC,Ecuador,210000.0,EUR,https://api.sofascore.app/api/v1/player/886545/image
Leonai Souza de Almeida,leonai-souza-de-almeida,L. S. d. Almeida,M,174.0,Right,56,1021850,22.0,1995-04-28,2023-12-31,5250,825000.0,BR,Brazil,825000.0,EUR,https://api.sofascore.app/api/v1/player/1021850/image
Dennis Quintero,dennis-quintero,D. Quintero,D,177.0,Right,3,789917,29.0,1997-06-14,,21941,630000.0,EC,Ecuador,630000.0,EUR,https://api.sofascore.app/api/v1/player/789917/image
Sergio Gonzalez,sergio-gonzalez,S. Gonzalez,F,179.0,Right,12,790806,32.0,1995-04-05,,134976,380000.0,AR,Argentina,380000.0,EUR,https://api.sofascore.app/api/v1/player/790806/image
Rolando David Silva,silva-rolando-david,R. D. Silva,G,,,1,1020039,12.0,1995-06-15,,277525,520000.0,EC,Ecuador,520000.0,EUR,https://api.sofascore.app/api/v1/player/1020039/image
Eber Caicedo,eber-caicedo,E. Caicedo,F,,,2,226216,13.0,1991-05-03,,5254,145000.0,EC,Ecuador,145000.0,EUR,https://api.sofascore.app/api/v1/player/226216/image
Juan Anangonó,juan-anangono,J. Anangonó,F,185.0,Right,37,125076,25.0,1989-04-13,,7024,290000.0,EC,Ecuador,290000.0,EUR,https://api.sofascore.app/api/v1/player/125076/image
Joao Quinones,quinones-joao,J. Quinones,D,,,3,939465,88.0,1999-05-15,,394127,215000.0,EC,Ecuador,215000.0,EUR,https://api.sofascore.app/api/v1/player/939465/image
Jhon Ontaneda,ontaneda-jhon,J. Ontaneda,D,,,4,989402,3.0,1996-06-02,2025-12-31,248196,410000.0,EC,Ecuador,410000.0,EUR,https://api.sofascore.app/api/v1/player/989402/image
Jorge Ordóñez,jorge-ordonez,J. Ordóñez,M,182.0,,15,869786,43.0,1995-06-27,2023-12-31,5254,370000.0,EC,Ecuador,370000.0,EUR,https://api.sofascore.app/api/v1/player/869786/image
Ángel Gracia,angel-gracia,Á. Gracia,D,175.0,Left,3,805126,,1989-05-30,,339975,330000.0,EC,Ecuador,330000.0,EUR,https://api.sofascore.app/api/v1/player/805126/image
Andrés Sánchez,andres-sanchez,A. Sánchez,M,,,1,1473020,22.0,1996-08-24,,213638,140000.0,EC,Ecuador,140000.0,EUR,https://api.sofascore.app/api/v1/player/1473020/image
Robert Burbano,robert-burbano,R. Burbano,M,180.0,Right,13,339557,10.0,1995-04-10,2023-12-31,277525,515000.0,EC,Ecuador,515000.0,EUR,https://api.sofascore.app/api/v1/player/339557/image
Jesús Trindade,jesus-trindade,J. Trindade,M,176.0,Right,124,924855,41.0,1993-07-10,2024-06-30,5250,1200000.0,UY,Uruguay,1200000.0,EUR,https://api.sofascore.app/api/v1/player/924855/image
Matías Fernández,matias-fernandez,M. Fernández,M,172.0,Right,237,805170,13.0,1995-08-14,,39723,1000000.0,CL,Chile,1000000.0,EUR,https://api.sofascore.app/api/v1/player/805170/image
Joseph Espinoza,espinoza-joseph,J. Espinoza,M,169.0,Right,12,1004132,5.0,2000-07-02,,5255,260000.0,EC,Ecuador,260000.0,EUR,https://api.sofascore.app/api/v1/player/1004132/image
Facundo Rivero,facundo-rivero,F. Rivero,D,190.0,Both,5,1210374,28.0,1993-08-07,,134976,245000.0,AR,Argentina,245000.0,EUR,https://api.sofascore.app/api/v1/player/1210374/image
Luis Castillo,castillo-luis,L. Castillo,D,178.0,,1,985109,20.0,1999-04-26,,21942,135000.0,EC,Ecuador,135000.0,EUR,https://api.sofascore.app/api/v1/player/985109/image
Kelvin Osorio,kelvin-osorio,K. Osorio,M,181.0,Right,35,818997,93.0,1993-10-29,,134976,775000.0,CO,Colombia,775000.0,EUR,https://api.sofascore.app/api/v1/player/818997/image
Luca Sosa,luca-sosa,L. Sosa,D,187.0,Left,25,789668,3.0,1994-06-11,,5250,955000.0,AR,Argentina,955000.0,EUR,https://api.sofascore.app/api/v1/player/789668/image
