saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.id,team.id
0,0,0,0,7,0,0,0,12,0,0,3,0,6.92,359098,5257
0,0,0,0,0,0,0,0,10,0,0,1,0,6.92,1464025,39723
78,44,11,0,6,33,4,3,28,4,1,4,19,6.92,805464,377757
0,0,0,0,5,0,0,0,29,0,0,5,0,6.91,47668,377757
0,0,0,0,1,0,0,0,7,0,0,0,0,6.91,1018554,5255
0,0,0,0,2,0,0,0,12,0,0,4,0,6.91,897059,5257
0,0,0,0,5,0,0,0,7,0,0,1,0,6.91,805203,5249
0,0,0,0,2,0,0,0,17,0,0,8,0,6.9,1134650,277525
0,0,0,0,0,0,0,0,6,0,0,0,0,6.9,1116667,5249
0,0,0,0,13,0,0,0,20,0,0,4,0,6.9,898990,5255
0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,339563,5249
8,6,1,0,2,2,2,3,3,2,1,1,2,6.9,1067803,39723
0,0,0,0,3,0,0,0,2,0,0,2,0,6.89,1116579,5257
0,0,0,0,1,0,0,0,8,0,0,1,0,6.89,590176,5257
0,0,0,0,1,0,0,0,11,0,0,3,0,6.89,868742,5255
0,0,0,0,10,0,0,0,30,0,0,2,0,6.89,827135,21942
0,0,0,0,0,0,0,0,4,0,0,1,0,6.89,998401,134976
0,0,0,0,5,0,0,0,35,0,0,3,0,6.88,1461225,5254
0,0,0,0,4,0,0,0,32,0,0,3,0,6.88,1466377,5254
0,0,0,0,8,0,0,0,23,0,0,3,0,6.88,588628,21941
0,0,0,0,2,0,0,0,9,0,0,0,0,6.88,1015290,213638
0,0,0,0,7,0,0,0,22,0,0,1,0,6.88,849170,5250
0,0,0,0,1,0,0,0,3,0,0,0,0,6.88,1118571,377757
0,0,0,0,5,0,0,0,9,0,0,3,0,6.88,971200,5255
0,0,0,0,0,0,0,0,15,0,0,1,0,6.87,846663,5249
0,0,0,0,1,0,0,0,24,0,0,3,0,6.87,1479176,134976
0,0,0,0,0,0,0,0,2,0,0,0,0,6.87,1122552,39723
0,0,0,0,4,0,0,0,21,0,0,1,0,6.87,871814,21942
0,0,0,0,6,0,0,0,16,0,0,4,0,6.86,844615,5249
0,0,0,0,0,0,0,0,21,0,0,4,0,6.86,882607,213638
0,0,0,0,6,0,0,0,23,0,0,4,0,6.86,896857,213638
0,0,0,0,0,0,0,0,6,0,0,0,0,6.86,1474739,394127
0,0,0,0,2,0,0,0,3,0,0,0,0,6.86,1065584,39723
0,0,0,0,1,0,0,0,15,0,0,3,0,6.86,1049725,188850
0,0,0,0,1,0,0,0,13,0,0,1,0,6.85,1090134,5250
0,0,0,0,1,0,0,0,14,0,0,2,0,6.85,1004135,377757
0,0,0,0,9,0,0,0,25,0,0,7,0,6.85,37047,277525
37,18,6,0,9,19,7,5,17,7,0,1,8,6.85,923237,39723
0,0,0,0,3,0,0,0,11,0,0,0,0,6.85,925741,5257
0,0,0,0,2,0,0,0,21,0,0,8,0,6.85,1119725,277525
0,0,0,0,0,0,0,0,12,0,0,0,0,6.85,1185457,21942
34,16,11,0,6,18,0,2,16,0,0,1,11,6.85,33227,213638
0,0,0,0,0,0,0,0,3,0,0,0,0,6.84,1108468,5250
0,0,0,0,1,0,0,0,7,0,0,0,0,6.84,886545,5254
0,0,0,0,6,0,0,0,26,0,0,3,0,6.84,1021850,5250
0,0,0,0,7,0,0,0,23,0,0,2,0,6.84,789917,21941
0,0,0,0,3,0,0,0,32,0,0,4,0,6.84,790806,134976
71,39,19,0,9,32,11,8,26,11,0,8,38,6.84,1020039,277525
0,0,0,0,0,0,0,0,5,0,0,0,0,6.84,226216,5254
0,0,0,0,0,0,0,0,5,0,0,3,0,6.84,125076,5257
0,0,0,0,4,0,0,0,10,0,0,1,0,6.84,939465,394127
0,0,0,0,4,0,0,0,38,0,0,5,0,6.83,989402,248196
0,0,0,0,3,0,0,0,21,0,0,2,0,6.83,869786,5254
0,0,0,0,0,0,0,0,2,0,0,0,0,6.83,805126,188850
0,0,0,0,0,0,0,0,2,0,0,0,0,6.83,1473020,213638
0,0,0,0,6,0,0,0,25,0,0,7,0,6.83,339557,277525
0,0,0,0,3,0,0,0,12,0,0,1,0,6.83,924855,5250
0,0,0,0,4,0,0,0,15,0,0,1,0,6.83,805170,39723
0,0,0,0,3,0,0,0,8,0,0,0,0,6.83,1004132,5255
0,0,0,0,4,0,0,0,24,0,0,3,0,6.83,1210374,134976
0,0,0,0,2,0,0,0,0,0,0,0,0,6.83,985109,21942
0,0,0,0,0,0,0,0,6,0,0,0,0,6.82,818997,134976
0,0,0,0,9,0,0,0,29,0,0,3,0,6.82,789668,5250
0,0,0,0,10,0,0,0,26,0,0,7,0,6.82,846671,5251
0,0,0,0,0,0,0,0,1,0,0,0,0,6.82,822719,134976
28,20,8,0,2,8,4,4,12,4,0,1,4,6.82,923195,134976
0,0,0,0,8,0,0,0,24,0,0,3,0,6.82,943177,213638
0,0,0,0,3,0,0,0,6,0,0,1,0,6.81,588596,5251
0,0,0,0,3,0,0,0,3,0,0,0,0,6.81,1473025,213638
0,0,0,0,6,0,0,0,12,0,0,3,0,6.81,922853,5257
0,0,0,0,6,0,0,0,18,0,0,4,0,6.81,859969,377757
0,0,0,0,0,0,0,0,8,0,0,3,0,6.81,873889,5251
0,0,0,0,0,0,0,0,6,0,0,0,0,6.81,922092,5254
0,0,0,0,1,0,0,0,18,0,0,0,0,6.81,293235,5250
0,0,0,0,0,0,0,0,19,0,0,1,0,6.81,868275,5250
0,0,0,0,8,0,0,0,25,0,0,2,0,6.81,588640,213638
0,0,0,0,1,0,0,0,29,0,0,5,0,6.81,805166,394127
0,0,0,0,3,0,0,0,40,0,0,4,0,6.8,1185460,248196
0,0,0,0,0,0,0,0,9,0,0,1,0,6.8,1431770,39723
0,0,0,0,4,0,0,0,11,0,0,3,0,6.8,1105564,213638
0,0,0,0,0,0,0,0,3,0,0,2,0,6.8,984979,277525
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,822717,5255
0,0,0,0,0,0,0,0,2,0,0,0,0,6.8,248045,21941
0,0,0,0,2,0,0,0,5,0,0,0,0,6.8,249665,5249
3,2,0,0,0,1,0,0,1,0,0,0,3,6.8,985144,5249
0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,1482436,21942
0,0,0,0,0,0,0,0,3,0,0,0,0,6.8,155796,5254
0,0,0,0,1,0,0,0,1,0,0,1,0,6.8,1473188,21941
14,10,1,0,3,3,1,0,7,1,0,0,8,6.8,848617,394127
0,0,0,0,2,0,0,0,6,0,0,2,0,6.8,905565,188850
0,0,0,0,7,0,0,0,16,0,0,0,0,6.79,805296,188850
0,0,0,0,7,0,0,0,17,0,0,3,0,6.79,832468,5249
0,0,0,0,0,0,0,0,12,0,0,2,0,6.79,925605,5254
0,0,0,0,1,0,0,0,12,0,0,2,0,6.79,146300,5250
0,0,0,0,0,0,0,0,5,0,0,1,0,6.79,1096661,394127
0,0,0,0,7,0,0,0,5,0,0,2,0,6.79,1459658,5257
23,12,1,0,1,11,1,4,11,1,1,2,6,6.79,991138,5250
0,0,0,0,1,0,0,0,3,0,0,0,0,6.79,1065585,39723
0,0,0,0,2,0,0,0,20,0,0,1,0,6.78,1020186,21941
0,0,0,0,1,0,0,0,22,0,0,3,0,6.78,125075,248196
0,0,0,0,1,0,0,0,6,0,0,1,0,6.78,976102,5255
0,0,0,0,1,0,0,0,16,0,0,1,0,6.78,1468325,377757
0,0,0,0,1,0,0,0,15,0,0,0,0,6.78,826819,5254
0,0,0,0,5,0,0,0,8,0,0,1,0,6.78,805244,5251
0,0,0,0,0,0,0,0,14,0,0,1,0,6.78,805316,21942
0,0,0,0,0,0,0,0,1,0,0,1,0,6.78,1002530,39723
0,0,0,0,0,0,0,0,2,0,0,0,0,6.78,987648,21942
0,0,0,0,0,0,0,0,6,0,0,0,0,6.78,1108521,377757
0,0,0,0,12,0,0,0,23,0,0,4,0,6.77,1092353,213638
0,0,0,0,1,0,0,0,11,0,0,1,0,6.77,827122,277525
0,0,0,0,1,0,0,0,10,0,0,1,0,6.77,992093,39723
0,0,0,0,1,0,0,0,27,0,0,4,0,6.77,588626,394127
0,0,0,0,2,0,0,0,17,0,0,2,0,6.77,909664,21941
0,0,0,0,1,0,0,0,15,0,0,3,0,6.77,915158,5251
0,0,0,0,5,0,0,0,13,0,0,2,0,6.77,846828,21941
0,0,0,0,4,0,0,0,19,0,0,0,0,6.77,588630,39723
0,0,0,0,0,0,0,0,6,0,0,0,0,6.76,1020038,394127
0,0,0,0,0,0,0,0,5,0,0,0,0,6.76,220439,213638
0,0,0,0,2,0,0,0,5,0,0,0,0,6.76,340197,21942
0,0,0,0,2,0,0,0,5,0,0,2,0,6.76,33120,39723
0,0,0,0,0,0,0,0,10,0,0,5,0,6.76,1190984,5251
0,0,0,0,1,0,0,0,17,0,0,1,0,6.76,881847,5249
0,0,0,0,5,0,0,0,30,0,0,2,0,6.76,1184983,21942
0,0,0,0,3,0,0,0,13,0,0,0,0,6.76,896623,39723
0,0,0,0,3,0,0,0,18,0,0,1,0,6.76,106461,5250
0,0,0,0,0,0,0,0,13,0,0,2,0,6.76,787750,5254
0,0,0,0,0,0,0,0,11,0,0,1,0,6.76,1106546,39723
0,0,0,0,1,0,0,0,8,0,0,1,0,6.76,1002950,5250
83,44,2,0,3,39,1,8,41,1,1,4,17,6.75,922858,248196
0,0,0,0,13,0,0,0,21,0,0,3,0,6.75,1019932,213638
0,0,0,0,1,0,0,0,22,0,0,3,0,6.75,1177802,134976
0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,1604235,21942
0,0,0,0,0,0,0,0,5,0,0,0,0,6.75,882068,5254
0,0,0,0,0,0,0,0,5,0,0,0,0,6.75,789888,394127
0,0,0,0,0,0,0,0,2,0,0,0,0,6.75,1103523,188850
0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,1117777,277525
63,38,10,0,6,25,1,5,25,1,0,3,4,6.75,925598,134976
0,0,0,0,0,0,0,0,6,0,0,1,0,6.75,826832,134976
0,0,0,0,3,0,0,0,22,0,0,3,0,6.75,1017449,248196
0,0,0,0,0,0,0,0,11,0,0,0,0,6.74,903650,21942
0,0,0,0,0,0,0,0,2,0,0,1,0,6.74,1485501,5249
0,0,0,0,1,0,0,0,12,0,0,1,0,6.74,1495599,377757
0,0,0,0,6,0,0,0,37,0,0,5,0,6.74,1103526,188850
0,0,0,0,0,0,0,0,9,0,0,3,0,6.74,883301,277525
0,0,0,0,9,0,0,0,27,0,0,5,0,6.74,896879,5251
63,30,7,0,9,33,1,7,23,1,0,3,13,6.74,155764,21941
0,0,0,0,1,0,0,0,6,0,0,0,0,6.74,846662,39723
0,0,0,0,3,0,0,0,31,0,0,5,0,6.74,931653,188850
45,25,16,0,4,20,4,9,25,3,1,1,9,6.74,886492,5254
0,0,0,0,0,0,0,0,9,0,0,0,0,6.74,869785,21941
0,0,0,0,4,0,0,0,6,0,0,3,0,6.74,937863,5257
0,0,0,0,5,0,0,0,13,0,0,2,0,6.74,932247,134976
0,0,0,0,0,0,0,0,22,0,0,3,0,6.73,913609,377757
0,0,0,0,3,0,0,0,24,0,0,7,0,6.73,976167,277525
0,0,0,0,1,0,0,0,12,0,0,1,0,6.73,787563,39723
0,0,0,0,3,0,0,0,30,0,0,4,0,6.73,1473214,394127
0,0,0,0,1,0,0,0,1,0,0,1,0,6.73,158407,5255
0,0,0,0,1,0,0,0,17,0,0,1,0,6.73,312194,277525
0,0,0,0,2,0,0,0,18,0,0,2,0,6.73,921961,394127
0,0,0,0,3,0,0,0,16,0,0,1,0,6.73,922104,134976
0,0,0,0,0,0,0,0,4,0,0,0,0,6.73,1461227,5254
0,0,0,0,0,0,0,0,3,0,0,1,0,6.73,314094,248196
0,0,0,0,0,0,0,0,7,0,0,1,0,6.73,1186831,5251
0,0,0,0,0,0,0,0,2,0,0,0,0,6.73,384486,377757
0,0,0,0,12,0,0,0,29,0,0,4,0,6.73,1169072,213638
0,0,0,0,0,0,0,0,29,0,0,3,0,6.73,938611,188850
0,0,0,0,1,0,0,0,6,0,0,0,0,6.73,906807,39723
0,0,0,0,0,0,0,0,3,0,0,1,0,6.73,874724,21941
0,0,0,0,6,0,0,0,26,0,0,5,0,6.72,873737,377757
0,0,0,0,1,0,0,0,3,0,0,0,0,6.72,1404583,5255
0,0,0,0,0,0,0,0,22,0,0,2,0,6.72,588620,248196
0,0,0,0,0,0,0,0,3,0,0,0,0,6.72,1474796,394127
0,0,0,0,0,0,0,0,2,0,0,0,0,6.72,1185054,21941
0,0,0,0,3,0,0,0,14,0,0,2,0,6.72,1020037,21941
0,0,0,0,6,0,0,0,24,0,0,4,0,6.72,827138,134976
0,0,0,0,0,0,0,0,14,0,0,3,0,6.72,1022783,5251
0,0,0,0,3,0,0,0,13,0,0,2,0,6.72,338951,21941
0,0,0,0,0,0,0,0,8,0,0,1,0,6.72,927271,21941
0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,868777,5257
0,0,0,0,1,0,0,0,1,0,0,0,0,6.72,1018168,5255
0,0,0,0,3,0,0,0,22,0,0,3,0,6.72,1131289,394127
0,0,0,0,1,0,0,0,22,0,0,3,0,6.71,220757,188850
0,0,0,0,0,0,0,0,5,0,0,0,0,6.71,1103938,5249
0,0,0,0,2,0,0,0,17,0,0,2,0,6.71,885589,248196
0,0,0,0,0,0,0,0,1,0,0,0,0,6.71,868706,277525
0,0,0,0,3,0,0,0,19,0,0,3,0,6.71,1109883,21941
0,0,0,0,1,0,0,0,12,0,0,1,0,6.71,975536,5250
0,0,0,0,0,0,0,0,14,0,0,1,0,6.71,338957,5249
0,0,0,0,0,0,0,0,2,0,0,0,0,6.71,922854,377757
0,0,0,0,4,0,0,0,10,0,0,3,0,6.71,147358,5249
0,0,0,0,2,0,0,0,3,0,0,1,0,6.71,1002458,39723
0,0,0,0,0,0,0,0,11,0,0,1,0,6.71,966583,134976
0,0,0,0,2,0,0,0,12,0,0,4,0,6.71,965873,5251
0,0,0,0,0,0,0,0,17,0,0,3,0,6.7,1391980,377757
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,964923,277525
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,974113,377757
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,974099,5250
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1177429,5250
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,975773,5257
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,1116363,21942
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,989375,5254
0,0,0,0,1,0,0,0,5,0,0,1,0,6.7,1485140,377757
0,0,0,0,0,0,0,0,3,0,0,0,0,6.7,1001813,377757
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1521968,277525
0,0,0,0,4,0,0,0,14,0,0,1,0,6.69,158365,5250
0,0,0,0,3,0,0,0,5,0,0,0,0,6.69,989217,5249
0,0,0,0,4,0,0,0,6,0,0,2,0,6.69,877439,5255
0,0,0,0,0,0,0,0,6,0,0,1,0,6.69,869784,134976
0,0,0,0,11,0,0,0,19,0,0,3,0,6.69,858239,5255
0,0,0,0,1,0,0,0,8,0,0,0,0,6.69,249519,394127
0,0,0,0,0,0,0,0,11,0,0,5,0,6.69,850930,277525
0,0,0,0,3,0,0,0,7,0,0,1,0,6.69,1185732,5249
0,0,0,0,1,0,0,0,26,0,0,2,0,6.69,976170,134976
0,0,0,0,0,0,0,0,14,0,0,2,0,6.69,1185561,248196
47,29,8,0,3,18,0,4,22,0,0,3,37,6.69,931633,394127
0,0,0,0,1,0,0,0,8,0,0,2,0,6.69,1103933,248196
0,0,0,0,0,0,0,0,28,0,0,5,0,6.69,896840,188850
0,0,0,0,0,0,0,0,9,0,0,2,0,6.69,975544,5255
0,0,0,0,0,0,0,0,2,0,0,1,0,6.68,589580,21941
0,0,0,0,6,0,0,0,18,0,0,6,0,6.68,1495929,277525
0,0,0,0,1,0,0,0,6,0,0,0,0,6.68,1486740,248196
0,0,0,0,0,0,0,0,3,0,0,0,0,6.68,822722,21942
0,0,0,0,0,0,0,0,4,0,0,0,0,6.68,1092343,134976
0,0,0,0,3,0,0,0,11,0,0,2,0,6.68,338949,394127
0,0,0,0,0,0,0,0,14,0,0,4,0,6.68,1495658,377757
0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,45794,5250
0,0,0,0,1,0,0,0,22,0,0,2,0,6.68,886502,5254
0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,835655,134976
0,0,0,0,0,0,0,0,4,0,0,1,0,6.68,877434,5251
0,0,0,0,6,0,0,0,27,0,0,5,0,6.68,971199,5251
0,0,0,0,2,0,0,0,23,0,0,2,0,6.68,107596,188850
0,0,0,0,5,0,0,0,30,0,0,2,0,6.68,925611,134976
0,0,0,0,4,0,0,0,29,0,0,4,0,6.67,869783,394127
0,0,0,0,3,0,0,0,18,0,0,0,0,6.67,922739,5254
0,0,0,0,6,0,0,0,22,0,0,3,0,6.67,889119,5251
0,0,0,0,1,0,0,0,25,0,0,2,0,6.67,1185461,248196
0,0,0,0,5,0,0,0,18,0,0,1,0,6.67,925480,5250
0,0,0,0,0,0,0,0,5,0,0,1,0,6.67,1108522,5249
0,0,0,0,2,0,0,0,13,0,0,4,0,6.67,1475219,277525
0,0,0,0,7,0,0,0,21,0,0,1,0,6.67,826830,5249
0,0,0,0,0,0,0,0,1,0,0,0,0,6.67,1394753,5250
0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,1116608,5257
0,0,0,0,5,0,0,0,22,0,0,5,0,6.67,964878,277525
0,0,0,0,0,0,0,0,6,0,0,2,0,6.66,894452,5250
0,0,0,0,1,0,0,0,11,0,0,1,0,6.65,1525502,5254
0,0,0,0,2,0,0,0,21,0,0,1,0,6.65,922095,5254
0,0,0,0,5,0,0,0,10,0,0,1,0,6.65,1495656,21942
0,0,0,0,3,0,0,1,28,0,0,3,0,6.65,339929,394127
0,0,0,0,2,0,0,0,3,0,0,0,0,6.65,1105297,5254
0,0,0,0,3,0,0,0,14,0,0,1,0,6.65,340551,394127
0,0,0,0,3,0,0,0,21,0,0,3,0,6.65,846486,5250
0,0,0,0,1,0,0,0,7,0,0,1,0,6.65,1215084,39723
0,0,0,0,0,0,0,0,10,0,0,1,0,6.65,985111,134976
0,0,0,0,2,0,0,0,19,0,0,3,0,6.64,1102459,394127
0,0,0,0,0,0,0,0,13,0,0,1,0,6.64,868743,5254
0,0,0,0,2,0,0,0,12,0,0,0,0,6.64,875822,39723
0,0,0,0,5,0,0,0,19,0,0,1,0,6.64,931382,21942
0,0,0,0,3,0,0,0,30,0,0,6,0,6.64,1473215,248196
0,0,0,0,0,0,0,0,8,0,0,0,0,6.64,220437,5249
0,0,0,0,3,0,0,0,8,0,0,2,0,6.64,975704,5255
0,0,0,0,5,0,0,0,24,0,0,2,0,6.64,827127,134976
0,0,0,0,1,0,0,0,9,0,0,1,0,6.64,842348,5250
0,0,0,0,0,0,0,0,11,0,0,2,0,6.63,925478,213638
0,0,0,0,0,0,0,0,6,0,0,2,0,6.63,822598,188850
0,0,0,0,0,0,0,0,2,0,0,1,0,6.63,990816,21941
0,0,0,0,4,0,0,0,29,0,0,4,0,6.63,931581,188850
0,0,0,0,0,0,0,0,3,0,0,1,0,6.63,158417,5257
0,0,0,0,2,0,0,0,29,0,0,5,0,6.63,1185465,248196
0,0,0,0,1,0,0,0,10,0,0,0,0,6.63,339997,213638
0,0,0,0,1,0,0,0,42,0,0,4,0,6.63,843265,248196
0,0,0,0,0,0,0,0,2,0,0,0,0,6.63,1517846,5251
9,3,1,0,1,6,1,1,5,1,0,0,0,6.63,1065598,39723
0,0,0,0,1,0,0,0,8,0,0,0,0,6.62,1066910,5255
0,0,0,0,0,0,0,0,8,0,0,0,0,6.62,1188874,248196
0,0,0,0,3,0,0,0,11,0,0,2,0,6.62,1105365,5255
0,0,0,0,1,0,0,0,22,0,0,3,0,6.62,822507,188850
0,0,0,0,0,0,0,0,2,0,0,1,0,6.61,1102458,39723
0,0,0,0,3,0,0,0,19,0,0,2,0,6.61,1017480,277525
0,0,0,0,0,0,0,0,0,0,0,1,0,6.61,146608,5257
0,0,0,0,4,0,0,0,33,0,0,1,0,6.61,1466301,5254
0,0,0,0,5,0,0,0,22,0,0,3,0,6.61,846827,377757
0,0,0,0,0,0,0,0,3,0,0,0,0,6.61,874641,5249
0,0,0,0,0,0,0,0,3,0,0,0,0,6.6,588594,394127
0,0,0,0,0,0,0,0,2,0,0,0,0,6.6,558788,213638
0,0,0,0,0,0,0,0,2,0,0,0,0,6.6,1201014,39723
0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,1156172,5249
0,0,0,0,0,0,0,0,2,0,0,1,0,6.6,1145374,377757
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1002475,188850
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1185463,248196
0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,1141759,134976
7,6,2,0,0,1,0,0,4,0,0,0,2,6.6,146240,21941
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1483014,5249
0,0,0,0,1,0,0,0,2,0,0,0,0,6.59,885539,21942
0,0,0,0,0,0,0,0,1,0,0,0,0,6.59,941509,377757
0,0,0,0,1,0,0,0,17,0,0,3,0,6.59,1466354,5254
0,0,0,0,0,0,0,0,3,0,0,0,0,6.59,976958,188850
0,0,0,0,0,0,0,0,1,0,0,0,0,6.59,1190333,248196
0,0,0,0,0,0,0,0,6,0,0,2,0,6.58,932881,377757
0,0,0,0,0,0,0,0,2,0,0,2,0,6.58,1128899,248196
0,0,0,0,2,0,0,0,19,0,0,2,0,6.58,922048,21941
0,0,0,0,0,0,0,0,6,0,0,2,0,6.58,1185458,5251
0,0,0,0,0,0,0,0,3,0,0,3,0,6.58,773629,5257
0,0,0,0,0,0,0,0,2,0,0,0,0,6.58,877404,248196
0,0,0,0,0,0,0,0,2,0,0,1,0,6.58,1015248,5254
0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,1473448,277525
0,0,0,0,1,0,0,0,28,0,0,3,0,6.57,248023,188850
