name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Sergio Llamas,sergio-llamas,S. L. Pardo,M,178.0,,1,268351,14.0,1993-03-06,,47701,260000.0,ES,Spain,260000.0,EUR,https://api.sofascore.app/api/v1/player/268351/image
Franz Gonzales,franz-gonzales,F. Gonzales,M,171.0,Right,14,1016168,15.0,2000-06-26,2023-12-31,33820,235000.0,BO,Bolivia,235000.0,EUR,https://api.sofascore.app/api/v1/player/1016168/image
Manuel Bonilla,manuel-bonilla,M. Bonilla,D,176.0,,0,1189882,16.0,2005-03-12,,273544,,,,,EUR,https://api.sofascore.app/api/v1/player/1189882/image
Diego Navarro,diego-navarro,D. Navarro,M,179.0,,1,941618,27.0,1992-12-08,,268082,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/941618/image
Miguel Paredes,miguel-paredes,M. Paredes,D,,,1,1490612,22.0,1998-06-01,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1490612/image
Ricardo Orihuela,ricardo-orihuela,R. Orihuela,F,,,1,975112,23.0,1999-05-02,,321264,,,,,EUR,https://api.sofascore.app/api/v1/player/975112/image
Andrés Torrico,andres-torrico,A. Torrico,M,,,6,1457532,16.0,2004-08-10,,47700,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1457532/image
Marco Salazar,marco-salazar,M. Salazar,M,171.0,,15,1468161,16.0,2004-10-14,,268083,420000.0,BO,Bolivia,420000.0,EUR,https://api.sofascore.app/api/v1/player/1468161/image
Juan Mercado,juan-mercado,J. Mercado,M,177.0,Right,3,923030,14.0,1997-01-06,2023-12-31,33820,620000.0,BO,Bolivia,620000.0,EUR,https://api.sofascore.app/api/v1/player/923030/image
Miguel Agustín Graneros,miguel-agustin-graneros,M. A. Graneros,F,180.0,Right,8,1096363,29.0,1996-04-28,,335685,350000.0,AR,Argentina,350000.0,EUR,https://api.sofascore.app/api/v1/player/1096363/image
Marco Daniel Vaca,marco-daniel-vaca,M. D. Vaca,G,180.0,Right,1,249283,,1990-03-10,,241802,81000.0,BO,Bolivia,81000.0,EUR,https://api.sofascore.app/api/v1/player/249283/image
Jorge Ortíz,jorge-ortiz,J. Ortíz,M,173.0,Right,1,883604,14.0,1984-04-01,,327860,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/883604/image
Sergio Villamíl,sergio-villamil,S. Villamíl,M,175.0,Right,1,1184148,6.0,1994-12-14,2023-12-31,335685,440000.0,BO,Bolivia,440000.0,EUR,https://api.sofascore.app/api/v1/player/1184148/image
Federico Sellecchia,federico-sellecchia,F. Sellecchia,F,,,1,1214756,9.0,1994-07-02,,273544,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1214756/image
Ramon Coronel,coronel-ramon,R. Coronel,D,172.0,Right,8,1085450,31.0,1991-03-31,,321264,260000.0,PY,Paraguay,260000.0,EUR,https://api.sofascore.app/api/v1/player/1085450/image
Maximiliano Caire,maximiliano-caire,M. Caire,D,177.0,Right,3,802389,5.0,1988-07-12,2024-12-31,33820,205000.0,AR,Argentina,205000.0,EUR,https://api.sofascore.app/api/v1/player/802389/image
Jorge Orozco,jorge-orozco,J. Orozco,F,190.0,Right,2,1013156,9.0,2000-01-24,,335685,120000.0,BO,Bolivia,120000.0,EUR,https://api.sofascore.app/api/v1/player/1013156/image
Franco Martínez,franco-martinez,F. Martínez,M,171.0,Right,19,924870,10.0,1998-11-26,,7878,230000.0,UY,Uruguay,230000.0,EUR,https://api.sofascore.app/api/v1/player/924870/image
Sebastian Galindo Novillo,sebastian-galindo-novillo,S. G. Novillo,M,176.0,Left,2,878667,29.0,2000-07-29,,268083,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/878667/image
Matías Galindo,matias-galindo,M. Galindo,M,175.0,Left,14,1424736,,2006-04-10,,48828,225000.0,BO,Bolivia,225000.0,EUR,https://api.sofascore.app/api/v1/player/1424736/image
Lucas Gaúcho,lucas-gaucho,L. Gaúcho,F,184.0,Right,25,797562,4.0,1991-06-13,,372975,220000.0,BR,Brazil,220000.0,EUR,https://api.sofascore.app/api/v1/player/797562/image
Leandro Maygua,leandro-maygua,L. Maygua,M,173.0,Right,1,312046,28.0,1992-09-12,,335685,155000.0,BO,Bolivia,155000.0,EUR,https://api.sofascore.app/api/v1/player/312046/image
Shelove Achelus,shelove-achelus,S. Achelus,M,,Both,98,961899,11.0,1999-09-25,2023-12-31,327860,135000.0,HT,Haiti,135000.0,EUR,https://api.sofascore.app/api/v1/player/961899/image
Ronny Rodríguez,ronny-rodriguez,R. Rodríguez,M,167.0,Right,3,818960,,1994-06-26,2023-12-31,241802,245000.0,CO,Colombia,245000.0,EUR,https://api.sofascore.app/api/v1/player/818960/image
David Moura,david-moura,D. Moura,D,,,1,1495614,23.0,1999-11-03,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1495614/image
Randerson,randerson,Randerson,M,,,1,872029,11.0,1994-10-27,,327910,,BR,Brazil,,EUR,https://api.sofascore.app/api/v1/player/872029/image
Mario Barbery,mario-barbery,M. Barbery,M,178.0,Right,6,985178,,2002-04-01,,241802,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/985178/image
Christian Arano,christian-arano,C. Arano,M,187.0,Right,1,931429,17.0,1995-02-23,2024-12-31,32529,170000.0,BO,Bolivia,170000.0,EUR,https://api.sofascore.app/api/v1/player/931429/image
Pablo Laredo,pablo-laredo,P. Laredo,D,175.0,Right,1,932249,30.0,2000-12-12,,268082,96000.0,BO,Bolivia,96000.0,EUR,https://api.sofascore.app/api/v1/player/932249/image
Miyhel Ortiz,ortiz-miyhel,M. Ortiz,D,,,1,1092596,21.0,2001-10-22,,321264,450000.0,BO,Bolivia,450000.0,EUR,https://api.sofascore.app/api/v1/player/1092596/image
Iván Vidaurre,ivan-vidaurre,I. Vidaurre,D,176.0,Left,1,973552,4.0,1987-02-02,,268082,135000.0,BO,Bolivia,135000.0,EUR,https://api.sofascore.app/api/v1/player/973552/image
José Castillo,jose-castillo,J. Castillo,F,181.0,Right,1,886569,11.0,1983-02-09,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/886569/image
Alfredo Alanoca,alanoca-alfredo,A. Alanoca,M,173.0,Right,2,1469365,38.0,1996-03-20,,268083,285000.0,BO,Bolivia,285000.0,EUR,https://api.sofascore.app/api/v1/player/1469365/image
Luis Cardenas,luis-cardenas,L. Cardenas,G,177.0,,2,931393,12.0,1991-02-06,,33714,250000.0,BO,Bolivia,250000.0,EUR,https://api.sofascore.app/api/v1/player/931393/image
Óscar Añez,oscar-anez,Ó. Añez,D,172.0,Right,3,931565,14.0,1990-07-23,2023-12-31,47700,170000.0,BO,Bolivia,170000.0,EUR,https://api.sofascore.app/api/v1/player/931565/image
Mario Ovando,mario-ovando,M. Ovando,M,170.0,Right,1,40070,6.0,1985-09-01,,327860,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/40070/image
Enrique David Diaz,enrique-david-diaz,E. D. Diaz,D,192.0,Right,5,249293,5.0,1992-09-04,,372975,23000.0,UY,Uruguay,23000.0,EUR,https://api.sofascore.app/api/v1/player/249293/image
Luis Alberto Gutierrez,luis-alberto-gutierrez,L. A. Gutierrez,D,180.0,Left,1,64884,23.0,1985-01-15,,33820,70000.0,BO,Bolivia,70000.0,EUR,https://api.sofascore.app/api/v1/player/64884/image
Luis Francisco Rodriguez Zegada,luis-francisco-rodriguez-zegada,L. F. R. Zegada,M,173.0,Left,1,805447,4.0,1994-08-22,,7878,365000.0,BO,Bolivia,365000.0,EUR,https://api.sofascore.app/api/v1/player/805447/image
Joel Calicho,joel-calicho,J. Calicho,M,,,1,1184199,22.0,1995-06-02,,268082,380000.0,BO,Bolivia,380000.0,EUR,https://api.sofascore.app/api/v1/player/1184199/image
Gabriel Valverde,gabriel-valverde,G. Valverde,D,178.0,Right,1,220983,3.0,1990-06-24,,6968,215000.0,BO,Bolivia,215000.0,EUR,https://api.sofascore.app/api/v1/player/220983/image
Richet Gomez Miranda,richet-gomez-miranda,R. G. Miranda,D,175.0,Right,5,1118608,22.0,1998-11-03,2023-12-31,6968,405000.0,BO,Bolivia,405000.0,EUR,https://api.sofascore.app/api/v1/player/1118608/image
Edwin Rivera,edwin-rivera,E. Rivera,M,180.0,Right,1,868709,23.0,1989-09-01,,372975,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/868709/image
Heber Leanos,heber-leanos,H. Leanos,D,175.0,Left,2,846381,25.0,1990-06-10,,47700,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/846381/image
Ivan Huayhuata,ivan-huayhuata,I. Huayhuata,M,171.0,Right,1,47219,89.0,1989-03-09,,47701,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/47219/image
Amir Bejarano,amir-bejarano,A. Bejarano,M,,,1,1495594,8.0,1996-07-27,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495594/image
Layonel Figueroa,layonel-figueroa,L. Figueroa,M,180.0,Right,1,975088,80.0,1999-07-06,,47701,300000.0,BO,Bolivia,300000.0,EUR,https://api.sofascore.app/api/v1/player/975088/image
Jose Andres Alipaz,jose-andres-alipaz,J. A. Alipaz,M,,,1,1457550,32.0,2003-04-06,,268082,,,,,EUR,https://api.sofascore.app/api/v1/player/1457550/image
Wilfredo Soleto,wilfredo-soleto,W. Soleto,D,178.0,Right,5,936531,3.0,1996-02-21,,33820,535000.0,BO,Bolivia,535000.0,EUR,https://api.sofascore.app/api/v1/player/936531/image
Denilson Duran,duran-denilson,D. Durán,D,175.0,,8,1457544,4.0,2003-03-24,,6968,545000.0,BO,Bolivia,545000.0,EUR,https://api.sofascore.app/api/v1/player/1457544/image
Juan Barba,juan-barba,J. Barba,M,,,0,1390320,48.0,2003-08-15,,268083,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1390320/image
Dico Roca,dico-roca,D. Roca,D,172.0,Left,2,923028,21.0,1996-10-22,,327910,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/923028/image
Matheo Zoch,matheo-zoch,M. Zoch,M,169.0,Right,2,837062,21.0,1996-07-12,,327860,285000.0,BO,Bolivia,285000.0,EUR,https://api.sofascore.app/api/v1/player/837062/image
Alejandro Ampuero,ampuero-alejandro,A. Ampuero,M,,,1,1386912,29.0,2003-03-30,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1386912/image
Ronald Bustos,ronald-bustos,R. Bustos,D,,,1,1114100,31.0,,,32529,,,,,EUR,https://api.sofascore.app/api/v1/player/1114100/image
Yomar Rodriguez,yomar-rodriguez,Y. Rodriguez,D,178.0,,3,1128911,14.0,2003-06-23,,7059,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1128911/image
Daniel Castellón,daniel-castellon,D. Castellón,D,,,1,1184156,25.0,1996-05-02,,372975,195000.0,BO,Bolivia,195000.0,EUR,https://api.sofascore.app/api/v1/player/1184156/image
Frank Oni,frank-oni,F. Oni,M,179.0,,1,876835,10.0,1989-12-28,,423192,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/876835/image
Imanol Cárdenas,imanol-cardenas,I. Cárdenas,M,,Right,1,954360,22.0,2000-04-29,2024-12-31,327860,300000.0,BO,Bolivia,300000.0,EUR,https://api.sofascore.app/api/v1/player/954360/image
Drulin Cruz,drulin-cruz,D. Cruz,D,,,1,1495618,26.0,1998-12-10,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1495618/image
Darío Torrico,dario-torrico,D. Torrico,M,167.0,Both,1,1093015,30.0,2000-10-18,2023-12-31,33714,465000.0,BO,Bolivia,465000.0,EUR,https://api.sofascore.app/api/v1/player/1093015/image
Walter Antelo,walter-antelo,W. Antelo,D,182.0,Right,3,1000386,34.0,2000-10-09,,327860,590000.0,BO,Bolivia,590000.0,EUR,https://api.sofascore.app/api/v1/player/1000386/image
Ronaldo Sánchez,ronaldo-sanchez,R. Sánchez,M,175.0,Right,2,885601,21.0,1997-04-24,,33820,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/885601/image
Luis Demiquel,luis-demiquel,L. Demiquel,D,185.0,Left,3,985020,29.0,2000-01-15,,273544,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/985020/image
Jhon García,jhon-garcia,J. García,M,170.0,Left,12,927209,20.0,2000-04-13,,32529,410000.0,BO,Bolivia,410000.0,EUR,https://api.sofascore.app/api/v1/player/927209/image
Reyes Camacho,reyes-camacho,R. Camacho,M,,,1,1394846,33.0,2003-01-20,,273544,,,,,EUR,https://api.sofascore.app/api/v1/player/1394846/image
Brandon Guzman,brandon-guzman,B. Guzman,M,,,0,1102013,28.0,,,273544,,,,,EUR,https://api.sofascore.app/api/v1/player/1102013/image
Igor Limas,igor-limas,I. Limas,F,,,0,1495632,9.0,1998-01-02,,33714,,,,,EUR,https://api.sofascore.app/api/v1/player/1495632/image
Sergio Cardenas,sergio-cardenas,S. Cardenas,M,,,0,1503711,39.0,2004-09-13,,7878,,,,,EUR,https://api.sofascore.app/api/v1/player/1503711/image
Leonardo Viviani,leonardo-viviani,L. Viviani,F,,,0,1521676,32.0,,,7059,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1521676/image
Roy Mollinedo,roy-mollinedo,R. Mollinedo,M,,,0,1523704,17.0,,,372975,,,,,EUR,https://api.sofascore.app/api/v1/player/1523704/image
Francescoli Bejarano,francescoli-bejarano,F. Bejarano,F,,,0,1495626,28.0,1994-10-26,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495626/image
Leonardo Fenga,leonardo-fenga,L. Fenga,F,,,10,1176790,21.0,2002-01-03,,6968,255000.0,BR,Brazil,255000.0,EUR,https://api.sofascore.app/api/v1/player/1176790/image
Daniel Lino,daniel-lino,D. Lino,D,184.0,,3,1184194,4.0,2002-02-18,,32529,185000.0,BO,Bolivia,185000.0,EUR,https://api.sofascore.app/api/v1/player/1184194/image
Cristhian Abastoflor,cristhian-abastoflor,C. Abastoflor,M,,,0,1114076,25.0,2001-09-18,,33714,26000.0,BO,Bolivia,26000.0,EUR,https://api.sofascore.app/api/v1/player/1114076/image
Javier Ibánez,javier-ibanez,J. Ibánez,M,170.0,,0,1495634,13.0,1997-01-10,,335685,,,,,EUR,https://api.sofascore.app/api/v1/player/1495634/image
Jean Pierre El Hage,jean-pierre-el-hage,J. P. E. Hage,F,,,2,1177043,36.0,2004-01-10,,327910,79000.0,BO,Bolivia,79000.0,EUR,https://api.sofascore.app/api/v1/player/1177043/image
Gabriel Becerra,gabriel-becerra,G. Becerra,M,,,1,1593987,42.0,,,327910,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1593987/image
Ferddy Roca,ferddy-roca,F. Rocca,F,170.0,Right,3,877530,9.0,2000-03-24,,33820,115000.0,BO,Bolivia,115000.0,EUR,https://api.sofascore.app/api/v1/player/877530/image
Jaffet Sanchez,jaffet-sanchez,J. Sanchez,M,174.0,Right,0,1499988,35.0,2003-02-02,,321264,52000.0,BO,Bolivia,52000.0,EUR,https://api.sofascore.app/api/v1/player/1499988/image
Santiago Arce,santiago-arce,S. Arce,M,181.0,Right,2,1114102,5.0,2000-05-30,,268083,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1114102/image
José Carrasco,jose-carrasco,J. Carrasco,D,186.0,Right,21,1197049,2.0,1997-08-16,,32529,235000.0,BO,Bolivia,235000.0,EUR,https://api.sofascore.app/api/v1/player/1197049/image
Weverton Braz,weverton-braz,W. Braz,M,180.0,Right,1,925862,34.0,1992-03-24,,327910,82000.0,BR,Brazil,82000.0,EUR,https://api.sofascore.app/api/v1/player/925862/image
Emerson Velásquez,emerson-velasquez,E. Velásquez,D,188.0,Right,2,1017425,3.0,1999-02-24,,372975,210000.0,BO,Bolivia,210000.0,EUR,https://api.sofascore.app/api/v1/player/1017425/image
Jesús Sagredo,jesus-sagredo,J. Sagredo,D,180.0,Left,8,1017471,2.0,1994-03-10,,7059,490000.0,BO,Bolivia,490000.0,EUR,https://api.sofascore.app/api/v1/player/1017471/image
Ronny Montero,ronny-montero,R. Montero,D,182.0,Right,2,127827,16.0,1991-05-15,,321264,205000.0,BO,Bolivia,205000.0,EUR,https://api.sofascore.app/api/v1/player/127827/image
Nils Huasna,nils-huasna,N. Huasna,D,173.0,Left,1,1485495,33.0,2004-06-16,,321264,260000.0,BO,Bolivia,260000.0,EUR,https://api.sofascore.app/api/v1/player/1485495/image
Carlos Ribera Guzman,carlos-ribera-guzman,C. R. Guzman,M,175.0,Right,1,923034,21.0,1997-02-06,,268082,360000.0,BO,Bolivia,360000.0,EUR,https://api.sofascore.app/api/v1/player/923034/image
Milton Garzón,milton-garzon,M. Garzón,F,170.0,,3,1017451,18.0,2001-04-24,,321264,110000.0,BO,Bolivia,110000.0,EUR,https://api.sofascore.app/api/v1/player/1017451/image
Yerco Vallejos,yerco-vallejos,Y. R. Vallejos,F,180.0,Right,1,941619,32.0,1995-04-03,,33714,235000.0,BO,Bolivia,235000.0,EUR,https://api.sofascore.app/api/v1/player/941619/image
Mario Alberto Cuellar,mario-alberto-cuellar,M. A. Cuellar,M,178.0,Right,1,846775,5.0,1989-04-05,,7878,185000.0,BO,Bolivia,185000.0,EUR,https://api.sofascore.app/api/v1/player/846775/image
Enrique Flores,enrique-flores,E. Flores,D,175.0,Left,1,246979,4.0,1994-02-01,,33820,450000.0,BO,Bolivia,450000.0,EUR,https://api.sofascore.app/api/v1/player/246979/image
Saúl Torres,saul-torres,S. Torres,D,180.0,Right,6,878666,7.0,1990-03-22,2023-12-31,32529,235000.0,BO,Bolivia,235000.0,EUR,https://api.sofascore.app/api/v1/player/878666/image
Mijaíl Avilés,mijail-aviles,M. Avilés,M,180.0,Right,11,838877,88.0,1987-06-05,,273544,93000.0,VE,Venezuela,93000.0,EUR,https://api.sofascore.app/api/v1/player/838877/image
Ronaldo Monteiro,ronaldo-monteiro,R. Monteiro,F,191.0,Right,1,874468,9.0,1998-01-11,,268082,180000.0,BO,Bolivia,180000.0,EUR,https://api.sofascore.app/api/v1/player/874468/image
Darwin Ríos,darwin-rios,D. Ríos,F,186.0,Right,1,1184191,,1991-04-25,,241802,69000.0,BO,Bolivia,69000.0,EUR,https://api.sofascore.app/api/v1/player/1184191/image
Jordy Candia,jordy-candia,J. Candia,D,179.0,Right,1,875244,33.0,1996-04-20,,268082,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/875244/image
Mizael Monteiro,mizael-monteiro,M. Monteiro,D,,,1,1495666,4.0,2000-11-20,,327910,,,,,EUR,https://api.sofascore.app/api/v1/player/1495666/image
Fabricio Quaglio,fabricio-quaglio,F. Quaglio,F,172.0,Left,10,1184195,18.0,2003-07-30,,32529,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/1184195/image
Brandon Peña,brandon-pena,B. Peña,M,169.0,Right,2,1495603,6.0,1998-10-03,,372975,,CO,Colombia,,EUR,https://api.sofascore.app/api/v1/player/1495603/image
Dustin Maldonado,dustin-maldonado,D. Maldonado,M,173.0,Left,3,75850,38.0,1990-03-18,,327910,205000.0,BO,Bolivia,205000.0,EUR,https://api.sofascore.app/api/v1/player/75850/image
Alejandro Medina,alejandro-medina,A. Medina,F,171.0,Both,1,931395,,1996-09-13,,241802,195000.0,BO,Bolivia,195000.0,EUR,https://api.sofascore.app/api/v1/player/931395/image
Rodrigo Vargas,rodrigo-vargas,R. Vargas,F,169.0,Right,6,247121,20.0,1994-10-19,,7878,170000.0,BO,Bolivia,170000.0,EUR,https://api.sofascore.app/api/v1/player/247121/image
Andrés Veizaga,andres-veizaga,A. Veizaga,M,177.0,,1,932239,46.0,1996-11-11,,327860,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/932239/image
Ronald Cuellar,ronald-cuellar,R. Cuellar,M,,,7,979327,25.0,1997-06-09,,6968,230000.0,BO,Bolivia,230000.0,EUR,https://api.sofascore.app/api/v1/player/979327/image
Yesit Martínez,yesit-martinez,Y. Martínez,M,170.0,Left,6,1173831,16.0,2002-01-31,,372975,290000.0,BO,Bolivia,290000.0,EUR,https://api.sofascore.app/api/v1/player/1173831/image
Luis Zeballos,zeballos-luis,L. Zeballos,M,170.0,,1,1214769,17.0,2002-05-07,,33820,385000.0,BO,Bolivia,385000.0,EUR,https://api.sofascore.app/api/v1/player/1214769/image
Pablo Grass,pablo-grass,P. Grass,D,,,1,1198428,39.0,,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1198428/image
Ariel Flores,ariel-flores,A. Flores,M,,,2,1495600,27.0,2004-10-08,,33714,,,,,EUR,https://api.sofascore.app/api/v1/player/1495600/image
Kevin Salvatierra,kevin-salvatierra,K. Salvatierra,M,165.0,,1,932240,10.0,2001-08-05,,273544,340000.0,BO,Bolivia,340000.0,EUR,https://api.sofascore.app/api/v1/player/932240/image
Cristhian Árabe,cristhian-arabe,C. Árabe,M,178.0,Right,5,588494,7.0,1991-12-25,,33820,410000.0,BO,Bolivia,410000.0,EUR,https://api.sofascore.app/api/v1/player/588494/image
Bruno Poveda,bruno-poveda,B. Poveda,G,181.0,Left,3,1169063,1.0,2003-10-22,,7878,170000.0,BO,Bolivia,170000.0,EUR,https://api.sofascore.app/api/v1/player/1169063/image
Enzo Rodriguez,enzo-rodriguez,E. Rodriguez,G,,,2,1464252,1.0,2003-12-12,,327910,320000.0,BO,Bolivia,320000.0,EUR,https://api.sofascore.app/api/v1/player/1464252/image
Samuel Pozo,samuel-pozo,S. Pozo,M,166.0,Right,1,1017443,25.0,1997-03-23,,327860,310000.0,BO,Bolivia,310000.0,EUR,https://api.sofascore.app/api/v1/player/1017443/image
Yosimar Quiñónes,yosimar-quinones,Y. Quiñónes,D,189.0,Right,9,886712,3.0,1988-08-04,,327910,81000.0,CO,Colombia,81000.0,EUR,https://api.sofascore.app/api/v1/player/886712/image
Denilso Fernandez,denilso-fernandez,D. Fernandez,M,,,1,1495615,20.0,2002-07-06,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495615/image
David Ribera,david-ribera,D. Ribera,F,174.0,Right,1,1102022,18.0,2001-01-19,,273544,440000.0,BO,Bolivia,440000.0,EUR,https://api.sofascore.app/api/v1/player/1102022/image
Jonathan Lacerda,jonathan-lacerda,J. Lacerda,D,186.0,Left,23,108190,43.0,1987-02-07,2024-12-31,6968,78000.0,UY,Uruguay,78000.0,EUR,https://api.sofascore.app/api/v1/player/108190/image
Oscar Baldomar,oscar-baldomar,O. Baldomar,D,180.0,Right,1,805218,20.0,1996-02-16,,321264,515000.0,BO,Bolivia,515000.0,EUR,https://api.sofascore.app/api/v1/player/805218/image
Juan Gómez,juan-gomez,J. Gómez,M,,Right,1,1495644,30.0,1992-09-24,,423192,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1495644/image
Joel Fernández,joel-fernandez,J. Fernández,D,175.0,Right,2,978012,14.0,1999-01-13,,327910,335000.0,BO,Bolivia,335000.0,EUR,https://api.sofascore.app/api/v1/player/978012/image
Richard Peñaranda,richard-penaranda,R. Peñaranda,M,174.0,,1,975113,,1998-02-25,,241802,105000.0,BO,Bolivia,105000.0,EUR,https://api.sofascore.app/api/v1/player/975113/image
Kadassi Trazie,kadassi-trazie,K. Trazie,M,,,0,1495648,,1996-11-11,2023-12-31,396625,,CI,Ivory Coast,,EUR,https://api.sofascore.app/api/v1/player/1495648/image
Jorge Arauz,jorge-arauz,J. Arauz,G,187.0,Right,1,815441,22.0,1995-03-15,,273544,320000.0,BO,Bolivia,320000.0,EUR,https://api.sofascore.app/api/v1/player/815441/image
Bismark Ubah,bismark-ubah,B. Ubah,F,184.0,,3,1102014,9.0,1994-01-05,,7878,115000.0,NG,Nigeria,115000.0,EUR,https://api.sofascore.app/api/v1/player/1102014/image
Omar Morales,omar-morales,O. Morales,D,180.0,Right,1,39341,28.0,1988-01-18,,372975,110000.0,BO,Bolivia,110000.0,EUR,https://api.sofascore.app/api/v1/player/39341/image
Mauricio Arroyo,mauricio-arroyo,M. Arroyo,F,,Right,1,1495663,27.0,2004-03-11,,372975,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1495663/image
Bryan Bentaberry,bryan-bentaberry,B. Bentaberry,D,184.0,Right,39,877589,3.0,1997-01-21,2024-12-31,7059,680000.0,UY,Uruguay,680000.0,EUR,https://api.sofascore.app/api/v1/player/877589/image
Mauricio Serrano,mauricio-serrano,M. Serrano,F,,,1,1462160,6.0,1994-02-05,,321264,,,,,EUR,https://api.sofascore.app/api/v1/player/1462160/image
Gabriel Poveda,gabriel-poveda,G. Poveda,F,183.0,Right,307,937806,9.0,1998-07-07,2024-06-30,7315,800000.0,BR,Brazil,800000.0,EUR,https://api.sofascore.app/api/v1/player/937806/image
Jose Bravo,jose-bravo,J. Bravo,F,,,2,1394161,18.0,1997-08-10,,327860,130000.0,BO,Bolivia,130000.0,EUR,https://api.sofascore.app/api/v1/player/1394161/image
Hernan Luis Rodriguez,hernan-luis-rodriguez,H. L. Rodriguez,M,177.0,Left,1,805224,30.0,1996-09-15,,335685,335000.0,BO,Bolivia,335000.0,EUR,https://api.sofascore.app/api/v1/player/805224/image
Ricardo Pedriel,ricardo-pedriel,R. Pedriel,F,186.0,Right,7,33709,9.0,1987-01-19,,372975,48000.0,BO,Bolivia,48000.0,EUR,https://api.sofascore.app/api/v1/player/33709/image
Luis Coplot,luis-coplot,L. Coplot,F,,,0,1488633,5.0,,,327860,,,,,EUR,https://api.sofascore.app/api/v1/player/1488633/image
Ariel Juarez,ariel-juarez,A. Juarez,M,165.0,Right,1,40939,14.0,1988-03-26,,7878,68000.0,BO,Bolivia,68000.0,EUR,https://api.sofascore.app/api/v1/player/40939/image
Luis Haquín,luis-haquin,L. Haquín,D,190.0,Right,62,876304,4.0,1997-11-15,2023-12-31,6112,465000.0,BO,Bolivia,465000.0,EUR,https://api.sofascore.app/api/v1/player/876304/image
Adrian Sandoval Lopez,sandoval-lopez-adrian,A. S. López,D,179.0,Left,1,1397693,26.0,2000-03-22,,33820,290000.0,BO,Bolivia,290000.0,EUR,https://api.sofascore.app/api/v1/player/1397693/image
Claver Arriaga,claver-arriaga,C. Arriaga,D,,,0,1495611,21.0,1997-06-21,,423192,,,,,EUR,https://api.sofascore.app/api/v1/player/1495611/image
Guilmar Centella,guilmar-centella,G. Centella,M,,,1,1457541,32.0,2005-03-26,,6968,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/1457541/image
Rodrigo Vargas,rodrigo-vargas,R. Vargas,F,177.0,Right,3,146389,7.0,1989-09-01,,268082,73000.0,BO,Bolivia,73000.0,EUR,https://api.sofascore.app/api/v1/player/146389/image
Denilson Valda,denilson-valda,D. Valda,D,177.0,,2,868704,77.0,1997-06-21,,32529,165000.0,BO,Bolivia,165000.0,EUR,https://api.sofascore.app/api/v1/player/868704/image
Abraham Cabrera,abraham-cabrera,A. Cabrera,D,180.0,Left,1,146379,31.0,1991-02-20,2023-12-31,6968,160000.0,BO,Bolivia,160000.0,EUR,https://api.sofascore.app/api/v1/player/146379/image
Diego Panique,diego-panique,D. Panique,M,,,1,886597,19.0,,,389559,,BO,Bolivia,,EUR,https://api.sofascore.app/api/v1/player/886597/image
