bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.id,team.id
0,924,26,166,0,76.08,2,43.46,703,631,0,0,221,72,0.0,7.07,243529,1963
8,1108,364,44,5,80.78,51,62.86,895,276,34,0,213,653,29.06,7.07,558820,5926
0,2312,325,96,0,94.72,19,76.19,2190,1217,0,0,122,973,0.0,7.07,1035996,1961
6,590,235,24,2,77.29,29,52.17,456,104,17,1,134,369,16.5,7.06,906837,1999
0,926,52,33,1,91.79,3,52.38,850,581,0,0,76,269,0.0,7.06,875402,1981
0,213,4,54,0,71.83,1,48.21,153,130,0,0,60,23,0.0,7.06,874979,1981
5,826,320,27,4,75.79,43,62.79,626,151,13,0,200,488,16.46,7.06,817650,1954
6,891,235,51,1,81.93,39,46.36,730,295,23,1,161,458,28.4,7.06,17787,1961
3,700,186,46,6,82.57,47,66.67,578,247,50,0,122,381,34.01,7.05,109610,1960
1,81,30,2,1,85.19,4,50.0,69,19,2,0,12,52,25.0,7.05,904505,1958
0,250,42,14,0,89.2,3,60.87,223,130,0,0,27,93,0.0,7.05,897617,1954
0,531,36,26,0,82.86,1,38.81,440,309,0,0,91,131,0.0,7.05,925189,1999
1,1553,144,84,1,83.9,11,40.58,1303,893,7,0,250,417,25.0,7.05,587148,1958
0,1586,158,89,0,88.71,7,53.29,1407,872,1,0,179,536,50.0,7.05,1108441,1981
0,772,22,151,0,68.01,1,38.32,525,422,0,0,247,103,0.0,7.04,595598,1974
0,961,69,283,1,65.45,5,46.32,629,455,0,0,332,174,0.0,7.04,552172,1960
2,124,41,3,4,68.55,13,30.0,85,19,9,0,39,75,25.0,7.04,243425,1974
0,938,18,218,0,77.19,2,51.17,724,627,0,0,214,97,0.0,7.04,27756,1957
8,1156,378,49,5,77.08,54,38.89,891,302,39,1,265,628,27.27,7.03,243109,5926
7,470,162,10,4,74.04,29,41.67,348,93,16,0,122,271,18.6,7.03,787607,1961
4,364,163,14,2,85.99,15,48.28,313,70,6,0,51,249,26.09,7.03,874030,1977
6,1264,364,33,7,88.69,38,73.33,1121,421,8,0,143,708,17.78,7.03,116853,1961
1,648,218,36,4,86.11,43,66.67,558,156,17,0,90,419,31.48,7.03,34152,1957
0,237,9,12,0,89.45,1,48.0,212,158,1,0,25,55,100.0,7.03,841129,1977
0,767,29,170,0,61.8,1,37.12,474,373,0,0,293,101,0.0,7.02,795177,1968
0,171,2,29,0,65.5,0,32.95,112,92,0,0,59,20,0.0,7.02,839762,1973
6,710,240,25,2,80.0,45,60.98,568,182,14,0,142,400,17.95,7.02,841128,1963
1,1548,305,157,1,90.12,23,74.06,1395,688,15,1,153,722,34.88,7.02,12634,1981
3,1127,178,77,0,73.74,30,49.04,831,394,15,0,296,452,19.48,7.02,330057,2020
1,1815,338,177,1,86.94,25,71.66,1578,742,3,0,237,839,33.33,7.02,840202,1958
3,322,126,22,3,80.43,26,73.33,259,63,10,0,63,206,25.0,7.02,139300,1954
2,720,119,48,1,87.5,3,56.47,630,369,1,0,90,262,20.0,7.02,21300,5981
2,1275,292,44,0,83.45,23,40.74,1064,464,13,0,211,613,13.83,7.02,1127439,1977
0,793,27,207,0,70.87,0,47.7,562,431,0,0,231,131,0.0,7.02,329055,49202
2,246,36,9,2,87.4,8,47.37,215,126,6,0,31,95,28.57,7.02,1017746,1967
4,1030,148,48,4,85.83,17,60.0,884,459,2,0,146,427,66.67,7.02,874063,1967
4,956,240,65,3,87.03,44,66.33,832,368,14,0,124,478,17.5,7.02,1175760,49202
1,1166,278,62,3,83.1,29,60.78,969,388,1,0,197,582,10.0,7.01,840150,1999
7,655,239,20,2,74.2,40,60.61,486,123,1,0,169,364,10.0,7.01,143846,1999
0,777,81,52,0,82.88,4,40.94,644,415,1,0,133,230,50.0,7.01,867907,1954
2,310,69,6,1,63.23,14,54.55,196,85,1,0,114,112,33.33,7.01,345847,1973
3,614,167,29,2,57.65,32,54.72,354,96,0,0,260,258,0.0,7.0,270287,49202
3,398,133,10,2,75.38,30,55.56,300,112,1,0,98,189,10.0,7.0,1047227,1968
1,12,3,0,1,91.67,1,0.0,11,3,1,0,1,9,100.0,7.0,1495892,1982
0,517,30,38,0,78.53,2,42.22,406,278,0,0,111,128,0.0,7.0,1117710,1955
0,46,9,0,0,95.65,0,0.0,44,19,0,0,2,25,0.0,7.0,1175765,1981
0,18,0,1,0,83.33,0,25.0,15,15,0,0,3,0,0.0,7.0,927666,1961
0,4,1,0,0,50.0,1,0.0,2,0,0,0,2,2,0.0,7.0,1585334,1954
7,303,136,10,1,78.55,31,62.5,238,55,16,0,65,199,36.36,7.0,1106140,1955
5,552,252,9,5,82.97,38,47.37,458,93,14,0,94,379,19.72,6.99,386198,5981
1,710,22,128,1,59.01,2,31.07,419,331,0,0,291,88,0.0,6.99,1016104,1967
1,652,135,77,1,84.36,11,81.91,550,260,0,0,102,290,0.0,6.99,943044,1960
6,1144,251,112,3,84.97,37,67.07,972,413,3,1,172,562,23.08,6.99,13630,1967
0,468,39,52,0,85.04,1,55.91,398,274,1,0,70,125,25.0,6.99,551774,1967
6,976,339,70,4,82.89,64,66.04,809,246,45,0,167,608,35.16,6.99,244589,1968
1,1606,288,102,0,90.41,24,71.33,1452,687,0,0,154,765,0.0,6.99,1120721,1981
2,1348,45,60,2,88.2,3,41.96,1189,912,0,0,159,277,0.0,6.99,106402,1957
5,707,253,19,5,80.62,39,43.18,570,162,13,1,137,421,20.97,6.99,846413,1967
6,693,238,16,3,83.41,30,43.24,578,186,15,0,115,407,20.55,6.98,247483,1966
5,628,182,14,4,82.48,24,50.0,518,170,5,0,110,353,16.67,6.98,986233,1966
9,647,157,21,4,74.03,27,42.0,479,177,21,0,168,323,19.09,6.98,871273,1967
0,1817,139,129,0,86.13,8,53.75,1565,1066,0,0,252,499,0.0,6.98,845110,1954
3,711,152,33,3,81.86,28,55.93,582,288,28,0,129,322,25.23,6.98,795014,1960
9,443,161,9,6,81.49,39,50.0,361,106,16,2,82,271,21.62,6.98,789960,1968
0,1460,100,161,0,83.84,6,53.49,1224,861,0,1,236,363,0.0,6.98,33106,1967
1,1071,237,101,3,85.15,31,66.45,912,411,10,0,159,511,18.18,6.98,974556,1963
6,1173,263,62,5,84.23,25,52.1,988,491,21,0,185,518,17.5,6.98,881110,1963
0,1689,146,76,0,91.36,8,51.7,1543,1002,2,0,146,543,28.57,6.98,870788,1961
2,776,219,45,3,84.41,38,62.5,655,270,26,2,121,411,34.67,6.98,927975,1968
6,1294,279,39,5,86.32,24,54.17,1117,479,1,0,177,639,33.33,6.97,1139775,5926
7,1052,344,39,5,83.75,65,79.59,881,235,24,0,171,670,23.76,6.97,124997,1966
2,341,87,28,0,77.42,14,65.12,264,103,10,0,77,171,18.87,6.97,1019652,1955
0,809,16,146,0,75.4,0,43.07,610,538,0,0,199,72,0.0,6.96,33132,1981
1,792,140,28,0,84.47,25,45.9,669,353,20,1,123,336,21.51,6.96,981703,1957
0,188,4,6,0,85.11,2,33.33,160,137,0,0,28,23,0.0,6.96,963990,1967
3,447,150,17,0,79.64,14,50.0,356,100,9,0,91,265,20.45,6.96,377238,1954
2,247,77,4,3,74.9,18,50.0,185,60,1,0,62,126,16.67,6.96,1150391,1967
1,322,61,9,0,77.02,11,32.14,248,117,8,0,74,139,26.67,6.96,1021721,1974
0,429,17,26,0,89.74,1,60.47,385,295,0,0,44,90,0.0,6.96,809194,49202
0,162,35,9,0,85.8,6,52.94,139,65,5,0,23,79,26.32,6.96,859083,2020
2,545,125,27,1,72.84,16,42.19,397,183,12,0,148,226,26.09,6.95,1017827,1960
0,60,2,1,0,90.0,1,25.0,54,41,0,0,6,13,0.0,6.95,988873,1961
8,426,163,24,4,83.1,28,75.0,354,93,13,0,72,274,20.63,6.95,1046796,2020
2,620,132,24,1,80.0,9,41.38,496,214,4,0,124,286,11.43,6.95,1093196,1977
4,332,56,20,4,72.59,18,51.28,241,134,14,0,91,121,35.0,6.95,984896,1967
1,1213,186,35,2,85.24,13,50.0,1034,544,1,0,179,491,10.0,6.95,868030,1955
6,1292,270,46,2,79.02,22,36.51,1021,459,13,0,271,575,24.07,6.94,850023,1966
0,262,69,16,1,94.66,2,88.89,248,120,1,0,14,129,20.0,6.94,26029,5981
6,1604,109,91,3,83.54,12,44.83,1340,934,5,0,264,411,45.45,6.94,220833,1963
2,996,145,53,1,76.2,14,48.18,759,363,2,0,237,398,13.33,6.94,866392,49202
0,1126,83,100,0,82.68,4,53.48,931,613,0,0,195,318,0.0,6.94,905450,1960
2,503,73,28,1,87.28,10,59.57,439,261,3,0,64,181,42.86,6.94,46798,1968
4,425,94,21,2,77.65,26,65.63,330,141,4,0,95,193,40.0,6.93,374486,1967
1,457,152,22,1,78.12,23,52.38,357,125,20,0,100,252,20.83,6.93,811308,49202
6,684,190,39,2,79.68,40,50.0,545,171,31,0,139,405,28.18,6.93,824626,2020
3,435,143,32,2,88.74,14,86.49,386,107,7,0,49,286,17.5,6.93,107414,1981
3,448,94,23,1,78.57,11,69.7,352,172,4,0,96,184,22.22,6.93,33238,1961
0,765,132,23,2,86.93,15,53.49,665,308,3,0,100,360,75.0,6.93,990169,1966
1,1343,201,61,0,90.25,11,54.95,1212,585,1,0,131,628,50.0,6.93,552686,1977
2,1400,356,21,1,88.57,22,52.5,1240,528,7,0,160,719,12.28,6.93,807850,1961
1,434,95,18,1,81.8,10,51.43,355,169,2,0,79,188,15.38,6.93,905459,1999
0,1303,63,96,0,90.02,4,58.18,1173,842,0,0,130,331,0.0,6.93,995293,1981
4,964,227,49,3,80.6,22,47.12,777,325,19,1,187,471,35.19,6.92,870691,2020
9,1130,282,74,2,76.99,29,50.0,870,360,25,0,260,535,18.52,6.92,604274,1954
9,754,284,25,4,82.63,56,58.14,623,161,45,1,131,507,29.41,6.92,848472,1982
2,434,121,8,1,63.82,28,47.06,277,91,6,0,157,192,35.29,6.92,386212,1955
4,808,202,45,2,79.08,15,48.91,639,240,9,0,169,408,19.15,6.92,931479,49202
2,480,155,31,3,86.25,31,70.45,414,133,29,1,66,310,24.17,6.91,146599,49202
2,766,157,43,2,83.29,16,54.43,638,241,7,0,128,404,21.21,6.91,551422,2020
2,613,175,15,4,81.89,35,65.22,502,175,12,1,111,339,31.58,6.91,799634,1958
1,1197,223,107,3,86.3,31,67.3,1033,495,13,0,164,551,20.63,6.91,844601,1954
4,302,99,15,0,74.17,16,71.43,224,63,4,1,78,165,25.0,6.9,1174937,1963
10,456,155,16,4,83.11,27,59.26,379,122,25,0,77,282,28.41,6.9,995072,1974
4,553,147,7,2,73.78,20,53.85,408,152,2,0,145,258,15.38,6.9,905463,1957
5,535,188,15,2,81.68,20,71.43,437,123,6,1,98,320,12.24,6.9,354510,1968
3,1135,215,89,2,87.67,17,72.36,995,493,0,0,140,502,0.0,6.9,329069,1963
2,151,37,4,1,73.51,8,80.0,111,45,0,0,40,66,0.0,6.9,880169,1960
0,13,2,0,0,61.54,0,0.0,8,1,0,0,5,7,0.0,6.9,36684,1961
0,11,4,0,0,90.91,0,0.0,10,4,0,0,1,6,0.0,6.9,1116660,1966
0,10,0,1,0,80.0,0,33.33,8,7,0,0,2,1,0.0,6.9,840027,1958
1,18,7,2,0,83.33,4,100.0,15,5,1,0,3,11,100.0,6.9,1382913,1961
0,707,16,158,0,58.13,2,35.19,411,328,0,0,296,83,0.0,6.9,1111770,5926
4,783,216,66,2,83.4,22,82.5,653,219,5,0,130,439,23.81,6.9,282557,1981
3,602,158,29,1,78.9,28,59.18,475,189,15,0,127,301,24.59,6.9,913598,1977
0,717,41,61,0,90.1,0,62.24,646,475,0,0,71,171,0.0,6.89,959006,1957
1,400,123,12,0,75.0,12,41.38,300,98,2,0,100,204,15.38,6.89,796925,1960
4,477,188,17,1,75.68,52,48.57,361,88,36,1,116,309,40.91,6.89,1005177,1960
4,1705,316,105,2,88.39,30,62.13,1507,696,8,1,198,819,29.63,6.89,1008832,2020
3,333,93,16,1,82.28,16,64.0,274,95,10,1,59,189,16.13,6.89,14216,1974
1,651,44,61,0,84.18,3,52.59,548,363,1,1,103,186,33.33,6.89,973737,1977
3,1491,322,54,3,87.06,17,55.67,1298,609,11,1,193,700,15.71,6.88,818473,5981
3,506,124,19,0,80.83,15,52.78,409,168,5,0,97,246,25.0,6.88,981733,1967
2,953,83,72,1,84.16,3,54.96,802,475,1,0,151,328,33.33,6.88,840247,1954
3,593,136,27,0,84.49,26,58.7,501,197,12,0,92,316,33.33,6.88,345113,1966
1,700,47,52,0,82.14,5,44.44,575,402,1,0,125,174,25.0,6.88,929200,1967
1,241,63,7,1,84.23,5,70.0,203,83,3,0,38,123,75.0,6.88,330693,1954
0,59,22,1,0,79.66,6,50.0,47,11,9,0,12,45,42.86,6.88,1175259,1973
0,276,15,3,0,92.03,0,25.0,254,167,0,0,22,87,0.0,6.88,243735,5981
1,672,154,30,1,87.65,8,61.22,589,272,3,0,83,320,15.79,6.88,946945,5926
2,525,118,17,2,80.38,18,38.64,422,151,18,0,103,289,32.14,6.88,1018915,1958
0,194,9,54,0,69.59,0,48.65,135,101,0,0,59,34,0.0,6.88,914169,1973
1,1377,71,96,1,86.27,4,53.63,1188,811,0,0,189,377,0.0,6.88,221206,49202
3,1020,220,54,4,83.24,28,67.5,849,360,4,0,171,493,22.22,6.88,872039,1955
4,465,85,36,1,73.98,16,55.38,344,142,7,0,121,209,43.75,6.88,178407,1958
6,830,229,27,7,82.53,37,60.0,685,242,12,0,145,455,14.81,6.88,358956,1977
1,845,42,196,1,61.07,1,37.76,516,380,0,0,329,136,0.0,6.88,147467,1982
4,243,75,11,0,77.78,16,47.83,189,53,9,0,54,145,18.0,6.88,551348,1977
5,750,217,51,3,81.47,42,57.95,611,223,34,0,139,422,23.13,6.87,865356,1981
0,425,12,78,0,64.94,0,34.98,276,230,0,0,149,46,0.0,6.87,581060,1966
6,500,157,37,4,71.8,29,53.62,359,103,20,0,141,276,39.22,6.87,155715,1973
4,1164,310,47,5,87.03,27,71.21,1013,394,15,0,151,634,25.42,6.87,291723,1981
3,1150,255,39,2,86.78,22,51.32,998,493,4,0,152,509,12.5,6.87,795773,1961
1,482,186,21,1,75.52,31,65.63,364,81,22,0,118,305,24.44,6.87,922546,1955
2,296,69,10,1,79.39,14,47.62,235,83,12,0,61,164,27.91,6.87,1047656,1957
0,568,13,135,0,59.86,0,37.6,340,265,0,0,228,75,0.0,6.87,839761,2020
0,356,118,12,0,76.69,21,70.59,273,89,0,0,83,184,0.0,6.87,840219,5981
3,212,50,3,2,73.58,8,42.86,156,61,1,0,56,96,50.0,6.86,238708,1982
2,498,148,21,0,86.14,23,55.26,429,162,5,0,69,272,38.46,6.86,840218,1961
2,294,98,11,3,80.95,6,84.62,238,85,2,0,56,155,7.41,6.86,937552,1963
3,1069,223,55,1,79.7,42,42.97,852,412,33,2,217,473,30.56,6.86,25554,1957
1,213,86,7,0,85.45,19,87.5,182,38,16,0,31,160,33.33,6.86,974698,2020
0,132,20,4,0,75.76,2,40.0,100,55,3,0,32,48,37.5,6.86,1002528,1981
1,886,208,54,0,89.62,16,68.35,794,347,4,0,92,451,50.0,6.86,268419,1974
2,153,42,5,1,63.4,5,55.56,97,38,2,0,56,61,33.33,6.86,243497,1973
2,608,51,48,1,84.7,5,50.0,515,351,1,0,93,165,100.0,6.86,1002565,1999
3,1322,381,34,4,83.28,62,44.16,1101,398,37,0,221,740,35.24,6.86,794312,1973
1,941,112,58,0,84.48,13,61.05,795,481,1,0,146,315,50.0,6.86,295167,1960
13,1022,259,76,6,84.93,41,74.51,868,324,16,0,154,560,23.88,6.85,76507,1958
5,458,146,16,4,72.49,26,64.0,332,101,2,1,126,233,22.22,6.85,165677,2020
1,326,99,24,0,80.37,12,68.57,262,88,12,0,64,186,17.91,6.85,846411,1961
1,15,3,0,0,73.33,2,0.0,11,3,0,0,4,8,0.0,6.85,1047683,1958
1,22,9,2,1,90.91,1,66.67,20,7,0,0,2,13,0.0,6.85,1101437,1958
0,823,148,68,1,79.34,9,49.28,653,329,12,0,170,336,35.29,6.85,40076,1977
1,61,13,2,0,83.61,2,50.0,51,30,0,0,10,21,0.0,6.85,115183,1957
2,1349,259,30,2,93.4,18,71.43,1260,671,1,0,89,590,20.0,6.85,1067671,1961
0,297,53,26,0,85.86,4,66.67,255,114,1,0,42,142,7.14,6.85,1104068,2020
0,998,71,48,0,86.07,4,45.28,859,580,0,0,139,279,0.0,6.84,794838,1955
4,1209,240,38,3,88.83,15,69.09,1074,501,1,0,135,574,5.56,6.84,590262,5981
0,1227,134,56,1,82.15,13,35.9,1008,561,4,0,219,451,36.36,6.84,789395,2020
0,788,22,33,0,75.25,0,25.98,593,460,0,0,195,133,0.0,6.84,839765,1968
0,1055,89,75,0,92.8,4,65.22,979,698,1,0,76,282,33.33,6.84,22975,1974
8,850,314,37,4,82.59,33,68.52,702,186,17,0,148,533,29.82,6.84,145063,5981
4,432,165,21,3,83.1,11,70.0,359,87,5,0,73,277,18.52,6.84,998499,5926
0,180,34,4,0,78.89,6,23.53,142,63,3,0,38,82,13.04,6.84,1107069,49202
0,263,90,23,1,80.61,9,79.31,212,56,5,0,51,161,15.63,6.84,840451,5981
1,1489,91,96,0,89.66,9,54.55,1335,910,0,0,154,425,0.0,6.84,871705,1955
3,368,135,17,2,84.24,24,70.83,310,93,2,0,58,219,6.67,6.84,121264,49202
1,77,19,1,0,74.03,3,50.0,57,20,0,0,20,37,0.0,6.84,1485371,1968
2,1594,184,161,1,86.01,7,57.3,1371,796,3,0,223,578,23.08,6.84,373740,49202
1,129,35,6,0,63.57,11,60.0,82,26,2,1,47,58,28.57,6.84,1094179,1963
0,383,51,20,1,83.55,2,48.78,320,168,0,0,63,152,0.0,6.83,1105796,5926
3,779,121,35,1,79.08,19,40.7,616,336,19,0,163,299,23.17,6.83,1087079,1967
2,754,139,29,1,76.79,17,31.52,579,257,15,0,175,337,17.86,6.83,1102383,49202
5,1095,302,64,5,88.95,31,64.0,974,338,15,1,121,651,33.33,6.83,840398,1958
2,155,53,5,1,81.29,7,50.0,126,37,9,0,29,98,33.33,6.82,1403439,1974
1,537,170,27,2,79.7,30,61.36,428,135,5,0,109,298,22.73,6.82,977679,1958
0,779,75,48,0,79.33,4,36.64,618,374,1,0,161,245,33.33,6.82,977676,1999
0,265,15,22,0,88.3,2,61.11,234,157,0,0,31,77,0.0,6.82,1167068,1963
1,333,71,12,0,86.79,4,44.44,289,147,3,0,44,145,18.75,6.82,931540,5981
0,481,54,22,0,83.37,1,64.71,401,220,1,0,80,182,50.0,6.82,1485309,1957
0,457,83,12,0,85.78,9,38.71,392,171,0,0,65,221,0.0,6.82,123225,2020
3,637,156,21,4,67.19,24,43.75,428,139,12,1,209,301,23.08,6.82,850987,1982
4,336,69,8,2,74.11,18,32.0,249,122,4,0,87,131,25.0,6.81,243439,1967
3,313,91,8,0,74.76,15,53.33,234,86,2,0,79,150,20.0,6.81,359024,2020
0,917,49,61,0,82.55,1,41.5,757,558,1,0,160,200,50.0,6.81,590324,1982
1,967,179,29,1,88.21,8,52.73,853,391,1,0,114,463,14.29,6.81,158257,1977
4,1078,232,16,2,88.96,23,61.54,959,433,10,0,119,536,20.0,6.81,931591,1981
1,53,22,1,0,71.7,2,25.0,38,6,1,0,15,33,50.0,6.81,32164,1981
0,421,18,27,0,84.09,0,43.55,354,285,0,0,67,69,0.0,6.81,810715,1955
4,223,79,3,0,73.99,22,75.0,165,42,8,0,58,131,36.36,6.81,835260,1963
1,302,116,2,2,68.54,15,22.22,207,38,2,1,95,171,16.67,6.81,1018547,1999
4,603,176,18,1,76.45,20,48.65,461,130,10,0,142,341,18.18,6.81,922559,1958
5,504,162,26,1,81.94,30,57.78,413,139,13,0,91,287,21.31,6.81,363688,2020
2,256,68,6,1,77.34,8,85.71,198,69,1,0,58,130,16.67,6.81,158561,1954
5,635,182,16,2,86.14,13,53.33,547,196,4,0,88,355,40.0,6.8,1170954,5981
0,1433,74,61,1,88.7,4,43.26,1271,925,0,0,162,346,0.0,6.8,328519,1977
0,1500,169,85,0,88.73,7,50.6,1331,807,2,0,169,526,28.57,6.8,360940,1974
2,152,47,2,1,81.58,9,66.67,124,37,3,0,28,90,30.0,6.8,1105305,1973
1,235,43,7,0,85.53,5,63.64,201,77,0,0,34,124,0.0,6.8,1587711,5926
1,192,39,8,1,73.44,10,38.1,141,57,12,0,51,96,31.58,6.8,1017264,1955
0,86,19,10,1,73.26,5,52.63,63,26,3,0,23,40,15.0,6.8,830742,1974
0,69,9,5,0,88.41,0,62.5,61,40,0,0,8,21,0.0,6.8,215956,1958
0,170,28,7,0,84.12,5,43.75,143,74,4,0,27,73,19.05,6.8,39623,1958
0,297,14,6,0,92.26,2,40.0,274,179,0,0,23,95,0.0,6.8,72080,1966
0,73,4,6,0,80.82,0,46.15,59,40,0,0,14,19,0.0,6.8,1410337,1999
0,16,4,1,0,87.5,2,100.0,14,6,1,0,2,9,50.0,6.8,1159656,1968
0,10,1,5,0,50.0,0,55.56,5,2,0,0,5,3,0.0,6.8,973738,1957
0,1,1,0,0,100.0,0,0.0,1,0,0,0,0,1,0.0,6.8,870697,1974
0,12,1,2,0,83.33,0,100.0,10,7,2,0,2,5,100.0,6.8,42109,1960
0,5,1,0,0,80.0,2,0.0,4,3,1,0,1,2,100.0,6.8,870920,49202
0,6,2,0,0,83.33,1,0.0,5,2,0,0,1,3,0.0,6.8,1199453,1999
0,56,15,0,0,85.71,1,0.0,48,22,4,0,8,30,44.44,6.8,1177384,1955
