saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.id,team.id
0,0,0,0,0,0,0,0,32,0,0,2,0,7.07,340125,6968
0,0,0,0,2,0,0,0,12,0,0,5,0,7.06,1017482,268083
78,53,17,1,5,25,8,3,22,8,0,2,16,7.06,975065,273544
0,0,0,0,1,0,0,0,15,0,0,2,0,7.06,130098,335685
0,0,0,0,1,0,0,0,16,0,0,5,0,7.06,358932,321264
0,0,0,0,3,0,0,0,13,0,0,2,0,7.05,986778,7059
0,0,0,0,8,0,0,0,17,0,0,3,0,7.05,815133,335685
6,4,2,0,1,2,0,0,0,0,0,2,0,7.05,1503689,268083
0,0,0,0,1,0,0,0,2,0,0,1,0,7.03,77558,7878
0,0,0,0,3,0,0,0,20,0,0,5,0,7.03,163161,33714
0,0,0,0,7,0,0,0,19,0,0,3,0,7.02,1184158,33820
0,0,0,0,1,0,0,0,14,0,0,5,0,7.02,220991,7059
0,0,0,0,2,0,0,0,30,0,0,7,0,7.02,1495665,423192
0,0,0,0,9,0,0,0,20,0,0,5,0,7.02,1495631,268083
0,0,0,0,0,0,0,0,8,0,0,2,0,7.02,116952,7059
0,0,0,0,1,0,0,0,21,0,0,4,0,7.01,250235,33820
0,0,0,0,12,0,0,0,24,0,0,2,0,7.01,1184221,268082
0,0,0,0,0,0,0,0,5,0,0,5,0,7.0,37952,7059
0,0,0,0,0,0,0,0,2,0,0,0,0,7.0,1017445,423192
1,1,2,0,0,0,0,0,0,0,0,0,1,7.0,1184187,335685
0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,1017481,7059
0,0,0,0,1,0,0,0,14,0,0,3,0,7.0,64982,7878
0,0,0,0,0,0,0,0,10,0,0,1,0,7.0,974103,32529
86,49,18,0,9,36,15,5,31,14,1,5,17,6.99,1184161,33820
110,61,7,0,11,49,3,5,28,3,0,6,14,6.98,877531,335685
0,0,0,0,7,0,0,0,19,0,0,7,0,6.98,163181,33714
0,0,0,0,1,0,0,0,14,0,0,2,0,6.98,877535,273544
0,0,0,0,3,0,0,0,15,0,0,0,0,6.98,339123,47701
0,0,0,0,4,0,0,0,13,0,0,2,0,6.97,589582,32529
36,17,9,0,2,19,0,0,12,0,0,2,11,6.97,1418344,268082
0,0,0,0,8,0,0,0,22,0,0,3,0,6.96,893078,268083
0,0,0,0,0,0,0,0,19,0,0,3,0,6.96,897151,423192
0,0,0,0,0,0,0,0,13,0,0,1,0,6.96,175097,33820
0,0,0,0,0,0,0,0,1,0,0,1,0,6.95,886913,33714
0,0,0,0,2,0,0,0,19,0,0,4,0,6.94,805363,321264
0,0,0,0,2,0,0,0,17,0,0,2,0,6.94,1156453,268083
17,11,2,0,2,6,3,1,5,3,0,0,3,6.93,873729,32529
0,0,0,0,4,0,0,0,11,0,0,2,0,6.93,12435,47700
0,0,0,0,5,0,0,0,19,0,0,4,0,6.93,247125,335685
0,0,0,0,8,0,0,0,14,0,0,5,0,6.93,1102032,7878
75,36,13,0,10,39,3,7,27,3,1,2,4,6.93,331437,32529
0,0,0,0,10,0,0,0,22,0,0,2,0,6.93,345747,268082
11,2,1,0,2,9,1,1,3,1,0,0,3,6.93,846777,7059
38,17,4,0,4,21,2,0,12,2,0,1,5,6.92,1184170,33714
88,40,5,0,8,48,12,4,25,12,3,11,19,6.92,47452,7059
0,0,0,0,4,0,0,0,13,0,0,4,0,6.92,162707,7878
0,0,0,0,0,0,0,0,10,0,0,2,0,6.92,1495609,273544
0,0,0,0,3,0,0,0,7,0,0,4,0,6.92,1085228,7878
0,0,0,0,0,0,0,0,2,0,0,0,0,6.91,329269,268082
0,0,0,0,1,0,0,0,19,0,0,3,0,6.91,75655,47700
0,0,0,0,3,0,0,0,27,0,0,5,0,6.91,1008535,321264
0,0,0,0,11,0,0,0,9,0,0,6,0,6.91,927215,7878
0,0,0,0,1,0,0,0,17,0,0,2,0,6.91,876306,327860
0,0,0,0,3,0,0,0,17,0,0,3,0,6.9,1108509,47700
0,0,0,0,0,0,0,0,2,0,0,0,0,6.9,1495670,372975
0,0,0,0,8,0,0,0,18,0,0,7,0,6.9,340839,7059
0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1184177,32529
4,3,1,0,1,1,0,0,2,0,0,0,4,6.9,790107,321264
0,0,0,0,0,0,0,0,4,0,0,0,0,6.9,1564072,423192
22,11,4,0,2,11,1,4,9,1,0,1,9,6.9,885576,327860
0,0,0,0,11,0,0,0,26,0,0,5,0,6.9,84604,335685
0,0,0,0,1,0,0,0,20,0,0,0,0,6.9,233338,273544
0,0,0,0,6,0,0,0,14,0,0,3,0,6.89,874470,335685
0,0,0,0,1,0,0,0,12,0,0,1,0,6.89,127947,7059
0,0,0,0,0,0,0,0,32,0,0,5,0,6.89,805321,423192
0,0,0,0,5,0,0,0,16,0,0,4,0,6.88,47210,33714
0,0,0,0,0,0,0,0,2,0,0,0,0,6.88,946802,33714
0,0,0,0,2,0,0,0,17,0,0,1,0,6.88,116096,47701
0,0,0,0,5,0,0,0,18,0,0,1,0,6.88,846776,47700
0,0,0,0,9,0,0,0,23,0,0,6,0,6.88,249285,33714
0,0,0,0,4,0,0,0,23,0,0,3,0,6.88,1008536,273544
0,0,0,0,0,0,0,0,4,0,0,1,0,6.88,886576,47701
0,0,0,0,6,0,0,0,16,0,0,2,0,6.88,895960,268082
0,0,0,0,5,0,0,0,20,0,0,2,0,6.87,1016143,268082
0,0,0,0,0,0,0,0,5,0,0,0,0,6.87,878344,33820
72,49,8,0,5,23,2,6,28,2,1,2,9,6.87,1184172,327860
0,0,0,0,1,0,0,0,22,0,0,6,0,6.86,75642,372975
0,0,0,0,0,0,0,0,17,0,0,2,0,6.86,875242,47701
87,53,10,0,9,34,5,6,39,4,1,5,14,6.86,875243,47700
0,0,0,0,2,0,0,0,15,0,0,2,0,6.86,868706,47701
0,0,0,0,2,0,0,0,7,0,0,0,0,6.86,1169071,33820
0,0,0,0,1,0,0,0,14,0,0,1,0,6.86,790008,33820
0,0,0,0,9,0,0,0,20,0,0,5,0,6.85,1116477,268083
0,0,0,0,3,0,0,0,17,0,0,1,0,6.85,249333,32529
0,0,0,0,0,0,0,0,21,0,0,2,0,6.85,846158,32529
0,0,0,0,0,0,0,0,16,0,0,2,0,6.85,131615,372975
61,25,12,0,8,36,7,4,23,7,1,3,10,6.85,979326,268083
0,0,0,0,0,0,0,0,0,0,0,1,0,6.85,947067,372975
0,0,0,0,8,0,0,0,19,0,0,10,0,6.85,815445,7059
0,0,0,0,7,0,0,0,17,0,0,3,0,6.85,147479,7878
0,0,0,0,8,0,0,0,22,0,0,4,0,6.84,1114079,268083
0,0,0,0,2,0,0,0,10,0,0,1,0,6.84,931652,47700
0,0,0,0,3,0,0,0,22,0,0,1,0,6.84,836165,273544
0,0,0,0,7,0,0,0,17,0,0,2,0,6.84,350568,32529
0,0,0,0,1,0,0,0,6,0,0,1,0,6.84,378642,7878
0,0,0,0,2,0,0,0,19,0,0,2,0,6.83,877519,47701
0,0,0,0,0,0,0,0,3,0,0,1,0,6.83,1116679,7059
0,0,0,0,0,0,0,0,15,0,0,1,0,6.83,941449,47701
0,0,0,0,6,0,0,0,23,0,0,7,0,6.83,926882,33714
0,0,0,0,0,0,0,0,22,0,0,3,0,6.83,1495685,423192
0,0,0,0,3,0,0,0,30,0,0,5,0,6.83,975109,6968
0,0,0,0,7,0,0,0,17,0,0,3,0,6.83,868699,335685
0,0,0,0,0,0,0,0,3,0,0,2,0,6.83,1473453,33820
0,0,0,0,2,0,0,0,22,0,0,2,0,6.83,902907,47701
0,0,0,0,0,0,0,0,4,0,0,4,0,6.82,1177431,7878
0,0,0,0,0,0,0,0,15,0,0,2,0,6.82,1107011,47701
0,0,0,0,0,0,0,0,4,0,0,0,0,6.82,1174958,47700
19,8,3,0,0,11,3,0,4,3,0,3,4,6.82,805225,321264
0,0,0,0,7,0,0,0,14,0,0,6,0,6.82,33187,33714
0,0,0,0,6,0,0,0,17,0,0,4,0,6.82,805360,33820
0,0,0,0,0,0,0,0,24,0,0,6,0,6.82,802897,321264
0,0,0,0,3,0,0,0,18,0,0,1,0,6.81,1092323,327860
0,0,0,0,5,0,0,0,18,0,0,9,0,6.81,964296,7059
0,0,0,0,1,0,0,0,6,0,0,1,0,6.81,1114091,7059
0,0,0,0,1,0,0,0,5,0,0,1,0,6.81,1424737,268083
0,0,0,0,1,0,0,0,31,0,0,3,0,6.81,11348,6968
0,0,0,0,0,0,0,0,20,0,0,2,0,6.8,1148599,273544
0,0,0,0,0,0,0,0,16,0,0,4,0,6.8,808183,7059
0,0,0,0,0,0,0,0,30,0,0,6,0,6.8,1490611,327910
0,0,0,0,3,0,0,0,19,0,0,5,0,6.8,1020469,33714
0,0,0,0,0,0,0,0,8,0,0,1,0,6.8,312258,32529
0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,1169067,327860
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1169074,33820
0,0,0,0,11,0,0,0,27,0,0,2,0,6.8,932242,32529
0,0,0,0,0,0,0,0,14,0,0,3,0,6.8,866477,335685
0,0,0,0,1,0,0,0,17,0,0,1,0,6.79,147558,47701
0,0,0,0,3,0,0,0,20,0,0,5,0,6.79,975062,33820
0,0,0,0,0,0,0,0,12,0,0,1,0,6.79,846369,268082
0,0,0,0,1,0,0,0,5,0,0,1,0,6.79,819170,268083
0,0,0,0,2,0,0,0,29,0,0,3,0,6.78,856508,47701
0,0,0,0,0,0,0,0,26,0,0,3,0,6.78,914211,6968
0,0,0,0,5,0,0,0,34,0,0,3,0,6.78,47466,273544
0,0,0,0,0,0,0,0,1,0,0,0,0,6.78,1474879,33820
0,0,0,0,4,0,0,0,44,0,0,6,0,6.78,897150,327910
0,0,0,0,1,0,0,0,4,0,0,1,0,6.78,1106065,47701
0,0,0,0,2,0,0,0,40,0,0,5,0,6.78,1017447,321264
0,0,0,0,0,0,0,0,10,0,0,1,0,6.78,973545,268082
0,0,0,0,0,0,0,0,8,0,0,4,0,6.78,1394847,7059
0,0,0,0,0,0,0,0,0,0,0,1,0,6.78,1394163,335685
0,0,0,0,0,0,0,0,1,0,0,0,0,6.78,805061,327860
0,0,0,0,1,0,0,0,2,0,0,0,0,6.78,1017478,268082
0,0,0,0,5,0,0,0,23,0,0,2,0,6.77,831746,327860
0,0,0,0,3,0,0,0,10,0,0,1,0,6.77,979780,47701
0,0,0,0,1,0,0,0,13,0,0,6,0,6.77,842932,372975
0,0,0,0,6,0,0,0,9,0,0,2,0,6.77,1197426,268083
0,0,0,0,2,0,0,0,12,0,0,3,0,6.76,873728,47700
0,0,0,0,0,0,0,0,5,0,0,0,0,6.76,1142053,47701
0,0,0,0,0,0,0,0,10,0,0,1,0,6.76,1200519,321264
0,0,0,0,2,0,0,0,16,0,0,2,0,6.76,123245,6968
93,51,10,0,5,42,18,7,39,18,0,7,17,6.76,980760,321264
0,0,0,0,6,0,0,0,19,0,0,1,0,6.76,247189,32529
76,39,7,1,3,37,4,3,31,4,1,4,8,6.76,1017424,47701
0,0,0,0,1,0,0,0,22,0,0,1,0,6.75,333761,273544
0,0,0,0,0,0,0,0,8,0,0,2,0,6.75,1116671,7059
0,0,0,0,2,0,0,0,14,0,0,8,0,6.75,163179,7059
0,0,0,0,0,0,0,0,19,0,0,3,0,6.75,80934,33820
0,0,0,0,4,0,0,0,46,0,0,7,0,6.75,166151,423192
0,0,0,0,9,0,0,0,29,0,0,2,0,6.75,886777,32529
0,0,0,0,0,0,0,0,4,0,0,0,0,6.75,1177432,268082
0,0,0,0,0,0,0,0,2,0,0,0,0,6.75,1495671,423192
0,0,0,0,0,0,0,0,0,0,0,1,0,6.75,1413181,268083
0,0,0,0,0,0,0,0,10,0,0,2,0,6.75,1477487,327910
0,0,0,0,2,0,0,0,10,0,0,0,0,6.74,876305,47701
41,25,8,0,2,16,2,4,14,2,0,0,4,6.74,931396,47701
0,0,0,0,3,0,0,0,13,0,0,1,0,6.74,1495597,268082
0,0,0,0,0,0,0,0,12,0,0,1,0,6.74,923039,47701
0,0,0,0,4,0,0,0,20,0,0,1,0,6.74,1099307,327860
0,0,0,0,10,0,0,0,25,0,0,2,0,6.74,935010,32529
0,0,0,0,0,0,0,0,5,0,0,2,0,6.74,975104,335685
0,0,0,0,0,0,0,0,7,0,0,1,0,6.74,1507161,423192
0,0,0,0,0,0,0,0,1,0,0,0,0,6.74,805478,268082
0,0,0,0,0,0,0,0,1,0,0,0,0,6.73,1108501,372975
0,0,0,0,0,0,0,0,1,0,0,0,0,6.73,1513694,6968
0,0,0,0,7,0,0,0,11,0,0,2,0,6.73,1147478,7878
0,0,0,0,0,0,0,0,17,0,0,2,0,6.73,1468412,327860
81,46,6,0,2,34,3,3,35,2,0,6,10,6.73,1477486,327910
0,0,0,0,1,0,0,0,4,0,0,2,0,6.73,931227,335685
0,0,0,0,1,0,0,0,27,0,0,4,0,6.73,1147477,372975
0,0,0,0,1,0,0,0,6,0,0,3,0,6.73,47233,7878
0,0,0,0,2,0,0,0,8,0,0,0,0,6.73,1189877,273544
0,0,0,0,0,0,0,0,4,0,0,1,0,6.73,1495659,423192
0,0,0,0,4,0,0,0,17,0,0,4,0,6.73,33127,47700
0,0,0,0,8,0,0,0,16,0,0,4,0,6.73,1184186,335685
0,0,0,0,0,0,0,0,15,0,0,3,0,6.73,249297,321264
0,0,0,0,0,0,0,0,3,0,0,0,0,6.73,1490350,268083
0,0,0,0,0,0,0,0,3,0,0,0,0,6.73,1092592,423192
0,0,0,0,0,0,0,0,21,0,0,4,0,6.72,885412,6968
89,46,12,0,3,43,9,10,47,9,0,4,17,6.72,815442,6968
0,0,0,0,2,0,0,0,4,0,0,3,0,6.72,263439,372975
0,0,0,0,5,0,0,0,16,0,0,0,0,6.72,221001,268082
0,0,0,0,1,0,0,0,6,0,0,0,0,6.72,358158,32529
0,0,0,0,6,0,0,0,3,0,0,3,0,6.71,589654,7878
0,0,0,0,1,0,0,0,13,0,0,3,0,6.71,891849,33820
0,0,0,0,0,0,0,0,16,0,0,3,0,6.71,975058,47701
0,0,0,0,0,0,0,0,6,0,0,0,0,6.71,874467,7878
0,0,0,0,5,0,0,0,20,0,0,1,0,6.71,47416,47700
0,0,0,0,3,0,0,0,13,0,0,3,0,6.71,1184152,33714
0,0,0,0,3,0,0,0,45,0,0,4,0,6.71,789669,47701
0,0,0,0,3,0,0,0,24,0,0,2,0,6.71,147560,47700
62,37,8,0,7,24,7,3,25,7,1,6,19,6.71,987588,372975
0,0,0,0,0,0,0,0,13,0,0,3,0,6.7,887156,335685
0,0,0,0,0,0,0,0,18,0,0,1,0,6.7,944160,327860
0,0,0,0,0,0,0,0,20,0,0,5,0,6.7,1490615,327910
26,12,1,0,1,14,0,0,14,0,0,3,6,6.7,47462,423192
0,0,0,0,0,0,0,0,3,0,0,0,0,6.7,1490614,327910
0,0,0,0,0,0,0,0,2,0,0,0,0,6.7,1495676,327860
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,893093,47700
0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,964279,7878
0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,1468166,268083
0,0,0,0,1,0,0,0,17,0,0,4,0,6.7,387720,321264
0,0,0,0,3,0,0,0,17,0,0,3,0,6.69,1147182,33820
0,0,0,0,0,0,0,0,8,0,0,0,0,6.69,1184180,268082
0,0,0,0,8,0,0,0,14,0,0,5,0,6.69,47469,33714
0,0,0,0,2,0,0,0,6,0,0,4,0,6.69,1016159,7059
0,0,0,0,2,0,0,0,9,0,0,2,0,6.69,1177423,47701
0,0,0,0,4,0,0,0,23,0,0,1,0,6.69,1116654,273544
0,0,0,0,5,0,0,0,29,0,0,4,0,6.69,923029,47701
0,0,0,0,0,0,0,0,6,0,0,2,0,6.69,830877,335685
0,0,0,0,3,0,0,0,26,0,0,3,0,6.69,886599,47700
0,0,0,0,4,0,0,0,22,0,0,3,0,6.68,339233,47700
0,0,0,0,4,0,0,0,17,0,0,4,0,6.68,1111537,273544
0,0,0,0,0,0,0,0,4,0,0,0,0,6.68,1184225,335685
0,0,0,0,2,0,0,0,14,0,0,2,0,6.68,1486636,327860
0,0,0,0,4,0,0,0,17,0,0,6,0,6.68,221442,372975
0,0,0,0,1,0,0,0,9,0,0,3,0,6.68,835655,33820
0,0,0,0,0,0,0,0,8,0,0,1,0,6.68,1008538,47700
0,0,0,0,4,0,0,0,26,0,0,5,0,6.68,830700,273544
0,0,0,0,0,0,0,0,9,0,0,1,0,6.68,964421,327910
0,0,0,0,0,0,0,0,5,0,0,0,0,6.68,997288,33820
0,0,0,0,4,0,0,0,5,0,0,3,0,6.68,1468331,33714
0,0,0,0,2,0,0,0,25,0,0,3,0,6.68,805060,273544
0,0,0,0,8,0,0,0,24,0,0,4,0,6.67,26121,33820
0,0,0,0,0,0,0,0,3,0,0,0,0,6.67,1184181,6968
0,0,0,0,3,0,0,0,4,0,0,3,0,6.67,886573,7878
0,0,0,0,1,0,0,0,11,0,0,2,0,6.67,1389906,327860
0,0,0,0,0,0,0,0,15,0,0,1,0,6.67,1477488,327910
0,0,0,0,1,0,0,0,29,0,0,3,0,6.67,962856,47701
0,0,0,0,0,0,0,0,14,0,0,0,0,6.67,268351,47701
0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,1016168,33820
0,0,0,0,0,0,0,0,4,0,0,2,0,6.67,1189882,273544
0,0,0,0,0,0,0,0,1,0,0,0,0,6.66,941618,268082
0,0,0,0,3,0,0,0,14,0,0,4,0,6.66,1490612,327910
0,0,0,0,1,0,0,0,13,0,0,3,0,6.66,975112,321264
0,0,0,0,3,0,0,0,19,0,0,3,0,6.66,1457532,47700
0,0,0,0,1,0,0,0,11,0,0,2,0,6.66,1468161,268083
0,0,0,0,6,0,0,0,22,0,0,6,0,6.66,923030,33820
0,0,0,0,7,0,0,0,25,0,0,4,0,6.66,1096363,335685
80,46,12,0,4,34,6,4,39,6,0,5,14,6.66,249283,423192
0,0,0,0,3,0,0,0,25,0,0,2,0,6.66,883604,327860
0,0,0,0,5,0,0,0,18,0,0,4,0,6.66,1184148,335685
0,0,0,0,0,0,0,0,15,0,0,3,0,6.65,1214756,273544
0,0,0,0,5,0,0,0,32,0,0,7,0,6.65,1085450,321264
0,0,0,0,1,0,0,0,3,0,0,0,0,6.65,802389,33820
0,0,0,0,0,0,0,0,10,0,0,1,0,6.65,1013156,335685
0,0,0,0,3,0,0,0,7,0,0,2,0,6.65,924870,7878
0,0,0,0,0,0,0,0,2,0,0,0,0,6.65,878667,268083
0,0,0,0,0,0,0,0,1,0,0,2,0,6.65,1424736,268083
0,0,0,0,0,0,0,0,3,0,0,0,0,6.65,797562,372975
0,0,0,0,0,0,0,0,4,0,0,1,0,6.65,312046,335685
0,0,0,0,1,0,0,0,12,0,0,0,0,6.65,961899,327860
0,0,0,0,4,0,0,0,41,0,0,7,0,6.64,818960,423192
0,0,0,0,2,0,0,0,5,0,0,2,0,6.64,1495614,327910
0,0,0,0,0,0,0,0,22,0,0,2,0,6.64,872029,327910
0,0,0,0,0,0,0,0,15,0,0,1,0,6.64,985178,423192
0,0,0,0,0,0,0,0,1,0,0,0,0,6.64,931429,32529
0,0,0,0,4,0,0,0,3,0,0,1,0,6.64,932249,268082
0,0,0,0,3,0,0,0,28,0,0,7,0,6.64,1092596,321264
0,0,0,0,2,0,0,0,9,0,0,0,0,6.64,973552,268082
0,0,0,0,0,0,0,0,1,0,0,1,0,6.64,886569,33820
0,0,0,0,0,0,0,0,8,0,0,0,0,6.64,1469365,268083
32,10,6,0,6,22,1,3,12,1,0,6,15,6.64,931393,33714
0,0,0,0,5,0,0,0,27,0,0,2,0,6.63,931565,47700
0,0,0,0,1,0,0,0,14,0,0,3,0,6.63,40070,327860
0,0,0,0,9,0,0,0,33,0,0,9,0,6.63,249293,372975
0,0,0,0,3,0,0,0,13,0,0,1,0,6.63,64884,33820
0,0,0,0,3,0,0,0,10,0,0,2,0,6.63,805447,7878
0,0,0,0,1,0,0,0,18,0,0,2,0,6.63,1184199,268082
0,0,0,0,0,0,0,0,19,0,0,1,0,6.63,220983,6968
0,0,0,0,3,0,0,0,34,0,0,4,0,6.63,1118608,6968
0,0,0,0,2,0,0,0,15,0,0,4,0,6.63,868709,372975
0,0,0,0,2,0,0,0,13,0,0,1,0,6.63,846381,47700
0,0,0,0,1,0,0,0,15,0,0,2,0,6.63,47219,33714
0,0,0,0,1,0,0,0,21,0,0,3,0,6.63,1495594,423192
0,0,0,0,0,0,0,0,5,0,0,2,0,6.63,975088,47701
0,0,0,0,0,0,0,0,9,0,0,0,0,6.62,1457550,268082
0,0,0,0,3,0,0,0,18,0,0,1,0,6.62,936531,33820
0,0,0,0,3,0,0,0,36,0,0,2,0,6.62,1457544,6968
0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,1390320,268083
0,0,0,0,4,0,0,0,47,0,0,7,0,6.62,923028,327910
0,0,0,0,0,0,0,0,3,0,0,0,0,6.62,837062,327860
0,0,0,0,0,0,0,0,3,0,0,0,0,6.62,1386912,33820
0,0,0,0,3,0,0,0,10,0,0,0,0,6.62,1114100,32529
0,0,0,0,0,0,0,0,4,0,0,3,0,6.61,1128911,7059
0,0,0,0,6,0,0,0,24,0,0,7,0,6.61,1184156,372975
0,0,0,0,0,0,0,0,15,0,0,3,0,6.61,876835,423192
0,0,0,0,0,0,0,0,16,0,0,1,0,6.61,954360,327860
0,0,0,0,0,0,0,0,31,0,0,2,0,6.61,1495618,327910
0,0,0,0,0,0,0,0,5,0,0,1,0,6.6,1093015,33714
0,0,0,0,5,0,0,0,28,0,0,2,0,6.6,1000386,327860
0,0,0,0,1,0,0,0,8,0,0,4,0,6.6,885601,33820
0,0,0,0,1,0,0,0,13,0,0,1,0,6.6,985020,273544
0,0,0,0,1,0,0,0,3,0,0,0,0,6.6,927209,32529
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1394846,273544
0,0,0,0,0,0,0,0,2,0,0,0,0,6.6,1102013,273544
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1495632,33714
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1503711,7878
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1521676,7059
0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,1523704,372975
0,0,0,0,0,0,0,0,1,0,0,1,0,6.6,1495626,423192
0,0,0,0,0,0,0,0,5,0,0,0,0,6.6,1176790,6968
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1184194,32529
0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1114076,33714
0,0,0,0,0,0,0,0,1,0,0,1,0,6.6,1495634,335685
0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,1177043,327910
0,0,0,0,0,0,0,0,1,0,0,1,0,6.6,1593987,327910
0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,877530,33820
0,0,0,0,0,0,0,0,3,0,0,0,0,6.6,1499988,321264
0,0,0,0,0,0,0,0,6,0,0,3,0,6.6,1114102,268083
0,0,0,0,0,0,0,0,8,0,0,0,0,6.6,1197049,32529
0,0,0,0,0,0,0,0,4,0,0,2,0,6.6,925862,327910
0,0,0,0,3,0,0,0,21,0,0,2,0,6.6,1017425,372975
0,0,0,0,4,0,0,0,13,0,0,2,0,6.6,1017471,7059
0,0,0,0,2,0,0,0,34,0,0,6,0,6.6,127827,321264
0,0,0,0,0,0,0,0,14,0,0,5,0,6.59,1485495,321264
0,0,0,0,0,0,0,0,17,0,0,2,0,6.59,923034,268082
0,0,0,0,0,0,0,0,6,0,0,0,0,6.59,1017451,321264
0,0,0,0,0,0,0,0,4,0,0,0,0,6.59,941619,33714
0,0,0,0,1,0,0,0,8,0,0,3,0,6.59,846775,7878
0,0,0,0,5,0,0,0,14,0,0,4,0,6.59,246979,33820
0,0,0,0,2,0,0,0,14,0,0,1,0,6.59,878666,32529
0,0,0,0,2,0,0,0,17,0,0,2,0,6.59,838877,273544
0,0,0,0,0,0,0,0,7,0,0,1,0,6.59,874468,268082
0,0,0,0,0,0,0,0,4,0,0,0,0,6.59,1184191,423192
0,0,0,0,1,0,0,0,7,0,0,2,0,6.58,875244,268082
0,0,0,0,3,0,0,0,45,0,0,3,0,6.58,1495666,327910
0,0,0,0,0,0,0,0,12,0,0,0,0,6.58,1184195,32529
0,0,0,0,0,0,0,0,3,0,0,1,0,6.58,1495603,372975
0,0,0,0,0,0,0,0,13,0,0,1,0,6.58,75850,327910
