name,slug,shortName,position,height,preferredFoot,userCount,player.id,shirtNumber,dateOfBirth,contractUntil,team.id,proposedMarketValue,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,player.image
Jalil Elias,jalil-elias,J. Elias,M,175.0,Right,154,797031,5.0,1996-04-25,2023-12-31,3201,2900000.0,AR,Argentina,2900000.0,EUR,https://api.sofascore.app/api/v1/player/797031/image
Alexis Castro,alexis-castro,A. Castro,M,182.0,Left,59,801037,11.0,1994-10-25,2023-12-31,7628,1900000.0,AR,Argentina,1900000.0,EUR,https://api.sofascore.app/api/v1/player/801037/image
Lautaro Giaccone,lautaro-giaccone,L. Giaccone,M,172.0,,156,1087087,22.0,2001-02-01,2026-12-31,3217,1800000.0,AR,Argentina,1800000.0,EUR,https://api.sofascore.app/api/v1/player/1087087/image
Francisco Pizzini,francisco-pizzini,F. Pizzini,M,179.0,Right,86,257475,20.0,1993-09-19,2026-12-31,3208,3200000.0,AR,Argentina,3200000.0,EUR,https://api.sofascore.app/api/v1/player/257475/image
Leonardo Jara,leonardo-jara,L. Jara,D,183.0,Right,57,250933,29.0,1991-05-20,2024-12-31,3208,320000.0,AR,Argentina,320000.0,EUR,https://api.sofascore.app/api/v1/player/250933/image
Exequiel Zeballos,exequiel-zeballos,E. Zeballos,F,174.0,Right,1832,1003011,7.0,2002-04-24,2026-12-31,3202,7200000.0,AR,Argentina,7200000.0,EUR,https://api.sofascore.app/api/v1/player/1003011/image
Facundo Echevarría,facundo-echevarria,F. Echevarría,M,,,15,1094181,36.0,2002-07-31,,36839,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1094181/image
Bruno Bianchi,bruno-felix-bianchi,B. Bianchi,D,183.0,Right,12,34007,2.0,1989-02-17,2024-12-31,36833,360000.0,AR,Argentina,360000.0,EUR,https://api.sofascore.app/api/v1/player/34007/image
Frank Fabra,frank-fabra,F. Fabra,D,174.0,Left,1202,247741,18.0,1991-02-22,2025-12-31,3202,1200000.0,CO,Colombia,1200000.0,EUR,https://api.sofascore.app/api/v1/player/247741/image
Bruno Valdez,bruno-valdez,B. Valdez,D,183.0,Right,301,587110,25.0,1992-10-06,2025-12-31,3202,2200000.0,PY,Paraguay,2200000.0,EUR,https://api.sofascore.app/api/v1/player/587110/image
Ruben Martinez,martinez-ruben,R. Martinez,M,,,9,1484796,37.0,,,3209,,,,,EUR,https://api.sofascore.app/api/v1/player/1484796/image
Manuel Vicentini,manuel-vicentini,M. Vicentini,G,187.0,Right,17,256935,1.0,1990-04-19,2025-12-31,3203,270000.0,AR,Argentina,270000.0,EUR,https://api.sofascore.app/api/v1/player/256935/image
Lucas Hoyos,lucas-hoyos,L. Hoyos,G,183.0,Right,62,106111,1.0,1989-04-29,2025-12-31,3212,620000.0,AR,Argentina,620000.0,EUR,https://api.sofascore.app/api/v1/player/106111/image
Matías Esquivel,matias-esquivel,M. Esquivel,M,164.0,Left,133,989871,32.0,1999-03-22,2026-12-31,3218,2300000.0,AR,Argentina,2300000.0,EUR,https://api.sofascore.app/api/v1/player/989871/image
Javier Toledo,javier-toledo,J. Toledo,F,190.0,Right,48,33776,22.0,1986-04-24,2024-12-31,3207,105000.0,AR,Argentina,105000.0,EUR,https://api.sofascore.app/api/v1/player/33776/image
Gastón Suso,gaston-suso,G. Suso,D,190.0,Left,22,850925,6.0,1991-03-12,2023-12-31,36837,425000.0,AR,Argentina,425000.0,EUR,https://api.sofascore.app/api/v1/player/850925/image
Walter Bou,walter-bou,W. A. Bou,F,174.0,Right,240,558816,10.0,1993-08-25,2025-12-31,3208,1900000.0,AR,Argentina,1900000.0,EUR,https://api.sofascore.app/api/v1/player/558816/image
Nicolás Castro,nicolas-castro,N. Castro,M,181.0,Right,38,896985,11.0,1990-08-15,2023-12-31,36837,360000.0,AR,Argentina,360000.0,EUR,https://api.sofascore.app/api/v1/player/896985/image
Mateo Del Blanco,del-blanco-mateo,M. D. Blanco,F,,,10,1183059,20.0,,,3204,,,,,EUR,https://api.sofascore.app/api/v1/player/1183059/image
Hernán López,hernan-lopez,H. López,M,168.0,Left,296,981007,10.0,2000-09-07,2023-12-31,6074,2900000.0,AR,Argentina,2900000.0,EUR,https://api.sofascore.app/api/v1/player/981007/image
Aaron Molinas,aaron-molinas,A. Molinas,M,175.0,Right,325,1022257,28.0,2000-08-02,2023-12-31,7628,2200000.0,AR,Argentina,2200000.0,EUR,https://api.sofascore.app/api/v1/player/1022257/image
Gustavo Canto,canto-gustavo,G. Canto,D,186.0,Left,19,792153,29.0,1994-02-25,2023-12-31,65676,350000.0,AR,Argentina,350000.0,EUR,https://api.sofascore.app/api/v1/player/792153/image
Alexis Francisco Flores,alexis-francisco-flores,A. F. Flores,D,181.0,Right,99,1003008,6.0,2002-01-11,2023-12-31,36833,955000.0,AR,Argentina,955000.0,EUR,https://api.sofascore.app/api/v1/player/1003008/image
Vicente Taborda,vicente-taborda,V. Taborda,M,181.0,Right,355,1131037,39.0,2001-06-16,2026-12-31,3202,2900000.0,AR,Argentina,2900000.0,EUR,https://api.sofascore.app/api/v1/player/1131037/image
Leandro Díaz,leandro-diaz,L. Díaz,F,182.0,Right,292,107397,18.0,1992-06-06,2025-12-31,3218,1900000.0,AR,Argentina,1900000.0,EUR,https://api.sofascore.app/api/v1/player/107397/image
Enzo Roldán,enzo-roldan,E. Roldán,M,176.0,Right,66,1022263,8.0,2000-12-08,2025-12-31,3204,1600000.0,AR,Argentina,1600000.0,EUR,https://api.sofascore.app/api/v1/player/1022263/image
Luis Advíncula,luis-advincula,L. Advíncula,D,177.0,Right,2045,149850,17.0,1990-03-02,2024-12-31,3202,1100000.0,PE,Peru,1100000.0,EUR,https://api.sofascore.app/api/v1/player/149850/image
Milton Giménez,milton-gimenez,M. Giménez,F,184.0,Right,190,1092308,45.0,1996-08-12,2026-12-31,3219,2000000.0,AR,Argentina,2000000.0,EUR,https://api.sofascore.app/api/v1/player/1092308/image
Sasha Marcich,sasha-marcich,S. Marcich,D,175.0,Left,44,992126,18.0,1998-05-29,2024-12-31,36837,485000.0,AR,Argentina,485000.0,EUR,https://api.sofascore.app/api/v1/player/992126/image
Nicolás Figal,nicolas-figal,N. Figal,D,180.0,Right,289,579350,4.0,1994-04-03,2024-12-31,3202,3600000.0,AR,Argentina,3600000.0,EUR,https://api.sofascore.app/api/v1/player/579350/image
Pedro de la Vega,pedro-de-la-vega,P. De la Vega,F,177.0,Right,1009,953844,10.0,2001-02-07,2025-12-31,3218,7100000.0,AR,Argentina,7100000.0,EUR,https://api.sofascore.app/api/v1/player/953844/image
Mariano Andújar,mariano-andujar,M. Andújar,G,194.0,Right,90,12758,21.0,1983-07-30,,3206,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/12758/image
Facundo Cambeses,cambeses-facundo,F. Cambeses,G,185.0,Right,94,836159,21.0,1997-04-09,2024-12-31,3219,2900000.0,AR,Argentina,2900000.0,EUR,https://api.sofascore.app/api/v1/player/836159/image
Ignacio Vazquez,ignacio-vazquez,I. Vazquez,D,184.0,Left,10,883922,13.0,1997-06-15,2023-12-31,36837,470000.0,AR,Argentina,470000.0,EUR,https://api.sofascore.app/api/v1/player/883922/image
Ariel Rojas,ariel-rojas,A. Rojas,M,176.0,Left,17,147583,32.0,1986-01-16,2023-12-31,3203,79000.0,AR,Argentina,79000.0,EUR,https://api.sofascore.app/api/v1/player/147583/image
Pol Fernández,pol-fernandez,G. Fernández,M,178.0,Right,272,250231,8.0,1991-11-10,2024-12-31,3202,1800000.0,AR,Argentina,1800000.0,EUR,https://api.sofascore.app/api/v1/player/250231/image
Zaid Romero,zaid-romero,Z. Romero,D,195.0,Left,104,1108450,2.0,1999-12-15,2026-12-31,3206,1400000.0,AR,Argentina,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1108450/image
Martín Cauteruccio,martin-cauteruccio,M. Cauteruccio,F,179.0,Right,242,47435,7.0,1987-04-14,2024-12-31,3209,275000.0,UY,Uruguay,275000.0,EUR,https://api.sofascore.app/api/v1/player/47435/image
Iván Tapia,ivan-tapia,I. Tapia,M,179.0,Right,113,992084,10.0,1998-11-23,2023-12-31,65668,2900000.0,AR,Argentina,2900000.0,EUR,https://api.sofascore.app/api/v1/player/992084/image
Francis Mac Allister,francis-mac-allister,F. M. Allister,M,176.0,Right,80,1089454,5.0,1995-10-30,2023-12-31,3217,640000.0,AR,Argentina,640000.0,EUR,https://api.sofascore.app/api/v1/player/1089454/image
Gonzalo Bettini,gonzalo-bettini,G. Bettini,D,171.0,Right,17,581630,25.0,1992-09-26,2023-12-31,42338,390000.0,AR,Argentina,390000.0,EUR,https://api.sofascore.app/api/v1/player/581630/image
Juan Manuel Insaurralde,juan-manuel-insaurralde,J. M. Insaurralde,D,187.0,Left,38,93196,2.0,1984-10-03,2023-12-31,42338,325000.0,AR,Argentina,325000.0,EUR,https://api.sofascore.app/api/v1/player/93196/image
Cristian Ferreira,cristian-ferreira,C. Ferreira,M,175.0,Right,229,909608,30.0,1999-09-12,2023-12-31,3212,1700000.0,AR,Argentina,1700000.0,EUR,https://api.sofascore.app/api/v1/player/909608/image
Juan Sforza,juan-sforza,J. Sforza,M,179.0,Left,422,1003013,13.0,2002-02-14,2024-12-31,3212,4600000.0,AR,Argentina,4600000.0,EUR,https://api.sofascore.app/api/v1/player/1003013/image
Ramiro Macagno,ramiro-macagno,R. Macagno,G,185.0,Right,48,818326,12.0,1997-03-18,2023-12-31,36837,1300000.0,AR,Argentina,1300000.0,EUR,https://api.sofascore.app/api/v1/player/818326/image
Gianluca Prestianni,gianluca-prestianni,G. Prestianni,F,165.0,Right,1555,1201395,11.0,2006-01-31,2024-12-31,3208,4900000.0,AR,Argentina,4900000.0,EUR,https://api.sofascore.app/api/v1/player/1201395/image
Rodrigo Rey,rodrigo-rey,R. Rey,G,188.0,Right,110,158249,33.0,1991-03-08,2024-12-31,3209,1900000.0,AR,Argentina,1900000.0,EUR,https://api.sofascore.app/api/v1/player/158249/image
José Canale,jose-canale,J. Canale,D,187.0,Left,57,877452,13.0,1996-07-20,2026-12-31,3218,700000.0,PY,Paraguay,700000.0,EUR,https://api.sofascore.app/api/v1/player/877452/image
Lucas Carrizo,lucas-carrizo,L. Carrizo,D,180.0,Left,18,871798,3.0,1997-05-20,2023-12-31,7629,560000.0,AR,Argentina,560000.0,EUR,https://api.sofascore.app/api/v1/player/871798/image
Facundo Lencioni,facundo-lencioni,F. Lencioni,M,,,19,1118270,26.0,2001-02-14,,3203,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1118270/image
Tomas Olmos,olmos-tomas,T. Olmos,D,,,5,1485101,41.0,,,3210,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1485101/image
Fernando Alarcón,fernando-alarcon,F. Alarcón,D,179.0,Right,25,797020,6.0,1994-06-16,2023-12-31,4937,825000.0,AR,Argentina,825000.0,EUR,https://api.sofascore.app/api/v1/player/797020/image
Francisco Ortega,francisco-ortega,F. Ortega,D,177.0,Left,754,913647,3.0,1999-02-19,2028-06-30,3245,4200000.0,AR,Argentina,4200000.0,EUR,https://api.sofascore.app/api/v1/player/913647/image
Erik Ramírez,erik-ramirez,E. Ramírez,F,178.0,Right,103,792334,11.0,1996-09-21,2024-12-31,3205,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/792334/image
Sergio Quiroga,sergio-quiroga,S. Quiroga,M,162.0,Right,15,885010,10.0,1994-06-07,2023-12-31,42338,385000.0,AR,Argentina,385000.0,EUR,https://api.sofascore.app/api/v1/player/885010/image
Rodrigo Insúa,rodrigo-insua,R. Insúa,D,179.0,Left,21,1020511,6.0,1997-12-16,2023-12-31,65668,535000.0,AR,Argentina,535000.0,EUR,https://api.sofascore.app/api/v1/player/1020511/image
Emanuel Olivera,emanuel-olivera,E. Olivera,D,180.0,Right,37,129500,18.0,1990-04-02,2024-12-31,6105,575000.0,AR,Argentina,575000.0,EUR,https://api.sofascore.app/api/v1/player/129500/image
Erik Godoy,erik-godoy,E. Godoy,D,184.0,Right,55,249427,24.0,1993-08-16,2023-12-31,3203,815000.0,AR,Argentina,815000.0,EUR,https://api.sofascore.app/api/v1/player/249427/image
Emanuel Aguilera,emanuel-aguilera,E. Aguilera,D,188.0,Right,48,147576,2.0,1989-06-11,2023-12-31,7628,465000.0,AR,Argentina,465000.0,EUR,https://api.sofascore.app/api/v1/player/147576/image
Gonzalo Marinelli,gonzalo-marinelli,G. Marinelli,G,180.0,Right,40,42571,23.0,1989-02-07,2023-12-31,7628,340000.0,AR,Argentina,340000.0,EUR,https://api.sofascore.app/api/v1/player/42571/image
Lucas Menossi,lucas-menossi,L. Menossi,M,165.0,Right,62,249429,10.0,1992-07-11,2024-12-31,7628,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/249429/image
Sebastián Prieto,sebastian-prieto,S. Prieto,D,173.0,Left,15,946305,20.0,1993-04-09,2023-12-31,7628,715000.0,AR,Argentina,715000.0,EUR,https://api.sofascore.app/api/v1/player/946305/image
Kevin Zenón,kevin-zenon,K. Zenón,F,177.0,Left,182,989863,10.0,2001-07-30,2025-12-31,3204,2100000.0,AR,Argentina,2100000.0,EUR,https://api.sofascore.app/api/v1/player/989863/image
Fernando Tobio,fernando-tobio,F. Tobio,D,190.0,Right,32,80918,2.0,1989-10-18,2024-12-31,7629,260000.0,AR,Argentina,260000.0,EUR,https://api.sofascore.app/api/v1/player/80918/image
Agustín Cardozo,agustin-cardozo,A. Cardozo,M,182.0,Right,34,851824,15.0,1997-05-30,2024-12-31,7628,1400000.0,AR,Argentina,1400000.0,EUR,https://api.sofascore.app/api/v1/player/851824/image
Alejandro Maciel,alejandro-maciel,A. Maciel,D,183.0,Right,34,895336,4.0,1997-04-22,2025-12-31,3219,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/895336/image
Alan Lescano,alan-lescano,A. Lescano,M,182.0,Left,96,1186068,22.0,2001-11-11,2027-12-31,3216,1400000.0,AR,Argentina,1400000.0,EUR,https://api.sofascore.app/api/v1/player/1186068/image
Brian Aguirre,brian-aguirre,B. Aguirre,F,178.0,Both,800,1084962,18.0,2003-01-06,2025-12-31,3212,8300000.0,AR,Argentina,8300000.0,EUR,https://api.sofascore.app/api/v1/player/1084962/image
Tomás Conechny,tomas-conechny,T. Conechny,M,170.0,Left,145,822607,17.0,1998-03-30,2025-12-31,6074,1800000.0,AR,Argentina,1800000.0,EUR,https://api.sofascore.app/api/v1/player/822607/image
Nicolás Colazo,nicolas-colazo,N. Colazo,D,178.0,Left,34,106294,18.0,1990-07-08,2023-12-31,3205,190000.0,AR,Argentina,190000.0,EUR,https://api.sofascore.app/api/v1/player/106294/image
Jorge Recalde,jorge-recalde,J. Recalde,F,178.0,Right,223,312820,28.0,1992-05-08,2024-12-31,3212,880000.0,PY,Paraguay,880000.0,EUR,https://api.sofascore.app/api/v1/player/312820/image
Francesco Lo Celso,francesco-lo-celso,F. L. Celso,M,175.0,Left,76,989850,18.0,2000-03-05,2023-12-31,3217,205000.0,AR,Argentina,205000.0,EUR,https://api.sofascore.app/api/v1/player/989850/image
Adrián Sánchez,adrian-sanchez,A. Sánchez,M,177.0,Right,41,1009957,5.0,1999-05-14,2026-12-31,36833,655000.0,AR,Argentina,655000.0,EUR,https://api.sofascore.app/api/v1/player/1009957/image
Alejandro Cabrera,alejandro-cabrera,A. Cabrera,M,185.0,Right,44,981449,16.0,1992-09-30,2024-12-31,3219,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/981449/image
Ramón Sosa,ramon-sosa,R. Sosa,M,178.0,Right,682,1015733,24.0,1999-08-31,2026-12-31,3210,6700000.0,PY,Paraguay,6700000.0,EUR,https://api.sofascore.app/api/v1/player/1015733/image
Emanuel Insua,emanuel-insua,E. Insua,D,181.0,Left,59,250345,33.0,1991-04-10,2023-12-31,3219,315000.0,AR,Argentina,315000.0,EUR,https://api.sofascore.app/api/v1/player/250345/image
Nicolás Valentini,nicolas-valentini,N. Valentini,D,184.0,Left,355,1116570,15.0,2001-04-06,2024-12-31,3202,3100000.0,AR,Argentina,3100000.0,EUR,https://api.sofascore.app/api/v1/player/1116570/image
Diego Novaretti,diego-novaretti,D. Novaretti,D,194.0,Right,10,92021,,1985-05-09,,241802,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/92021/image
Guillermo Soto,guillermo-soto,G. Soto,D,175.0,Right,323,924526,13.0,1994-01-10,2026-06-30,7517,1700000.0,CL,Chile,1700000.0,EUR,https://api.sofascore.app/api/v1/player/924526/image
Guillermo Benitez,guillermo-benitez,G. Benitez,D,171.0,Left,13,830583,14.0,1993-12-08,2024-12-31,7629,465000.0,AR,Argentina,465000.0,EUR,https://api.sofascore.app/api/v1/player/830583/image
Leandro Maciel,leandro-maciel,L. Maciel,M,180.0,Right,17,840847,25.0,1995-12-29,2023-12-31,65676,920000.0,AR,Argentina,920000.0,EUR,https://api.sofascore.app/api/v1/player/840847/image
Rodrigo Aliendro,rodrigo-aliendro,R. Aliendro,M,180.0,Right,180,830748,29.0,1991-02-16,2026-12-31,3211,1800000.0,AR,Argentina,1800000.0,EUR,https://api.sofascore.app/api/v1/player/830748/image
Santiago Longo,longo-santiago,S. Longo,M,177.0,Right,66,990171,5.0,1998-01-01,2024-12-31,3203,3100000.0,AR,Argentina,3100000.0,EUR,https://api.sofascore.app/api/v1/player/990171/image
Nicolás Morgantini,nicolas-morgantini,N. Morgantini,D,175.0,Right,7,941545,4.0,1994-09-11,2023-12-31,36837,745000.0,AR,Argentina,745000.0,EUR,https://api.sofascore.app/api/v1/player/941545/image
Nicolás Reniero,nicolas-reniero,N. Reniero,F,183.0,Right,95,992523,38.0,1995-03-18,2023-12-31,7628,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/992523/image
Andrés Vombergar,andres-vombergar,A. Vombergar,F,187.0,Right,176,894415,18.0,1994-11-20,2024-06-30,55705,3200000.0,SI,Slovenia,3200000.0,EUR,https://api.sofascore.app/api/v1/player/894415/image
Tomás Gonzalez,tomas-gonzalez,T. Gonzalez,F,168.0,,38,1187055,11.0,2003-05-18,2025-12-31,3204,410000.0,AR,Argentina,410000.0,EUR,https://api.sofascore.app/api/v1/player/1187055/image
Iván Rossi,ivan-rossi,I. Rossi,M,183.0,Left,24,581728,5.0,1993-11-01,2023-12-31,36837,480000.0,AR,Argentina,480000.0,EUR,https://api.sofascore.app/api/v1/player/581728/image
Lucas Melano,lucas-melano,L. Melano,F,184.0,Right,38,249071,16.0,1993-03-01,2024-06-30,5215,370000.0,AR,Argentina,370000.0,EUR,https://api.sofascore.app/api/v1/player/249071/image
Ignacio Miramón,ignacio-miramon,I. Miramón,M,179.0,Right,644,1090319,20.0,2003-06-12,2028-06-30,1643,4200000.0,AR,Argentina,4200000.0,EUR,https://api.sofascore.app/api/v1/player/1090319/image
Gabriel Hauche,gabriel-hauche,G. Hauche,F,168.0,Right,182,38784,7.0,1986-11-27,2023-12-31,3215,210000.0,AR,Argentina,210000.0,EUR,https://api.sofascore.app/api/v1/player/38784/image
Sebastián Prediger,sebastian-prediger,S. Prediger,M,184.0,Right,16,78851,5.0,1986-09-04,2023-12-31,7628,110000.0,AR,Argentina,110000.0,EUR,https://api.sofascore.app/api/v1/player/78851/image
Cristian Medina,cristian-medina,C. Medina,M,178.0,Right,1064,1003010,36.0,2002-06-01,2027-12-31,3202,8800000.0,AR,Argentina,8800000.0,EUR,https://api.sofascore.app/api/v1/player/1003010/image
Emiliano Insúa,emiliano-insua,E. Insúa,D,181.0,Left,78,20738,48.0,1989-01-07,2023-12-31,3215,310000.0,AR,Argentina,310000.0,EUR,https://api.sofascore.app/api/v1/player/20738/image
Nicolás Meriano,nicolas-meriano,N. Meriano,D,191.0,Left,31,1117093,13.0,2000-11-09,2024-12-31,3203,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/1117093/image
Juan Ignacio Díaz,juan-ignacio-diaz,J. I. Díaz,D,182.0,Left,18,896624,14.0,1998-05-26,2023-12-31,65668,415000.0,AR,Argentina,415000.0,EUR,https://api.sofascore.app/api/v1/player/896624/image
Ayrton Costa,ayrton-costa,A. Costa,D,170.0,Left,62,976485,79.0,1999-07-13,2025-12-31,3209,1300000.0,AR,Argentina,1300000.0,EUR,https://api.sofascore.app/api/v1/player/976485/image
Alan Varela,alan-varela,A. Varela,M,177.0,Right,2472,1066560,22.0,2001-07-04,2028-06-30,3002,9700000.0,AR,Argentina,9700000.0,EUR,https://api.sofascore.app/api/v1/player/1066560/image
Matías Tagliamonte,matias-tagliamonte,M. Tagliamonte,G,193.0,Right,52,871837,13.0,1998-02-19,2026-12-31,3215,195000.0,AR,Argentina,195000.0,EUR,https://api.sofascore.app/api/v1/player/871837/image
Guido Carrillo,guido-carrillo,G. Carrillo,F,191.0,Right,287,174519,9.0,1991-05-25,2024-12-31,3206,515000.0,AR,Argentina,515000.0,EUR,https://api.sofascore.app/api/v1/player/174519/image
Adrian Martinez,martinez-adrian,Adrián Martínez,F,181.0,Left,162,906811,9.0,1992-07-07,2024-12-31,4937,1500000.0,AR,Argentina,1500000.0,EUR,https://api.sofascore.app/api/v1/player/906811/image
Nicolás Cordero,nicolas-cordero,N. Cordero,F,185.0,Right,131,860051,27.0,1999-04-11,,1951,1000000.0,AR,Argentina,1000000.0,EUR,https://api.sofascore.app/api/v1/player/860051/image
Alexis Soto,alexis-soto,A. Soto,D,177.0,Left,55,824513,3.0,1993-10-20,2025-12-31,36839,1600000.0,AR,Argentina,1600000.0,EUR,https://api.sofascore.app/api/v1/player/824513/image
Mateo Coronel,mateo-coronel,M. Coronel,F,172.0,Right,237,898982,37.0,1998-10-24,2023-12-31,36833,3600000.0,AR,Argentina,3600000.0,EUR,https://api.sofascore.app/api/v1/player/898982/image
Santiago Rodríguez,santiago-rodriguez,S. Rodríguez,F,171.0,Right,38,897000,11.0,1997-08-23,2025-12-31,4937,1400000.0,AR,Argentina,1400000.0,EUR,https://api.sofascore.app/api/v1/player/897000/image
Gastón Gómez,gaston-gomez,G. Gómez,G,189.0,Right,59,830775,1.0,1996-03-04,2023-12-31,3208,1300000.0,AR,Argentina,1300000.0,EUR,https://api.sofascore.app/api/v1/player/830775/image
Alejandro Donatti,alejandro-donatti,A. Donatti,D,191.0,Right,25,249425,18.0,1986-10-24,2023-12-31,42338,145000.0,AR,Argentina,145000.0,EUR,https://api.sofascore.app/api/v1/player/249425/image
Matías Orihuela,matias-orihuela,M. Orihuela,D,178.0,Left,18,584422,39.0,1992-02-17,2024-12-31,36833,430000.0,AR,Argentina,430000.0,EUR,https://api.sofascore.app/api/v1/player/584422/image
Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,178.0,Left,966,1003012,21.0,2002-07-25,2025-12-31,3202,7200000.0,AR,Argentina,7200000.0,EUR,https://api.sofascore.app/api/v1/player/1003012/image
Walter Montoya,walter-montoya,W. Montoya,M,172.0,Right,70,341077,7.0,1993-07-21,2023-12-31,3217,455000.0,AR,Argentina,455000.0,EUR,https://api.sofascore.app/api/v1/player/341077/image
Federico Redondo,federico-redondo,F. Redondo,M,188.0,Right,1573,1117026,5.0,2003-01-18,2024-12-31,3216,7800000.0,AR,Argentina,7800000.0,EUR,https://api.sofascore.app/api/v1/player/1117026/image
Lisandro López,lisandro-lopez,L. López,F,175.0,Right,305,13207,7.0,1983-03-02,2023-12-31,42338,195000.0,AR,Argentina,195000.0,EUR,https://api.sofascore.app/api/v1/player/13207/image
Baldomero Perlaza,baldomero-perlaza,B. Perlaza,M,188.0,Right,159,285611,14.0,1992-06-05,2023-12-31,3207,750000.0,CO,Colombia,750000.0,EUR,https://api.sofascore.app/api/v1/player/285611/image
Sebastián Moyano,sebastian-moyano,S. Moyano,G,188.0,Right,18,147578,25.0,1990-08-26,2023-12-31,3204,430000.0,AR,Argentina,430000.0,EUR,https://api.sofascore.app/api/v1/player/147578/image
Lucas Cháves,lucas-chaves,L. Cháves,G,179.0,Right,77,789855,1.0,1995-08-09,2023-12-31,7629,3700000.0,AR,Argentina,3700000.0,EUR,https://api.sofascore.app/api/v1/player/789855/image
Diego Rodríguez,diego-rodriguez,D. Rodríguez,G,184.0,Left,57,38266,50.0,1989-06-25,2023-12-31,6074,290000.0,AR,Argentina,290000.0,EUR,https://api.sofascore.app/api/v1/player/38266/image
Marcelo Benítez,marcelo-benitez,M. Benítez,D,178.0,Left,29,583660,3.0,1991-01-13,2023-12-31,65676,380000.0,AR,Argentina,380000.0,EUR,https://api.sofascore.app/api/v1/player/583660/image
Juan Bisanz,juan-bisanz,J. Bisanz,M,180.0,Right,44,1489941,17.0,2001-08-28,,3219,,AR,Argentina,,EUR,https://api.sofascore.app/api/v1/player/1489941/image
Facundo Garcés,facundo-garces,F. Garcés,D,188.0,Right,89,879875,33.0,1999-09-05,2024-12-31,3207,4900000.0,AR,Argentina,4900000.0,EUR,https://api.sofascore.app/api/v1/player/879875/image
Martín Payero,martin-payero,M. Payero,M,182.0,Right,377,895592,32.0,1998-09-11,2027-06-30,2695,3400000.0,AR,Argentina,3400000.0,EUR,https://api.sofascore.app/api/v1/player/895592/image
Marcos Portillo,marcos-portillo,M. Portillo,M,178.0,Right,46,1167858,22.0,2000-01-31,2025-12-31,3212,380000.0,AR,Argentina,380000.0,EUR,https://api.sofascore.app/api/v1/player/1167858/image
Marcelo Ortíz,marcelo-ortiz,M. Ortíz,D,186.0,Right,5,895340,3.0,1994-01-13,2024-12-31,36833,405000.0,AR,Argentina,405000.0,EUR,https://api.sofascore.app/api/v1/player/895340/image
Ulises Sánchez,ulises-sanchez,U. Sánchez,M,169.0,Right,119,992114,12.0,1998-06-26,2026-12-31,3203,2600000.0,AR,Argentina,2600000.0,EUR,https://api.sofascore.app/api/v1/player/992114/image
Lautaro Guzmán,lautaro-guzman,L. Guzmán,M,173.0,Left,80,960016,22.0,2000-01-18,2023-12-31,3221,1600000.0,AR,Argentina,1600000.0,EUR,https://api.sofascore.app/api/v1/player/960016/image
Facundo Roncaglia,facundo-roncaglia,F. Roncaglia,D,179.0,Right,158,34391,2.0,1987-02-10,2023-12-31,3202,190000.0,AR,Argentina,190000.0,EUR,https://api.sofascore.app/api/v1/player/34391/image
Paolo Goltz,paolo-goltz,P. Goltz,D,184.0,Right,43,174825,6.0,1985-05-12,2023-12-31,3207,130000.0,AR,Argentina,130000.0,EUR,https://api.sofascore.app/api/v1/player/174825/image
Marcelo Herrera,marcelo-herrera,M. Herrera,D,180.0,Right,189,954700,15.0,1998-11-03,2025-12-31,3211,2100000.0,AR,Argentina,2100000.0,EUR,https://api.sofascore.app/api/v1/player/954700/image
Francisco González Metilli,francisco-gonzalez-metilli,F. G. Metilli,M,175.0,Left,103,896773,13.0,1997-03-29,2025-12-31,3216,1900000.0,AR,Argentina,1900000.0,EUR,https://api.sofascore.app/api/v1/player/896773/image
Mauro Boselli,mauro-boselli,M. Boselli,F,181.0,Right,401,31973,17.0,1985-05-22,2023-12-31,3206,275000.0,AR,Argentina,275000.0,EUR,https://api.sofascore.app/api/v1/player/31973/image
Maximiliano Centurión,maximiliano-centurion,M. Centurión,D,192.0,Right,45,976345,19.0,1999-02-20,2023-12-31,3221,390000.0,AR,Argentina,390000.0,EUR,https://api.sofascore.app/api/v1/player/976345/image
Christian Javier Báez,christian-javier-baez,C. J. Báez,D,180.0,Right,68,136758,13.0,1990-04-09,2023-12-31,3209,485000.0,PY,Paraguay,485000.0,EUR,https://api.sofascore.app/api/v1/player/136758/image
